year,ses_DET âmes_NOUN,ses_DET ames_NOUN,ses_DET lames_NOUN
1800,6.288328968651058e-09,6.288328968651058e-09,8.803660609402186e-07
1801,0.0,1.1905912700171939e-08,1.4620461179504218e-06
1802,6.713520406265161e-09,6.713520406265161e-09,2.3497321421928064e-07
1803,3.900678446910888e-09,1.950339267864365e-08,8.093907553075042e-07
1804,0.0,2.4718509461507665e-09,4.3751763101340657e-07
1805,2.842877711017877e-09,8.528632911009026e-09,5.259323678785677e-07
1806,0.0,0.0,3.6020862737018433e-07
1807,0.0,2.562259560079383e-08,6.547996491690355e-07
1808,0.0,0.0,2.764610198546791e-07
1809,0.0,2.259030518203531e-09,2.801197780399889e-07
1810,2.3401267590372754e-09,2.106114038724627e-08,1.4976811790745614e-07
1811,2.5070767684098882e-09,7.521229861140455e-09,1.2786091252436904e-07
1812,2.6672082320544632e-09,2.6672082320544632e-09,7.468183311765131e-07
1813,0.0,5.751483289628823e-09,3.2208306777192774e-07
1814,3.1466771410748606e-09,6.293354459785405e-08,3.6501455369375435e-07
1815,2.1577788444915313e-08,8.091670444798638e-09,3.1557516422253684e-07
1816,1.1588019432906549e-08,0.0,7.810325328705403e-07
1817,0.0,1.401186100480345e-08,5.028701313136708e-07
1818,1.0729059418679299e-08,1.1921177378582115e-09,5.161869562897436e-07
1819,2.4842520929269085e-08,0.0,4.730429914445722e-07
1820,7.119888678630559e-09,1.1866481131050932e-08,2.7886231279694584e-07
1821,1.972297603014539e-08,0.0,2.5146794513375426e-07
1822,5.012807946513931e-09,1.303330066093622e-08,3.2182227016619436e-07
1823,3.9530747564242574e-09,8.894418535021487e-09,3.162459798478068e-07
1824,4.210556348027694e-09,1.2631669044083083e-08,2.9558105296700887e-07
1825,2.641632912414593e-09,5.283265824829186e-09,2.0780846021750676e-07
1826,8.807984341885344e-10,4.403992281964975e-09,2.4398116238444345e-07
1827,9.217273055917019e-10,6.452091305675367e-09,2.0646691289982755e-07
1828,9.172301251858528e-10,5.503380862137419e-09,2.3022476014489257e-07
1829,3.0006116702452346e-08,7.715858174606183e-09,2.391916096300406e-07
1830,9.39315203396518e-09,1.0436835395921662e-08,2.4422196531759255e-07
1831,1.4032085715598441e-08,1.4032085715598441e-08,3.788663054393737e-07
1832,3.5177919244233635e-08,2.705993873419743e-09,2.313624789529456e-07
1833,1.6217079235048004e-08,3.706761031452288e-08,2.0155514102171423e-07
1834,9.334531370086552e-09,2.240287422239362e-08,3.519118116912523e-07
1835,1.9664028627630614e-08,2.4201881387853064e-08,4.5076004795419067e-07
1836,1.2097350121642592e-08,1.0753200274660202e-08,2.479956826562102e-07
1837,1.1828414692161004e-08,9.741046969047318e-09,3.638977084108319e-07
1838,2.1461350030449466e-08,1.1361890983607736e-08,2.09563779662858e-07
1839,3.0063343814390464e-08,9.788065469251706e-09,1.9506216286657718e-07
1840,1.9109066329292546e-08,0.0,1.554204072107268e-07
1841,2.632424944692957e-08,1.0914932513372833e-08,2.72231257980593e-07
1842,3.085801836277824e-08,2.683306021822318e-09,2.4015589161763273e-07
1843,2.3627643841450663e-08,2.3627644840651385e-09,1.3526826458942764e-07
1844,1.3721403568922597e-08,1.097712254427563e-09,1.3392089392993967e-07
1845,2.0088820829045062e-08,1.674068439427856e-09,2.617126826365279e-07
1846,2.2832555401919308e-08,2.3418005312692003e-09,1.071373780803242e-07
1847,2.7505439703645607e-08,2.1572894581822766e-09,2.1950420858729558e-07
1848,2.976732105253177e-08,2.574470947536156e-08,5.229394162142853e-08
1849,4.1897074254393374e-08,8.379414939696517e-10,2.781965646736495e-07
1850,2.4440385715251978e-08,1.3577992064028876e-09,1.6972490524125305e-07
1851,2.837752988149589e-08,2.5152811611306447e-08,1.276988936815826e-07
1852,3.841221740685796e-08,6.510545436100301e-10,1.126324358224906e-07
1853,2.9859659633757474e-08,0.0,1.6422812443295243e-07
1854,2.4939190268469247e-08,1.0391328908454511e-09,1.5067427394654942e-07
1855,2.0697054736729115e-08,3.1841622671890946e-09,1.4700215444918285e-07
1856,2.743910287872353e-08,5.177189121852166e-09,1.9310916421488855e-07
1857,4.881509241272397e-08,5.857811125054013e-09,9.958278646138297e-08
1858,4.0128142586581816e-08,7.340513752396305e-09,1.326186263028717e-07
1859,2.13871282905842e-08,5.601390906662118e-09,1.5785737161877478e-07
1860,1.556242520961426e-08,0.0,1.2358396395129034e-07
1861,3.3483342321005694e-08,7.073945706981277e-09,1.2167186458356127e-07
1862,3.0722308280717314e-08,4.517986262886353e-10,1.5270793429777996e-07
1863,3.096664968893492e-08,9.989241656072068e-10,1.158752040986144e-07
1864,2.06173303984869e-08,2.3973640850272204e-09,9.733297723357737e-08
1865,3.247722762944605e-08,1.8827377989971694e-09,2.7111423150927294e-07
1866,3.113992264047738e-08,9.731225825149181e-10,1.1531502552841744e-07
1867,3.2513836956127307e-08,0.0,1.281142250064704e-07
1868,2.0747471296544973e-08,4.93987406535723e-10,9.929146926879184e-08
1869,2.44175962782478e-08,9.767038289254515e-10,2.0071263051590904e-07
1870,1.0894693147633916e-08,5.734048791339319e-10,9.977244763703652e-08
1871,1.3807530230280918e-08,1.0621177271019633e-09,1.7843578348220035e-07
1872,3.084143029852271e-08,6.047339295989218e-10,8.22438162018102e-08
1873,3.412022664406322e-08,1.1972009161809183e-08,1.2510749236582797e-07
1874,2.6288279997288555e-08,1.1949218281515073e-09,1.0993280730176025e-07
1875,2.9179789251543298e-08,1.3159512368687842e-08,1.1042547276574055e-07
1876,2.5997863417615008e-08,1.813804439976252e-09,1.3845374002841027e-07
1877,2.288381928394756e-08,1.2369631985365004e-09,9.833857284036185e-08
1878,1.9928991790152395e-08,6.039088673581716e-10,1.2742476940275083e-07
1879,2.3826369210944165e-08,1.221865053580018e-09,1.1363344754045102e-07
1880,1.2193908105473383e-08,1.9253538763308597e-09,1.3413298916020722e-07
1881,1.5339516323820135e-08,0.0,1.289913880153648e-07
1882,2.5290462835059202e-08,1.3310770263785798e-09,1.0582062692776617e-07
1883,2.0221884888815822e-08,5.68740488038344e-09,9.415814972157932e-08
1884,2.6406787867472303e-08,1.9805090900604227e-09,1.4919834967486167e-07
1885,3.480643329112354e-08,4.511945095320158e-09,1.0184104271004912e-07
1886,1.8715045291273213e-08,9.034849701716752e-09,1.0841818975926287e-07
1887,2.6768590899450828e-08,9.793386657186431e-09,1.038099044503582e-07
1888,2.599652049184442e-08,3.1703073499755874e-09,1.3188478931169811e-07
1889,2.0048437576747347e-08,4.38559560889118e-09,1.3219438343980983e-07
1890,2.0318598359381213e-08,4.588070645628051e-09,1.350203628902591e-07
1891,2.7409146952095398e-08,6.374220040683554e-10,9.306361437033672e-08
1892,2.1312942521944933e-08,1.2537024751679837e-09,1.0656470794678796e-07
1893,1.6011883374744684e-08,6.774258043407144e-09,1.1824159518170063e-07
1894,1.3863386882917439e-08,6.301539290376468e-10,1.1657847553969702e-07
