year,ses_DET âmes_NOUN,ses_DET ames_NOUN,ses_DET lames_NOUN
1895,2.2870734639468537e-08,4.213030146971164e-09,1.3361323780713974e-07
1896,1.2973464080801023e-08,8.845543741919926e-09,1.067362260798177e-07
1897,2.680288169187861e-08,9.905413045352418e-09,1.4741585374622446e-07
1898,2.4330925163518202e-08,5.092519295146758e-09,1.0524540194900567e-07
1899,2.819064981451902e-08,1.6582735185011188e-09,9.562710623356452e-08
1900,2.6474371694895638e-08,2.07642125715779e-09,1.2147064420986453e-07
1901,2.794369535763508e-08,3.912117296778206e-09,1.2127563397967833e-07
1902,2.7006560543441083e-08,1.9641135939885146e-09,1.2815840622071306e-07
1903,1.1880484152015924e-08,3.2401321625741275e-09,9.828401226208427e-08
1904,3.9772225512990644e-08,5.374625189347171e-09,9.835563918869639e-08
1905,2.7868098939620722e-08,1.5482277126999122e-09,1.0837593739099205e-07
1906,2.314883107423782e-08,1.2346043076760793e-08,9.10520645547308e-08
1907,2.6228502036929058e-08,4.114274698707732e-09,1.0079972723175956e-07
1908,3.5361999550787004e-08,1.964555629285769e-09,1.0068347688907409e-07
1909,2.915521307711444e-08,1.6502950117569526e-09,7.591357098490903e-08
1910,2.1911017000775246e-08,7.481810837539626e-09,1.0527976845864373e-07
1911,2.500575924102577e-08,1.5961122423746588e-09,1.0640748016044199e-07
1912,3.229841283314272e-08,9.89790061023399e-09,9.533241102088752e-08
1913,3.39391330594907e-08,1.113627856597077e-08,9.015082369501215e-08
1914,4.888622839871459e-08,8.705766774141921e-09,9.174538995182502e-08
1915,3.652036184575991e-08,1.1780761921542648e-09,1.2487607570221826e-07
1916,5.8233549538044826e-08,5.493730803607377e-09,4.834483235960363e-08
1917,4.276905585243185e-08,4.386569774084137e-09,7.347504082932943e-08
1918,3.675640414257941e-08,1.1486376294556067e-09,5.513460621386912e-08
1919,3.775217966017763e-08,9.207848372660976e-10,6.721729084446793e-08
1920,4.0132828615924154e-08,5.300562211374427e-09,6.512119243851089e-08
1921,1.817459427400081e-08,6.8154727417280014e-09,9.163024383695983e-08
1922,3.24629156334133e-08,5.90234855435412e-09,9.73887486210856e-08
1923,4.458698343867695e-08,5.307974060286824e-09,7.961961312474841e-08
1924,2.836157442231979e-08,6.4458122173149945e-09,5.801231139912488e-08
1925,3.409435223034052e-08,8.798542339150117e-09,7.478761143708823e-08
1926,4.5699169337609646e-08,4.458455382660986e-09,1.0811754513895266e-07
1927,4.0137209555979325e-08,6.689534814974252e-09,7.915949939985012e-08
1928,2.2852082892654835e-08,6.8556245125250825e-09,1.0283437168467913e-07
1929,2.8965056353413843e-08,7.798284684668033e-09,8.800920969775916e-08
1930,3.7812974085227324e-08,7.352522701786768e-09,5.88201798379373e-08
1931,1.4826963656844327e-08,4.5621426636444085e-09,9.922660115790904e-08
1932,2.9590749406338546e-08,4.383814644626227e-09,7.562080250878012e-08
1933,2.7529589274877253e-08,6.882397318719313e-09,6.99710400731135e-08
1934,1.4377896206951846e-08,1.0783422155213884e-08,9.824895741417095e-08
1935,5.98414207075848e-09,2.393656828303392e-09,1.077145599381879e-07
1936,2.7886843056990074e-08,6.0623572828433225e-09,6.668593321990102e-08
1937,1.510934133364117e-08,1.2591118148108649e-09,6.421470455375555e-08
1938,5.8343463393839556e-08,2.5930428915188486e-09,7.519824529733654e-08
1939,2.4470480752825097e-08,0.0,7.799965739963e-08
1940,3.0429394115571995e-08,2.5357829169792012e-09,5.832300842278926e-08
1941,8.854508237732261e-09,1.4757512989405086e-08,1.6233263977483148e-07
1942,5.158160121254696e-08,3.034211770724937e-09,6.675265984412704e-08
1943,2.6129116648121453e-08,0.0,1.5967793887128323e-07
1944,5.7837350908584995e-08,4.177142187700156e-08,7.390327816381159e-08
1945,2.3963544037997053e-08,4.357008087652048e-09,1.067466994797428e-07
1946,3.201854070766785e-08,1.3921104269343232e-08,4.454753366189834e-08
1947,4.1723047017327985e-08,1.3112958274774655e-08,4.649139762058496e-08
1948,2.8266908369545263e-08,1.630783175166073e-08,8.045197086303801e-08
1949,3.435953033203987e-08,8.835307596655184e-09,5.595694729798595e-08
1950,4.679559140186029e-08,8.508289184305795e-09,4.892266236566911e-08
1951,5.224086763178093e-08,2.1322803522849654e-09,6.18361304383086e-08
1952,4.007025411478793e-08,1.0544803585865736e-08,6.432330490468985e-08
1953,2.801195209123364e-08,8.619061908632375e-09,1.4221452060425577e-07
1954,3.5181128898997827e-08,2.9317608341017376e-09,1.2215669653592443e-07
1955,4.3173795205575516e-08,0.0,8.353190850129977e-08
1956,2.0058624983221307e-08,1.1337484284723587e-08,6.628067805714011e-08
1957,3.9757669878515145e-08,5.301022620862739e-09,1.7405024799188595e-07
1958,4.2188442794799386e-08,3.3088973783179654e-09,7.362296683410818e-08
1959,2.4802393028267034e-08,7.750748043378053e-09,5.658045765244424e-08
1960,2.837541629441276e-08,0.0,7.26687499064127e-08
1961,4.0299324044479334e-08,2.779263652552544e-09,6.531269958198749e-08
1962,4.566208611223033e-08,1.2683912808952869e-09,1.25570741804637e-07
1963,2.8450633848819962e-08,5.172842487688456e-09,5.4314848174641384e-08
1964,2.5552667537454e-08,2.4335873316516654e-09,3.8937397306426647e-08
1965,2.4624196015565758e-08,6.5664520487729305e-09,7.825021786089792e-08
1966,2.381802199913352e-08,4.431259692516676e-09,9.693380675912522e-08
1967,2.8102911997507363e-08,6.902469928959931e-09,9.71276126193743e-08
1968,3.997359995788763e-08,3.5931326802796093e-09,6.826952358984784e-08
1969,2.7704722488364197e-08,2.7250546263957176e-09,6.903472193897642e-08
1970,2.6212732651131887e-08,2.7592349793881255e-09,7.95579411239089e-08
1971,2.3636628765366652e-08,9.762955333059153e-09,6.834068977390473e-08
1972,3.385897073826527e-08,6.156176013405457e-09,4.309323453632885e-08
1973,3.0322620858669325e-08,0.0,4.9067513607781166e-08
1974,1.6876714470370757e-08,2.250228725575454e-09,6.019361764586506e-08
1975,1.8847884142303428e-08,3.4268881066168433e-09,8.053187361412029e-08
1976,2.399681342524218e-08,6.856232359631065e-09,9.484454599473224e-08
1977,1.7630345183761165e-08,2.3507127910882275e-09,4.760193450525918e-08
1978,3.2079192635592335e-08,1.1881182704343018e-09,7.900986376263575e-08
1979,3.043026097770962e-08,1.1703946700691858e-09,4.2134206568178456e-08
1980,2.6720208379238386e-08,1.1370301367108482e-09,3.809051041248068e-08
1981,3.921840630027873e-08,1.897664858585557e-09,4.2381182618900226e-08
1982,2.7933760637921523e-08,4.9660017209518514e-09,3.041676066573018e-08
1983,2.462973291983417e-08,1.8945948143667124e-09,3.978649121272326e-08
1984,3.421414973558967e-08,4.639206907519622e-09,7.596701134815476e-08
1985,2.5866899400206478e-08,3.609334831011779e-09,3.489023725489204e-08
1986,2.2179595993154777e-08,2.9972427317837003e-09,3.656636154980575e-08
1987,1.4665960890170027e-08,4.277571852284723e-09,3.299841111470414e-08
1988,2.0388283006322894e-08,5.996553809062277e-10,3.238138979178018e-08
1989,2.524536246717446e-08,1.6464366536794728e-09,4.445379042650188e-08
1990,3.923028657482064e-08,1.634595292454577e-09,3.977515050657132e-08
1991,3.282420379946416e-08,2.344586136349136e-09,4.278869525364826e-08
1992,2.8100715643297747e-08,3.856960972825618e-09,4.352855953460022e-08
1993,2.8249957595427588e-08,4.985286627956498e-09,3.7112689144080946e-08
1994,2.162719953124892e-08,1.5824779264761446e-09,3.164955919565671e-08
1995,4.12106260228029e-08,4.337960657352369e-09,3.687266614260665e-08
1996,3.5765217898386936e-08,2.6690460952494277e-09,3.042712393153124e-08
1997,3.500272882650535e-08,3.3564261370244708e-09,4.6030988354317515e-08
1998,2.527108478034279e-08,1.43043876743576e-09,2.8131962537258914e-08
1999,3.336246900964568e-08,1.8280804647829996e-09,3.9760750969453085e-08
2000,2.8275402019772855e-08,4.4180314962005696e-10,5.3899984031602344e-08
2001,2.365854356867203e-08,4.381211837767296e-09,2.409666527425358e-08
2002,3.724038410979347e-08,3.066854992184176e-09,3.811662541153282e-08
2003,2.5001537728996936e-08,2.9168459869666208e-09,3.000184545243201e-08
2004,3.083353805610756e-08,3.0833537945085254e-09,3.039305962460048e-08
2005,3.1526246946356196e-08,3.602999676388663e-09,7.070886542948074e-08
2006,2.5530917824312382e-08,2.8825228870488218e-09,2.3471972809829822e-08
2007,3.914590041009802e-08,3.994479413904628e-09,3.8347001685146154e-08
2008,4.0019932423529525e-08,1.7029758714315335e-09,5.108927680907982e-08
2009,2.1933685756536647e-08,4.76819250749827e-10,3.290052918991648e-08
2010,4.771030792660724e-08,4.723793023408973e-10,1.1053675308403399e-07
2011,4.2063691974014716e-08,0.0,1.2389669423740202e-07
2012,4.5616987076613214e-08,6.808505426114664e-10,1.8110623933864645e-07
2013,5.1598811778852394e-08,0.0,1.776672640119159e-07
2014,6.041592137684404e-08,1.5158115873603606e-09,1.6219184217902693e-07
2015,4.743471182511172e-08,2.2165753954528356e-10,1.431907685756073e-07
2016,4.681228338299093e-08,1.0356700219649184e-09,1.6632860599941068e-07
2017,4.679037179933232e-08,7.546833991067814e-10,2.0175203108152573e-07
2018,5.550153514555234e-08,5.162933414126769e-10,2.775076666239329e-07
2019,6.428489407461768e-08,0.0,1.8418131908504165e-07
