year,autres_ADJ eaux_NOUN,autres_ADJ lots_NOUN
1880,2.387438939877029e-07,7.701415682959123e-08
1881,1.6176217343399912e-07,5.9266312746331096e-08
1882,1.6705016037121823e-07,6.988154410692005e-08
1883,1.8262889511788671e-07,8.151947383794322e-08
1884,1.577805619490391e-07,8.450172117591137e-08
1885,2.6298192778995144e-07,8.18595751184148e-08
1886,2.1619104018100188e-07,8.970314979706018e-08
1887,1.730165024582675e-07,1.482065954405698e-07
1888,2.1241059755539027e-07,1.0905857550369547e-07
1889,1.5349584714385855e-07,1.0713383602478643e-07
1890,1.4419650540276052e-07,9.569404113562996e-08
1891,1.2557212869523937e-07,9.242619114502304e-08
1892,1.9495072933750635e-07,1.341461626225282e-07
1893,1.9337427659138484e-07,1.1516238629383224e-07
1894,1.7203201707616245e-07,9.389293609274318e-08
1895,1.474560491487864e-07,1.1074250494402804e-07
1896,1.9342255086485238e-07,9.258335609274582e-08
1897,1.3692776690277242e-07,9.730611338909512e-08
1898,1.9181823063263437e-07,1.1995712156931404e-07
1899,2.4542447363273823e-07,1.1718466197407906e-07
1900,1.4586859720111534e-07,1.1368406660494657e-07
1901,1.654266696959894e-07,9.780293197536594e-08
1902,1.4436234607728693e-07,1.1833783730708092e-07
1903,1.657867585436179e-07,1.4418587568343355e-07
1904,1.6715084427687543e-07,1.2845353580814844e-07
1905,1.3882441862733685e-07,1.1869745719650382e-07
1906,1.548399524153865e-07,1.0082601420435822e-07
1907,1.594281400230102e-07,1.1262827115388063e-07
1908,1.2327586773608346e-07,8.742272683548435e-08
1909,1.0671907801906855e-07,1.0726918020509402e-07
1910,1.7101282878684287e-07,1.0153886620400954e-07
1911,1.4897047151407605e-07,9.789488331080065e-08
1912,1.672224243520759e-07,1.4325908637147222e-07
1913,2.036348121237097e-07,1.2568085594466538e-07
1914,1.2857748288297444e-07,1.1652333853362506e-07
1915,1.2958838624399505e-07,9.542416989916092e-08
1916,1.2415831918133335e-07,1.0547963569251806e-07
1917,1.6449637030291342e-07,1.447567967716168e-07
1918,1.1256648946300629e-07,7.236417332023848e-08
1919,1.1878124439590465e-07,9.392005040353979e-08
1920,1.2191293308205786e-07,8.85951081386338e-08
1921,1.2797943327313988e-07,1.075330118283091e-07
1922,1.2321152098593302e-07,1.2173593688658002e-07
1923,1.2208340649522142e-07,1.1252905096625909e-07
1924,1.3149457345207338e-07,1.250487571269332e-07
1925,1.033828738172815e-07,9.898359820681435e-08
1926,9.808601930672012e-08,1.058883185578452e-07
1927,1.1929670051813446e-07,7.91594985116717e-08
1928,1.3254208397484035e-07,1.0054916543822401e-07
1929,1.4259720160225697e-07,9.803557787790851e-08
1930,1.575540551357335e-07,7.142450186847782e-08
1931,1.6651820544666407e-07,1.0835088914973312e-07
1932,1.6658495383126137e-07,8.658033578967661e-08
1933,1.2961848483428184e-07,1.273243555033332e-07
1934,1.0783422510485252e-07,1.4857158703307505e-07
1935,8.976213194955562e-08,1.543908609846767e-07
1936,9.093535879856063e-08,1.7944577734851919e-07
1937,8.687871400070435e-08,1.1583829007122404e-07
1938,2.618973269363778e-07,1.6206517727823666e-07
1939,1.4223466848761745e-07,1.9576384602260077e-07
1940,2.0539842182643042e-07,2.3582781238928874e-07
1941,9.149658097840074e-08,2.538292278586596e-07
1942,6.978687139280737e-08,2.0936060707299475e-07
1943,1.3645205854118103e-07,2.2064587312797812e-07
1944,9.318240046241044e-08,1.4780655988033686e-07
1945,6.317661416233022e-08,6.099811145077183e-08
1946,7.79581839083221e-08,5.707652661612883e-08
1947,9.894323227399582e-08,7.271731305991125e-08
1948,5.544662684542345e-08,8.153915587172378e-08
1949,9.031647607571358e-08,6.871906066407973e-08
1950,8.933703554703243e-08,1.0529007710147198e-07
1951,1.1194472193665206e-07,1.215399834109121e-07
1952,1.1810180211568877e-07,1.455182996323856e-07
1953,8.726799904934524e-08,8.511323557058859e-08
1954,8.013479657620337e-08,1.5440606659922196e-07
1955,1.6800238711311977e-07,1.351527600945701e-07
1956,6.715278999536167e-08,1.7878340941024362e-07
1957,1.3075856486466364e-07,9.718541349457155e-08
1958,1.1829308022015539e-07,1.1498418217570361e-07
1959,1.007597205671118e-07,1.8601794238293223e-07
1960,6.713208478004162e-08,1.14193753120162e-07
1961,8.754680891343014e-08,1.507750511109407e-07
1962,1.179603899004178e-07,1.325468872437341e-07
1963,6.595374202333915e-08,9.957722113540513e-08
1964,9.490990748872719e-08,1.125534154766683e-07
1965,1.0451602605598964e-07,1.4500915312964935e-07
1966,7.92087675449693e-08,1.1521275666837028e-07
1967,9.712761084301746e-08,1.2818873074138537e-07
1968,6.871866276014771e-08,1.1408196343154486e-07
1969,1.3125679743097862e-07,1.1581482084466188e-07
1970,1.4026110761733435e-07,9.519360588683412e-08
1971,7.913131838677145e-08,8.735275969229406e-08
1972,8.516043692452513e-08,1.1132418364923069e-07
1973,1.0530219185511669e-07,1.3838140944244515e-07
1974,1.125114366118396e-07,1.2826303930069116e-07
1975,1.1137386479731504e-07,1.0966041941173899e-07
1976,8.798831174772204e-08,1.1427053436818824e-07
1977,1.1812331734972759e-07,8.168726850499297e-08
1978,9.029698588847168e-08,8.138610496644105e-08
1979,8.777959692451986e-08,1.2347663869149983e-07
1980,1.5293055355414253e-07,7.731804885224847e-08
1981,8.982280519376218e-08,8.286470176699368e-08
1982,6.642027727821187e-08,9.93200330867694e-08
1983,7.957298464589257e-08,9.283514401658977e-08
1984,9.162433656229041e-08,9.104443421392716e-08
1985,8.782714644439693e-08,1.4978739670823416e-07
1986,9.351397523005289e-08,6.414099118501326e-08
1987,8.860684630462856e-08,9.410658208253153e-08
1988,7.675588875599715e-08,6.716140177331908e-08
1989,1.0043263642955935e-07,8.835876741386528e-08
1990,7.519138023326377e-08,7.791570766357836e-08
1991,6.388997064732393e-08,6.388997064732393e-08
1992,7.107828281505135e-08,5.840540850954312e-08
1993,6.370088811991081e-08,5.594599628011565e-08
1994,7.226649501035354e-08,7.121150957800637e-08
1995,8.784370209014014e-08,4.337960746170211e-08
1996,8.274042784250923e-08,5.071187558769452e-08
1997,7.575933125281153e-08,4.219507232505748e-08
1998,5.149579607177657e-08,7.819731706604216e-08
1999,6.718195777466462e-08,5.1643272769297255e-08
2000,7.113030875416371e-08,4.1971297548570874e-08
2001,4.9945814595275806e-08,4.205963222148057e-08
2002,6.002273522653923e-08,6.265146623718465e-08
2003,6.250384387840313e-08,4.333599790129483e-08
2004,4.492887129003975e-08,4.5809830595544554e-08
2005,7.16096195674254e-08,4.4587121550421216e-08
2006,4.570857825569874e-08,3.74727981977685e-08
2007,5.23276817432361e-08,4.074368931128447e-08
2008,5.364373834026992e-08,3.363377487630714e-08
2009,4.1483275481368764e-08,2.1933685090402832e-08
2010,5.0544585405987164e-08,2.739800031292816e-08
2011,4.244608931003313e-08,3.594533737327765e-08
2012,5.855314810787604e-08,3.744677812278496e-08
2013,4.267361219945087e-08,3.653753921639691e-08
2014,4.850597079553154e-08,2.4469530401916018e-08
2015,4.255824848087286e-08,3.3026974932681696e-08
2016,5.0126427453278666e-08,3.7491254545329866e-08
2017,4.5029441508859236e-08,3.471543763566842e-08
2018,4.1561612817986315e-08,3.8205708818850326e-08
2019,4.030560774026526e-08,4.005050868727267e-08
