year,divers_DET yeux_NOUN,divers_DET lieux_NOUN
1878,6.039088673581716e-10,1.1268939488218166e-06
1879,0.0,8.730225999897812e-07
1880,2.5671385017744797e-09,9.414980581823329e-07
1881,0.0,8.903892307898786e-07
1882,0.0,8.705243885742675e-07
1883,0.0,9.219915568792203e-07
1884,5.281357573494461e-09,7.354290687544562e-07
1885,6.445635691854079e-10,9.40418260597653e-07
1886,0.0,8.731536809136742e-07
1887,6.528924623161458e-10,6.881486456222774e-07
1888,0.0,8.62957676872611e-07
1889,6.265136742733546e-10,7.637201520083181e-07
1890,6.554386478008212e-10,7.609642693751084e-07
1891,0.0,6.144747999314859e-07
1892,0.0,6.218364205778926e-07
1893,0.0,6.324693799797387e-07
1894,0.0,7.92733658272482e-07
1895,6.018614495673091e-10,5.80194409849355e-07
1896,0.0,6.822862701483245e-07
1897,0.0,5.27317581600073e-07
1898,0.0,7.293619432857668e-07
1899,5.527578395003729e-10,6.20747073298844e-07
1900,0.0,6.670503012173867e-07
1901,0.0,5.476964020090236e-07
1902,2.455141867585553e-09,5.087053978058975e-07
1903,0.0,5.594628191829543e-07
1904,0.0,5.030649390391773e-07
1905,5.160759042333041e-10,4.964650202055054e-07
1906,2.572092316910357e-09,4.3777009750556317e-07
1907,0.0,4.427988073985034e-07
1908,0.0,4.79351569993014e-07
1909,0.0,4.488802574087458e-07
1910,1.068830135508847e-09,4.948683454131242e-07
1911,0.0,4.868142582381552e-07
1912,0.0,4.240468740590586e-07
1913,0.0,4.0143632418221387e-07
1914,0.0,5.096221684652846e-07
1915,0.0,4.618058540017955e-07
1916,0.0,3.9994361600292905e-07
1917,0.0,3.553121530330827e-07
1918,0.0,3.411453803892073e-07
1919,0.0,3.812049271800788e-07
1920,0.0,4.61906125792666e-07
1921,0.0,3.5289002653371426e-07
1922,0.0,3.1503785180575505e-07
1923,0.0,4.1826834262792545e-07
1924,2.578324886925998e-09,3.6741130315931514e-07
1925,2.1996355847875293e-09,5.158145199857245e-07
1926,1.1146138456652466e-09,4.068340615503985e-07
1927,2.2298449753321847e-09,4.0360194475397293e-07
1928,1.1426041224282812e-09,3.530646779381641e-07
1929,0.0,4.3670394234140986e-07
1930,0.0,3.980865699304559e-07
1931,0.0,4.915708586850087e-07
1932,0.0,4.64684347889488e-07
1933,0.0,4.12943848004943e-07
1934,3.5944740517379614e-09,3.989866286246979e-07
1935,2.393656828303392e-09,4.607789492183656e-07
1936,0.0,3.928407465991768e-07
1937,0.0,4.230615786582348e-07
1938,1.2965214457594243e-09,3.87659923717365e-07
1939,1.5294050470515685e-09,3.7929245877421636e-07
1940,0.0,3.930463492451963e-07
1941,0.0,6.640880769737123e-07
1942,3.034211770724937e-09,4.7333702468677075e-07
1943,0.0,5.516146757145179e-07
1944,0.0,3.052526835745084e-07
1945,2.178504043826024e-09,3.137045894163748e-07
1946,1.3921104269343232e-09,3.2575383102084743e-07
1947,0.0,2.90869252239645e-07
1948,0.0,3.087616278207861e-07
1949,0.0,2.6702261379796255e-07
1950,1.0635361480382244e-09,3.328868274365959e-07
1951,0.0,3.891411779477494e-07
1952,0.0,4.0175703475142654e-07
1953,0.0,3.221374527129228e-07
1954,0.0,3.4203875998173316e-07
1955,1.8771215692936494e-09,3.172335425460915e-07
1956,0.0,2.9564668579951103e-07
1957,8.835037701437898e-10,3.233623715459544e-07
1958,0.0,3.6149702964394237e-07
1959,0.0,3.5575931178755127e-07
1960,0.0,3.4742583920888137e-07
1961,0.0,3.314272021270881e-07
1962,0.0,3.551495524334314e-07
1963,6.466053248388448e-10,4.978861056770256e-07
1964,1.2167936658258327e-09,3.480029988622846e-07
1965,0.0,4.798981763087795e-07
1966,1.6617224263271169e-09,4.857768658439454e-07
1967,0.0,5.181782967156323e-07
1968,0.0,5.05733396494179e-07
1969,0.0,4.791554601979442e-07
1970,0.0,3.7847507883270737e-07
1971,0.0,4.408745155615179e-07
1972,1.5390440033513642e-09,3.8373499933186395e-07
1973,0.0,4.487747844450496e-07
1974,0.0,3.4259730341545946e-07
1975,0.0,4.16366901845322e-07
1976,3.4281160132820787e-09,3.679511166865268e-07
1977,5.876781838942691e-10,3.837538429252163e-07
1978,0.0,3.778216068894835e-07
1979,0.0,4.0261576828015677e-07
1980,0.0,4.02508675279023e-07
1981,0.0,3.6561675642587943e-07
1982,0.0,4.2273089206901204e-07
1983,0.0,3.271333639531804e-07
1984,0.0,3.5315960644766164e-07
1985,1.2031116103372597e-09,3.861988204789668e-07
1986,0.0,3.836470625628863e-07
1987,6.110816852533674e-10,3.727598141267663e-07
1988,5.996553809062277e-10,3.897760052495869e-07
1989,0.0,4.033769869238313e-07
1990,0.0,3.6015583759763103e-07
1991,1.1722930404189924e-09,4.4371290641720407e-07
1992,1.1019888335184191e-09,4.0993984384840587e-07
1993,0.0,3.6669553082901984e-07
1994,5.274926606624319e-10,4.183016812930873e-07
1995,0.0,4.592815798787342e-07
1996,0.0,4.3558833340284764e-07
1997,0.0,4.6270730535979965e-07
1998,0.0,4.539259066405066e-07
1999,0.0,4.647894513709616e-07
2000,0.0,4.5063922016197466e-07
2001,0.0,5.121636377225514e-07
2002,0.0,5.064691777079133e-07
2003,0.0,4.600283034505992e-07
2004,0.0,5.017056992073776e-07
2005,0.0,5.026184339840256e-07
2006,0.0,4.883817723566608e-07
2007,0.0,4.7254692958631495e-07
2008,0.0,4.078627284798131e-07
2009,4.76819250749827e-10,4.253227814388083e-07
2010,0.0,3.287759966497106e-07
2011,0.0,2.791499582599499e-07
2012,0.0,3.05361481878208e-07
2013,0.0,2.886744425723009e-07
2014,0.0,2.50108911359348e-07
2015,0.0,2.9258794143061095e-07
2016,4.1426800878596737e-10,2.8791626505153545e-07
2017,0.0,3.1143267165134603e-07
2018,0.0,2.439485911054362e-07
2019,7.65296326310505e-10,3.099450225363398e-07
