year,très_ADV eu_VERB,très_ADV lu_VERB
1974,2.8127858375803783e-09,3.262831538286548e-08
1975,2.8557400888473694e-09,3.198428899509054e-08
1976,5.713526984862938e-09,2.399681336973103e-08
1977,1.1753563677885381e-09,4.2312830572655e-08
1978,1.1881182704343018e-09,2.673266052966028e-08
1979,1.1703946700691858e-09,2.9845064419831147e-08
1980,3.97960553399912e-09,1.534990723417451e-08
1981,1.2651099057237047e-09,3.0362638625547334e-08
1982,1.2415004579935385e-09,3.2279012573965815e-08
1983,3.157658134966823e-09,4.231261629961125e-08
1984,1.1598016991243298e-09,2.5515637880335618e-08
1985,1.2031116103372597e-09,3.06793449533771e-08
1986,2.3977941854269602e-09,4.2560848234618476e-08
1987,2.4443267410134695e-09,3.116516611445519e-08
1988,5.996553809062277e-10,3.058242370457265e-08
1989,1.0976244357863152e-09,3.786804370076169e-08
1990,2.724325487424295e-09,2.9422715597249294e-08
1991,1.7584396161396398e-09,2.989347192006164e-08
1992,0.0,3.361065836759991e-08
1993,1.1078414852150331e-09,2.7142116110212555e-08
1994,1.0549853213248639e-09,3.797947195627316e-08
1995,4.337960657352369e-09,3.6872665587495135e-08
1996,2.135236876199542e-09,2.7758080278772468e-08
1997,4.79489448146353e-10,2.5412941528912825e-08
1998,1.9072516899143466e-09,3.099283996110813e-08
1999,3.1991407301035224e-09,3.884671040399468e-08
2000,0.0,3.2251629811241855e-08
2001,3.066848330846028e-09,2.5411028475863517e-08
2002,5.257465574004527e-09,3.8554747616714735e-08
2003,1.6667691671301554e-09,3.083523014701939e-08
2004,4.404791253964646e-10,4.0964557745937213e-08
2005,2.251874686720612e-09,4.2335246641656e-08
2006,3.7061009261485367e-09,3.4590275754808886e-08
2007,2.3966877371606188e-09,3.035804463369374e-08
2008,1.2772318758180745e-09,3.022782135708724e-08
2009,2.384096253749135e-09,3.814553917180774e-08
2010,3.3066552274085836e-09,3.023227468368361e-08
2011,1.911985902935953e-09,2.179664082557764e-08
2012,1.7021263287730903e-09,1.9404239881559704e-08
2013,2.789125042035323e-10,2.482321348473704e-08
2014,0.0,3.2048587617072855e-08
2015,1.7732603163622684e-09,1.4407740250854673e-08
2016,2.0713400439298368e-10,1.7606390234625735e-08
2017,1.7609279590047322e-09,1.735771881783421e-08
2018,5.162933414126769e-10,1.652138686969451e-08
2019,1.53059265262101e-09,2.7040470917949477e-08
