year,très_ADV eu_VERB,très_ADV lu_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,8.645007376628655e-09,0.0
1807,8.540865348294346e-09,0.0
1808,9.064295980465431e-09,0.0
1809,2.0331274441787173e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,1.600324850414836e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,4.670620334934483e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,7.24573512300708e-09,0.0
1820,7.119888678630559e-09,0.0
1821,7.88919063410276e-09,0.0
1822,5.012807946513931e-09,0.0
1823,5.929612356680991e-09,0.0
1824,4.210556348027694e-09,0.0
1825,7.044354433105582e-09,0.0
1826,3.5231937367541377e-09,8.807984341885344e-10
1827,1.3825909306319772e-08,0.0
1828,9.172301251858528e-10,0.0
1829,3.429270423183084e-09,0.0
1830,6.262101504006523e-09,0.0
1831,6.236482441579483e-09,0.0
1832,6.764984572527055e-09,0.0
1833,6.950177322551099e-09,0.0
1834,4.667265462998671e-09,0.0
1835,1.3613558280667348e-08,0.0
1836,1.1425274948351216e-08,0.0
1837,2.7831563720326358e-09,0.0
1838,2.5248647617104325e-09,0.0
1839,6.9914749545318955e-09,0.0
1840,5.732719632334238e-09,0.0
1841,2.5682194149112547e-09,0.0
1842,4.024959032733477e-09,0.0
1843,9.451057714215949e-09,0.0
1844,7.1351298203126134e-09,0.0
1845,8.37034175305007e-09,5.022205318283568e-09
1846,5.854501106128396e-09,5.854501328173001e-10
1847,5.3932236454556914e-09,2.6966118227278457e-09
1848,7.24069959545659e-09,0.0
1849,8.379414939696517e-10,8.379414939696517e-10
1850,6.1100964288129944e-09,0.0
1851,3.8696632564949596e-09,0.0
1852,4.557382027314816e-09,3.2552727180501506e-09
1853,2.388772735173461e-09,0.0
1854,3.117398783558656e-09,1.0391328908454511e-09
1855,2.653468555990912e-09,0.0
1856,4.141751386299575e-09,0.0
1857,2.4407544874094356e-09,0.0
1858,2.936205500958522e-09,0.0
1859,1.5276520048956854e-09,0.0
1860,5.950338888283113e-09,4.577183909670879e-10
1861,2.8295783494058924e-09,0.0
1862,4.066187636597718e-09,0.0
1863,3.995696662428827e-09,4.994620717013731e-09
1864,2.3973640850272204e-09,8.151037178549814e-09
1865,4.23615986733239e-09,0.0
1866,4.865612801552288e-09,0.0
1867,6.308654931785895e-09,0.0
1868,1.4819622196071691e-09,0.0
1869,2.441759683335931e-09,1.953407657850903e-09
1870,2.2936195165357276e-09,4.013834153937523e-09
1871,2.1242354542039266e-09,0.0
1872,3.0236697590169115e-09,1.2094678591978436e-09
1873,5.38740402289406e-09,0.0
1874,5.974609140757536e-09,0.0
1875,2.8607636259891933e-09,0.0
1876,1.209202959984168e-09,0.0
1877,1.2369631985365004e-09,1.2369631985365004e-09
1878,3.6234530931267273e-09,0.0
1879,1.832797580370027e-09,3.0546627449723474e-09
1880,7.701415505323439e-09,2.5671385017744797e-09
1881,1.1853263259808955e-08,4.8807553554297556e-09
1882,5.989846840748214e-09,7.986462158271479e-09
1883,6.319338829996468e-09,0.0
1884,1.1222884843675729e-08,3.300848483434038e-09
1885,1.2246707647989297e-08,5.80107206715752e-09
1886,1.936039190075789e-08,1.097088819790315e-08
1887,1.3057849523878673e-08,0.0
1888,1.2681229177857745e-08,2.53624587998047e-09
1889,1.3783300722991498e-08,3.759081934617825e-09
1890,1.3108773011527575e-08,9.831579994568074e-09
1891,2.039750413018737e-08,4.461953917456185e-09
1892,1.5044429702015805e-08,1.0029619579299265e-08
1893,7.390100087434348e-09,1.2932674542387446e-08
1894,1.2603078580752936e-08,2.0164925729204697e-08
1895,1.745398225949657e-08,1.1435367763823479e-08
1896,1.7101383420481397e-08,1.4742572718162705e-08
1897,1.2236098356765979e-08,6.409384800676321e-09
1898,1.4711722617910539e-08,1.867257104493092e-08
1899,1.1607914629507832e-08,6.633094074004475e-09
1900,9.34389543516545e-09,1.038210584169974e-08
1901,1.2854099118442264e-08,3.353243294146324e-09
1902,1.4730851927158284e-08,1.7677022512430085e-08
1903,1.1340462791054051e-08,9.720396931811592e-09
1904,1.2361637935498493e-08,1.0749250378694342e-08
1905,1.1353670004154992e-08,1.3417973843132813e-08
1906,9.773950260250075e-09,3.395161840558103e-08
1907,1.2857107989372452e-08,1.0799970695529737e-08
1908,5.40252820258047e-09,2.3083528422063182e-08
1909,1.5402754349747028e-08,2.0903737407707013e-08
1910,1.336037680488289e-08,1.2291546447329438e-08
1911,1.170482277768059e-08,1.8089271858201528e-08
1912,1.2502610502451716e-08,1.9795800554334164e-08
1913,8.484783153850373e-09,1.856046338843953e-08
1914,1.4063161857258422e-08,3.8841115213017474e-08
1915,1.6493066246070498e-08,1.6493066468115103e-08
1916,8.789969641043172e-09,3.4061130804730055e-08
1917,1.4256351654751143e-08,2.0836205649743533e-08
1918,1.2635013924011673e-08,3.9053681177847466e-08
1919,1.1970203106503874e-08,1.3811772170413406e-08
1920,1.1358347151713133e-08,2.6502810612782923e-08
1921,7.572747762196741e-09,1.2116395886607734e-08
1922,1.2542490324118916e-08,2.951174238319254e-08
1923,5.307974060286824e-09,2.653986985734491e-08
1924,1.675911143195208e-08,1.804827398643738e-08
1925,6.598906754362588e-09,2.9695080838720855e-08
1926,1.0031524944054127e-08,1.1146138789719373e-08
1927,6.689535148041159e-09,4.4596898618465275e-08
1928,1.0283437212876834e-08,2.0566874314731365e-08
1929,3.342121912552898e-09,2.33948540540041e-08
1930,8.402882833991043e-09,4.5165493789411926e-08
1931,1.2545892325022123e-08,2.3951248095954725e-08
1932,4.383814644626227e-09,2.6302887090601246e-08
1933,1.0323596200123575e-08,1.9500125958415992e-08
1934,3.5944740517379614e-09,2.156684431042777e-08
1935,3.590485242455088e-09,4.547947973776445e-08
1936,1.091224355320719e-08,1.4549657478823974e-08
1937,6.295559074054324e-09,3.399602022113868e-08
1938,6.482607339819424e-09,2.074434313215079e-08
1939,3.058810094103137e-09,2.5999886688055085e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,3.944475324146879e-08
1943,5.806470415592457e-09,2.0322646676618206e-08
1944,0.0,3.855823393905666e-08
1945,6.535512131478072e-09,2.178504132643866e-08
1946,2.7842208538686464e-09,1.9489545977080525e-08
1947,3.5762612871081956e-09,4.649139517809431e-08
1948,6.523132700664291e-09,2.717971980814582e-08
1949,3.9268033269479474e-09,2.3560819073509265e-08
1950,4.2541445921528975e-09,2.4461330738745346e-08
1951,2.1322803522849654e-09,2.7719645245838365e-08
1952,6.326882129314981e-09,1.8980646387944944e-08
1953,4.3095309543161875e-09,3.016671712430252e-08
1954,7.818028890937967e-09,1.5636057781875934e-08
1955,4.6928039232341234e-09,2.3464020060259827e-08
1956,3.488456634670456e-09,2.529131126749462e-08
1957,1.7670075402875796e-09,2.0320587545974433e-08
1958,4.1361216673863055e-09,2.0680609225109947e-08
1959,5.4255236969780185e-09,1.9376869886400527e-08
1960,3.4604166754270693e-09,1.9378333604436193e-08
1961,4.16889545107324e-09,9.72742331128984e-09
1962,2.5367825617905737e-09,3.0441391629665304e-08
1963,2.5864212993553792e-09,3.9442923593924206e-08
1964,3.041984220075733e-09,2.494427053800763e-08
1965,4.924839203113152e-09,2.2982581726616047e-08
1966,4.985167390003653e-09,3.489617161900327e-08
1967,4.437302025817047e-09,2.36656114704914e-08
1968,7.186265332803643e-09,3.2787337289619245e-08
1969,6.812636621500445e-09,2.6342194425765797e-08
1970,3.6789800095249348e-09,2.3913370839068193e-08
1971,4.624557625731995e-09,2.2095109852848793e-08
1972,1.0260293725750103e-09,1.8468529094928243e-08
1973,2.2052815684681093e-09,1.9847533394568018e-08
