year,systèmes_NOUN égaux_ADJ,systèmes_NOUN légaux_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,5.9168927535324656e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,1.2524203008013046e-08
1831,0.0,0.0
1832,5.411987746839486e-09,0.0
1833,2.3167257001688313e-09,0.0
1834,9.334530925997342e-10,4.667265685043276e-09
1835,3.781543966852041e-09,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,6.312161904276081e-09,0.0
1839,1.3982950353153e-09,0.0
1840,0.0,0.0
1841,1.3483152372373297e-08,0.0
1842,1.341653010911159e-09,1.341653010911159e-09
1843,0.0,0.0
1844,0.0,1.6465684371524958e-09
1845,0.0,5.580227946389016e-10
1846,0.0,0.0
1847,4.314578916364553e-09,0.0
1848,5.406388936535222e-07,1.769948809737798e-08
1849,0.0,0.0
1850,6.788996032014438e-09,0.0
1851,9.674158363282004e-09,0.0
1852,1.9531636308300904e-09,0.0
1853,2.9859659189668264e-09,0.0
1854,0.0,1.0391328908454511e-09
1855,3.1841622671890946e-09,0.0
1856,0.0,0.0
1857,3.514686497396724e-08,0.0
1858,2.4468380654951716e-09,0.0
1859,1.018434669930457e-09,0.0
1860,7.323494255473406e-09,0.0
1861,2.8295781717702084e-08,0.0
1862,1.1746764450037972e-08,4.517986429419807e-09
1863,0.0,0.0
1864,4.794727948009836e-10,0.0
1865,0.0,3.294791106611683e-09
1866,0.0,3.8924903300596725e-09
1867,2.91168689159349e-09,4.85281148598915e-09
1868,4.93987406535723e-10,9.385760613156435e-09
1869,0.0,4.883519366671862e-09
1870,1.1468097582678638e-09,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,1.0774807712721213e-08
1874,0.0,1.1949218281515073e-09
1875,1.1443054281912168e-09,1.1443054281912168e-09
1876,4.232210137899983e-09,0.0
1877,0.0,3.710889595609501e-09
1878,1.2078177347163432e-09,6.039088673581716e-10
1879,3.0546627449723474e-09,1.832797580370027e-09
1880,0.0,0.0
1881,4.183504653809678e-09,0.0
1882,0.0,6.655385131892899e-09
1883,6.319338941018771e-10,0.0
1884,0.0,1.3203393933736152e-09
1885,8.379326565943757e-09,6.445635691854079e-10
1886,9.680196200179125e-09,2.5813855497602844e-09
1887,1.3057849246322917e-09,6.528924623161458e-10
1888,0.0,0.0
1889,1.8795409673089125e-09,0.0
1890,1.9663159989136147e-09,6.554386478008212e-10
1891,0.0,1.9122659011827636e-09
1892,0.0,4.387958441043338e-09
1893,8.621783287310336e-09,0.0
1894,1.2603078580752936e-09,1.2603078580752936e-09
1895,1.2037228991346183e-09,6.018614495673091e-10
1896,0.0,2.358811590497112e-09
1897,6.409385022720926e-09,0.0
1898,5.6583548957434e-10,1.13167097914868e-09
1899,0.0,5.527578395003729e-10
1900,0.0,2.595526460424935e-09
1901,2.235495566438317e-09,2.794369402536745e-09
1902,1.9641135384773634e-09,4.910283846193408e-10
1903,1.6200660812870638e-09,1.0800440541913758e-09
1904,4.837162670412454e-09,1.0749250378694342e-09
1905,0.0,2.0643036169332163e-09
1906,3.600929110447737e-09,0.0
1907,9.771402353919711e-09,1.5428529565042481e-09
1908,0.0,1.4734167219643268e-09
1909,4.400786846048277e-09,1.1001967115120692e-09
1910,0.0,0.0
1911,0.0,1.0640748282497725e-09
1912,0.0,5.209421227725386e-10
1913,5.30298971401777e-10,3.71209285532359e-09
1914,0.0,2.678697486047099e-09
1915,0.0,5.890381071793627e-09
1916,0.0,8.789969641043172e-09
1917,0.0,5.483212106582869e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,2.762354567309444e-09
1920,1.514446346106979e-09,6.057785384427916e-09
1921,0.0,1.5145494858259667e-09
1922,0.0,1.0329110011753073e-08
1923,0.0,1.3800733000834953e-08
1924,2.578324886925998e-09,6.445812328337297e-09
1925,0.0,6.598906754362588e-09
1926,0.0,1.3375366592072169e-08
1927,0.0,6.689535148041159e-09
1928,0.0,3.4278122562625413e-09
1929,2.2280812750352652e-09,8.912325100141061e-09
1930,1.470504518152893e-08,2.3107928015519974e-08
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,0.0,3.287861094491973e-09
1933,1.1470662197865522e-09,5.735331320977366e-09
1934,0.0,9.585264137967897e-09
1935,0.0,4.787313656606784e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,1.2591118370153254e-08
1938,1.2965214457594243e-09,1.1668692678767911e-08
1939,1.5294050470515685e-08,4.588215141154706e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,0.0,8.714016175304096e-09
1946,0.0,5.568441707737293e-09
1947,0.0,8.344609447874518e-09
1948,2.5005341797168512e-08,1.0871888278529696e-08
1949,0.0,4.908504269707237e-09
1950,6.381216888229346e-09,9.571825110299415e-09
1951,4.264560704569931e-09,7.462981344019681e-09
1952,4.2179215675730575e-09,8.435843135146115e-09
1953,4.3095309543161875e-09,2.3702419582605216e-08
1954,9.772536113672459e-10,1.4658803948464083e-08
1955,5.631364707880948e-09,1.407841132561316e-08
1956,0.0,1.5698054411927842e-08
1957,2.9155623693100097e-08,1.4136060322300636e-08
1958,4.1361218450219894e-08,2.2335056470978998e-08
1959,4.650448914844674e-09,1.4726420971555854e-08
1960,1.5225833038812198e-08,7.612916519406099e-09
1961,2.640300600376122e-08,1.459113452284555e-08
1962,1.2683912808952869e-09,1.0781326054143392e-08
1963,8.405868889838075e-09,1.4225316924409981e-08
1964,1.3993127545575135e-08,1.4601523545820783e-08
1965,3.2832261354087677e-09,1.6963333848707407e-08
1966,6.6468897053084675e-09,1.2185964237687585e-08
1967,2.9582012395223956e-09,1.429797347185513e-08
1968,4.4914158503495116e-10,2.0660513300185812e-08
1969,9.083515606356229e-10,1.4987801222332564e-08
1970,4.1388523719376735e-09,2.345349692234322e-08
1971,3.083038491169532e-09,8.221435976452085e-09
1972,3.0780880067027283e-09,2.1546616935097518e-08
1973,0.0,1.4334330167287135e-08
1974,1.1251143350321513e-09,1.4626486688484874e-08
1975,5.711480177694739e-10,9.138368284311582e-09
1976,1.7140580066410394e-09,1.1427053969725876e-08
1977,0.0,1.9393379346865913e-08
1978,1.1881182704343018e-09,2.316830638449119e-08
1979,5.851973350345929e-10,1.345953837272873e-08
1980,2.2740602734216964e-09,1.819248218737357e-08
1981,6.325549528618524e-10,1.5181319312773667e-08
1982,1.8622506869903077e-09,1.5518756057986138e-08
1983,1.2630632095778083e-09,1.7682884490000106e-08
1984,0.0,1.4497521405587577e-08
1985,6.015558051686298e-10,7.218669662023558e-09
1986,0.0,1.6784559520033326e-08
1987,2.4443267410134695e-09,1.099947066762752e-08
1988,2.99827696004229e-09,1.679035044332977e-08
1989,2.1952488715726304e-09,9.878619700032232e-09
1990,1.089730194969718e-09,2.2884334427430986e-08
1991,2.344586080837985e-09,2.5790447111262438e-08
1992,1.1019888335184191e-09,2.2039776226279173e-08
1993,0.0,2.1048988330107932e-08
1994,0.0,2.320967773528082e-08
1995,0.0,2.6027763055935793e-08
1996,0.0,2.6690461396583487e-08
1997,9.58978896292706e-10,4.938741327009666e-08
1998,4.768129224785866e-10,2.4794271524797296e-08
1999,4.570201161957499e-10,3.1991408633302854e-08
2000,0.0,4.241310236352547e-08
2001,0.0,2.8039755406439326e-08
2002,1.3143663935011318e-09,3.50497728618393e-08
2003,4.1669229178253886e-10,2.7501691590714472e-08
2004,0.0,2.1583476339515073e-08
2005,0.0,1.6213498099659773e-08
2006,0.0,4.2414267653612114e-08
2007,7.988958938831558e-10,2.4765773432022797e-08
2008,4.257439678578834e-10,3.15050527888161e-08
2009,4.76819250749827e-10,2.2410505451375684e-08
2010,0.0,2.0784689525044087e-08
2011,0.0,1.9884653923440965e-08
2012,0.0,1.6680838044180746e-08
2013,0.0,2.1755175438897822e-08
2014,6.496335691608124e-10,1.3858849179371191e-08
2015,4.433150790905671e-10,1.3964425171764105e-08
2016,0.0,1.5742184444889062e-08
2017,0.0,1.685459594114036e-08
2018,0.0,1.4972506789945328e-08
2019,0.0,1.1224345897176136e-08
