year,les_DET âmes_NOUN,les_DET ames_NOUN,les_DET lames_NOUN
1912,1.1988962000941683e-05,2.531778724446099e-07,2.421338905378434e-06
1913,1.2801947889329313e-05,3.685577834033893e-07,2.6912673263268516e-06
1914,1.2396342640386138e-05,3.207740251198743e-07,2.369307850358382e-06
1915,1.3044837487541372e-05,3.3810786437271645e-07,2.2206735650343035e-06
1916,1.5029749135919701e-05,1.8898434528402674e-07,1.8294124117801402e-06
1917,1.3656488135893596e-05,4.4414018418592605e-07,2.0287885149627982e-06
1918,1.2530487595086015e-05,2.883080503224278e-07,2.237545999150825e-06
1919,1.3318231935954827e-05,2.5321582386439445e-07,1.8609061953611672e-06
1920,1.3102989782964869e-05,2.9834592396582593e-07,2.0997798628741293e-06
1921,1.1065298451740091e-05,2.1052237908492089e-07,2.2339604583976325e-06
1922,1.1983242529822746e-05,3.0175755938444127e-07,2.3542992551028874e-06
1923,1.2651025656396087e-05,4.27822707038672e-07,2.1550374071921397e-06
1924,1.2109102726753918e-05,3.3260391685274726e-07,2.14000959886107e-06
1925,1.1991312987902347e-05,6.070994160722876e-07,2.042361643361801e-06
1926,1.1652173327547644e-05,4.714816528306187e-07,1.8781243795729097e-06
1927,1.1527183914950001e-05,4.225556216042037e-07,2.031388760315167e-06
1928,1.0628503446241666e-05,3.953410212531594e-07,2.0315501672030223e-06
1929,1.1037914362077572e-05,4.6566897893285386e-07,1.8582198038075148e-06
1930,9.946912257419172e-06,3.2666207161469174e-07,1.7425477949473134e-06
1931,9.504083664069185e-06,6.067649600538516e-07,2.0734937891120353e-06
1932,9.583018879766314e-06,5.315375322112459e-07,2.0209385525049584e-06
1933,8.970057763235673e-06,3.20031480427474e-07,2.0784840160104068e-06
1934,9.338443845763322e-06,2.3603713472652998e-07,2.0728134302316903e-06
1935,9.863063382908877e-06,3.8896924081655015e-07,2.636612919104664e-06
1936,1.006957512572626e-05,2.897806830048921e-07,2.260046812807559e-06
1937,8.509077957796762e-06,3.235917365174146e-07,1.7098738851473172e-06
1938,8.665949621899927e-06,4.356311986697392e-07,2.0718412940823328e-06
1939,8.723726040216206e-06,4.190569784512377e-07,2.144225931033361e-06
1940,8.525302064299467e-06,4.437620093611372e-07,2.031162125604169e-06
1941,8.765963173118507e-06,6.463790604982478e-07,2.6563523078948492e-06
1942,1.178791256961631e-05,4.0961860037214137e-07,2.594251100163092e-06
1943,1.0547453314302402e-05,3.280655822557321e-07,3.248720247484016e-06
1944,1.2611756119440543e-05,2.570548911506876e-07,2.2428038732869027e-06
1945,9.666022208421055e-06,2.0477937967555704e-07,2.0630432970847323e-06
1946,1.0425514574308181e-05,4.580043295732139e-07,1.7665881557604735e-06
1947,1.1174624660270638e-05,3.8146786884851736e-07,1.5890521183337114e-06
1948,9.702072816253349e-06,4.533577193654992e-07,2.0428277025530406e-06
1949,8.266902682407817e-06,2.8371153870665466e-07,1.877012039130932e-06
1950,8.89116211055807e-06,4.934807691370224e-07,1.9345722535035748e-06
1951,8.710365534625453e-06,4.2325764582074044e-07,2.3273839531157137e-06
1952,8.110008593575913e-06,4.0808391243984943e-07,2.174338533222908e-06
1953,7.600935248319729e-06,3.964768406916619e-07,2.0653427270644897e-06
1954,8.093614610515942e-06,6.557371641235932e-07,2.0795956459096487e-06
1955,7.453110981714417e-06,3.472674983129309e-07,2.169952495023608e-06
1956,7.727803563284397e-06,4.735579803849532e-07,2.4454081994917942e-06
1957,7.230594860629935e-06,3.3484792716365064e-07,2.6522782832216762e-06
1958,6.5532711630567064e-06,2.9862799344471114e-07,2.5701860124627274e-06
1959,7.4019640408096166e-06,6.355613315633946e-07,1.900483368899586e-06
1960,7.028106182360716e-06,3.951795770618105e-07,2.1855992144992342e-06
1961,8.251633971667616e-06,4.4051330672090216e-07,1.956601607844277e-06
1962,7.489850673891851e-06,4.845254721885794e-07,2.02308407892815e-06
1963,6.742800309211816e-06,3.129569829951606e-07,1.7251430506348697e-06
1964,8.491394339671388e-06,8.036922203302765e-07,1.3256967292818445e-06
1965,8.43460730948209e-06,6.380402410854913e-07,1.899893419476939e-06
1966,6.9847732788730355e-06,5.195652192924172e-07,2.0477959878917318e-06
1967,6.569179333837383e-06,1.1246095681372026e-06,1.7423805331873155e-06
1968,8.36795646819155e-06,7.2805850592772e-07,1.7179665121602739e-06
1969,6.176790577683278e-06,5.500068827046789e-07,1.5537353874606197e-06
1970,6.774381830609855e-06,7.564902340106983e-07,1.6187512130727555e-06
1971,6.073071915579931e-06,1.4074070833203223e-06,1.481913869838536e-06
1972,5.759615930855944e-06,7.808083246629849e-07,1.3866787185179419e-06
1973,5.427197976359821e-06,5.948746846229369e-07,1.3667231826275383e-06
1974,4.387945779171787e-06,3.5553613653149796e-07,1.2483143052577361e-06
1975,4.475515879676095e-06,2.8957204056823116e-07,1.5780820206146018e-06
1976,4.782793524782392e-06,3.5652407781583406e-07,1.2804013920231228e-06
1977,4.526297317397621e-06,3.3145049549432315e-07,1.1412710136937676e-06
1978,5.641779807774583e-06,4.704948377565188e-07,1.6217814788888063e-06
1979,4.647052236350646e-06,4.365572117137617e-07,1.4015475642281672e-06
1980,4.710716069666887e-06,3.73514405183073e-07,1.0483418009243906e-06
1981,5.00540713233022e-06,3.751050918765486e-07,1.182245199515819e-06
1982,5.24099411336465e-06,3.699671413670558e-07,9.59059107685789e-07
1983,4.624074392722832e-06,3.1450273896282965e-07,1.1317046215708615e-06
1984,5.063694345608383e-06,4.447839447863089e-07,1.287959776163916e-06
1985,4.701760047964854e-06,2.5084877552927765e-07,1.11167513239252e-06
1986,5.239180154603673e-06,2.9972427473268226e-07,1.2996044063129375e-06
1987,4.74810451578378e-06,4.1003581152665447e-07,1.2808272487063732e-06
1988,4.656923806578561e-06,2.4166111911583243e-07,9.930293032311965e-07
1989,4.776312692911233e-06,3.797780578906895e-07,9.39017724022051e-07
1990,4.884715650632643e-06,3.3999582749189017e-07,1.0902750631203162e-06
1991,4.962316296541758e-06,3.2120829507320536e-07,9.255253843321043e-07
1992,5.497271189369712e-06,3.658602949485612e-07,1.0468893805182233e-06
1993,5.193560838279154e-06,3.218279580607941e-07,9.256015545133778e-07
1994,6.073022802866035e-06,2.74823675816549e-07,8.139211757907105e-07
1995,5.3655152782994264e-06,2.825096903080748e-07,9.402529599356058e-07
1996,5.293252058891085e-06,2.909260192751617e-07,8.540947789015263e-07
1997,5.44747959452252e-06,1.980291428615999e-07,8.376680398214376e-07
1998,5.207750831459634e-06,3.1565015845558264e-07,9.331229051667833e-07
1999,5.061954851726114e-06,3.5738973380716743e-07,7.956719940693802e-07
2000,5.487195267050993e-06,2.840794239844513e-07,7.444382958965434e-07
2001,5.0291931188439776e-06,2.615583438725366e-07,8.065810988000521e-07
2002,5.548378737785242e-06,2.725119712110313e-07,9.80079249757182e-07
2003,5.6032612008038996e-06,2.6709975919914086e-07,1.217574890688411e-06
2004,5.118807990811547e-06,3.448951524376298e-07,8.844821053344276e-07
2005,5.317577375762994e-06,3.0490384883563593e-07,8.890401943517645e-07
2006,5.2186018990596494e-06,3.2284256867853856e-07,8.297548248492603e-07
2007,5.0042837358432735e-06,3.814727795869999e-07,8.256588870381165e-07
2008,4.875194065334654e-06,3.05258426092081e-07,1.0056072596853483e-06
2009,5.489620235721304e-06,2.5557512595142384e-07,7.605266887367179e-07
2010,4.868340852226538e-06,1.2943192695402672e-07,1.050099186272746e-06
2011,4.738283507776941e-06,1.0783600656871783e-07,1.2049335396113747e-06
2012,5.281698179260275e-06,1.1846799541359587e-07,1.4515733681719212e-06
2013,5.481746370605833e-06,7.83744122934138e-08,1.4004196486894216e-06
2014,6.27524372021071e-06,5.543539693952937e-08,1.5779598925291793e-06
2015,6.857419236894202e-06,1.0373572978394918e-07,1.3871329116454945e-06
2016,8.021471444408235e-06,1.3567277257209298e-07,1.5754612547880242e-06
2017,5.862883597274049e-06,7.8738635611586e-08,1.2668618438738122e-06
2018,6.484127936801087e-06,6.840886790371314e-08,1.4789222859690199e-06
2019,7.943010757571756e-06,8.826417818852406e-08,1.3765129835974221e-06
