year,pas_ADV égale_ADJ,pas_ADV egale_ADJ,pas_ADV légale_ADJ
1800,3.144164395507687e-07,0.0,0.0
1801,1.7144515140898875e-07,4.7623651688866175e-09,0.0
1802,2.3721105435470236e-07,0.0,2.2378401354217203e-08
1803,2.574447819370107e-07,1.5602713787643552e-08,0.0
1804,2.595443504560535e-07,4.943701892301533e-09,5.438072037122765e-08
1805,3.240880630528409e-07,2.842877711017877e-09,1.1371510844071508e-08
1806,1.7001848107156547e-07,2.881669125542885e-09,8.645007376628655e-09
1807,2.5337899955957255e-07,0.0,3.131650672116848e-08
1808,2.2887347483901976e-07,2.2660739951163578e-09,2.2660739062985158e-08
1809,1.8524050915402768e-07,0.0,2.25903047379461e-08
1810,2.1529166360778618e-07,0.0,3.042164919975221e-08
1811,2.431864345453505e-07,0.0,3.008491944456182e-08
1812,2.507175622668001e-07,0.0,3.200649700829672e-08
1813,2.444380413635372e-07,0.0,1.7254450312975678e-08
1814,1.4474714760126517e-07,0.0,6.293354459785405e-08
1815,1.726223075593225e-07,0.0,2.6972236000233352e-08
1816,2.6652443807506643e-07,0.0,4.6352077731626196e-09
1817,2.553272508976079e-07,0.0,3.269434145636296e-08
1818,1.9312307131258422e-07,1.1921177378582115e-09,1.9073883805731384e-08
1819,2.6809220798895694e-07,0.0,3.2088255608186955e-08
1820,2.0529012090264587e-07,1.4239777357261119e-08,4.865257352548724e-08
1821,2.68232469124996e-07,0.0,4.141825016290568e-08
1822,2.1855842646800738e-07,1.0025615893027862e-09,5.413832582235045e-08
1823,2.2829006240954186e-07,0.0,1.7788837070042973e-08
1824,3.5031828815590416e-07,8.421112696055388e-10,4.21055617039201e-08
1825,2.3774695989686734e-07,1.7610886082763955e-09,4.6668848341369085e-08
1826,2.219612014187078e-07,1.7615968683770689e-09,2.906634755106552e-08
1827,1.8158027614845196e-07,0.0,5.899054755786892e-08
1828,2.549899704717973e-07,9.172301251858528e-10,3.5771975603893225e-08
1829,3.1206360517899157e-07,1.714635211591542e-09,3.5150023336427694e-08
1830,2.2230460672290064e-07,1.0436835840010872e-09,2.817945699007396e-08
1831,1.7618063452573551e-07,0.0,4.053713453799901e-08
1832,1.461236678323985e-07,1.3529969367098715e-09,5.276687886635045e-08
1833,2.444145650315477e-07,1.1583628500844156e-09,6.718504863556518e-08
1834,2.072265914421223e-07,0.0,7.467625096069241e-08
1835,2.3596834353156737e-07,0.0,5.218530674255817e-08
1836,2.5740473574842326e-07,0.0,2.8227150394855016e-08
1837,2.4422197952844726e-07,3.478945576063097e-09,4.5226290268374214e-08
1838,2.083013441733783e-07,6.312161904276081e-10,4.039783618736692e-08
1839,2.726675347730634e-07,4.894032734625853e-09,5.033862038317238e-08
1840,2.726226853155822e-07,1.9109065441114126e-09,4.0129037870428874e-08
1841,2.2150892675654177e-07,0.0,3.017657945747487e-08
1842,2.3814341432171204e-07,0.0,4.293289634915709e-08
1843,2.457275058986852e-07,5.906911071384968e-10,7.206431718032036e-08
1844,2.848563269708393e-07,1.6465684371524958e-09,5.817874892954933e-08
1845,2.1930296156824625e-07,5.580227946389016e-10,4.2409730838244286e-08
1846,2.2012925171566167e-07,0.0,4.742146231251354e-08
1847,2.0548182533275394e-07,0.0,3.020205241455187e-08
1848,1.4400946213299903e-07,8.045221711050488e-10,5.873011943435813e-08
1849,1.6591241092100972e-07,8.379414939696517e-10,8.295620546050486e-08
1850,1.4053222230359097e-07,6.788996032014438e-10,5.499086697113853e-08
1851,2.005775456837e-07,6.449438760824933e-10,4.2566295377355345e-08
1852,1.8034211279882584e-07,0.0,5.078225484567156e-08
1853,1.5586742563300504e-07,0.0,4.060913738612726e-08
1854,2.052287442211309e-07,1.558699391779328e-09,6.598494195486637e-08
1855,2.0219430041379383e-07,1.0613874223963649e-09,3.02495415382964e-08
1856,1.76024428810706e-07,1.0354378465748937e-09,4.814786080942213e-08
1857,2.099048970194417e-07,5.369659827891837e-09,3.0753508184488965e-08
1858,1.7225740123194555e-07,2.4468380654951716e-09,3.670256987220455e-08
1859,1.7771685634215828e-07,5.092173349652285e-10,5.244938705573077e-08
1860,1.7622157599817e-07,4.577183909670879e-10,4.3483247225140076e-08
1861,2.2400827504043264e-07,4.715963730639317e-10,6.319391587794598e-08
1862,1.8749642549664713e-07,9.035972525772706e-10,4.382446761042047e-08
1863,1.6781926603925967e-07,1.9978483312144135e-09,4.345320192555846e-08
1864,1.980222634756501e-07,0.0,3.787835112234461e-08
1865,1.6756365539549734e-07,1.4120533631256649e-09,2.6829013677343028e-08
1866,1.7856798706361587e-07,1.9462451650298362e-09,5.692767146570077e-08
1867,1.5092243188519205e-07,1.455843445796745e-09,4.076361648230886e-08
1868,1.7289559650635056e-07,4.93987406535723e-10,4.544684273355415e-08
1869,1.679930647924266e-07,9.767038289254515e-10,3.564969119906891e-08
1870,1.5711293599451892e-07,5.734048791339319e-10,3.268407766654491e-08
1871,1.4444800910951017e-07,0.0,6.478918379571041e-08
1872,2.019811375930658e-07,8.4662747923403e-09,2.8422494580127022e-08
1873,1.7299552723670786e-07,5.986004469882289e-10,5.566984029314881e-08
1874,1.9656464189665712e-07,5.974609140757536e-10,3.823749850084823e-08
1875,1.4418247928915662e-07,1.1443054281912168e-09,3.20405533216217e-08
1876,2.0495990327162872e-07,2.418405919968336e-09,2.0556450763820067e-08
1877,1.873999195822762e-07,9.895705588292003e-09,5.999271479595336e-08
1878,1.6969839577996026e-07,0.0,5.1332254003000344e-08
1879,1.6128618085531343e-07,0.0,6.292604837199178e-08
1880,1.6943114644618618e-07,0.0,4.299957012676714e-08
1881,1.924412060816394e-07,0.0,2.8587281875047665e-08
1882,2.1630002322581277e-07,6.655385131892899e-10,2.1297232422057277e-08
1883,1.5103219652701227e-07,2.5277355764075082e-09,3.728409936343269e-08
1884,1.7560513754233398e-07,6.601696966868076e-10,3.564916539744445e-08
1885,2.1012772322137607e-07,0.0,2.2559724754955823e-08
1886,2.2070845773214387e-07,6.453463874400711e-10,4.065682190912412e-08
1887,1.6452889894935652e-07,0.0,4.309090329002174e-08
1888,1.8958438374738762e-07,6.340614699951175e-10,4.7554610915767626e-08
1889,1.6665264013226988e-07,0.0,3.57112810434046e-08
1890,1.6189333962302044e-07,6.554386478008212e-10,4.5880703680722945e-08
1891,2.5433138262087596e-07,4.461953917456185e-09,6.055508805502541e-08
1892,1.654887284985307e-07,0.0,3.8864776286118285e-08
1893,1.8475249419225293e-07,0.0,3.818218274886931e-08
1894,1.4304494300176884e-07,3.780923574225881e-09,6.238524008495006e-08
1895,1.5287281485143467e-07,1.2037228991346183e-09,5.2963805785566365e-08
1896,1.716035455956444e-07,1.179405795248556e-09,3.3613066108273415e-08
1897,1.35179760718529e-07,1.1653427112179315e-09,2.9133568446582103e-08
1898,1.7314566491677397e-07,1.13167097914868e-09,4.413516663248629e-08
1899,1.426115261438099e-07,0.0,3.924580482816964e-08
1900,1.6559459936615895e-07,0.0,3.5818267463127995e-08
1901,1.2351112843589362e-07,0.0,3.968004591570207e-08
1902,1.3994308289966284e-07,9.820567692386817e-10,2.8479647085077886e-08
1903,1.7604718038910505e-07,5.400220270956879e-10,4.482182802689749e-08
1904,1.7037561406141322e-07,1.0749250378694342e-09,1.9348650681649815e-08
1905,1.723693543453919e-07,0.0,1.909480928929952e-08
1906,1.2911903013446135e-07,0.0,4.0639058340730116e-08
1907,1.3679962762580544e-07,4.114274698707732e-09,3.5485619775954547e-08
1908,1.193467511484414e-07,0.0,4.862275204686739e-08
1909,1.5017684518170427e-07,0.0,4.455796798197298e-08
1910,1.3360376271975838e-07,0.0,3.2599320576309765e-08
