year,pas_ADV égale_ADJ,pas_ADV egale_ADJ,pas_ADV légale_ADJ
1911,1.75572353100506e-07,0.0,3.032613093978398e-08
1912,1.5784546292252344e-07,1.5628263128064646e-09,4.375913675858101e-08
1913,1.537867007073146e-07,1.060597942803554e-09,3.446943352969356e-08
1914,1.0580855303032877e-07,6.696743715117748e-10,2.5447626228469744e-08
1915,1.1191723814363286e-07,0.0,6.479419312199752e-08
1916,9.998590400073226e-08,1.0987462051303964e-09,3.625862632361532e-08
1917,1.4695008587750635e-07,3.289927441585405e-09,4.1672411299487067e-08
1918,1.5621472471138986e-07,1.1486376294556067e-09,5.398596769623509e-08
1919,1.4732557929164614e-07,0.0,3.1306683467846597e-08
1920,1.643174272203396e-07,7.572231730534895e-10,3.48322650722821e-08
1921,1.4085310340306023e-07,0.0,3.0290991048786964e-08
1922,1.298516707493036e-07,0.0,3.7627472693202435e-08
1923,1.1783702547063513e-07,0.0,4.352538596208433e-08
1924,9.926550603722717e-08,0.0,2.1915761649893284e-08
1925,1.3527758824238845e-07,0.0,3.8493624288094e-08
1926,1.683066841451364e-07,0.0,2.5636119005412183e-08
1927,1.3490561912021803e-07,1.1149224876660924e-09,2.8987985345452216e-08
1928,1.5196634706171608e-07,0.0,2.170947865920425e-08
1929,1.2811467797746445e-07,2.2280812750352652e-09,3.342121956961819e-08
1930,1.0713675635543041e-07,0.0,2.4158287814657342e-08
1931,1.3116159891524148e-07,0.0,3.079446386777818e-08
1932,1.3370635087994742e-07,0.0,1.3151444377967891e-08
1933,1.2503021196152986e-07,5.735331320977366e-09,1.4911860191091364e-08
1934,1.4258080227591563e-07,0.0,2.516131836216573e-08
1935,1.7354011561110383e-07,1.196828414151696e-09,2.6330225111337313e-08
1936,1.3458432590596203e-07,2.424942913137329e-09,3.15242587589637e-08
1937,1.1332006266684402e-07,0.0,3.1477796369472344e-08
1938,1.1279736611413682e-07,1.2965214457594243e-09,2.3337385357535823e-08
1939,1.2082300315796601e-07,0.0,1.8352860564618823e-08
1940,8.875240098404902e-08,0.0,3.296517903095264e-08
1941,1.8594465700516594e-07,0.0,8.854508237732261e-09
1942,1.0923162108156248e-07,1.517105907566929e-08,1.517105907566929e-08
1943,1.1322617154974068e-07,0.0,1.7419411690866582e-08
1944,1.5101974781828176e-07,6.4263723231761105e-09,2.5705489292704442e-08
1945,1.3071024795863195e-07,2.178504043826024e-09,1.9606536838523425e-08
1946,1.0997672461598995e-07,0.0,2.0881657292193267e-08
1947,1.335137511659923e-07,1.1920870957027319e-09,3.2186353138285995e-08
1948,1.4677048909561563e-07,0.0,3.696441908118686e-08
1949,1.1093219143276656e-07,0.0,2.0615717133409817e-08
1950,1.35069086582007e-07,0.0,1.701657836861159e-08
1951,1.5352418358816067e-07,4.264560704569931e-09,1.2793682557799002e-08
1952,1.1915628306269355e-07,0.0,1.7926167217297007e-08
1953,9.157753311228589e-08,0.0,1.6160740301529586e-08
1954,1.4365627976076212e-07,2.9317608341017376e-09,2.247683283940205e-08
1955,9.854888105564896e-08,1.8771215692936494e-09,2.2525458831523792e-08
1956,1.2209598310164438e-07,8.72114158667614e-10,1.2209598665435806e-08
1957,1.219235201688207e-07,1.7670075402875796e-09,3.180613461495341e-08
1958,1.1415696121730434e-07,8.272243445794913e-10,2.3989505493204888e-08
1959,1.1238584107786664e-07,7.750747821333448e-10,2.4802393028267034e-08
1960,1.2111458147501253e-07,6.920833350854139e-10,2.5607082676515347e-08
1961,1.0908610192927881e-07,0.0,1.876002997391879e-08
1962,1.420598181312016e-07,6.341956404476434e-10,2.917300001570311e-08
1963,1.150957444906453e-07,0.0,1.681173777967615e-08
1964,1.0646944303971395e-07,6.083968329129164e-10,1.8251904876365188e-08
1965,1.2147935990469705e-07,5.472043373977442e-10,1.4774516721161035e-08
1966,1.0191897814593176e-07,0.0,1.163205709531212e-08
1967,1.2523052816959535e-07,1.4791006197611978e-09,2.218651040664099e-08
1968,1.1138711641933696e-07,1.3474247273492779e-09,2.4253646202510026e-08
1969,1.1172723901609061e-07,4.5417578031781147e-10,2.361714024345929e-08
1970,1.1496812390987543e-07,2.7592350626548523e-09,1.7015283404475667e-08
1971,1.1355858475781133e-07,2.0553589941130213e-09,1.5929032315398217e-08
1972,1.0722006749119828e-07,5.130146862875051e-10,1.7442499000708267e-08
1973,7.939013357827207e-08,0.0,2.205281468548037e-08
1974,1.0969864661092288e-07,0.0,1.2376257352286757e-08
1975,1.0109319958928609e-07,0.0,1.4849848462006321e-08
1976,8.684560981464529e-08,1.7140580066410394e-09,1.4855169538918744e-08
1977,8.81517294715195e-08,0.0,1.2928920156696222e-08
1978,7.366332965830225e-08,0.0,2.316830638449119e-08
1979,8.134242790447388e-08,5.851973350345929e-10,1.8141117053005473e-08
1980,1.0801786487490972e-07,0.0,2.5583178242527538e-08
1981,7.40089305395486e-08,0.0,2.213942273954217e-08
1982,8.876727974893583e-08,0.0,2.1726258125909226e-08
1983,8.399370443612497e-08,3.157658134966823e-09,2.3998200759933752e-08
1984,6.958810416790584e-08,1.1598016991243298e-09,1.1598016769198694e-08
1985,7.33898062321714e-08,0.0,2.707001200974446e-08
1986,7.253327538592202e-08,2.997242676272549e-09,1.7983456501724504e-08
1987,6.355249837497468e-08,2.4443267410134695e-09,2.0165694891716157e-08
1988,7.975416593808404e-08,5.996553809062277e-10,1.798966131616453e-08
1989,9.00052015140318e-08,1.6464366536794728e-09,2.6342986458871565e-08
1990,6.374921923679722e-08,0.0,1.5801088437683575e-08
1991,4.2202550787351356e-08,0.0,2.6962739596569918e-08
1992,6.005839026101967e-08,1.1019888335184191e-09,2.1488782309120324e-08
1993,6.093128490647359e-08,0.0,2.4926434250005514e-08
1994,6.066165525453471e-08,0.0,2.9012095836833396e-08
1995,7.049185768437383e-08,0.0,2.4943274112843028e-08
1996,5.711758532811473e-08,0.0,2.2953797085278893e-08
1997,7.192341655581913e-08,4.79489448146353e-10,2.7330898433319817e-08
1998,6.15088637800909e-08,0.0,1.716526476513991e-08
1999,6.261175400368302e-08,2.7421207526856506e-09,2.7878227726318983e-08
2000,5.3016378842585254e-08,0.0,2.4299172451947015e-08
2001,5.0383935246145484e-08,4.3812117822561447e-10,2.8477876057309004e-08
2002,6.528019724783007e-08,8.76244299341522e-10,2.234422957769766e-08
2003,4.5419458416517955e-08,0.0,3.041853702256958e-08
2004,5.550036874524267e-08,4.404791253964646e-10,2.334539317416784e-08
2005,4.864049429897932e-08,0.0,2.567137258324692e-08
2006,6.135655894468073e-08,4.1178899179428186e-10,2.2648395159308166e-08
2007,4.9531546864045595e-08,0.0,2.1170741604237264e-08
2008,6.088139059556852e-08,1.2772318758180745e-09,2.0009967016676455e-08
2009,4.8635563132393145e-08,0.0,2.145686650578682e-08
2010,6.235406857513226e-08,4.723793023408973e-10,2.3146585093059002e-08
2011,4.665245967316878e-08,0.0,2.4473420623394304e-08
2012,4.357443472713385e-08,0.0,1.6340413466764403e-08
2013,6.331313784357917e-08,2.789125042035323e-10,2.4265387921218462e-08
2014,6.27979090950248e-08,4.330890368553497e-10,2.0571729208995748e-08
2015,6.627560367178376e-08,0.0,2.3052384889865607e-08
2016,8.161079989577047e-08,0.0,2.796309139796449e-08
2017,4.3771638758016707e-08,0.0,2.389830733307008e-08
2018,5.5501534035329314e-08,0.0,2.5556520455438658e-08
2019,6.045841161039789e-08,0.0,2.5254779600913935e-08
