year,règles_NOUN égales_ADJ,règles_NOUN légales_ADJ
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,3.701041606518629e-08
1808,0.0,0.0
1809,9.036122072814123e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,2.2563690915688994e-08
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,5.664018942752591e-08
1815,0.0,0.0
1816,0.0,1.1588019432906549e-08
1817,1.556873407970727e-09,9.341240669868967e-09
1818,3.5763532135746345e-09,4.053200441944682e-08
1819,0.0,3.1053151161586356e-09
1820,1.1866481131050932e-09,1.4239777357261119e-08
1821,2.5639868894700157e-08,2.2681422962023134e-08
1822,1.0025615893027862e-09,2.0051231786055723e-09
1823,1.9765373782121287e-09,2.668325471688604e-08
1824,0.0,1.2631669044083083e-08
1825,2.1133063299316746e-08,0.0
1826,6.1655889282974385e-09,1.3211976401805714e-08
1827,0.0,9.217273055917019e-10
1828,6.420610709767516e-09,2.7516904310687096e-08
1829,5.143905745796928e-09,5.058173968564006e-08
1830,8.349468672008697e-09,5.740259823028282e-08
1831,0.0,6.236482441579483e-09
1832,0.0,1.352996914505411e-08
1833,2.3167257001688313e-09,2.3167256557599103e-08
1834,3.733812370398937e-09,2.14694217959277e-08
1835,1.3613558280667348e-08,2.4958190181223472e-08
1836,3.36037508930076e-09,8.736974865808378e-09
1837,2.7831563720326358e-09,2.087367334535628e-08
1838,5.680945491803868e-09,1.2624323808552163e-09
1839,4.194885327990505e-09,8.389770300709642e-08
1840,6.3696887764308485e-09,1.46502836528839e-08
1841,3.852329122366882e-09,2.5040138851295524e-08
1842,1.341653010911159e-09,1.9453969102301016e-08
1843,4.134837805480629e-09,2.126487963494128e-08
1844,2.195424508855126e-09,2.25031016043431e-08
1845,3.9061593959388574e-09,4.0177642546268544e-08
1846,4.6836010625384006e-09,3.805426018743674e-08
1847,1.0247124926365814e-08,4.260646591092154e-08
1848,8.04522137798358e-09,4.103063133698015e-08
1849,9.217356655710773e-09,4.692472543865733e-08
1850,6.788996032014438e-10,5.363306954109248e-08
1851,1.2898877521649865e-09,6.126966667352463e-08
1852,1.9531636308300904e-09,4.948014620254071e-08
1853,6.569124799682413e-09,4.240071760364117e-08
1854,5.195664454227256e-10,2.0782657372819813e-08
1855,5.306937111981824e-09,5.625353338700734e-08
1856,1.5531567143511893e-09,2.8992259260007813e-08
1857,3.4170564155999728e-09,3.514686497396724e-08
1858,4.893676019968041e-10,3.6213201326518174e-08
1859,7.638259802433822e-09,6.416138376152958e-08
1860,3.661747127736703e-09,5.355305088272644e-08
1861,1.4147890858851042e-08,1.2733101684148096e-08
1862,5.421583626485926e-09,3.162590545002786e-08
1863,0.0,3.995696601366561e-08
1864,2.3973640850272204e-09,4.075518589274907e-08
1865,3.294791106611683e-09,5.036323358353911e-08
1866,1.4596839292835284e-09,4.184427027098536e-08
1867,3.88224918879132e-09,6.939520602600169e-08
1868,9.87974813071446e-10,5.335064012790269e-08
1869,3.906815315701806e-09,5.030024752272766e-08
1870,5.734048791339319e-09,7.224901565905384e-08
1871,7.434824311758348e-09,6.585129597169725e-08
1872,3.0236697590169115e-09,4.233137573805834e-08
1873,1.1972008939764578e-09,5.3874039451784483e-08
1874,5.974609251779839e-09,6.572069821686455e-08
1875,5.721527140956084e-10,2.689117728493784e-08
1876,0.0,2.6602464231473277e-08
1877,0.0,3.401648740464225e-08
1878,1.2078177347163432e-09,4.7708802242141246e-08
1879,5.498392852132383e-09,3.1157558311178946e-08
1880,1.9253538763308597e-09,3.4656370218044685e-08
1881,0.0,3.2073533162702006e-08
1882,0.0,7.320923356424203e-08
1883,6.319338941018771e-10,4.865891156669022e-08
1884,5.941527270181268e-09,7.327883366770038e-08
1885,5.156508553483263e-09,4.963139588198828e-08
1886,3.872078213618124e-09,5.937186742244194e-08
1887,0.0,6.202478175509896e-08
1888,6.340614699951175e-10,7.798956147553326e-08
1889,0.0,6.139833885754342e-08
1890,1.9663159989136147e-09,7.275369134918108e-08
1891,6.374220040683554e-10,6.629188931128738e-08
1892,1.2537024751679837e-09,7.396844381446499e-08
1893,3.079208221734575e-09,8.991288069637449e-08
1894,7.561847148451761e-09,7.813908808884662e-08
1895,2.4074457982692365e-09,6.620476256102847e-08
1896,0.0,7.076435082353782e-08
1897,0.0,6.933789364893528e-08
1898,5.6583548957434e-10,9.392869437796492e-08
1899,1.6582735185011188e-09,7.406955404576365e-08
1900,1.5573159428683425e-09,5.4506056557102056e-08
1901,0.0,8.941982099219814e-08
1902,4.910283846193408e-10,6.874397229239548e-08
1903,5.400220270956879e-09,8.100330717297766e-08
1904,0.0,1.058801180064961e-07
1905,5.160759042333041e-10,9.960264757413739e-08
1906,4.629765903985117e-09,8.539346652014501e-08
1907,5.65712765521198e-09,1.2342823652033985e-07
1908,7.367083831866239e-09,1.1394422472221777e-07
1909,1.6502950117569526e-09,1.1497055724118965e-07
1910,5.344150677544235e-10,1.2398429971582914e-07
1911,1.0640748282497725e-09,7.395320267278294e-08
1912,0.0,1.0679313849903949e-07
1913,5.30298971401777e-10,1.4636252232413938e-07
1914,6.696743715117748e-10,1.8817849378738316e-07
1915,0.0,1.3901299666940758e-07
1916,6.592477230782379e-09,1.0108465176017489e-07
1917,0.0,6.579854316957068e-08
1918,0.0,7.236417332023848e-08
1919,5.524709134618888e-09,1.2983066710603453e-07
1920,3.028892692213958e-09,1.3024238709746783e-07
1921,5.300923255902035e-09,1.5145495524393482e-07
1922,2.2133805899215986e-09,1.3132725573683501e-07
1923,2.1231896241147297e-09,1.677319740878147e-07
1924,3.867487219366694e-09,1.7274777153186704e-07
1925,1.0998177923937646e-09,1.7817048947321723e-07
1926,1.1146138456652466e-09,1.6607746866625916e-07
1927,0.0,1.4271007975352745e-07
1928,2.2852082448565625e-09,2.1023916385587427e-07
1929,1.1140406375176326e-09,2.1389579729635955e-07
1930,0.0,2.426332379457108e-07
1931,0.0,1.76783026439864e-07
1932,0.0,1.2713062824687427e-07
1933,0.0,1.858247298258675e-07
1934,0.0,2.7318003148479875e-07
1935,0.0,1.2806064297876674e-07
1936,0.0,1.6853353468349042e-07
1937,2.5182236296217297e-09,1.5864808755594595e-07
1938,1.2965214457594243e-09,2.683799458225167e-07
1939,0.0,1.7435217536387881e-07
1940,0.0,2.0286263691104978e-07
1941,2.9515025978810172e-09,1.7118715334163426e-07
1942,0.0,1.69915864489667e-07
1943,0.0,1.5387146889977998e-07
1944,0.0,1.285274464635222e-07
1945,4.357008087652048e-09,2.330999393507227e-07
1946,0.0,1.600926964329119e-07
1947,0.0,2.3722533160075443e-07
1948,5.435944139264848e-09,2.5983812035335063e-07
1949,9.817008317369869e-10,1.9044995669403875e-07
1950,4.2541445921528975e-09,3.3288680967302753e-07
1951,3.1984206394497505e-09,2.164264564230578e-07
1952,4.2179215675730575e-09,4.154652621934929e-07
1953,1.0773827385790469e-09,2.4779802842989085e-07
1954,0.0,2.3258636216993978e-07
1955,0.0,2.3276307148378805e-07
1956,0.0,3.8634656540637025e-07
1957,1.7670075402875796e-09,2.721191677546031e-07
1958,3.3088973783179654e-09,2.2417779260708315e-07
1959,4.650448914844674e-09,2.6507558681387877e-07
1960,2.076250060767393e-09,2.5053417168630077e-07
1961,2.08444772553662e-09,2.480492937717571e-07
1962,1.2683912808952869e-09,2.403601385703169e-07
1963,1.939815863494232e-09,2.2178562675279068e-07
1964,0.0,2.0928851540702453e-07
1965,0.0,2.046544160805297e-07
1966,1.6617224263271169e-09,1.8057384076897165e-07
1967,4.437302081328198e-09,2.233442089050186e-07
1968,1.7965663401398047e-09,1.5989440568797697e-07
1969,1.3625273131978588e-09,1.308026264523754e-07
1970,3.6789800095249348e-09,2.239579095508759e-07
1971,5.138397485282553e-10,1.505550464298011e-07
1972,0.0,1.5287837684674344e-07
1973,0.0,2.078477849831728e-07
1974,5.625571675160757e-10,2.2052241549497253e-07
1975,5.711480177694739e-10,1.6106373701418875e-07
1976,0.0,1.6683498982317246e-07
1977,5.876781838942691e-10,1.4985794027921884e-07
1978,0.0,1.4198012643351632e-07
1979,2.3407893401383717e-09,2.0774506026555173e-07
1980,5.685150683554241e-10,1.84767393607288e-07
1981,6.325549528618524e-10,1.2651098579841147e-07
1982,6.207502289967692e-10,1.72568565548481e-07
1983,3.157658134966823e-09,1.6546128023264828e-07
1984,4.059305780401701e-09,1.4787471069865887e-07
1985,0.0,1.6663095692148744e-07
1986,5.994485463567401e-10,2.0501140174378207e-07
1987,0.0,1.6499204935627176e-07
1988,1.1993107618124554e-09,1.900907590224321e-07
1989,4.390497743145261e-09,1.8769377341243398e-07
1990,5.44865097484859e-10,1.7762602655402304e-07
1991,1.7584396161396398e-09,1.89325325195e-07
1992,2.2039776670368383e-09,1.625433543317456e-07
1993,1.1078414852150331e-09,1.368184244232573e-07
1994,7.912389854425328e-09,1.7512756750326375e-07
1995,0.0,1.523708634820764e-07
1996,3.2028553142993132e-09,1.7882609149033613e-07
1997,2.3974471297094624e-09,1.3857244796078305e-07
1998,4.291316191284977e-09,1.7785121464442e-07
1999,9.140402323914998e-10,2.248538992777327e-07
2000,1.3254094488601709e-09,1.917425711539522e-07
2001,4.381211837767296e-09,1.5246617612874047e-07
2002,4.381221607729913e-09,2.1424173812789604e-07
2003,2.5001538617175356e-09,1.6334337304968471e-07
2004,2.2023955992267474e-09,1.858821860878379e-07
2005,9.007499190971657e-10,1.7924924067269643e-07
2006,1.2353669198716943e-09,1.1571270919219501e-07
2007,1.997239706952314e-09,1.2302997234869828e-07
2008,3.405951742863067e-09,1.3794104791742257e-07
2009,1.430457752249481e-09,2.62250586136048e-07
2010,4.723793023408973e-10,1.3132144571770255e-07
2011,0.0,1.1816073430814811e-07
2012,1.0212758416727752e-09,7.795738377058825e-08
2013,8.367375126105969e-10,1.9579658072643724e-07
2014,1.2992671383216248e-09,1.760506989079147e-07
2015,2.2165753954528356e-10,2.00378414527691e-07
2016,2.0713400439298368e-10,1.89320478516386e-07
2017,1.2578056374223934e-09,2.2892062934154467e-07
2018,1.5488800242380307e-09,1.574694761252715e-07
2019,5.1019755087367e-10,1.6096733079784542e-07
