year,nos_DET yeux_NOUN,nos_DET lieux_NOUN
1888,8.855302311872038e-06,3.233713385952797e-08
1889,9.90267488276686e-06,1.6915869593958632e-08
1890,8.333246704239627e-06,1.114245701261396e-08
1891,8.677225402209388e-06,1.3385862196457765e-08
1892,8.850512870139937e-06,1.8805536683430546e-08
1893,9.15879742535708e-06,4.126139080407043e-08
1894,9.001118513651818e-06,3.0247388593807045e-08
1895,9.148293955263398e-06,1.9259566164109287e-08
1896,9.203493092968529e-06,2.004989890780351e-08
1897,8.67655924707833e-06,3.02989096034878e-08
1898,8.696891427462106e-06,3.281845928349014e-08
1899,8.640158057460212e-06,4.145683618617113e-08
1900,8.815446747689748e-06,2.595526638060619e-08
1901,8.385344294481456e-06,2.2913829056392387e-08
1902,7.416492834977362e-06,1.7185993794743837e-08
1903,8.470785459735453e-06,1.8900770948349077e-08
1904,8.585963442442335e-06,9.13686282189019e-09
1905,8.184963483870433e-06,1.857873321853276e-08
1906,8.367530661246292e-06,1.388929860013377e-08
1907,8.19460632328628e-06,2.6228500871194882e-08
1908,8.695614482689962e-06,1.9645555626723876e-08
1909,8.584834574776323e-06,7.701377036095636e-09
1910,8.559192082202571e-06,1.4963621453034648e-08
1911,8.907902184773775e-06,2.3409645777405785e-08
1912,8.978958121019787e-06,1.7712032784888976e-08
1913,9.10152148492216e-06,1.9621062330443806e-08
1914,8.823629272569633e-06,1.9420557606508737e-08
1915,8.644723536122001e-06,4.0054590533245005e-08
1916,9.62062222242821e-06,3.955486338469427e-08
1917,9.812756900373643e-06,3.289927441585405e-08
1918,9.832338051296574e-06,3.331049214239101e-08
1919,9.184828712704984e-06,1.7494911797033552e-08
1920,9.478919949401643e-06,2.5745588771997063e-08
1921,8.81543545006025e-06,1.3630945261411398e-08
1922,9.007720976228484e-06,2.2871599170137813e-08
1923,8.983215664670752e-06,1.8047112249064412e-08
1924,9.0202692888397e-06,1.5469948877466777e-08
1925,8.975613127404358e-06,2.5295809891190402e-08
1926,8.610392384866827e-06,2.3406890647947876e-08
1927,8.767750401261765e-06,8.919380123373344e-09
1928,8.118201989759655e-06,1.82816659588525e-08
1929,8.275094188547882e-06,2.0052731253272782e-08
1930,7.80207643202857e-06,3.046045060628444e-08
1931,7.849166237861027e-06,1.4826963656844327e-08
1932,7.5302974948954216e-06,2.7398841195847012e-08
1933,7.602754919844301e-06,1.1470662641954732e-08
1934,7.63106849177575e-06,2.036868629318178e-08
1935,7.551987522447234e-06,1.196828414151696e-08
1936,7.590071305685342e-06,1.091224355320719e-08
1937,7.3041076760205215e-06,3.5255131591860334e-08
1938,7.464074172958135e-06,4.148868537612316e-08
1939,7.460437970507883e-06,2.9058695893979802e-08
1940,6.704609909036208e-06,2.282204625281281e-08
1941,7.124927186907826e-06,4.132103814669108e-08
1942,8.149893261588659e-06,2.1239483061208375e-08
1943,8.280026918328076e-06,2.6129116648121453e-08
1944,8.505304180062012e-06,5.46241629706401e-08
1945,9.670379526482975e-06,5.664110602765504e-08
1946,8.466815728525035e-06,5.29001971116827e-08
1947,8.95734285677463e-06,1.9073394197377525e-08
1948,8.227845071928641e-06,2.2830963786191205e-08
1949,7.115367480992063e-06,2.8469324453439526e-08
1950,8.054159067683031e-06,2.446133051670074e-08
1951,7.762566767155477e-06,2.985192459892261e-08
1952,6.6811879122496975e-06,2.214408867384776e-08
1953,7.559994841699336e-06,3.7708394184932104e-08
1954,7.83268775705892e-06,1.5636057781875934e-08
1955,7.783484548440356e-06,3.003394466460918e-08
1956,7.3868069705440575e-06,3.052399555336649e-08
1957,6.826833754303152e-06,3.622365496447344e-08
1958,6.7939937267169626e-06,3.226174971615592e-08
1959,6.37188993835025e-06,3.565343864586623e-08
1960,7.019801145702331e-06,3.252791758168172e-08
1961,7.676326291061741e-06,3.1961531365976015e-08
1962,7.448627741268865e-06,2.8538803709121652e-08
1963,7.558816079722419e-06,3.168366036199188e-08
1964,7.12311029360535e-06,3.4070222199034106e-08
1965,8.326261109914412e-06,4.1587529864273165e-08
1966,6.952646430136156e-06,4.542041365240834e-08
1967,7.381205449519257e-06,5.4233692314831217e-08
1968,8.217494340101439e-06,7.680321331693385e-08
1969,6.979773317539184e-06,4.360087535459911e-08
1970,7.182748532841288e-06,4.1388526828001204e-08
1971,7.380280479196699e-06,3.5454942537427314e-08
1972,7.078063688936709e-06,3.642404422521395e-08
1973,6.50613158370561e-06,4.5759591671412636e-08
1974,5.945666565310148e-06,2.925297348799205e-08
1975,5.897674405730413e-06,5.597250574140844e-08
1976,5.9557802742915555e-06,3.0281691487665796e-08
1977,6.507948135947572e-06,3.526069181081226e-08
1978,6.297620792850012e-06,5.999997421124448e-08
1979,6.562403136456396e-06,5.149736426179885e-08
1980,6.261056391565489e-06,5.2871901967677104e-08
1981,6.0712625185033176e-06,5.250206158713411e-08
1982,6.534017046533336e-06,6.021277065837438e-08
1983,6.366470188368112e-06,5.683784509713519e-08
1984,6.316280085627568e-06,6.494889337460563e-08
1985,6.177376668858869e-06,6.617114012286152e-08
1986,6.270831391930187e-06,6.833713739329283e-08
1987,6.392525470744204e-06,8.67736007492681e-08
1988,5.99415536584047e-06,6.536243496446659e-08
1989,6.133525445761734e-06,7.628489884226042e-08
1990,6.249602449770464e-06,6.592867873855823e-08
1991,6.2184283819988195e-06,8.557739494818861e-08
1992,6.165076456454699e-06,6.501733912367413e-08
1993,6.722382060786458e-06,7.090185533131788e-08
1994,6.2650305352462965e-06,7.384897271478508e-08
1995,6.414759170070283e-06,8.133676399069145e-08
1996,6.02136786653773e-06,7.046281691458489e-08
1997,6.261652920613869e-06,8.343116419951002e-08
1998,6.09891426250897e-06,8.153501251939588e-08
1999,6.080652624973482e-06,9.825932778539936e-08
2000,6.217937311703281e-06,9.984750926061992e-08
2001,5.895358569318887e-06,8.543362869928295e-08
2002,6.1713887546943624e-06,7.491888665001056e-08
2003,6.476231561691748e-06,7.583799721544437e-08
2004,5.8213720137700875e-06,9.866732209040663e-08
2005,5.889553527538283e-06,9.187649108177709e-08
2006,6.120419556054912e-06,1.1406554756288045e-07
2007,5.8782760135045464e-06,1.2382886183104347e-07
2008,5.627058158097498e-06,9.962408772934417e-08
2009,5.982174187124656e-06,9.631748931759887e-08
2010,5.559904394658588e-06,1.1951196210446824e-07
2011,5.349736866833155e-06,1.047768338202637e-07
2012,5.767144472201835e-06,1.181275662009984e-07
2013,5.7467133558475325e-06,9.650372906344629e-08
2014,6.203134205406968e-06,9.636230724474615e-08
2015,6.518504733321606e-06,9.442611129117928e-08
2016,7.344971635347974e-06,1.1226662990915237e-07
2017,6.1911709963169415e-06,1.2074934088723843e-07
2018,6.474060427308359e-06,1.236522540470908e-07
2019,6.46802922688039e-06,1.308656759624327e-07
