year,meilleurs_ADJ yeux_NOUN,meilleurs_ADJ lieux_NOUN
1928,9.14083297942625e-09,3.4278122562625413e-09
1929,2.785101571589621e-08,3.342121912552898e-09
1930,1.470504518152893e-08,4.201441416995522e-09
1931,2.2810713318222042e-08,5.7026783295555106e-09
1932,3.06867029564728e-08,2.1919072779041926e-08
1933,1.7205993074753678e-08,3.4411986593596566e-09
1934,2.6359476379411717e-08,0.0
1935,1.6755597798123745e-08,3.590485242455088e-09
1936,4.849885826274658e-09,7.274828739411987e-09
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,2.7226949583791793e-08,5.186085783037697e-09
1939,1.6823456405745674e-08,0.0
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,8.709705845433291e-09,5.806470415592457e-09
1944,3.534504600111177e-08,1.2852744646352221e-08
1945,3.703456741277478e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,1.1136883415474585e-08
1947,3.2186353138285995e-08,3.5762612871081956e-09
1948,1.848220954059343e-08,2.174377566888097e-09
1949,8.835307596655184e-09,4.908504269707237e-09
1950,1.0635361036293034e-08,4.2541445921528975e-09
1951,2.4521224162299404e-08,6.396841278899501e-09
1952,7.381362632230548e-09,1.2653764258629963e-08
1953,2.1547654327491728e-08,3.232148326759443e-09
1954,2.6385848173049453e-08,2.9317608341017376e-09
1955,1.9709776921672528e-08,9.385607846468247e-10
1956,1.657016923672927e-08,7.849027205963921e-09
1957,2.2087593976038988e-08,2.6505113659425206e-09
1958,2.6471179026543723e-08,3.3088973783179654e-09
1959,1.8601795659378695e-08,7.750747821333448e-10
1960,1.6610000486139143e-08,0.0
1961,2.153929301584867e-08,2.640300600376122e-08
1962,2.219684702708946e-08,1.9025869768540815e-09
1963,1.681173777967615e-08,3.879631726988464e-09
1964,2.6161064425878067e-08,1.2167936658258327e-09
1965,1.641613067704384e-08,4.377634699181954e-09
1966,1.8832853498906843e-08,1.1078149952936656e-08
1967,1.9721342781053863e-08,4.930335695263466e-09
1968,2.1558795637588446e-08,2.6948494546985557e-09
1969,2.0892086283197386e-08,6.358460868938209e-09
1970,1.5635665207014426e-08,6.438214850135182e-09
1971,2.980270608077262e-08,5.138397263237948e-09
1972,1.128632298730281e-08,8.721249500354133e-09
1973,8.821126051827832e-09,1.6539611902288698e-09
1974,5.625571564138454e-09,5.06301445213353e-09
1975,1.028066431985053e-08,6.282628195464213e-09
1976,4.570821499072508e-09,4.570821499072508e-09
1977,1.1165885105413054e-08,1.1165885105413054e-08
1978,1.7227714366185864e-08,5.346532105932056e-09
1979,1.6385525825057812e-08,4.681578680276743e-09
1980,1.3644362084619388e-08,9.096241093686785e-09
1981,6.325549417596221e-09,1.0120879245789638e-08
1982,6.2075020679230875e-09,8.069752865935698e-09
1983,1.705135410645653e-08,8.841442245000053e-09
1984,1.275781880138993e-08,9.858314165001048e-09
1985,1.3835783185811579e-08,7.820225356169885e-09
1986,9.591176741707841e-09,8.392279760016663e-09
1987,7.332980445085013e-09,7.332980445085013e-09
1988,5.396898483667201e-09,1.5591039570495013e-08
1989,9.878619700032232e-09,9.878619700032232e-09
1990,7.628111475810329e-09,4.90378582185258e-09
1991,8.20605094986604e-09,8.20605094986604e-09
1992,6.060938417817852e-09,8.264915862810085e-09
1993,9.416652346772025e-09,7.754890063438324e-09
1994,1.2132331583813993e-08,1.2132331583813993e-08
1995,1.572510655023507e-08,7.0491861237087505e-09
1996,1.014237493990322e-08,6.939520069693117e-09
1997,6.7128524960935465e-09,1.4864173003559245e-08
1998,7.629006759657386e-09,1.0966696883940585e-08
1999,1.1425503210205079e-08,1.0511462811280126e-08
2000,1.0161472552283612e-08,9.719669513685858e-09
2001,6.571817756650944e-09,1.4896119893137438e-08
2002,1.3581786362237835e-08,7.009954394732176e-09
2003,1.0417307017007715e-08,1.3750845795357236e-08
2004,1.1011977996133737e-08,1.2773894830786503e-08
2005,1.261049931144953e-08,1.6663873836364473e-08
2006,1.2765458912156191e-08,1.070651389767363e-08
2007,7.589511241690161e-09,1.8774054311165855e-08
2008,8.940623352771127e-09,2.0435710013089192e-08
2009,1.3350939020995156e-08,2.145686650578682e-08
2010,1.2754241218715379e-08,2.0312310056169736e-08
2011,1.414869643667771e-08,2.4091024286576612e-08
2012,1.974466634635519e-08,4.1872308287338456e-08
2013,2.4544300814000053e-08,2.398647502843687e-08
2014,4.1143458417991496e-08,3.724565544871439e-08
2015,2.5933932334964993e-08,2.5268960257562867e-08
2016,2.4648945995409122e-08,2.0299133041135065e-08
2017,1.8363962794865074e-08,2.2388940479345365e-08
2018,2.2975052971219156e-08,2.5556520455438658e-08
2019,4.183619850550713e-08,1.989770481714004e-08
