year,beaux_ADJ yeux_NOUN,beaux_ADJ lieux_NOUN
1889,1.7366959355058498e-06,1.2404970384238823e-07
1890,1.5370036408057786e-06,1.0290386764921777e-07
1891,1.7484485397289973e-06,8.22274364153941e-08
1892,1.6874835182534298e-06,5.955086912479146e-08
1893,1.4952635183362872e-06,8.067525714139379e-08
1894,1.6730587049096357e-06,1.0082462864602348e-07
1895,1.553404445076012e-06,7.76401236635138e-08
1896,1.536765807941265e-06,9.494216768324293e-08
1897,1.6442985497633344e-06,9.381009125064566e-08
1898,1.3964819345346768e-06,6.903193305873856e-08
1899,1.5842039147173637e-06,1.0778777870257272e-07
1900,1.6087074072856922e-06,8.824790098671542e-08
1901,1.6017326061046333e-06,6.538824259827436e-08
1902,1.3655499060405418e-06,8.298379383653298e-08
1903,1.4829005294814124e-06,8.694354480809352e-08
1904,1.3038841188972583e-06,7.201997487271683e-08
1905,1.410435402249277e-06,1.0373125736151678e-07
1906,1.3945884802524233e-06,7.356184084095219e-08
1907,1.711538288873271e-06,1.1005685029985557e-07
1908,1.7415785578123177e-06,9.675436474232413e-08
1909,1.8532813328420161e-06,8.911593374349991e-08
1910,1.8704527064983267e-06,8.710965748726096e-08
1911,1.5189667692538933e-06,1.2183656750153204e-07
1912,1.5055227322591236e-06,1.4690568117536884e-07
1913,1.6890022607185529e-06,1.2302936225339067e-07
1914,1.4940435448806966e-06,1.2522911330137276e-07
1915,1.0920766726485454e-06,5.654765544704787e-08
1916,1.2855330169259105e-06,7.910972343871947e-08
1917,1.343386998087226e-06,1.1185752912812319e-07
1918,1.4564725461241324e-06,1.1256649035118471e-07
1919,1.7476496623203275e-06,1.261475262026579e-07
1920,1.652260948503681e-06,9.541011891656126e-08
1921,1.9469532617222285e-06,1.2495033119286347e-07
1922,1.8983428162755445e-06,1.2763827927919635e-07
1923,2.2272258775046794e-06,1.3906891904724716e-07
1924,2.1232506242085947e-06,1.1731378446455665e-07
1925,2.2920203264220618e-06,1.4847540441564888e-07
1926,2.278270812894334e-06,1.5270209918760713e-07
1927,2.770582341327099e-06,1.3713546209714877e-07
1928,1.7996014776144875e-06,9.712135229378305e-08
1929,2.056518951576436e-06,7.909688637397494e-08
1930,1.7866630059870658e-06,1.0398567751312981e-07
1931,1.7495816564405686e-06,1.0721035081928676e-07
1932,1.5584461152684526e-06,9.753987750826809e-08
1933,1.452185870221001e-06,8.947116469926186e-08
1934,1.4593564401366166e-06,8.267290496632995e-08
1935,1.3715654176849057e-06,9.095896036370732e-08
1936,1.414954226675036e-06,1.3700928036541882e-07
1937,1.4706425872645923e-06,7.051026240656455e-08
1938,1.833281316976354e-06,8.297737252860315e-08
1939,1.5156404060689965e-06,5.6587985852729616e-08
1940,1.065028868652007e-06,7.860927353497971e-08
1941,1.5170722917901003e-06,7.378756272657938e-08
1942,1.5990295878509642e-06,1.0619741419581885e-07
1943,1.5735535043859272e-06,6.677441199975931e-08
1944,1.4459337762673385e-06,9.960876923287287e-08
1945,1.7210181795235258e-06,7.84261473540937e-08
1946,1.922504452522844e-06,8.491873337845846e-08
1947,1.7619047412154032e-06,1.2874541255314398e-07
1948,1.5970803133313893e-06,6.631851334759631e-08
1949,1.568757966197154e-06,8.442627397187152e-08
1950,2.028163407885586e-06,9.146411206195637e-08
1951,1.4595459560950985e-06,8.102665483011862e-08
1952,1.6787328149803216e-06,4.850609758300095e-08
1953,1.3004009815631434e-06,7.326202322577302e-08
1954,1.684785274846945e-06,8.404381013349393e-08
1955,1.1910336752407602e-06,5.7252207863456306e-08
1956,1.4084644135436974e-06,6.453644818549265e-08
1957,1.2748959079544875e-06,5.035971356592839e-08
1958,1.561799535920727e-06,7.114129685348303e-08
1959,1.3858336842531571e-06,5.813060788284474e-08
1960,1.6540791420993628e-06,6.021125087407597e-08
1961,1.5362379599537235e-06,8.754680846934093e-08
1962,1.5950020042510005e-06,8.878739254924994e-08
1963,1.4076597381063038e-06,6.660034657102187e-08
1964,1.4589355714633712e-06,7.057402995336304e-08
1965,1.3411978443400585e-06,8.536387330337902e-08
1966,1.5398627510876395e-06,5.926810153766837e-08
1967,1.640322693674534e-06,8.233660464540549e-08
1968,1.9209785477869445e-06,1.2800535120760514e-07
1969,1.1640524917311268e-06,4.9959334669225086e-08
1970,1.3018990330238012e-06,9.611335149983802e-08
1971,1.539977688480576e-06,1.1612778383351952e-07
1972,1.2466257430787664e-06,7.028301185485475e-08
1973,1.0612917549224221e-06,4.9618833097841986e-08
1974,9.090923640542314e-07,3.319087144015853e-08
1975,9.715228088680306e-07,5.997054230988397e-08
1976,8.707414735908969e-07,5.142174147598766e-08
1977,8.762281709095987e-07,2.7033196681180982e-08
1978,1.2297024341023644e-06,6.83168023263292e-08
1979,1.1341123808961129e-06,3.979341733906239e-08
1980,9.374813316753716e-07,3.524793257270176e-08
1981,1.0044972214018344e-06,4.491140170870267e-08
1982,9.286423505727726e-07,5.2143018791639406e-08
1983,9.952938171409187e-07,3.4102705881444706e-08
1984,9.069649422599468e-07,3.3054347703398435e-08
1985,9.817390491662081e-07,3.970268314112957e-08
1986,1.0502338909645914e-06,3.596691217078174e-08
1987,9.710088306746911e-07,3.972030881982391e-08
1988,8.790947845227493e-07,3.957725480674412e-08
1989,8.934662787396519e-07,4.719784962858853e-08
1990,9.3444361937145e-07,3.650596269721973e-08
1991,7.825055945431814e-07,4.630557381979372e-08
1992,8.584493116359226e-07,4.7385519508225116e-08
1993,9.843171255852212e-07,5.5945993837624997e-08
1994,9.204746902469196e-07,4.589186253234345e-08
1995,9.90139483292296e-07,5.6393489877848424e-08
1996,8.738456926948857e-07,4.0035690096473786e-08
1997,8.045832942116249e-07,4.2195070770745247e-08
1998,9.536258289699617e-07,4.9111732014495146e-08
1999,1.0013310429712874e-06,5.2557313001688755e-08
2000,9.136489325101138e-07,4.02040875036036e-08
2001,9.042821034199733e-07,4.6440845835604705e-08
2002,1.0089953548231279e-06,5.783212220222822e-08
2003,9.571422197041102e-07,4.1252536719937893e-08
2004,9.373395641887328e-07,4.845270340503305e-08
2005,1.0277556157234358e-06,6.4403616883979e-08
2006,1.0562387160462094e-06,5.641509159826086e-08
2007,1.1927515970455715e-06,5.392547430815853e-08
2008,1.3151230859875795e-06,5.704969208153443e-08
2009,1.4318882222141838e-06,7.295334625290195e-08
2010,1.7435520476283273e-06,5.0544584073719534e-08
2011,1.7968844758797786e-06,9.406971201997294e-08
2012,2.247147222078638e-06,6.808505326194592e-08
2013,2.6231721221847693e-06,5.0204251644814235e-08
2014,2.935044449259294e-06,5.2620318768958896e-08
2015,3.234426912968047e-06,1.012974932823596e-07
2016,3.543234242897597e-06,1.1309516367852268e-07
2017,2.5442893729632488e-06,4.4274760441220806e-08
2018,3.218056463083485e-06,6.324593759821084e-08
2019,3.277253881606157e-06,8.163161036023325e-08
