year,autres_ADJ yeux_NOUN,autres_ADJ lieux_NOUN
1868,1.975949572852187e-07,4.045262812724104e-06
1869,2.0901461539324373e-07,3.5229707009420963e-06
1870,1.4392462333034928e-07,3.78332538275572e-06
1871,1.5719342627562582e-07,3.865046437567798e-06
1872,1.6388290191571286e-07,3.606633072195109e-06
1873,1.436641099417102e-07,3.993862264906056e-06
1874,1.3980584867567813e-07,5.50500499230111e-06
1875,2.0883574336494348e-07,3.869468855555169e-06
1876,2.15238131318074e-07,4.638502559828339e-06
1877,2.0533589406568353e-07,4.503783202380873e-06
1878,1.7392575557551027e-07,3.692298832902452e-06
1879,1.7900323712183308e-07,4.194051598460646e-06
1880,1.5659544772006484e-07,3.7916636301815743e-06
1881,1.6455118156954995e-07,3.688456445161137e-06
1882,1.9167509890394285e-07,3.824184204859193e-06
1883,1.7314988554062438e-07,3.9135666156653315e-06
1884,1.2609241650807235e-07,4.442281806404935e-06
1885,1.3987029490181158e-07,4.060105766257038e-06
1886,1.3681344057658862e-07,3.874659796565538e-06
1887,1.2992559561553207e-07,4.906486992695136e-06
1888,1.3759134276369878e-07,4.3433210521470755e-06
1889,1.4597767972190923e-07,3.5047175970248645e-06
1890,1.3043229785125732e-07,3.720925178640755e-06
1891,1.4150768379295187e-07,3.749316192624974e-06
1892,1.2850451014401187e-07,4.142233137827134e-06
1893,1.2932675019783346e-07,3.505986569507513e-06
1894,1.506067945911127e-07,4.1382209019502625e-06
1895,1.5828956634322822e-07,3.3770445497793844e-06
1896,1.9224314939947362e-07,3.544114406395238e-06
1897,1.2877036681402387e-07,3.845630999421701e-06
1898,1.5390725138786365e-07,3.1669812869949965e-06
1899,1.7190768630825914e-07,3.3889582482515834e-06
1900,1.4586859720111534e-07,3.0315750336740166e-06
1901,1.2462888321351784e-07,2.9212337722128723e-06
1902,1.3405075094397034e-07,2.6397685815027216e-06
1903,1.0746438050546203e-07,3.228791683795862e-06
1904,1.2737861254663585e-07,3.2075763556349557e-06
1905,1.6824074577925785e-07,2.9669204195670318e-06
1906,1.7798878104713367e-07,3.145668870274676e-06
1907,1.5325673530242057e-07,2.7519354262039997e-06
1908,1.2867839416230709e-07,2.519051349736401e-06
1909,1.6667979707563063e-07,3.002436869792291e-06
1910,1.7689139042431634e-07,2.6186337436229223e-06
1911,1.4205399168076838e-07,2.6037910174636636e-06
1912,1.8701821602462587e-07,2.351011744394782e-06
1913,1.9515002236403234e-07,2.240513140350231e-06
1914,1.553644608520699e-07,2.1496546196431154e-06
1915,1.4843760709482012e-07,2.3219881768454798e-06
1916,1.5052823698624707e-07,2.2029862520867027e-06
1917,1.6997957175135525e-07,2.2196043119038222e-06
1918,1.7689019671252026e-07,2.2306542177830124e-06
1919,1.1233574781499556e-07,2.2623682980338344e-06
1920,2.2338083738304704e-07,2.6835989501705626e-06
1921,2.05221454052662e-07,2.040855406448827e-06
1922,1.5788782548042946e-07,1.875471184575872e-06
1923,2.1338055944397638e-07,2.1879468476981856e-06
1924,1.7790441120268952e-07,2.1168048078834545e-06
1925,2.1666410532361624e-07,1.9851711385854287e-06
1926,1.972866527921724e-07,1.8803535795086646e-06
1927,2.0291589919452235e-07,1.9722979232028592e-06
1928,1.5653677110094577e-07,1.9435697140579578e-06
1929,1.7044821731815318e-07,1.9796502783719916e-06
1930,1.7541017882649612e-07,2.0135407794441562e-06
1931,1.6309660111346602e-07,1.914959284476936e-06
1932,1.8302425530691835e-07,2.287255256305798e-06
1933,1.7435407073662645e-07,2.0429249616427114e-06
1934,1.6894027510261367e-07,2.0560391931212507e-06
1935,1.48406726907524e-07,1.972373183889431e-06
1936,1.7095847226755723e-07,1.7665709037828492e-06
1937,1.3346584637474734e-07,1.815639279811876e-06
1938,1.5947213682920847e-07,1.774937913978647e-06
1939,1.8046979732844193e-07,1.6578750319240498e-06
1940,9.889553354014424e-08,1.9626959328888915e-06
1941,1.682356440824151e-07,1.945040139617049e-06
1942,1.9722376976005762e-07,2.2847614218335366e-06
1943,2.0032322822771675e-07,2.4648466023791116e-06
1944,2.4098895323731995e-07,1.8540083601692459e-06
1945,1.5903079031431844e-07,1.6491275118823978e-06
1946,2.7285364012641367e-07,1.6482587170685292e-06
1947,2.6583541057334514e-07,1.7702493551041698e-06
1948,2.0874024642125732e-07,1.5655518836865667e-06
1949,2.2775459740387305e-07,1.4774597048017313e-06
1950,2.605663667054614e-07,1.625083200451627e-06
1951,2.526752211906569e-07,1.745271447362029e-06
1952,1.8664303524928982e-07,1.4815449276284198e-06
1953,1.8746459318208508e-07,2.0168604351056274e-06
1954,2.0717776294532086e-07,1.5919461020530434e-06
1955,1.9428208020144666e-07,1.6856552065291908e-06
1956,2.0145837709151238e-07,1.7372514093949576e-06
1957,2.0408937473348487e-07,1.6795406736491714e-06
1958,2.1425110219297494e-07,1.8265113794768695e-06
1959,1.852428681559104e-07,1.756319420564978e-06
1960,1.972437502217872e-07,1.6526950048501021e-06
1961,2.0774996301042847e-07,1.7016042193063186e-06
1962,2.2577364688913804e-07,1.7085230865632184e-06
1963,2.444168103465927e-07,1.821487217057438e-06
1964,2.1537248073855153e-07,1.8726454982243013e-06
1965,2.0629603625366144e-07,1.9283481833554106e-06
1966,1.8057383499581192e-07,1.8306642459720024e-06
1967,2.03129829401405e-07,2.2482329313788796e-06
1968,1.8774117904740706e-07,1.9838582829834195e-06
1969,1.594157055251344e-07,2.262249608975253e-06
1970,1.8486873898382328e-07,2.2975229967414634e-06
1971,2.1272965966545598e-07,3.2186921998800244e-06
1972,1.7493800896772882e-07,2.0335901353973895e-06
1973,1.6649875078655896e-07,2.7147016226081178e-06
1974,1.3501372109203658e-07,2.287920096932794e-06
1975,1.2108337443805794e-07,2.1600817490252666e-06
1976,1.6226415766595892e-07,2.1814246338180965e-06
1977,1.7218971493093704e-07,2.1808737074024975e-06
1978,1.5089102589627146e-07,2.6162365429627243e-06
1979,1.8024077519385173e-07,2.2143867681734264e-06
1980,1.4610837695272494e-07,2.2172087028593523e-06
1981,1.4865041464418027e-07,2.2006586277711904e-06
1982,1.5518756413257506e-07,2.367541355852154e-06
1983,1.5914596929178515e-07,2.3575075829285197e-06
1984,1.5889283133674326e-07,2.3764337129250634e-06
1985,1.726465228557572e-07,2.279896534673753e-06
1986,1.7084283854273963e-07,2.301283075212268e-06
1987,1.478817637234897e-07,2.311110847585951e-06
1988,1.876921373877849e-07,2.7949936338700354e-06
1989,1.5531385599842906e-07,2.482277750459616e-06
1990,1.329470791233689e-07,2.3374711872747866e-06
1991,1.5005350917363103e-07,2.7079968276666477e-06
1992,1.3003467813632597e-07,2.5841638944257284e-06
1993,1.5177428736024012e-07,2.7186429178982507e-06
1994,1.339831356972354e-07,2.5799665763770463e-06
1995,1.5237087325203902e-07,2.7849707748828223e-06
1996,1.5747372117402847e-07,2.8227832444827072e-06
1997,1.4912122026089492e-07,2.9445448035403388e-06
1998,1.2730905041280494e-07,2.979127202706877e-06
1999,1.371060278643199e-07,2.8618599117180565e-06
2000,1.2944832405992202e-07,2.882765556933009e-06
2001,1.3275071353291423e-07,3.0594001145800576e-06
2002,1.3976097079648753e-07,2.9051880119368434e-06
2003,1.8167783366607182e-07,3.180195562890731e-06
2004,1.277389429787945e-07,2.8569475034601055e-06
2005,1.3781473739982175e-07,2.8846516215708107e-06
2006,1.5647981399524724e-07,2.7956355097558117e-06
2007,1.7176262190332636e-07,2.7529952149052406e-06
2008,1.3921827246576868e-07,2.6272659852111246e-06
2009,1.5973445499639638e-07,2.64634672930697e-06
2010,1.7147368680525688e-07,2.411496325294138e-06
2011,1.5984203116659046e-07,1.9819647150143282e-06
2012,2.0221261820552172e-07,1.9598282960942015e-06
2013,2.3344976796124683e-07,1.9219860405428335e-06
2014,2.3451771369309427e-07,1.8958472765007173e-06
2015,2.4847810209394083e-07,1.7373517948726658e-06
2016,2.6306017275601334e-07,1.8552992742115748e-06
2017,1.899286559137181e-07,1.7395452687196666e-06
2018,2.207154068400996e-07,1.7724349845593679e-06
2019,2.0918099608024932e-07,1.697682364465436e-06
