year,vraies_ADJ armes_NOUN,vraies_ADJ larmes_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,6.713520406265161e-09,2.2378401354217203e-09
1803,0.0,1.3652374342143503e-08
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,0.0,4.5321479902327155e-09
1809,0.0,1.8072244145628247e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,1.3486118000116676e-08
1816,0.0,2.0858434979231788e-08
1817,0.0,4.670620334934483e-09
1818,0.0,1.4305412854298538e-08
1819,0.0,0.0
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,0.0,4.930744257336528e-09
1822,4.010246357211145e-09,1.0025615893027862e-09
1823,2.9648061783404955e-09,4.941343334508019e-09
1824,7.57900142644985e-09,2.5263338088166165e-09
1825,1.7610886082763955e-09,1.7610886082763955e-09
1826,5.284790383086602e-09,1.4973572604048968e-08
1827,9.217273055917019e-10,1.013900075008678e-08
1828,0.0,7.337841001486822e-09
1829,2.571952872898464e-09,9.430493719264632e-09
1830,0.0,1.1480519646056564e-08
1831,0.0,9.354723218280014e-09
1832,0.0,1.7588959622116818e-08
1833,1.1583628500844156e-09,1.6217079235048004e-08
1834,9.334530925997342e-10,4.2005389389032644e-08
1835,0.0,1.8907719834260206e-08
1836,7.392825018825988e-09,5.2421849972006385e-08
1837,1.3915781860163179e-09,1.0436836284100082e-08
1838,1.2624323808552163e-09,2.0830134062066463e-08
1839,6.9914751765765e-10,1.957613093850341e-08
1840,1.2739377330817092e-09,2.5478755105723394e-08
1841,3.852329122366882e-09,2.1829865914924085e-08
1842,0.0,1.8112315203211438e-08
1843,5.906911071384968e-10,4.016699506337318e-08
1844,0.0,2.195424508855126e-09
1845,0.0,1.2834524554250493e-08
1846,2.3418005312692003e-09,1.2294452567118697e-08
1847,3.775256551818984e-09,1.0247124926365814e-08
1848,0.0,1.850401076808339e-08
1849,0.0,3.603148357456121e-08
1850,6.788996032014438e-10,2.7834882843080777e-08
1851,0.0,3.4826967976187007e-08
1852,9.114764054629632e-09,3.711010876372711e-08
1853,2.388772735173461e-09,5.2552998397459305e-08
1854,8.313063126763609e-09,2.5978321716024766e-08
1855,5.306937111981824e-10,4.404757802944914e-08
1856,1.5531567143511893e-09,4.555926480520611e-08
1857,3.905207268672939e-09,1.7085282522089074e-08
1858,1.468102750479261e-09,6.85114613929727e-08
1859,5.092173349652285e-10,7.841946825237756e-08
1860,4.577183909670879e-10,5.6299363393463864e-08
1861,0.0,7.828499803963496e-08
1862,1.3553959066214816e-09,5.1956842384015545e-08
1863,0.0,4.04564275413577e-08
1864,4.315255264231155e-09,5.801620872603053e-08
1865,4.23615986733239e-09,7.248540612181387e-08
1866,8.75810357570117e-09,4.5736761933312664e-08
1867,7.76449837758264e-09,6.26012663929032e-08
1868,8.397785578040384e-09,4.791677810089823e-08
1869,7.325278605918584e-09,1.0792577143092785e-07
1870,9.17447806614291e-09,7.339582452914328e-08
1871,1.0621177271019633e-09,3.080141297573391e-08
1872,6.047339518033823e-09,6.954439868422924e-08
1873,2.9930022904522957e-09,3.412022664406322e-08
1874,7.169530746864439e-09,5.675878611555163e-08
1875,2.2886108563824337e-09,7.037478155780263e-08
1876,7.859819461941697e-09,9.975924086802479e-08
1877,1.1132669008873108e-08,8.16395697711414e-08
1878,3.0195443923020093e-09,8.937850992651875e-08
1879,1.0385853066452455e-08,7.942122692838893e-08
1880,6.417846254436199e-10,8.407378260244514e-08
1881,4.183504653809678e-09,7.878933416805012e-08
1882,5.324308105514319e-09,8.186123778841647e-08
1883,6.951272890631799e-09,7.962366765923434e-08
1884,1.0562715146988921e-08,7.459917839014452e-08
1885,1.0313017106966527e-08,9.861822292123179e-08
1886,3.872078213618124e-09,9.099384357114104e-08
1887,5.876032105334161e-09,9.923965649250022e-08
1888,3.804368819970705e-09,1.0081577528353591e-07
1889,4.385595886446936e-09,7.455512474052739e-08
1890,5.898947996740844e-09,9.766036157543567e-08
1891,3.824531802365527e-09,1.0644947678883909e-07
1892,5.014809900671935e-09,1.0405730677121028e-07
1893,4.310891643655168e-09,1.0715644549463832e-07
1894,1.6384001710889606e-08,1.2918155789520824e-07
1895,4.213029924926559e-09,1.0352017199011243e-07
1896,1.4152869098893461e-08,1.0437741337909756e-07
1897,8.157399200570126e-09,1.1070756045228336e-07
1898,1.1316709347397591e-08,1.3070800264358695e-07
1899,7.738609753005221e-09,1.0115468285221141e-07
1900,8.30568502863116e-09,9.188163829776386e-08
1901,6.706486921359556e-09,9.10964459421848e-08
1902,1.0311596021495006e-08,9.86967023663965e-08
1903,2.7001101354784396e-09,7.398301704597543e-08
1904,1.0211787859759625e-08,8.22317645088333e-08
1905,1.0837593933388234e-08,8.979720433899274e-08
1906,1.5432553013283723e-09,8.642229687438885e-08
1907,1.028568674676933e-09,9.514260312926126e-08
1908,9.331639461152008e-09,1.0264803051995841e-07
1909,7.701377313651392e-09,8.911593596394596e-08
1910,6.947395991829808e-09,1.1596807070191062e-07
1911,2.128149656499545e-09,6.916486228192298e-08
1912,8.335073964360618e-09,5.990834495150921e-08
1913,1.590896969716482e-09,8.962052788774599e-08
1914,3.3483718020477227e-09,9.442408810400593e-08
1915,0.0,9.778032250551405e-08
1916,5.493730803607377e-09,7.91097249930317e-08
1917,1.0966424435210342e-09,7.128176093829097e-08
1918,3.44591288836682e-09,7.236417332023848e-08
1919,9.207848372660976e-10,8.379142002468143e-08
1920,3.028892692213958e-09,6.66356356759934e-08
1921,1.3630945261411398e-08,5.679560644011872e-08
1922,1.4755870969551665e-09,9.296199010577766e-08
1923,5.307974060286824e-09,9.766672093292073e-08
1924,6.445812328337297e-09,8.766304659957314e-08
1925,2.1996355847875293e-09,7.478760721824074e-08
1926,8.916910765321973e-09,1.3263904463656218e-07
1927,4.4596899506643695e-09,9.922810306761676e-08
1928,3.4278122562625413e-09,1.1197520422001617e-07
1929,3.342121912552898e-09,9.023729319324048e-08
1930,5.2518016602221e-09,7.877702756786675e-08
1931,2.2810713318222042e-09,5.47457119637329e-08
1932,6.575722188983946e-09,7.123698964051073e-08
1933,3.4411986593596566e-09,6.53827711971644e-08
1934,7.188948103475923e-09,6.350237669039416e-08
1935,1.196828414151696e-09,6.462873614054843e-08
1936,7.274828739411987e-09,6.183604739362636e-08
1937,7.554670666820584e-09,5.414180748175568e-08
1938,3.8895642262559704e-09,4.926781471681352e-08
1939,9.176430282309411e-09,5.199976982339649e-08
1940,0.0,5.5787225505810056e-08
1941,0.0,4.427253941230447e-08
1942,0.0,5.158160121254696e-08
1943,2.9032352077962287e-09,1.1612940653549231e-07
1944,0.0,1.124615138792251e-07
1945,1.5249527862692958e-08,8.714016530575464e-08
1946,9.744772988540262e-09,9.32713959400644e-08
1947,5.960435700558264e-09,7.986983519003843e-08
1948,3.2615663503321457e-09,7.175445659868274e-08
1949,3.9268033269479474e-09,7.460926099156495e-08
1950,2.1270722960764488e-09,1.0529007710147198e-07
1951,7.462981344019681e-09,8.529121231504178e-08
1952,3.1634410646574906e-09,8.646739502182754e-08
1953,3.232148326759443e-09,7.218464048719397e-08
1954,2.9317608341017376e-09,9.870261408195802e-08
1955,8.447047505910632e-09,8.634759041115103e-08
1956,3.488456634670456e-09,7.151336234301198e-08
1957,4.417518795207798e-09,8.039884136223918e-08
1958,5.790570245522986e-09,6.700517474200751e-08
1959,6.200598257066758e-09,7.595733109155844e-08
1960,6.920833239831836e-09,7.405292024031951e-08
1961,6.25334317660986e-09,7.920901623492682e-08
1962,3.805173953708163e-09,8.371382165250907e-08
1963,9.052474325699222e-09,6.789355921910101e-08
1964,4.258777774879263e-09,6.570685684437194e-08
1965,5.47204326295514e-09,6.840054567192055e-08
1966,4.985167390003653e-09,6.757671400237086e-08
1967,1.1832804958089582e-08,5.669885894121762e-08
1968,3.1439910674890825e-09,5.973583228069401e-08
1969,4.995933444718048e-09,6.040537670060075e-08
1970,5.058597540852361e-09,5.150571880108146e-08
1971,6.679916619845017e-09,6.88545256366524e-08
1972,5.643161493651405e-09,4.411926468605998e-08
1973,5.513203671370093e-09,4.3554308604143444e-08
1974,1.1251143128276908e-08,4.444201451292429e-08
1975,7.4249242310031605e-09,3.255543745694922e-08
1976,8.570290255249802e-09,4.170874490228016e-08
1977,9.990529292736028e-09,4.642657813747064e-08
1978,6.534650598410963e-09,4.396037667220298e-08
1979,1.0533551808578068e-08,5.208256226296726e-08
1980,8.527726080842513e-09,3.638496437474714e-08
1981,8.223214109648325e-09,3.6688188487232765e-08
1982,6.828252629986764e-09,3.289976291398489e-08
1983,7.57837881337764e-09,4.925946583966834e-08
1984,4.639206796497319e-09,4.6392067076794774e-08
1985,1.0828004270990732e-08,5.173379946654677e-08
1986,8.991728250862252e-09,4.3160294893596074e-08
1987,1.0388388815840699e-08,4.6442206524943686e-08
1988,8.395175221664886e-09,4.017691068725071e-08
1989,1.0976243913773942e-08,4.445378820605583e-08
1990,7.628111475810329e-09,4.849299273246288e-08
1991,7.6199047072123e-09,4.3374843272658836e-08
1992,5.509944056569793e-09,4.7385519508225116e-08
1993,8.308811416668505e-09,4.874502579355067e-08
1994,8.967375286772494e-09,4.800183361908239e-08
1995,8.133675954979935e-09,4.0126135303353294e-08
1996,1.3345230698291743e-08,4.4306165847274315e-08
1997,1.3905194329311144e-08,3.883864607701071e-08
1998,9.536258005482523e-09,5.149579607177657e-08
1999,1.0968483010742602e-08,3.564757022900267e-08
2000,7.510653432518666e-09,4.1087691471375365e-08
2001,5.257454027685071e-09,3.8992784112679146e-08
2002,8.324320788233308e-09,4.337409365007261e-08
2003,7.500461585152607e-09,4.4169382817926817e-08
2004,9.690540814233373e-09,4.096455796798182e-08
2005,6.7556245042510454e-09,4.864049429897932e-08
2006,1.2353670086895363e-08,4.364963146485934e-08
2007,1.1983438241713884e-08,4.593651325990322e-08
2008,1.702975893635994e-08,4.981204426712793e-08
2009,2.336414262060771e-08,4.291373301157364e-08
2010,1.5588517143783065e-08,7.747020447368413e-08
2011,1.9884653923440965e-08,6.041875622031512e-08
2012,2.008509092377153e-08,7.99999355649561e-08
2013,2.7333426189102283e-08,9.87350290415634e-08
2014,3.572984397237633e-08,9.831121161596457e-08
2015,2.438232904466986e-08,1.0329241462159189e-07
2016,2.5270349368611278e-08,1.1661644094829171e-07
2017,2.9432651871275084e-08,6.540589225778604e-08
2018,2.684725330936999e-08,9.009318802100097e-08
2019,2.5254779600913935e-08,8.265200079904389e-08
