year,règlements_NOUN légaux_ADJ
1918,1.8378202071289707e-08
1919,1.2890987832747669e-08
1920,1.4387239843927091e-08
1921,7.572747429129834e-10
1922,8.115729421831475e-09
1923,3.1847844361720945e-09
1924,5.156649773851996e-09
1925,8.798542339150117e-09
1926,1.1146138456652466e-09
1927,7.804457524684949e-09
1928,1.0283437212876834e-08
1929,1.6710609784809094e-08
1930,2.4158287814657342e-08
1931,1.2545892325022123e-08
1932,6.575722188983946e-09
1933,8.02946331646126e-09
1934,5.990790086229936e-09
1935,1.0771455727365264e-08
1936,1.2124714565686645e-09
1937,1.1332006444320086e-08
1938,6.482607339819424e-09
1939,4.588215141154706e-09
1940,0.0
1941,1.4757512545315876e-08
1942,0.0
1943,0.0
1944,3.2131861615880553e-09
1945,2.178504043826024e-09
1946,2.7842208538686464e-09
1947,8.344609447874518e-09
1948,6.523132700664291e-09
1949,9.817008539414473e-09
1950,2.1270722960764488e-09
1951,1.0661401761424827e-09
1952,1.687168627029223e-08
1953,1.6160740301529586e-08
1954,3.9090144454689835e-09
1955,3.754243138587299e-09
1956,4.360570571293465e-09
1957,7.951533653738352e-09
1958,2.4816730892496253e-09
1959,6.975672928177801e-09
1960,2.076250060767393e-09
1961,5.55852741612739e-09
1962,3.170978146727066e-09
1963,1.4225316924409981e-08
1964,8.517555549758526e-09
1965,1.3132904541635071e-08
1966,9.416426749453422e-09
1967,6.409436092980059e-09
1968,5.838840522187638e-09
1969,1.7712855182594467e-08
1970,2.7592350626548523e-09
1971,5.652237344833111e-09
1972,6.156176013405457e-09
1973,5.513203671370093e-09
1974,6.1881286761433785e-09
1975,5.711480177694739e-09
1976,1.142705374768127e-09
1977,6.464460078348111e-09
1978,7.72276909088987e-09
1979,6.437170796402825e-09
1980,6.253665585376211e-09
1981,3.1627747087981106e-09
1982,1.1173503899897241e-08
1983,2.5261264191556165e-09
1984,2.3196033982486597e-09
1985,4.812446441349039e-09
1986,1.1988970927134801e-09
1987,1.8332451112712533e-09
1988,4.197587610832443e-09
1989,6.585746614717891e-09
1990,5.448650863826288e-09
1991,5.2753188484189195e-09
1992,6.61193322315512e-09
1993,4.4313659408601325e-09
1994,4.747434001473039e-09
1995,1.0844901643380922e-09
1996,2.135236876199542e-09
1997,3.3564262480467733e-09
1998,1.9072516899143466e-09
1999,2.285100553223174e-09
2000,8.836062992401139e-10
2001,8.324302136486494e-09
2002,3.066854992184176e-09
2003,1.0000615446870142e-08
2004,3.9643119897903034e-09
2005,3.1526248278623825e-09
2006,3.294311934354255e-09
2007,1.997239706952314e-09
2008,2.1287198670449925e-09
2009,2.384096253749135e-09
2010,1.8895172093635892e-09
2011,1.911985902935953e-09
2012,3.4042526575461807e-09
2013,2.2313000336282585e-09
2014,3.031623174720721e-09
2015,1.7732603163622684e-09
2016,1.4499380585064614e-09
2017,3.5218559180094644e-09
2018,7.744400121190154e-10
2019,1.02039510174734e-09
