year,certaines_DET âmes_NOUN,certaines_DET ames_NOUN,certaines_DET lames_NOUN
1842,2.160061298717153e-07,6.842430622100437e-08,2.0124795163667386e-09
1843,2.3745782518069802e-07,1.949280581392543e-08,1.358589518662967e-08
1844,2.5082724341984886e-07,2.030767648486531e-08,2.7442805805577564e-09
1845,3.331396083439131e-07,3.4597412268411176e-08,8.37034175305007e-09
1846,2.125183924395202e-07,5.269051195355701e-09,1.9319854160926297e-08
1847,1.5694280808276062e-07,1.5101026207275936e-08,1.0786447290911383e-09
1848,2.107848149357494e-07,3.781254065415851e-08,8.045221711050488e-10
1849,2.4803067177892046e-07,2.513824526317876e-08,0.0
1850,2.118166770870289e-07,2.5798184033476446e-08,1.1541293254424545e-08
1851,1.7671462160251394e-07,1.4188765273814852e-08,6.449438760824933e-10
1852,2.382859571881113e-07,4.9480144648228475e-08,9.765818376195057e-09
1853,2.5977904560825493e-07,7.763511167269144e-09,5.971931837933653e-10
1854,4.50983665523097e-07,1.6626126697616428e-08,8.832629572186335e-09
1855,3.0143402440785394e-07,6.8990182455763716e-09,7.429711956774554e-09
1856,3.898423566184306e-07,2.329735071526784e-08,1.0354378465748937e-09
1857,2.8215122549468674e-07,6.834112886711097e-09,9.763018171682347e-10
1858,3.0047170529456935e-07,1.8106600552236785e-08,5.3830437884982985e-09
1859,3.849683096746048e-07,1.4258085156981792e-08,1.2730433596175317e-08
1860,3.423733501151105e-07,4.57718396518203e-09,6.408057279250201e-09
1861,3.3106064556420733e-07,9.431927239234028e-09,4.715963619617014e-09
1862,2.3674248161853484e-07,1.9427341541033982e-08,9.035972858839614e-09
1863,3.511218373830616e-07,5.9935449936432406e-09,6.493007020935693e-09
1864,3.5864566072518755e-07,5.561884386384719e-08,2.3973640850272204e-09
1865,3.9066807211440846e-07,1.223779544368142e-08,2.8241066374334878e-08
1866,3.848699918762577e-07,7.784980660119345e-09,1.3623716377253459e-08
1867,3.649314184173136e-07,7.279217228983725e-09,1.067618526917613e-08
1868,3.003443529436822e-07,6.421836395986702e-09,2.0747470852455763e-08
1869,3.9214657832076227e-07,4.8835191446272574e-09,1.9045724553024e-08
1870,2.9587691230403834e-07,4.587239033071455e-09,2.0069169881509197e-08
1871,2.5065978803695543e-07,5.3105884134652115e-09,1.3807530230280918e-08
1872,3.1143796963561954e-07,7.256807155187062e-09,4.8378714367913744e-09
1873,2.9331421913525446e-07,1.7958012854535355e-09,3.052862318497773e-08
1874,2.5750565768589695e-07,3.5847653734322193e-09,1.7923826867161097e-08
1875,3.1582829329579454e-07,1.888104017577774e-08,1.6592428764283795e-08
1876,1.9951849417054746e-07,5.441413319928756e-09,2.5997863417615008e-08
1877,2.715134331809921e-07,4.947852683123699e-09,1.9791411509650914e-08
1878,2.5062217456905955e-07,3.0195443923020093e-09,2.2344628369808106e-08
1879,2.694212368758997e-07,3.665595160740054e-09,2.016077316202569e-08
1880,2.387438842177403e-07,1.2835692508872398e-09,2.6313169643188417e-08
1881,2.1475323208619557e-07,2.0917522713936876e-09,1.3945014920579979e-08
1882,2.435870953831909e-07,4.658769592325029e-09,9.983077919883954e-09
1883,2.3318360575785846e-07,3.791603364611262e-09,3.159669503816076e-08
1884,2.0135175482494105e-07,2.6406787867472303e-09,2.44262796655903e-08
1885,2.2559724666137981e-07,1.933690763067375e-09,2.7716233308439087e-08
1886,2.278072770423023e-07,5.1627709884982664e-09,1.5488313076517102e-08
1887,1.8933881085203552e-07,8.4876022321545e-09,2.0892558350027457e-08
1888,2.193852619569725e-07,4.438430289965822e-09,1.014498351992188e-08
1889,2.606296982676781e-07,6.265136742733546e-10,3.3831739187917265e-08
1890,2.2809264965673037e-07,1.9663159434024635e-09,2.294035211791723e-08
1891,2.224602786426999e-07,3.187110020341777e-09,3.1871099093194744e-09
1892,2.3757662415135883e-07,1.8805537127519756e-09,7.522215073052507e-09
1893,2.315564566757189e-07,2.4633666773077323e-09,9.853466542697475e-09
1894,2.375680381305756e-07,3.150769645188234e-09,1.3233232509790582e-08
1895,2.906990665962894e-07,4.814891596538473e-09,8.426060071897723e-09
1896,2.4767521811241977e-07,5.3073260231073505e-09,1.415286948747152e-08
1897,2.4588731140084974e-07,6.992056045262984e-09,1.2818769712374944e-08
1898,2.3934841797412787e-07,1.2448380548590876e-08,1.9804241802034994e-08
1899,2.542686043938147e-07,2.2110313580014918e-09,1.713549302451156e-08
1900,2.3307828378449358e-07,1.038210628578895e-09,2.1283317330755835e-08
1901,2.637884906064869e-07,4.470991132876634e-09,2.3472702892490815e-08
1902,2.6122709329001736e-07,1.4730852093691738e-09,1.2275709782016975e-08
1903,2.6083062465431794e-07,2.7001101354784396e-09,1.7820727116202306e-08
1904,2.91304681709903e-07,1.6123875568041512e-09,2.2573425795258117e-08
1905,2.446199776073854e-07,1.0321518084666081e-09,1.754658041086543e-08
1906,3.1276642520339237e-07,5.144184411776109e-09,1.0802787109298606e-08
1907,3.1371344544339763e-07,5.142843262362362e-09,2.2114226005953697e-08
1908,3.0647066751043894e-07,6.875944702500192e-09,2.553922229253658e-08
1909,2.8385074735126636e-07,2.750491723269022e-09,6.60118004702781e-09
1910,3.163737156697266e-07,2.6720753387721174e-09,1.9773357839980577e-08
1911,3.676378437234007e-07,2.128149656499545e-09,1.4897047595496815e-08
1912,3.177746883409327e-07,2.6047105583515417e-09,2.3963337980603683e-08
1913,3.431034416578882e-07,1.5908969142053309e-09,1.590896969716482e-08
1914,2.852812794884585e-07,2.0090231145353243e-09,3.750176613692702e-08
1915,2.7449176398519626e-07,1.6493066468115103e-08,2.3561524065129902e-08
1916,3.8675866420589955e-07,2.197492410260793e-09,2.307367052978293e-08
1917,2.9609345197911807e-07,1.4256351654751143e-08,1.7546279096336548e-08
1918,3.5837492973200824e-07,1.1486376294556067e-09,4.479686666059024e-08
1919,2.863640844452675e-07,0.0,5.524709190130039e-09
1920,2.7638644795047185e-07,3.028892692213958e-09,9.843900805606154e-09
1921,2.8700714072016353e-07,1.5145494858259667e-09,1.4388220170857835e-08
1922,3.172512217375356e-07,2.21338064543275e-09,1.7707045385506603e-08
1923,3.322791766180444e-07,3.1847844361720945e-09,2.1231896241147297e-08
1924,3.132664714300404e-07,5.156649662829693e-09,1.4180786767070686e-08
1925,3.5304150713955096e-07,7.698724546756353e-09,2.8595261936104066e-08
1926,2.9871650930601845e-07,4.458455382660986e-09,1.4489980326715113e-08
1927,3.6903934663712334e-07,2.2298449753321847e-09,1.7838759802657478e-08
1928,3.4735166387633853e-07,2.2852082448565625e-09,2.8565103615818543e-08
1929,3.0970331010848895e-07,4.4561625500705304e-09,1.8938691281888964e-08
1930,2.33180005082545e-07,2.100720708497761e-09,2.4158287814657342e-08
1931,2.1670177030586046e-07,5.7026783295555106e-09,3.5356605643244166e-08
1932,2.9371558696311695e-07,3.2878609834696704e-09,3.7262423369099906e-08
1933,2.6153110432858284e-07,3.4411986593596566e-09,6.194157542438461e-08
1934,2.6838738875767376e-07,2.3963160344919743e-09,2.6359476379411717e-08
1935,2.728768775384083e-07,5.98414207075848e-09,2.99207103537924e-08
1936,2.485566419352381e-07,2.424942913137329e-09,4.001155939903356e-08
1937,2.7700458460344635e-07,1.2591118148108649e-09,4.4068911853045734e-08
1938,2.969034085253952e-07,3.889564337278273e-09,2.722695080503712e-08
1939,2.462342019171615e-07,3.058810094103137e-09,4.129393715857077e-08
1940,1.825763655816104e-07,0.0,1.5214697501875207e-08
1941,1.977506762784742e-07,0.0,1.7709016475464523e-08
1942,3.550027827259328e-07,3.034211770724937e-09,4.8547389663866625e-08
1943,2.6709764799903724e-07,2.9032352077962287e-09,3.483882360377777e-08
1944,2.570548911506876e-07,0.0,3.534504777746861e-08
1945,2.832055390200594e-07,2.178504043826024e-09,2.178503999417103e-08
1946,3.062642850437669e-07,0.0,3.3410650246423756e-08
1947,3.957729255432696e-07,0.0,1.907339353124371e-08
1948,3.23982254357702e-07,0.0,3.8051606310318675e-08
1949,2.6407753672685885e-07,5.890204768377316e-09,3.337782894519137e-08
1950,2.839641517482505e-07,1.0635361480382244e-09,1.7016578146566985e-08
1951,2.590720686868053e-07,1.0661401761424827e-09,4.371174711081949e-08
1952,2.3620360778409122e-07,2.1089607837865287e-09,4.323369573455693e-08
1953,1.9069674328520136e-07,1.0773827385790469e-09,2.3702419582605216e-08
1954,1.993597429361671e-07,1.9545072227344917e-09,2.9317607896928166e-08
1955,1.7175661692903077e-07,0.0,4.5050917663047585e-08
1956,2.1366796243427189e-07,1.744228317335228e-09,4.360570926564833e-08
1957,1.6521520684875668e-07,0.0,5.035971550881868e-08
1958,1.3566479006854593e-07,8.272243445794913e-10,4.7979012762766615e-08
1959,1.743918218721774e-07,7.750747821333448e-10,4.262911179608864e-08
1960,2.069329223530758e-07,6.920833350854139e-10,1.0519666915342896e-07
1961,2.1191885224425278e-07,2.779263652552544e-09,5.76697209986321e-08
1962,1.5601212632887496e-07,0.0,4.1222718571987116e-08
1963,1.6682417758318024e-07,0.0,6.013429576512408e-08
1964,2.1415567896809762e-07,6.083968329129164e-10,3.772060486184614e-08
1965,2.0301281011825267e-07,1.0944086747954884e-08,3.6115486157228816e-08
1966,1.6894177434778612e-07,3.3234448526542337e-09,3.434226325538248e-08
1967,1.8045028538082875e-07,1.4791006197611978e-09,4.14148200178488e-08
1968,2.2097765306483552e-07,3.5931326525240337e-09,3.323647668196372e-08
1969,1.312568009836923e-07,3.1792304344691047e-09,2.8613074132266547e-08
1970,1.6233499522400052e-07,5.518469958776251e-09,2.5292986816083385e-08
1971,1.5004121234341028e-07,4.1107178105903586e-08,4.213485915727233e-08
1972,1.282536770119691e-07,8.721249500354133e-09,2.7702792948502974e-08
1973,1.0971275576920902e-07,3.3079223804577396e-09,3.197658138276438e-08
1974,9.282193280668594e-08,2.2502286700643026e-09,2.8690415376786405e-08
1975,7.767613130482687e-08,1.7134440533084216e-09,3.48400286398487e-08
1976,1.0512889203617704e-07,5.713526873840635e-10,2.856763448022548e-08
1977,1.0284368157087442e-07,5.289103655048422e-09,2.056873604772136e-08
1978,9.029699077345299e-08,2.3762365408686037e-09,3.386137148453372e-08
1979,6.846808719984665e-08,6.437170463335917e-09,3.218585398201412e-08
1980,8.641429261047051e-08,5.685150683554241e-10,2.4446147328660572e-08
1981,8.476236512677815e-08,2.5302198114474095e-09,2.9097527054489092e-08
1982,1.0366528480076909e-07,1.2415004579935385e-09,2.0484757001781873e-08
1983,8.967749032251504e-08,3.1576580239445207e-09,3.347117472074501e-08
1984,8.81449260248246e-08,4.639206796497319e-09,2.5515636714601442e-08
1985,8.54209272205253e-08,6.015558051686298e-10,2.285912037436333e-08
1986,1.0790073989852544e-07,5.994485463567401e-10,4.7356435217693615e-08
1987,8.066278534002436e-08,2.4443267410134695e-09,2.2610021632729627e-08
1988,8.0353820486323e-08,0.0,2.938311416400552e-08
1989,7.408964730615253e-08,0.0,1.5366742101008413e-08
1990,9.153733682154552e-08,0.0,2.5063794595325817e-08
1991,6.09592376576984e-08,0.0,1.582595654525676e-08
1992,9.366904896168649e-08,2.7549720282848966e-09,1.8733810058790823e-08
1993,7.588714190376322e-08,1.1078414852150331e-09,1.772546376344053e-08
1994,1.2501575863410608e-07,1.0549853213248639e-09,1.898973578384755e-08
1995,8.73014593949506e-08,5.422450821690461e-10,2.7112253775385398e-08
1996,9.074756501803449e-08,5.338092190498855e-10,1.3879039917341629e-08
1997,8.295167575056439e-08,4.79489448146353e-10,1.5343662340683295e-08
1998,9.58393968630844e-08,9.536258449571733e-10,6.198568103243929e-09
1999,8.68338254633727e-08,4.570201161957499e-10,1.5081663917726473e-08
2000,8.482620472705094e-08,1.3254094488601709e-09,1.502130686503733e-08
2001,7.579496585918832e-08,8.762423564512289e-10,1.3143635069212678e-08
2002,8.718631061555016e-08,2.6287327870022636e-09,1.4896152755738967e-08
2003,8.70886900372625e-08,2.9168460979889232e-09,4.16692298443877e-08
2004,8.148863583912203e-08,4.8452703238499595e-09,1.805964489065559e-08
2005,7.476224439528778e-08,9.007499190971657e-10,1.170974917030776e-08
2006,9.100536590977981e-08,2.8825228870488218e-09,1.400082560998328e-08
2007,8.308517518429426e-08,7.988958938831558e-10,1.3181781888249589e-08
2008,8.21685830487695e-08,0.0,2.1712941666862662e-08
2009,1.1014524403663017e-07,1.430457752249481e-09,6.198650481792356e-09
2010,8.502827508749533e-08,0.0,8.0304479732618e-09
2011,7.494984899381052e-08,3.82397197240536e-10,4.588766366886432e-09
2012,7.795738898863647e-08,1.7021263287730903e-09,7.489355913214979e-09
2013,9.706155168487385e-08,0.0,6.972812660599459e-09
2014,1.4421864946712049e-07,0.0,7.795602829929749e-09
2015,1.6735144292567838e-07,0.0,6.206411301556969e-09
2016,1.940845653081169e-07,1.2428039986023265e-09,8.699628128994163e-09
2017,1.129509517028282e-07,5.031222660711876e-10,7.043711613974324e-09
2018,1.7037680066778194e-07,5.162933414126769e-10,6.453666823169613e-09
2019,2.1479317524608632e-07,0.0,5.3570743396846865e-09
