year,dépenses_NOUN égales_ADJ,dépenses_NOUN légales_ADJ
1904,8.061937784020756e-09,6.449550227216605e-09
1905,5.6768351130997985e-09,1.6514429157510335e-08
1906,1.5432553013283723e-09,1.1831624346925196e-08
1907,6.1714118260169926e-09,3.599990305858114e-09
1908,9.331639461152008e-09,9.82277836847345e-09
1909,6.051082024338683e-09,6.0510818578052294e-09
1910,8.01622590529405e-09,1.0153886620400954e-08
1911,3.1922244847493175e-09,1.1704822888702893e-08
1912,6.251305473270463e-09,1.0418842122383865e-08
1913,7.42418571064718e-09,4.772690687104841e-09
1914,9.37544086809794e-09,1.6072185360371805e-08
1915,5.890381071793627e-09,1.6493066468115103e-08
1916,2.197492410260793e-09,4.394984820521586e-09
1917,3.289927441585405e-09,4.386569774084137e-09
1918,0.0,9.189101035644853e-09
1919,4.603924352863942e-09,1.2890987832747669e-08
1920,6.057785384427916e-09,6.815008557481406e-09
1921,3.786373770076068e-09,4.543648568500203e-09
1922,1.0329110011753073e-08,5.902348276798364e-09
1923,4.246379248229459e-09,1.1677542488541803e-08
1924,7.734974438733389e-09,9.024136882196387e-09
1925,4.399271169575059e-09,4.399271169575059e-09
1926,5.57306911730393e-09,3.3438415369957397e-09
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,9.14083297942625e-09,1.599645738092903e-08
1929,4.4561625500705304e-09,7.798284240578823e-09
1930,7.3525223687198604e-09,2.100720708497761e-09
1931,1.1405356659111021e-08,1.1405356659111021e-09
1932,9.863582839386709e-09,2.1919073223131136e-09
1933,1.1470662641954732e-08,8.029463538505865e-09
1934,9.585264137967897e-09,9.585264137967897e-09
1935,3.590485242455088e-09,1.196828414151696e-09
1936,1.33371855781661e-08,3.6374143697059935e-09
1937,7.554670666820584e-09,3.777335444432595e-09
1938,3.8895642262559704e-09,9.075649898271365e-09
1939,3.058810094103137e-09,1.2235240376412548e-08
1940,2.2822046474857416e-08,0.0
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,1.6689218895749036e-08,4.7683483828109274e-09
1948,4.348755133776194e-09,4.348755133776194e-09
1949,1.570721330779179e-08,1.3743811422273211e-08
1950,1.914365022059883e-08,2.1270722960764488e-09
1951,4.584402901741669e-08,2.1322803522849654e-09
1952,3.796129277588989e-08,2.1089607837865287e-09
1953,1.0773827163745864e-08,6.464296653518886e-09
1954,2.052232517257835e-08,9.772536113672459e-10
1955,1.595553378308523e-08,5.631364707880948e-09
1956,5.232684952005684e-09,0.0
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,4.1361216673863055e-09,0.0
1959,4.650448914844674e-09,2.3252243464000344e-09
1960,7.612916519406099e-09,6.920833350854139e-10
1961,3.47407969059077e-09,6.948159270159238e-10
1962,5.707760597495337e-09,1.2683912808952869e-09
1963,1.2932106940866106e-08,1.9398159745165344e-09
1964,9.125952438182594e-09,1.2167936658258327e-09
1965,7.660860390501512e-09,5.472043373977442e-10
1966,2.769537488234164e-09,3.8773522170743036e-09
1967,5.916402479044791e-09,2.4651677921205817e-09
1968,4.491415683816058e-09,0.0
1969,3.1792304344691047e-09,5.90428494984252e-09
1970,1.3796175313274261e-09,4.5987250119061684e-10
1971,1.541519245584766e-09,2.0553589941130213e-09
1972,1.5390440033513642e-09,1.2312352193344367e-08
1973,4.410563025913916e-09,2.7566018356850464e-09
1974,2.812785782069227e-09,2.2502286700643026e-09
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,2.856763492431469e-09,5.713526873840635e-10
1977,7.05213826224238e-09,5.876781838942691e-10
1978,5.346532105932056e-09,5.940591352171509e-10
1979,8.192762912528906e-09,2.925986564150662e-09
1980,7.390696055153967e-09,3.411090521154847e-09
1981,1.2651099057237047e-09,0.0
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,1.89459470334441e-09
1984,5.799008384599347e-09,3.595385233978732e-08
1985,4.210890747202711e-09,7.218669662023558e-09
1986,2.3977941854269602e-09,1.0190625343575732e-08
1987,2.4443267410134695e-09,7.944062296871834e-09
1988,5.396898483667201e-09,1.0793796967334401e-08
1989,3.2928733073589456e-09,2.7440609784434855e-09
1990,1.6345953479657283e-09,4.358920779878872e-09
1991,2.344586080837985e-09,4.68917216167597e-09
1992,2.7549720282848966e-09,1.1570882918476855e-08
1993,6.093128224193833e-09,3.877445031719162e-09
1994,4.747434001473039e-09,3.6924485691258724e-09
1995,2.1689803286761844e-09,4.880205572987961e-09
1996,2.135236876199542e-09,2.6690460952494277e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,0.0,4.768129224785866e-10
1999,2.7421207526856506e-09,4.113180906983871e-09
2000,3.092622158362701e-09,2.6508188977203417e-09
2001,2.6287270138425356e-09,8.762423564512289e-10
2002,5.257465574004527e-09,4.38122149670761e-10
2003,5.000307723435071e-09,2.9168460979889232e-09
2004,3.0833537945085254e-09,1.3214373761893938e-09
2005,1.3511248786457486e-09,1.3511248786457486e-09
2006,4.529678854225949e-09,1.2353669198716943e-09
2007,2.3966877371606188e-09,5.991719037590215e-09
2008,5.960415355721338e-09,1.2772318758180745e-09
2009,2.384096253749135e-09,1.2874119548200724e-08
2010,8.030448306328708e-09,2.3618964561933353e-09
2011,4.971163480860241e-09,3.4415748029203996e-09
2012,2.382976926895708e-09,1.0212758416727752e-09
2013,1.0877587719448911e-08,2.7891249310130206e-09
2014,4.330890313042346e-09,6.496335691608124e-10
2015,5.098123256885856e-09,1.994917786518613e-09
2016,4.971216327476213e-09,1.86420612280358e-09
2017,4.779661555431858e-09,7.546833991067814e-10
2018,5.162933414126769e-10,7.744400121190154e-10
2019,3.8264816870636764e-09,5.1019755087367e-10
