year,pas_ADV égaux_ADJ,pas_ADV egaux_ADJ,pas_ADV légaux_ADJ
1800,3.4900224932243873e-07,0.0,0.0
1801,2.928854598849284e-07,4.7623651688866175e-09,0.0
1802,2.4840025503181096e-07,0.0,0.0
1803,2.3014003147636686e-07,0.0,0.0
1804,2.1999473176492756e-07,0.0,0.0
1805,2.50173229687789e-07,0.0,0.0
1806,1.988351669979238e-07,2.881669125542885e-09,0.0
1807,2.2490945639219717e-07,0.0,5.693910232196231e-09
1808,2.311395519427606e-07,0.0,0.0
1809,2.1460789412230952e-07,2.259030518203531e-09,0.0
1810,2.3635280399503245e-07,0.0,0.0
1811,3.0586335242333007e-07,2.5070767684098882e-09,0.0
1812,1.8137015445063298e-07,0.0,1.0668832928217853e-08
1813,2.1855636589407368e-07,0.0,0.0
1814,2.580275122454623e-07,0.0,0.0
1815,8.091670622434322e-08,0.0,0.0
1816,2.456660013194778e-07,4.6352077731626196e-09,0.0
1817,2.8335097113085794e-07,1.556873407970727e-09,0.0
1818,1.8597036444134574e-07,1.1921177378582115e-09,1.3113295338484932e-08
1819,1.9666994433009677e-07,0.0,5.175524897538253e-09
1820,1.981702411057995e-07,2.3732962262101864e-09,5.933240565525466e-09
1821,1.7652064343565144e-07,0.0,0.0
1822,1.5639960793123464e-07,0.0,0.0
1823,1.7097048043979157e-07,0.0,1.9765373782121287e-09
1824,2.315806000297016e-07,0.0,0.0
1825,2.0164463876426453e-07,0.0,0.0
1826,1.7704049071198824e-07,0.0,0.0
1827,1.3549392008371797e-07,0.0,9.217273055917019e-10
1828,1.1832268853595451e-07,0.0,1.4675682002973645e-08
1829,1.783220682227693e-07,8.57317605795771e-10,6.001223074036943e-09
1830,1.8786305133744463e-07,0.0,2.5048406016026092e-08
1831,2.1204040479005926e-07,1.5591206103948707e-09,4.677361609140007e-09
1832,2.25950486765214e-07,0.0,1.7588959622116818e-08
1833,1.586957125709887e-07,0.0,1.1583628500844156e-09
1834,1.7455572276503517e-07,3.733812370398937e-09,3.733812370398937e-09
1835,1.6563163285354676e-07,0.0,3.781543966852041e-09
1836,2.0699910407984135e-07,0.0,6.048674894287842e-09
1837,1.4402834835891554e-07,0.0,2.1569462660409044e-08
1838,1.5780405249188334e-07,1.2624323808552163e-09,1.009945904684173e-08
1839,1.8317665251288417e-07,6.9914751765765e-10,2.0974426639952526e-09
1840,1.9045369015202596e-07,1.2739377330817092e-09,1.2739377330817092e-09
1841,1.444623478619178e-07,1.926164561183441e-09,0.0
1842,2.025896037594066e-07,0.0,8.720745015011744e-09
1843,2.0851396698162716e-07,5.906911071384968e-10,2.953455480181333e-09
1844,1.9374621729184582e-07,0.0,4.9397050894128824e-09
1845,1.9140182416776952e-07,0.0,6.696273757711424e-09
1846,1.949548931179379e-07,0.0,4.6836010625384006e-09
1847,2.0224588581641e-07,0.0,3.235934187273415e-09
1848,1.456185145798372e-07,1.6090443422100975e-09,4.02261068899179e-09
1849,1.4161211936425389e-07,0.0,1.6758829879393033e-09
1850,1.8533958723310207e-07,0.0,1.2899092460827433e-08
1851,2.0315732740527892e-07,0.0,3.2247193804124663e-09
1852,1.946653043205515e-07,0.0,3.906327261660181e-09
1853,1.713944470793649e-07,1.1943863675867306e-09,1.1943863675867306e-09
1854,1.766525912216821e-07,1.0391328908454511e-09,4.1565315633818045e-09
1855,1.9158042618983018e-07,2.653468555990912e-09,7.429711956774554e-09
1856,2.1588878951206425e-07,1.0354378465748937e-09,0.0
1857,1.713409716330716e-07,4.881509085841174e-10,3.905207268672939e-09
1858,1.957470345814727e-07,0.0,4.404308473482388e-09
1859,1.568389365047551e-07,0.0,1.476730293603623e-08
1860,1.7347527148103836e-07,0.0,2.288591982591015e-09
1861,1.6175755490621668e-07,0.0,4.2443675241088386e-09
1862,1.7258707885048352e-07,9.035972525772706e-10,4.517986262886353e-10
1863,1.9279237051250675e-07,0.0,3.496234635136375e-09
1864,1.91309638353232e-07,4.794727948009836e-10,9.589455896019672e-10
1865,1.7980146083118598e-07,0.0,6.589582213223366e-09
1866,1.7321582390650292e-07,0.0,3.4059290943133647e-09
1867,1.9265661421741243e-07,0.0,3.88224918879132e-09
1868,1.6103989253224427e-07,4.93987406535723e-10,2.4699371437009177e-09
1869,1.880154911759746e-07,4.883519144627257e-10,0.0
1870,1.8062253559492092e-07,1.7202146374017957e-09,5.734048791339319e-09
1871,1.8162212711558823e-07,0.0,2.1242353653860846e-08
1872,1.8928172096366325e-07,6.047339295989218e-10,6.652073114565837e-09
1873,1.759885321916954e-07,5.986004469882289e-10,5.9860045809045914e-09
1874,1.2905155699627358e-07,0.0,1.7923826867161097e-09
1875,2.0139775358529732e-07,5.721527140956084e-10,1.716458086775674e-09
1876,1.8803106627274246e-07,0.0,4.232210137899983e-09
1877,1.6575306460708816e-07,0.0,5.566334504436554e-09
1878,1.3285995237311e-07,6.039088673581716e-10,6.039088673581716e-10
1879,1.7167204191537166e-07,0.0,1.221865053580018e-09
1880,1.3605834681129636e-07,0.0,2.5671385017744797e-09
1881,1.666429341184994e-07,0.0,4.183504653809678e-09
1882,1.7037785937645822e-07,6.655385131892899e-10,1.9966155395678697e-09
1883,1.4660867009297363e-07,0.0,0.0
1884,1.6042123718307266e-07,0.0,6.601696966868076e-10
1885,1.5340613401804148e-07,1.2891271383708158e-09,3.86738152613475e-09
1886,1.742435244977969e-07,0.0,4.5174246565693466e-09
1887,1.3580162772086624e-07,0.0,3.9173548849191775e-09
1888,1.3505508889011253e-07,0.0,1.9021844099853524e-09
1889,1.1778457320588132e-07,0.0,1.1903759755682586e-08
1890,1.389529984408e-07,0.0,2.6217545912032847e-09
1891,1.2875923971478187e-07,0.0,6.3742202627281586e-09
1892,1.1972858260378416e-07,5.014809900671935e-09,2.5074049503359674e-09
1893,1.3240595819752343e-07,0.0,5.542574843531156e-09
1894,1.1468801375258408e-07,3.780923574225881e-09,3.150769645188234e-09
1895,1.9319752198043716e-07,0.0,1.0833506536300774e-08
1896,1.497845403264364e-07,5.89702897624278e-10,7.076434549446731e-09
1897,1.7421874076717359e-07,0.0,7.574727511894253e-09
1898,1.3749802008078404e-07,5.6583548957434e-10,2.8291773368493978e-09
1899,1.6029977700782183e-07,0.0,5.527578395003729e-10
1900,1.3808201515530527e-07,0.0,1.0901211489056095e-08
1901,1.5145482734624238e-07,0.0,5.588738916095792e-10
1902,1.5467394121060352e-07,4.910283846193408e-10,9.820567692386817e-10
1903,1.468859949227408e-07,0.0,4.320176216765503e-09
1904,9.943056511474424e-08,5.374625189347171e-10,3.2247751136083025e-09
1905,1.3366366147238296e-07,5.160759042333041e-10,9.805441791854719e-09
1906,1.4969576511703053e-07,5.144184522798412e-10,8.230695236477459e-09
1907,1.3782820929009176e-07,0.0,6.685696440911215e-09
1908,1.6404040081852145e-07,0.0,4.911389073214423e-10
1909,1.1001966981893929e-07,5.500983557560346e-10,3.850688656825696e-09
1910,1.3894791095481196e-07,0.0,5.34415089958884e-09
1911,1.5961121846430615e-07,0.0,4.788336838146279e-09
1912,1.4013343729857297e-07,0.0,4.167536982180309e-09
1913,1.251505636901129e-07,0.0,2.6514948014977335e-09
1914,1.513464127356201e-07,2.0090231700464756e-09,1.3393487430235496e-09
1915,1.284103063881048e-07,0.0,0.0
1916,1.1207211514374649e-07,0.0,1.0987462051303964e-09
1917,1.9300907183605887e-07,0.0,4.386569774084137e-09
1918,1.9871430367857101e-07,1.1486376294556067e-09,0.0
1919,1.4916714974333445e-07,0.0,9.207848372660976e-10
1920,1.559879763135541e-07,0.0,7.572231730534895e-09
1921,1.3782400287709606e-07,0.0,2.2718242842501013e-09
1922,1.2321152098593302e-07,0.0,1.4755870969551665e-09
1923,1.475616784318845e-07,2.1231896241147297e-09,1.0615948120573648e-09
1924,1.3149457345207338e-07,0.0,1.289162443462999e-09
1925,1.330779468844412e-07,0.0,8.798542339150117e-09
1926,1.4267057224515156e-07,0.0,4.458455382660986e-09
1927,1.2598624721249507e-07,0.0,0.0
1928,1.1311780667710991e-07,0.0,2.2852082448565625e-09
1929,9.469345485513259e-08,0.0,5.570202965543558e-09
1930,9.768351105776674e-08,0.0,8.402882833991043e-09
1931,1.4028589134795766e-07,0.0,1.1405356659111021e-09
1932,1.0192368904426985e-07,0.0,0.0
1933,1.1355955820135932e-07,1.1470662197865522e-09,4.588264879146209e-09
1934,1.1622132944921759e-07,0.0,4.7926320689839486e-09
1935,9.095896302824258e-08,1.196828414151696e-09,1.196828414151696e-09
1936,1.2852197528445686e-07,0.0,1.2124714565686645e-09
1937,1.2465207532841305e-07,0.0,5.0364472592434595e-09
1938,1.6465821772726486e-07,0.0,2.5930428915188486e-09
1939,1.1011716338771294e-07,0.0,1.5294050470515685e-09
1940,1.1664601373695405e-07,0.0,2.5357829169792012e-09
1941,1.1806010036252701e-07,0.0,2.9515025978810172e-09
1942,1.153000468434584e-07,0.0,0.0
1943,1.6258117341294565e-07,0.0,0.0
1944,1.0282195717081777e-07,0.0,3.2131861615880553e-09
1945,1.4378126422798232e-07,0.0,4.357008087652048e-09
1946,1.7122958695381385e-07,0.0,2.7842208538686464e-09
1947,1.7404471464033122e-07,0.0,3.5762612871081956e-09
1948,1.859092861877798e-07,0.0,2.174377566888097e-09
1949,1.462734218193873e-07,0.0,3.9268033269479474e-09
1950,1.1698897850465073e-07,1.0635361480382244e-09,4.2541445921528975e-09
1951,1.6631786081688915e-07,0.0,2.1322803522849654e-09
1952,1.3919141395035695e-07,4.2179215675730575e-09,1.0544803918932644e-09
1953,1.2713115893348004e-07,0.0,1.0773827385790469e-09
1954,1.3681550115052232e-07,9.772536113672459e-10,2.9317608341017376e-09
1955,1.173200985249423e-07,0.0,5.631364707880948e-09
1956,1.5174786938132456e-07,8.72114158667614e-10,5.232684952005684e-09
1957,1.2899154455681128e-07,0.0,7.068030161150318e-09
1958,1.1498418217570361e-07,0.0,2.4816730892496253e-09
1959,1.2866240695075248e-07,0.0,7.750747821333448e-10
1960,1.1211749750827948e-07,0.0,6.920833350854139e-10
1961,1.5008023979135032e-07,2.08444772553662e-09,2.779263708063695e-09
1962,1.3762046080501023e-07,6.341956404476434e-10,2.5367825617905737e-09
1963,9.957722113540513e-08,0.0,1.939815863494232e-09
1964,1.3871448345526005e-07,0.0,4.258777774879263e-09
1965,1.4063151354548609e-07,1.0944086747954884e-09,1.0944086747954884e-09
1966,1.2684481021096872e-07,0.0,2.215629901769489e-09
1967,1.4347276078297e-07,0.0,3.451234853457663e-09
1968,1.4642016310517647e-07,4.4914158503495116e-10,2.6948494546985557e-09
1969,1.5124054186799185e-07,1.3625273131978588e-09,1.3625273131978588e-09
1970,1.476190760740792e-07,0.0,2.2993624781975086e-09
1971,1.3462602055369643e-07,0.0,1.0276794970565106e-09
1972,1.2825367434743384e-07,0.0,1.5390440033513642e-09
1973,1.1081539952328967e-07,5.513203782392395e-10,5.513203782392395e-10
1974,1.3557627198679256e-07,0.0,4.500457340128605e-09
1975,1.1308731018289109e-07,1.7134440533084216e-09,1.7134440533084216e-09
1976,1.176986543782732e-07,5.713526873840635e-10,5.713526873840635e-10
1977,1.098958222200963e-07,5.876781838942691e-10,4.11374712072643e-09
1978,1.550494346247433e-07,1.1881182704343018e-09,3.5643548113029055e-09
1979,1.264026252556505e-07,0.0,1.1703946700691858e-09
1980,1.347380731431258e-07,1.1370301367108482e-09,2.2740602734216964e-09
1981,1.2524587589268776e-07,0.0,1.8976649140967083e-09
1982,1.4028955774847418e-07,2.483000915987077e-09,1.8622506869903077e-09
1983,1.4146307592000085e-07,6.315316047889041e-10,6.315316047889041e-10
1984,1.4845461748791422e-07,0.0,3.479405208395292e-09
1985,1.371547284634289e-07,2.4062232206745193e-09,4.210890747202711e-09
1986,1.3067977988612256e-07,0.0,2.3977941854269602e-09
1987,1.6621422105345118e-07,1.2221633705067347e-09,4.277571630240118e-09
1988,1.4871453402065526e-07,5.996553809062277e-10,2.99827696004229e-09
1989,1.6189960660994984e-07,2.1952488715726304e-09,6.585746614717891e-09
1990,1.3240222074273333e-07,1.089730194969718e-09,4.90378582185258e-09
1991,1.430197471563588e-07,0.0,5.861465202094962e-10
1992,1.449115245577559e-07,1.1019888335184191e-09,1.1019888335184191e-09
