year,chances_NOUN égales_ADJ,chances_NOUN egales_ADJ,chances_NOUN légales_ADJ
1800,2.829747991484055e-08,0.0,3.144164484325529e-09
1801,5.2386017301842e-08,0.0,0.0
1802,8.951360541686881e-09,0.0,0.0
1803,2.3404069793286908e-08,0.0,0.0
1804,0.0,0.0,0.0
1805,0.0,0.0,0.0
1806,1.4696512096179504e-07,0.0,0.0
1807,8.540865792383556e-09,0.0,0.0
1808,1.3596443970698147e-08,0.0,0.0
1809,3.388545621874073e-08,2.259030518203531e-09,0.0
1810,3.510190182964834e-08,0.0,0.0
1811,6.518399686683551e-08,0.0,0.0
1812,3.7340916492212273e-07,0.0,0.0
1813,2.300593315851529e-08,0.0,0.0
1814,8.810695817373926e-08,0.0,0.0
1815,3.236668177919455e-08,0.0,0.0
1816,4.8669683394564345e-08,0.0,0.0
1817,4.670620334934483e-09,0.0,0.0
1818,5.2453181353939726e-08,0.0,1.1921177378582115e-09
1819,2.3807414706311647e-08,0.0,1.035105001712111e-09
1820,7.95054262425765e-08,0.0,0.0
1821,3.155676253641104e-08,0.0,0.0
1822,3.107940926838637e-08,0.0,0.0
1823,2.2730180404550993e-08,0.0,0.0
1824,4.29476756380609e-08,0.0,0.0
1825,3.6982861217893515e-08,0.0,0.0
1826,3.8755132436563144e-08,0.0,0.0
1827,4.516463647519231e-08,0.0,0.0
1828,3.66892045633449e-08,0.0,0.0
1829,2.6576845613135447e-08,0.0,0.0
1830,8.036363396968227e-08,0.0,0.0
1831,6.080570358335535e-08,0.0,0.0
1832,8.253281436054749e-08,0.0,0.0
1833,7.761030929032131e-08,0.0,0.0
1834,7.374279675786966e-08,9.334530925997342e-10,0.0
1835,9.605121675804185e-08,0.0,5.294161553592858e-09
1836,9.140219958680973e-08,0.0,1.3441500135158435e-09
1837,8.279890550966229e-08,0.0,0.0
1838,9.405120948713375e-08,0.0,0.0
1839,6.641901251214222e-08,0.0,0.0
1840,1.8281006930465082e-07,0.0,0.0
1841,1.0144466955352982e-07,6.420548537278137e-10,0.0
1842,1.086738947719823e-07,6.708265054555795e-10,0.0
1843,1.2640789748274983e-07,0.0,1.7720733769266417e-09
1844,1.0647809034480815e-07,0.0,0.0
1845,8.928364536586741e-08,5.580227946389016e-10,1.674068439427856e-09
1846,1.4460617592249037e-07,5.854501328173001e-10,0.0
1847,5.55502026600152e-08,0.0,7.011190739092399e-09
1848,9.49336182998195e-08,0.0,5.63165514222419e-09
1849,1.106082763158156e-07,0.0,0.0
1850,1.1473403560557927e-07,0.0,4.752297222410107e-09
1851,7.739326690625603e-08,0.0,4.514607354622058e-09
1852,1.1067927374597275e-07,0.0,0.0
1853,8.062107781370287e-08,0.0,0.0
1854,7.170017113367066e-08,0.0,3.117398783558656e-09
1855,5.943769565419643e-08,5.306937111981824e-10,0.0
1856,5.332504926514048e-08,0.0,0.0
1857,5.3208449202202246e-08,0.0,0.0
1858,8.808616769329092e-08,0.0,0.0
1859,6.365216620451974e-08,0.0,0.0
1860,6.31651388971477e-08,0.0,1.8308735638683515e-09
1861,1.0045003051573076e-07,4.715963730639317e-10,4.715963730639317e-10
1862,9.849210158563437e-08,9.035972525772706e-10,0.0
1863,8.09128550827154e-08,0.0,1.9978483312144135e-09
1864,6.089304349643498e-08,0.0,0.0
1865,4.848049783845454e-08,0.0,0.0
1866,5.741423336758089e-08,0.0,0.0
1867,6.017486242626546e-08,0.0,4.85281148598915e-10
1868,5.5820578381826635e-08,0.0,1.975949626142892e-09
1869,7.471784613244381e-08,4.883519144627257e-10,4.883519144627257e-10
1870,6.135432073506308e-08,0.0,5.734048791339319e-10
1871,6.903765381593985e-08,0.0,0.0
1872,7.619647846013322e-08,0.0,0.0
1873,9.398026890039546e-08,0.0,4.788803575905831e-09
1874,5.556386639682387e-08,0.0,1.1949218281515073e-09
1875,4.863298030954866e-08,0.0,5.721527140956084e-10
1876,4.957732002708326e-08,0.0,6.04601479992084e-10
1877,3.030559980743419e-08,0.0,1.8554447978047506e-09
1878,7.971596716060958e-08,0.0,0.0
1879,8.064309042765672e-08,0.0,1.832797580370027e-09
1880,6.28948910730287e-08,0.0,0.0
1881,5.647731171620762e-08,0.0,0.0
1882,5.1912003584675404e-08,0.0,0.0
1883,5.371438049905919e-08,0.0,0.0
1884,5.149323811792783e-08,1.3203393933736152e-09,0.0
1885,5.349877696403382e-08,0.0,0.0
1886,6.711602651421344e-08,0.0,0.0
1887,9.532229938713499e-08,0.0,0.0
1888,2.7264643875923866e-08,0.0,0.0
1889,5.137412273370501e-08,0.0,2.5060546970934183e-09
1890,5.505684796958121e-08,0.0,6.554386478008212e-10
1891,6.437961985739094e-08,0.0,0.0
1892,3.949162774574688e-08,0.0,0.0
1893,5.4194064347257154e-08,0.0,6.158416554491453e-10
1894,5.230277722034771e-08,0.0,0.0
1895,4.33340261452031e-08,0.0,0.0
