year,grandes_ADJ oies_NOUN,grandes_ADJ lois_NOUN
1800,3.144164484325529e-09,1.477757365364596e-07
1801,2.3811825844433088e-09,8.096020565062645e-08
1802,4.475680270843441e-09,5.594600338554301e-08
1803,0.0,1.2872239096850535e-07
1804,2.4718509461507665e-09,6.921182915675672e-08
1805,0.0,1.5920115004064428e-07
1806,0.0,4.3225035994964855e-08
1807,0.0,6.263301344233696e-08
1808,2.2660739951163578e-09,1.4729481279118772e-07
1809,0.0,9.93973401364201e-08
1810,0.0,6.31834211617388e-08
1811,0.0,1.353821517113829e-07
1812,0.0,1.7603574065105931e-07
1813,0.0,1.1502966401621961e-07
1814,0.0,1.4789382873914292e-07
1815,0.0,6.203614333344376e-08
1816,0.0,2.456660013194778e-07
1817,1.556873407970727e-09,1.1520863552050287e-07
1818,4.768470951432846e-09,1.454383635746126e-07
1819,0.0,1.2628281353954662e-07
1820,0.0,2.076634189052129e-07
1821,0.0,2.0906355757688289e-07
1822,1.0025615893027862e-09,1.6040985428844579e-07
1823,0.0,1.0179167730939298e-07
1824,6.736890156844311e-09,9.263224143296611e-08
1825,8.805443041381977e-10,1.0742640199623565e-07
1826,0.0,7.574866600634778e-08
1827,0.0,1.7973682986394124e-07
1828,5.503380862137419e-09,1.2290882978049922e-07
1829,0.0,1.5431716349212365e-07
1830,3.1310507520032616e-09,1.6594569274275273e-07
1831,1.5591206548037917e-08,1.855353559676587e-07
1832,0.0,2.787173798424192e-07
1833,1.2741991461950875e-08,1.332117278707301e-07
1834,1.8669061851994684e-09,2.9870500384276966e-07
1835,2.2689263801112247e-09,2.2386740283764084e-07
1836,6.720750067579218e-10,2.2178474523570912e-07
1837,6.957890930081589e-10,3.179756049576099e-07
1838,1.2624323808552163e-09,2.1776958192276652e-07
1839,6.9914751765765e-10,2.2093061602390662e-07
1840,0.0,2.445960376462608e-07
1841,0.0,3.300162063624157e-07
1842,1.341653010911159e-09,3.508422707909631e-07
1843,4.7255288571079745e-09,3.715447007834882e-07
1844,5.488561272137815e-10,3.4248623137500545e-07
1845,0.0,4.776675268658437e-07
1846,0.0,3.3077932926062203e-07
1847,5.3932236454556914e-09,3.953232976527943e-07
1848,0.0,3.7168925359765126e-07
1849,0.0,4.717610693205643e-07
1850,6.788996032014438e-10,5.682389883077121e-07
1851,6.449438760824933e-10,5.146652028997778e-07
1852,6.510545436100301e-10,4.3620653400466836e-07
1853,1.3735443005202796e-08,3.613018861869932e-07
1854,7.27393034694046e-09,4.556597730243084e-07
1855,2.1227748447927297e-09,4.5427381678564416e-07
1856,1.0354378465748937e-09,3.6343868714538985e-07
1857,4.881509085841174e-10,3.773406547225022e-07
1858,4.893676019968041e-10,4.5364376433099096e-07
1859,6.619825576592575e-09,4.099199486518046e-07
1860,2.288591982591015e-09,4.838083214053768e-07
1861,4.715963730639317e-10,6.163764396660554e-07
1862,4.517986262886353e-10,4.5315402985579567e-07
1863,0.0,4.799830435331387e-07
1864,4.794727948009836e-10,6.458498660322221e-07
1865,4.706844358715045e-10,5.572903774009319e-07
1866,9.731225825149181e-10,5.819272814733267e-07
1867,2.91168689159349e-09,4.852811343880603e-07
1868,2.4699371437009177e-09,6.836785928499012e-07
1869,1.953407657850903e-09,5.913941549806623e-07
1870,2.2936195165357276e-09,6.198506525834091e-07
1871,1.0621177271019633e-09,4.811393523596053e-07
1872,6.047339295989218e-10,5.35189542461012e-07
1873,5.986004469882289e-10,6.237416414478503e-07
1874,2.3898436563030145e-09,4.839433245251712e-07
1875,1.716458086775674e-09,5.195146854930499e-07
1876,1.209202959984168e-09,5.683253903043806e-07
1877,0.0,4.830341140404926e-07
1878,0.0,4.179049426511483e-07
1879,1.832797580370027e-09,4.6553057586606883e-07
1880,6.417846254436199e-10,4.595177927058103e-07
1881,4.183504653809678e-09,4.7482777176810487e-07
1882,2.6621540527571597e-09,4.885052931058453e-07
1883,6.319338941018771e-10,4.3350664213903656e-07
1884,1.3203393933736152e-09,5.16912848524953e-07
1885,3.86738152613475e-09,3.654675424513698e-07
1886,0.0,3.155743968363822e-07
1887,1.9586774424595887e-09,3.4929746561829234e-07
1888,8.242799331981132e-09,3.7473031966328563e-07
1889,3.759081934617825e-09,4.999579346076644e-07
1890,0.0,3.919523123840918e-07
1891,1.0198752065093686e-08,4.5703157525167626e-07
1892,3.1342561879199593e-09,4.1309496623398445e-07
1893,0.0,3.836693451830797e-07
1894,1.8904617871129403e-09,4.971914222551277e-07
1895,1.8055843487019274e-09,3.689410732476972e-07
1896,2.358811590497112e-09,4.694035169450217e-07
1897,0.0,3.7057898794046196e-07
1898,1.13167097914868e-09,3.7062224578221503e-07
1899,4.9748205555033564e-09,3.7808635511282773e-07
1900,1.038210628578895e-09,3.981537872732588e-07
1901,1.676621730339889e-09,4.04624699967826e-07
1902,1.4730852093691738e-09,3.2653386483616487e-07
1903,5.400220270956879e-09,3.958361389777565e-07
1904,1.0749250378694342e-09,3.858980903714837e-07
1905,5.160759042333041e-10,3.999588216174743e-07
1906,4.115347618238729e-09,4.6246219653767184e-07
1907,2.057137349353866e-09,3.8159896575962193e-07
1908,2.4556945366072114e-09,4.233617403315293e-07
1909,0.0,3.867191367135092e-07
1910,1.6032452032632705e-09,4.3287619178045134e-07
1911,1.0640748282497725e-09,4.942627356285811e-07
1912,2.0837684910901544e-09,4.803086426363734e-07
1913,1.060597942803554e-09,4.5499652401304047e-07
1914,3.3483718020477227e-09,3.502397021293291e-07
1915,2.3561523843085297e-09,3.1336827532868483e-07
1916,3.2962386153911893e-09,3.6368498967931373e-07
1917,2.1932848870420685e-09,3.9479127167396655e-07
1918,0.0,4.26144566745279e-07
1919,9.207848372660976e-10,4.815704528482456e-07
1920,7.572231730534895e-10,5.641312554871547e-07
1921,3.0290989716519334e-09,4.914713258585834e-07
1922,1.4755870969551665e-09,5.112909207127814e-07
1923,0.0,4.893952336715301e-07
1924,1.289162443462999e-09,4.4991770664637443e-07
1925,0.0,3.9263494500119123e-07
1926,1.1146138456652466e-09,4.413870726693858e-07
1927,1.0034302722061739e-08,3.924527050003235e-07
1928,6.8556245125250825e-09,4.364747780982725e-07
1929,0.0,3.9771251181264233e-07
1930,1.0503603542488804e-09,4.033383902424248e-07
1931,1.1405356659111021e-09,4.1515497173350013e-07
1932,1.0959536611565568e-09,4.0002308310249646e-07
1933,2.2941324395731044e-09,3.5100225659334683e-07
1934,0.0,2.9953949365335575e-07
1935,0.0,3.662295000594895e-07
1936,1.2124714565686645e-09,3.3221718354070617e-07
1937,1.2591118148108649e-09,4.016566776954278e-07
1938,0.0,3.2672340921635623e-07
1939,0.0,3.1811623557587154e-07
1940,0.0,2.9415082281047944e-07
1941,0.0,3.453258159424877e-07
1942,6.068423541449874e-09,3.1252380949808867e-07
1943,0.0,3.280655676007882e-07
1944,0.0,3.438109104081377e-07
1945,4.357008087652048e-09,3.9213071545418643e-07
1946,1.3921104269343232e-09,3.8143826941450243e-07
1947,1.1920870957027319e-09,4.875636250289972e-07
1948,4.348755133776194e-09,3.9682390706730075e-07
1949,1.9634016634739737e-09,3.5046718949161004e-07
1950,0.0,3.403315531613771e-07
1951,0.0,3.699506407883746e-07
1952,1.0544803918932644e-09,3.2688890883036947e-07
1953,2.1547654771580937e-09,3.630779872310086e-07
1954,9.772536113672459e-10,3.596293254304328e-07
1955,3.754243138587299e-09,3.528988656853471e-07
1956,6.104799332717903e-09,3.3663607723610767e-07
1957,2.6505113104313693e-09,2.7653666734295257e-07
1958,2.068060889204304e-08,2.6471178671272355e-07
1959,4.960478605653407e-08,3.1313021509049577e-07
1960,2.7683333403416555e-09,2.9136708690202795e-07
1961,5.55852741612739e-09,3.043293759219523e-07
1962,6.341956404476434e-10,2.9109580168551474e-07
1963,0.0,3.09077336169139e-07
1964,0.0,2.938556633580447e-07
1965,2.73602163147757e-09,2.6703571620600997e-07
1966,3.323444963676536e-09,2.4704272050257714e-07
1967,4.930335695263466e-09,2.455307139825891e-07
1968,1.3474247273492779e-09,3.099077048318577e-07
1969,3.1792304344691047e-09,2.4434658030259016e-07
1970,2.7592350626548523e-09,2.418929341274634e-07
1971,2.0553589941130213e-09,2.6668283226172207e-07
1972,8.721249500354133e-09,2.626635193792026e-07
1973,4.961883570686609e-09,2.3486248323933978e-07
1974,9.000914458212605e-09,2.7902834176529723e-07
1975,2.2845920710778955e-09,2.1189590881931508e-07
1976,7.427584769459372e-09,2.096864335499049e-07
1977,2.3507127355770763e-09,2.4329875714101945e-07
1978,5.940591241149207e-09,2.2990089121321944e-07
1979,5.266775904289034e-09,2.29982546784413e-07
1980,1.0233271119375331e-08,2.5526327362968004e-07
1981,8.223214109648325e-09,2.7389629053686804e-07
1982,1.738100685599875e-08,2.507831027287466e-07
1983,8.841442245000053e-09,2.2798290899572748e-07
1984,2.3196033982486597e-09,2.3370003532363626e-07
1985,6.015557829641693e-09,2.3761454315263109e-07
1986,4.196139880008332e-09,2.859369487850927e-07
1987,5.49973533381376e-09,2.3526645520632883e-07
1988,1.139345240375178e-08,2.728432093590527e-07
1989,1.0976243913773942e-08,2.272082610943471e-07
1990,4.90378582185258e-09,2.642595688939764e-07
1991,6.4476115557710045e-09,2.4793996544758556e-07
1992,6.611933001110515e-09,2.6888528736890294e-07
1993,7.754890507527534e-09,2.9745544338766194e-07
1994,7.384897138251745e-09,2.70603720764484e-07
1995,1.3556126887692699e-08,2.716647884426493e-07
1996,1.3879040139386234e-08,2.797160334466753e-07
1997,3.835915585170824e-09,2.3399084625452815e-07
1998,1.954933015468896e-08,3.0039214493626787e-07
1999,1.3710603319339043e-08,2.591304166799091e-07
2000,1.2370488189361595e-08,2.840794195435592e-07
2001,2.2344179839706158e-08,2.808356782679766e-07
2002,1.4019908789464353e-08,3.2640099334457773e-07
2003,1.3750845795357236e-08,2.4709854073989845e-07
2004,9.690540592188768e-09,2.5812076387410343e-07
2005,9.007499190971657e-09,2.7157611270922644e-07
2006,7.823991010624809e-09,2.6560388732832507e-07
2007,2.7961355453243186e-09,2.556466824898962e-07
2008,5.108927503272298e-09,2.6736719860309677e-07
2009,5.721831008997924e-09,2.2982688108186267e-07
2010,5.668551850135373e-09,2.196563713141586e-07
2011,9.55992973672437e-09,2.1490723156603053e-07
2012,5.106378986319271e-09,2.2365939855717443e-07
2013,1.1156500168141292e-08,2.23130001586469e-07
2014,1.0394137106572998e-08,2.1048127507583558e-07
2015,7.093041182182347e-09,2.2143588296330563e-07
2016,9.528164313099552e-09,2.572604387296451e-07
2017,9.307762255383878e-09,1.9898484993063903e-07
2018,8.26069346260283e-09,1.6753719478401763e-07
2019,7.90806181649728e-09,2.010178405953411e-07
