year,seriez_VERB à_ADP,seriez_VERB a_ADP,seriez_VERB là_ADV
1880,5.390990764908565e-08,1.2835692508872398e-09,3.2089231272180996e-09
1881,3.69542902944886e-08,0.0,2.091752326904839e-09
1882,5.1912003584675404e-08,6.655385131892899e-10,1.9966155395678697e-09
1883,4.2339571848515334e-08,0.0,4.423537092179686e-09
1884,2.2445769687351458e-08,7.922036360241691e-09,1.9805090900604227e-09
1885,2.1915161241281567e-08,0.0,3.2228177904158883e-09
1886,3.484870347847391e-08,0.0,2.5813855497602844e-09
1887,3.1991731930247624e-08,0.0,9.793386546164129e-09
1888,4.2482117379449846e-08,0.0,1.4583413587843097e-08
1889,3.884384724983647e-08,1.2530273485467092e-09,5.012109394186837e-09
1890,4.5880703680722945e-08,6.554386478008212e-10,3.9326319978272295e-09
1891,3.505821055682645e-08,0.0,6.374220040683554e-10
1892,2.8835156484774416e-08,1.8805537127519756e-09,1.0656471260972467e-08
1893,2.6481190573690583e-08,0.0,1.4164357686752282e-08
1894,3.0877544077156927e-08,0.0,5.041231432301174e-09
1895,4.092657945875544e-08,1.2037228991346183e-09,8.426059849853118e-09
1896,4.422771837653272e-08,0.0,2.948514543632541e-09
1897,4.7196380137393135e-08,0.0,2.9133566670225264e-09
1898,3.168678830434146e-08,0.0,3.3950129374460403e-09
1899,2.984892333302014e-08,0.0,9.39688327150634e-09
1900,2.7512582434496835e-08,1.038210628578895e-09,6.22926377147337e-09
1901,2.6825947685438223e-08,3.3532433496574754e-09,2.235495566438317e-09
1902,1.7677022512430085e-08,0.0,5.4013122863239005e-09
1903,2.4841012802312434e-08,5.400220270956879e-10,8.640352433531007e-09
1904,3.3860139581065596e-08,0.0,7.524475265086039e-09
1905,2.9932401446330914e-08,0.0,1.5998352864698973e-08
1906,2.3148830408104004e-08,0.0,1.0288369267641428e-08
1907,4.217131532868734e-08,0.0,5.65712765521198e-09
1908,3.5361999550787004e-08,9.822778146428846e-10,1.3260750719723546e-08
1909,2.6954818821423032e-08,0.0,2.2003934230241384e-09
1910,3.366815093386322e-08,0.0,1.7101282168141552e-08
1911,2.128149745317387e-08,0.0,4.25629931299909e-09
1912,3.438217888174222e-08,0.0,4.167536982180309e-09
1913,2.2802856491921375e-08,0.0,2.6514948014977335e-09
1914,5.6252648761301316e-08,6.696743715117748e-10,6.696743715117748e-10
1915,1.8849219074468238e-08,0.0,2.3561523843085297e-09
1916,2.4172416956957932e-08,0.0,1.648119329900055e-08
1917,3.289927263949721e-08,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.033773866510046e-08,0.0,2.2972752589112133e-09
1919,2.1178051312631396e-08,0.0,9.207848372660976e-10
1920,3.8618381381638756e-08,1.514446346106979e-09,2.2716695191604686e-09
1921,2.4232791773215467e-08,0.0,5.300923255902035e-09
1922,4.205423209668879e-08,7.377935484775833e-10,1.0329110011753073e-08
1923,5.307974149104666e-08,0.0,4.246379248229459e-09
1924,3.867487308184536e-08,0.0,9.02413699321869e-09
1925,3.739380360912037e-08,0.0,1.3197813508725176e-08
1926,4.0126099776216506e-08,0.0,7.802296586589819e-09
1927,4.3481975353643065e-08,0.0,1.3379070296082318e-08
1928,3.313552099371009e-08,0.0,1.7139061725401916e-08
1929,4.3447585085232276e-08,1.1140406375176326e-09,7.798284684668033e-09
1930,3.886333388436469e-08,0.0,4.201441416995522e-09
1931,3.649714130915527e-08,4.5621426636444085e-09,1.1405356659111021e-08
1932,3.835837958376942e-08,0.0,6.575722188983946e-09
1933,2.523545639121494e-08,0.0,2.2941324395731044e-09
1934,3.714289675826876e-08,0.0,3.5944740517379614e-09
1935,4.906996409204112e-08,0.0,2.393656828303392e-09
1936,2.66743711563322e-08,0.0,7.274828739411987e-09
1937,1.2591118370153254e-08,0.0,6.295559185076627e-09
1938,2.9819993585533666e-08,1.2965214457594243e-09,6.482607339819424e-09
1939,2.2941076593951948e-08,0.0,1.070583532936098e-08
1940,2.028626333583361e-08,0.0,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0,1.1806010391524069e-08
1942,3.944475324146879e-08,0.0,1.2136847082899749e-08
1943,1.1612940831184915e-08,0.0,5.806470415592457e-09
1944,2.8918675454292497e-08,0.0,0.0
1945,4.1391576388605245e-08,0.0,6.535512131478072e-09
1946,4.1763314584386535e-08,0.0,1.2528993842408909e-08
1947,5.1259746669529704e-08,0.0,1.6689218895749036e-08
1948,4.1313175103141475e-08,0.0,9.784699273041042e-09
1949,3.6322930441201606e-08,0.0,8.835307596655184e-09
1950,3.722376362702562e-08,1.0635361480382244e-09,4.2541445921528975e-09
1951,5.010858927789741e-08,0.0,1.3859822622919182e-08
1952,3.690681538159879e-08,0.0,1.687168627029223e-08
1953,3.5553629373907825e-08,1.0773827385790469e-09,1.939288907237824e-08
1954,1.6613311615287785e-08,0.0,1.4658803948464083e-08
1955,2.3464020060259827e-08,0.0,5.631364707880948e-09
1956,4.186147961604547e-08,2.616342476002842e-09,1.657016923672927e-08
1957,3.8874166108371355e-08,0.0,2.2087593976038988e-08
1958,2.9780077070995503e-08,0.0,1.1581140491045971e-08
1959,2.6352543258667538e-08,0.0,1.4726420971555854e-08
1960,3.5296249478733444e-08,0.0,1.1765417085030094e-08
1961,3.265634873628187e-08,1.3896318540318475e-09,1.528595028332802e-08
1962,2.663621678777872e-08,6.341956404476434e-10,1.4586500007851555e-08
1963,2.3277792138287623e-08,0.0,7.759263453976928e-09
1964,4.4412967525886415e-08,6.083968329129164e-10,1.034274621503073e-08
1965,2.6265809083270142e-08,2.188817349590977e-09,7.660860390501512e-09
1966,3.1572724878969893e-08,1.1078149508847446e-09,6.6468897053084675e-09
1967,3.5991448044114804e-08,0.0,9.367637332502454e-09
1968,2.3355362088750553e-08,4.4914158503495116e-10,8.084548142051062e-09
1969,2.634219598007803e-08,0.0,7.72098829315837e-09
1970,3.311081897550139e-08,4.5987250119061684e-10,5.058597540852361e-09
1971,2.209510974182649e-08,5.138397485282553e-10,1.798439086542203e-08
1972,2.8728821988011077e-08,0.0,6.669190977248718e-09
1973,3.0322620858669325e-08,0.0,1.268036875501366e-08
1974,1.5751600912494723e-08,0.0,7.313243344242437e-09
1975,2.513051278185685e-08,0.0,4.569184142155791e-09
1976,1.8283285996290033e-08,5.713526873840635e-10,7.998937512354587e-09
1977,2.52701610747863e-08,0.0,4.11374712072643e-09
1978,2.316830638449119e-08,1.1881182704343018e-09,8.316828115084718e-09
1979,2.0481905949054635e-08,0.0,5.851973128301324e-09
1980,2.3309118191150446e-08,0.0,3.97960553399912e-09
1981,2.0241758491579276e-08,0.0,3.1627747087981106e-09
1982,1.9864007327896616e-08,0.0,3.7245013739806154e-09
1983,1.7682884490000106e-08,0.0,3.78918940668882e-09
1984,1.5077421977593986e-08,5.799008495621649e-10,4.059305780401701e-09
1985,2.285912081845254e-08,0.0,7.820225356169885e-09
1986,2.45773907892044e-08,0.0,2.997242676272549e-09
1987,3.177624918748734e-08,0.0,4.277571630240118e-09
1988,1.9188972188999287e-08,0.0,8.395175221664886e-09
1989,2.140367705294466e-08,0.0,7.134558721588746e-09
1990,1.5256222951620657e-08,0.0,5.448650863826288e-09
1991,2.2859714121636898e-08,0.0,4.68917216167597e-09
1992,2.1488782309120324e-08,0.0,4.958949695321735e-09
1993,1.994114740000441e-08,0.0,1.0524494165053966e-08
1994,2.1099706870586488e-08,0.0,5.802419433820205e-09
1995,2.6027763055935793e-08,0.0,8.133675954979935e-09
1996,3.3096171137003694e-08,1.067618438099771e-09,6.939520069693117e-09
1997,2.2536003285722472e-08,0.0,4.315404922294874e-09
1998,1.6688451509594415e-08,0.0,8.582632382569955e-09
1999,1.1425503210205079e-08,0.0,4.570201106446348e-09
2000,1.988114206596947e-08,8.836062992401139e-10,2.2090156370779823e-09
2001,1.4019877703219663e-08,0.0,7.448059946568719e-09
2002,2.234422957769766e-08,4.38122149670761e-10,6.571832411594869e-09
2003,1.7917768602160322e-08,8.333845835650777e-10,9.167230530238157e-09
2004,2.5107310008820605e-08,0.0,7.928623979580607e-09
2005,2.7923247714056743e-08,0.0,5.404499514582994e-09
2006,1.8530505130343045e-08,0.0,1.070651389767363e-08
2007,2.836080348345149e-08,0.0,2.3167981311189578e-08
2008,3.320802832718073e-08,0.0,1.2772319202269955e-08
2009,2.384096298158056e-08,0.0,2.2887324035991696e-08
2010,3.495607003856094e-08,4.723793023408973e-10,4.015224064346512e-08
2011,4.053410407323099e-08,3.82397197240536e-10,2.8679789210173112e-08
2012,5.2425491503527155e-08,0.0,3.812763083033133e-08
2013,5.1319901217539154e-08,0.0,3.932666459149914e-08
2014,5.456922025359745e-08,0.0,4.720670432334373e-08
2015,6.450234479871142e-08,0.0,3.2583656661699933e-08
2016,6.649001704772672e-08,2.0713400439298368e-10,4.701941946905208e-08
2017,5.2073154677145794e-08,0.0,4.17591472512413e-08
2018,5.653411960793164e-08,0.0,3.9238294391452655e-08
2019,6.096860971638307e-08,0.0,3.188734609693711e-08
