year,sommes_VERB égaux_ADJ,sommes_VERB egaux_ADJ
1800,2.5153315874604232e-08,0.0
1801,3.095537337571841e-08,0.0
1802,2.2378401354217203e-08,0.0
1803,5.851017448321727e-09,0.0
1804,3.9549615138412264e-08,0.0
1805,5.685755422035754e-09,0.0
1806,2.5935023018064385e-08,0.0
1807,8.540865792383556e-09,0.0
1808,2.2660739062985158e-08,0.0
1809,1.581321384946932e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,1.504245972228091e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,5.751483289628823e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,2.6972236000233352e-08,0.0
1816,2.7811246638975717e-08,0.0
1817,1.0898113522728181e-08,0.0
1818,8.344824387052086e-09,0.0
1819,9.315945348475907e-09,0.0
1820,2.1359666035891678e-08,0.0
1821,1.4792232327920374e-08,9.86148829262845e-10
1822,5.012807946513931e-09,0.0
1823,1.1859224713361982e-08,0.0
1824,2.105278085196005e-08,0.0
1825,1.584979791857677e-08,0.0
1826,4.403992281964975e-09,0.0
1827,3.6869092223668076e-09,0.0
1828,6.420610709767516e-09,0.0
1829,9.430493719264632e-09,0.0
1830,2.0873671680021744e-09,0.0
1831,3.741889287312006e-08,0.0
1832,6.494385473843067e-08,1.3529969367098715e-09
1833,4.054269808762001e-08,0.0
1834,2.8003592333902816e-08,0.0
1835,2.3445572594482655e-08,0.0
1836,2.2850549896702432e-08,0.0
1837,2.2265250976261086e-08,0.0
1838,3.66105403770689e-08,0.0
1839,1.8876983531868063e-08,0.0
1840,1.0828470564661075e-08,0.0
1841,2.3756030032018316e-08,0.0
1842,2.5491406319133603e-08,0.0
1843,2.2446261738195972e-08,0.0
1844,1.756339607084101e-08,0.0
1845,2.399498022498392e-08,0.0
1846,2.0490753982471688e-08,0.0
1847,2.0494249852731627e-08,0.0
1848,6.436177102386864e-08,0.0
1849,6.787325901314034e-08,0.0
1850,1.765138968323754e-08,0.0
1851,2.902247508984601e-08,0.0
1852,2.8646400807019745e-08,0.0
1853,2.6276499198729653e-08,0.0
1854,2.1302223984775992e-08,5.195664454227256e-10
1855,2.600399184871094e-08,0.0
1856,4.245295315286057e-08,0.0
1857,1.9037885934380938e-08,0.0
1858,3.425573069648635e-08,0.0
1859,2.34239969643113e-08,0.0
1860,4.668727626722102e-08,0.0
1861,2.0278644541349422e-08,4.715963619617014e-09
1862,3.027050965442868e-08,4.517986262886353e-10
1863,2.2975255475898848e-08,0.0
1864,1.821996598039277e-08,0.0
1865,3.012380389577629e-08,0.0
1866,1.8002767276925624e-08,0.0
1867,2.038180824115443e-08,0.0
1868,1.877152122631287e-08,0.0
1869,7.325278517100742e-08,0.0
1870,1.7202147262196377e-08,0.0
1871,3.823623728749226e-08,0.0
1872,3.0236694925633856e-08,0.0
1873,2.454261860407314e-08,0.0
1874,1.6728906260254917e-08,1.1949218281515073e-09
1875,3.089624556196213e-08,3.432916173551348e-09
1876,3.808989390563511e-08,0.0
1877,2.6594708657512456e-08,0.0
1878,6.6429977074733415e-09,0.0
1879,2.932476128592043e-08,1.832797580370027e-09
1880,2.9522093214495726e-08,0.0
1881,1.324776466304911e-08,1.3945015142624584e-09
1882,1.7304001787010748e-08,1.3310770263785798e-09
1883,1.4534479397809719e-08,0.0
1884,1.0562715146988921e-08,6.601696966868076e-10
1885,1.6114089618213256e-08,0.0
1886,3.033127882190456e-08,0.0
1887,2.6768590899450828e-08,1.3057849246322917e-09
1888,1.521747527988282e-08,0.0
1889,1.6915869593958632e-08,0.0
1890,2.8839300725280737e-08,0.0
1891,1.1473596295275001e-08,0.0
1892,1.6298132621272998e-08,0.0
1893,1.6011883374744684e-08,0.0
1894,1.6384001710889606e-08,6.301539290376468e-10
1895,1.5046536461227333e-08,0.0
1896,2.5946928161602045e-08,0.0
1897,2.155884004650943e-08,5.826713556089658e-10
1898,1.4145887128336199e-08,0.0
1899,2.432134493801641e-08,0.0
1900,1.7130474816440255e-08,0.0
1901,1.676621685930968e-08,0.0
1902,1.5712908307818907e-08,4.910283846193408e-10
1903,3.726151831529023e-08,0.0
1904,3.869730136329963e-08,5.374625189347171e-10
1905,3.302885787093146e-08,0.0
1906,2.41776678677752e-08,0.0
1907,1.8514235478050978e-08,0.0
1908,2.2592390180875555e-08,0.0
1909,2.9155213354670195e-08,0.0
1910,1.4963621453034648e-08,0.0
1911,1.8621308939259507e-08,0.0
1912,2.0837685354990754e-08,0.0
1913,2.4924052155483878e-08,0.0
1914,2.1429579888376793e-08,0.0
1915,4.712304768617059e-09,0.0
1916,2.966614687238689e-08,0.0
1917,2.52227767560953e-08,0.0
1918,1.033773866510046e-08,0.0
1919,2.301962176431971e-08,0.0
1920,2.1202248845497706e-08,0.0
1921,2.196096815509918e-08,0.0
1922,1.770704471937279e-08,0.0
1923,3.1847843473542525e-08,1.0615948120573648e-09
1924,1.0313299547703991e-08,0.0
1925,3.409435223034052e-08,0.0
1926,2.3406890647947876e-08,0.0
1927,3.1217830098739796e-08,0.0
1928,1.5996457491951332e-08,0.0
1929,1.5596569369336066e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,1.1470662641954732e-08,0.0
1934,7.188948103475923e-09,0.0
1935,9.574627313213568e-09,0.0
1936,2.0612015205756506e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,0.0
1938,2.2040865133021725e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,3.034211770724937e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.9606536838523425e-08,0.0
1946,2.3665876369705074e-08,0.0
1947,5.960435700558264e-09,0.0
1948,2.2830963786191205e-08,0.0
1949,1.2762110479513922e-08,0.0
1950,1.2762433776458693e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,1.370824520563474e-08,0.0
1953,2.477980309834038e-08,0.0
1954,1.172704333640695e-08,0.0
1955,1.407841132561316e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,2.297109880089465e-08,8.835037701437898e-10
1958,1.4062814024384807e-08,0.0
1959,1.7826719656000023e-08,0.0
1960,1.1765417085030094e-08,0.0
1961,1.389631876236308e-08,6.948159270159238e-10
1962,2.473363025501385e-08,0.0
1963,1.4225316924409981e-08,0.0
1964,6.083968440151466e-09,0.0
1965,2.0793764932136583e-08,0.0
1966,8.862519607077957e-09,0.0
1967,1.2818872185960117e-08,0.0
1968,2.4253646202510026e-08,0.0
1969,1.8167030546578644e-08,0.0
1970,1.7015283404475667e-08,0.0
1971,1.5929032315398217e-08,1.0276794970565106e-09
1972,1.3338381954497436e-08,0.0
1973,1.929621262775072e-08,0.0
1974,1.518904291231138e-08,0.0
1975,1.770558810676448e-08,5.711480177694739e-10
1976,1.314111219841152e-08,1.142705374768127e-09
1977,1.704266772151186e-08,0.0
1978,1.6039596317796168e-08,0.0
1979,2.63338808537128e-08,1.1703946700691858e-09
1980,7.95921106799824e-09,0.0
1981,1.707898356073656e-08,0.0
1982,1.8622506203769262e-08,0.0
1983,1.136756910824488e-08,0.0
1984,2.203623239438457e-08,0.0
1985,1.2031115659283387e-08,0.0
1986,1.8582904104391673e-08,0.0
1987,2.199894133525504e-08,0.0
1988,2.2187249371086182e-08,0.0
1989,1.5915555096057687e-08,0.0
1990,1.471135746555774e-08,0.0
1991,1.2895223555631219e-08,0.0
1992,1.8182815253453555e-08,0.0
1993,1.4401939196773128e-08,0.0
1994,2.004472143823932e-08,0.0
1995,1.6809597269684673e-08,0.0
1996,1.5480466686312866e-08,0.0
1997,2.972834600711849e-08,0.0
1998,2.0502955777601528e-08,0.0
1999,1.96518641359944e-08,0.0
2000,1.7230322058026104e-08,0.0
2001,1.664860427297299e-08,0.0
2002,2.2782352004924178e-08,0.0
2003,1.8751153518792307e-08,0.0
2004,2.1583476339515073e-08,0.0
2005,2.522099862289906e-08,4.5037495954858286e-10
2006,2.4707340173790726e-08,8.235779835885637e-10
2007,2.7162460725094206e-08,0.0
2008,3.363377487630714e-08,0.0
2009,2.145686650578682e-08,0.0
2010,3.117703428756613e-08,4.723793023408973e-10
