year,variations_NOUN égales_ADJ,variations_NOUN légales_ADJ
1800,2.2009151834367913e-08,0.0
1801,4.0480102825313224e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,0.0,0.0
1804,1.730295728918918e-08,0.0
1805,2.842877711017877e-09,0.0
1806,6.051504897186533e-08,0.0
1807,3.701041606518629e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,2.574139479349924e-08,0.0
1811,3.760615285841595e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.5493642752394408e-08,0.0
1817,1.556873407970727e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,0.0,0.0
1820,3.5599443393152796e-09,0.0
1821,2.2681422962023134e-08,0.0
1822,2.2056354964661296e-08,0.0
1823,1.1859224713361982e-08,0.0
1824,0.0,0.0
1825,3.522177216552791e-09,0.0
1826,9.688783109140786e-09,0.0
1827,8.295545583791863e-09,0.0
1828,1.2841221419535032e-08,0.0
1829,3.429270423183084e-09,0.0
1830,4.174734336004349e-09,0.0
1831,0.0,0.0
1832,3.5177919244233635e-08,0.0
1833,0.0,1.1583628500844156e-09
1834,1.8669061851994684e-09,0.0
1835,8.31939672707449e-09,0.0
1836,1.68018754465038e-08,0.0
1837,2.0873672568200163e-08,0.0
1838,2.3354999711955315e-08,0.0
1839,5.5931801412612e-09,0.0
1840,1.2739377552861697e-08,0.0
1841,3.531301828729738e-08,0.0
1842,6.708265054555795e-10,0.0
1843,2.953455480181333e-09,0.0
1844,6.586273748609983e-09,0.0
1845,4.464182357111213e-09,0.0
1846,1.2879903366069811e-08,0.0
1847,2.2651539310913904e-08,0.0
1848,8.045221711050488e-10,0.0
1849,2.513824481908955e-09,0.0
1850,1.4935791270431764e-08,0.0
1851,1.9348316726564008e-08,0.0
1852,9.765818376195057e-09,0.0
1853,1.5527023222716707e-08,0.0
1854,1.0391328686409906e-08,0.0
1855,2.653468555990912e-09,0.0
1856,5.694908100650764e-09,0.0
1857,1.0739319655783675e-08,0.0
1858,1.565976326389773e-08,0.0
1859,5.092173349652285e-10,0.0
1860,2.5632230560290736e-08,4.577183909670879e-10
1861,1.1789909493131745e-08,0.0
1862,7.228778020618165e-09,0.0
1863,3.496234635136375e-09,0.0
1864,2.3973640850272204e-09,9.589455896019672e-10
1865,8.001635798393636e-09,0.0
1866,5.838735717134114e-09,0.0
1867,1.649955905236311e-08,0.0
1868,2.0747471296544973e-08,0.0
1869,5.860222973552709e-09,0.0
1870,2.1789386295267832e-08,0.0
1871,1.5931766128574054e-08,0.0
1872,6.047339518033823e-09,0.0
1873,7.183205141814142e-09,0.0
1874,9.559374625212058e-09,0.0
1875,3.432916173551348e-09,0.0
1876,1.934724735974669e-08,0.0
1877,6.184816214727107e-09,0.0
1878,1.3889904337816006e-08,0.0
1879,9.774920428640144e-09,6.10932526790009e-10
1880,1.0268554007097919e-08,0.0
1881,2.5798277292210514e-08,4.183504653809678e-09
1882,5.324308105514319e-09,0.0
1883,9.479008689083912e-09,0.0
1884,2.2445769687351458e-08,0.0
1885,2.5782542323327107e-08,0.0
1886,8.38950331427668e-09,0.0
1887,3.9173548849191775e-09,0.0
1888,1.2047167707862627e-08,0.0
1889,1.8795409673089125e-09,0.0
1890,6.554386366985909e-09,0.0
1891,1.5935549768641977e-08,0.0
1892,3.5103667528346705e-08,0.0
1893,1.539604177480669e-08,1.2316833108982905e-09
1894,1.9534772022211655e-08,1.2603078580752936e-09
1895,2.888934957923084e-08,0.0
1896,1.9460195233023114e-08,0.0
1897,1.1653426668090106e-08,0.0
1898,1.5277558773618694e-08,0.0
1899,9.39688327150634e-09,0.0
1900,1.142031713641245e-08,0.0
1901,2.0119459875900247e-08,0.0
1902,1.0802624572647801e-08,0.0
1903,1.5120615870500842e-08,0.0
1904,1.8811189050893518e-08,0.0
1905,3.6125313851442797e-09,0.0
1906,8.230695236477459e-09,4.629765903985117e-09
1907,2.5714217422034835e-09,0.0
1908,1.964555629285769e-09,0.0
1909,6.60118004702781e-09,0.0
1910,5.34415089958884e-09,0.0
1911,1.8621308939259507e-08,0.0
1912,9.897900277167082e-09,0.0
1913,1.484837142129436e-08,0.0
1914,4.68772043404897e-09,0.0
1915,1.5314990164938536e-08,0.0
1916,2.0876177231343718e-08,0.0
1917,1.0966424213165737e-08,0.0
1918,3.9053681177847466e-08,0.0
1919,1.9336480860943084e-08,0.0
1920,1.8930579770426448e-08,0.0
1921,5.300923255902035e-09,0.0
1922,6.640141769764796e-09,0.0
1923,6.369568872344189e-09,0.0
1924,1.289162443462999e-09,0.0
1925,1.6497267552040284e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,3.2332753363562006e-08,0.0
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,6.684243825105796e-09,0.0
1930,1.995684684175103e-08,0.0
1931,6.843213995466613e-09,2.2810713318222042e-09
1932,8.767629289252454e-09,0.0
1933,3.4411986593596566e-09,0.0
1934,1.677421224144382e-08,0.0
1935,1.196828414151696e-08,0.0
1936,1.576212937948185e-08,2.424942913137329e-09
1937,7.554670666820584e-09,0.0
1938,5.186085783037697e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.1136883415474585e-08,5.568441707737293e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,7.610321262063735e-09,0.0
1949,6.8719057111366055e-09,8.835307596655184e-09
1950,1.1698897850465073e-08,0.0
1951,9.595261474260042e-09,0.0
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,0.0
1955,2.815682353940474e-09,9.385607846468247e-10
1956,2.616342476002842e-09,3.488456634670456e-09
1957,3.534015080575159e-09,2.6505113659425206e-09
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,4.86371165564492e-09,0.0
1962,1.2683912808952869e-09,0.0
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,5.475571551727398e-09,6.083968329129164e-10
1965,6.5664522708175355e-09,1.6416130677043839e-09
1966,3.8773522170743036e-09,2.769537488234164e-09
1967,4.930335584241163e-10,0.0
1968,7.635406973349745e-09,4.4914158503495116e-10
1969,3.6334062425424918e-09,4.5417578031781147e-10
1970,1.3796175313274261e-09,0.0
1971,4.1107179882260425e-09,0.0
1972,3.5911027485013847e-09,3.5911027485013847e-09
1973,9.37244681864513e-09,0.0
1974,1.6876715580593782e-09,3.3753431161187564e-09
1975,6.8537762132336866e-09,0.0
1976,5.713526873840635e-10,0.0
1977,1.7630346071939584e-09,2.3507127355770763e-09
1978,2.970295565063452e-09,0.0
1979,1.7555920051037788e-09,0.0
1980,1.1370301367108482e-09,0.0
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,1.1018116197192285e-08,0.0
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,0.0
1988,1.1993107618124554e-09,1.798966087207532e-09
1989,5.488122178931576e-10,5.488122178931576e-10
1990,5.44865097484859e-10,0.0
1991,5.861465202094962e-10,0.0
1992,1.65298330578878e-09,1.1019888335184191e-09
1993,1.1078414852150331e-09,0.0
1994,1.0549853213248639e-09,0.0
1995,1.0844901643380922e-09,0.0
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,1.438468344439059e-09,0.0
1998,0.0,0.0
1999,1.8280804647829996e-09,0.0
2000,0.0,0.0
2001,4.3812117822561447e-10,4.3812117822561447e-10
2002,8.76244299341522e-10,0.0
2003,0.0,8.333845835650777e-10
2004,4.404791253964646e-10,0.0
2005,0.0,0.0
2006,4.1178899179428186e-10,0.0
2007,0.0,0.0
2008,2.9802078582719105e-09,0.0
2009,0.0,0.0
2010,2.8342759250676863e-09,0.0
2011,1.1471915639660324e-09,0.0
2012,1.7021263287730903e-09,0.0
2013,2.789125042035323e-10,2.789125042035323e-10
2014,0.0,4.330890368553497e-10
2015,4.433150790905671e-10,4.433150790905671e-10
2016,6.214020409345267e-10,2.0713400439298368e-10
2017,1.7609279590047322e-09,5.031222660711876e-10
2018,5.162933414126769e-10,7.744400121190154e-10
2019,1.02039510174734e-09,0.0
