year,serais_VERB à_ADP,serais_VERB a_ADP,serais_VERB là_ADV
1800,9.118077315406481e-08,0.0,9.432493897065797e-09
1801,8.810375362600098e-08,0.0,0.0
1802,6.937304419807333e-08,0.0,0.0
1803,6.241085515057421e-08,0.0,5.851017448321727e-09
1804,1.087614407424553e-07,0.0,2.4718509461507665e-09
1805,7.391481915419718e-08,0.0,0.0
1806,3.7461699520235925e-08,0.0,0.0
1807,9.679647661187119e-08,0.0,0.0
1808,5.891792298484688e-08,0.0,0.0
1809,1.219876537561504e-07,0.0,2.259030518203531e-09
1810,1.1700633706368535e-07,0.0,0.0
1811,9.27618373225414e-08,2.5070767684098882e-09,0.0
1812,7.20146218213813e-08,0.0,2.6672082320544632e-09
1813,1.1790540810352468e-07,0.0,2.8757416448144113e-09
1814,9.125363931161701e-08,0.0,2.8320094713762956e-08
1815,5.933891955578474e-08,0.0,8.091670444798638e-09
1816,4.1716869958463576e-08,0.0,2.3176038865813098e-09
1817,1.3389110620209976e-07,1.556873407970727e-09,1.0898113522728181e-08
1818,1.5735953695639182e-07,0.0,0.0
1819,8.69488232524418e-08,0.0,2.070210003424222e-09
1820,1.4477106446975085e-07,1.1866481131050932e-09,2.3732962262101864e-08
1821,2.919000507972669e-07,0.0,0.0
1822,2.1254305693219067e-07,0.0,1.0025615893027862e-09
1823,1.4824030358795426e-07,0.0,1.8777104315859106e-08
1824,1.212640228231976e-07,8.421112696055388e-10,5.894778887238772e-09
1825,1.3032055790063168e-07,0.0,1.0566531649658373e-08
1826,1.6294771398861485e-07,8.807984341885344e-10,8.807984341885344e-10
1827,1.4102427314810484e-07,0.0,5.530363722527909e-09
1828,1.467568182533796e-07,0.0,4.586150570418113e-09
1829,9.773420828196322e-08,2.571952872898464e-09,1.714635211591542e-09
1830,2.410909019090468e-07,0.0,1.461157062010443e-08
1831,1.4811645598911127e-07,0.0,1.5591206548037917e-08
1832,2.0971452840967686e-07,1.3529969367098715e-09,2.1647950987357945e-08
1833,1.9460496503143077e-07,1.1583628500844156e-09,2.4325620628928846e-08
1834,1.521528503189984e-07,9.334530925997342e-10,8.401078055442213e-09
1835,1.5277437626082246e-07,7.563087933704082e-10,1.285724948729694e-08
1836,1.1089237261785456e-07,2.0162250202737653e-09,9.409050427677812e-09
1837,1.669893805456013e-07,0.0,1.948209416013924e-08
1838,1.230871617963203e-07,6.312161904276081e-10,3.1560809521380406e-09
1839,1.4052865537905745e-07,2.09744255297295e-09,6.9914749545318955e-09
1840,1.229349919640299e-07,0.0,1.9109066329292546e-08
1841,1.1749603601174385e-07,0.0,2.247191943638427e-08
1842,8.117000760421433e-08,0.0,2.2808102073668124e-08
1843,1.1577545677710077e-07,0.0,1.1813821920725331e-08
1844,1.0373381087447342e-07,0.0,1.097712254427563e-09
1845,1.1774280750387334e-07,1.1160455892778032e-09,8.37034175305007e-09
1846,1.3875168747290445e-07,5.854501328173001e-10,2.751615646445771e-08
1847,8.143767615820252e-08,0.0,8.089835468183537e-09
1848,1.1102405750307298e-07,1.6090443422100975e-09,4.82713291560799e-09
1849,8.295620546050486e-08,0.0,9.217356655710773e-09
1850,9.097254860535031e-08,0.0,1.2899092460827433e-08
1851,1.1737978411474614e-07,0.0,1.096404567135778e-08
1852,1.1133032984389502e-07,0.0,1.3021090872200602e-08
1853,1.1107793085329831e-07,1.1943863675867306e-09,7.763511611358354e-09
1854,1.3404813614670275e-07,1.0391328908454511e-09,2.5978321716024766e-09
1855,1.178140038859965e-07,0.0,2.0166361025530932e-08
1856,7.455152228885709e-08,0.0,1.1907535402144731e-08
1857,1.2789553238690132e-07,9.763018171682347e-10,8.78671624349181e-09
1858,1.370229227859454e-07,9.787352039936081e-10,1.3212924976357954e-08
1859,1.583665891757846e-07,0.0,1.5276519604867644e-08
1860,1.3777324170405336e-07,4.577183909670879e-10,2.70053845952134e-08
1861,1.065807779809802e-07,0.0,1.5562680033553988e-08
1862,1.2288923301184695e-07,9.035972525772706e-10,2.1686334505943705e-08
1863,1.2586444597673108e-07,4.994620828036034e-10,3.2465035104678464e-08
1864,1.4144447391117865e-07,0.0,2.7809422320501653e-08
1865,1.252020638276008e-07,4.706844358715045e-10,1.1296426905005319e-08
1866,1.1726127269184872e-07,4.865612912574591e-10,2.4814625021463144e-08
1867,1.3248175889657432e-07,4.85281148598915e-10,2.232293283555009e-08
1868,1.1312311443134604e-07,4.93987406535723e-10,9.87974857480367e-09
1869,1.5138908793232986e-07,9.767038289254515e-10,1.7580669364747337e-08
1870,1.2270864147012617e-07,1.1468097582678638e-09,1.7202147262196377e-08
1871,1.1470871186247678e-07,0.0,1.6993883633631413e-08
1872,1.560213576112801e-07,0.0,1.814201766592305e-08
1873,1.0714948217582787e-07,5.986004469882289e-10,1.6760813181804224e-08
1874,1.1829725821144166e-07,0.0,2.9275584623178474e-08
1875,1.3273943011427036e-07,0.0,2.460256709468922e-08
1876,1.9044946952817554e-07,6.04601479992084e-10,1.0882827083946722e-08
1877,1.5276495446414629e-07,0.0,1.5462040536817767e-08
1878,8.756678226973236e-08,6.039088673581716e-10,1.5701630218245555e-08
1879,1.0141479833691847e-07,6.10932526790009e-10,3.176849006081284e-08
1880,1.5274474662874127e-07,1.9253538763308597e-09,7.059631101924424e-09
1881,1.58973179509303e-07,2.091752326904839e-09,1.3945014920579979e-08
1882,1.4708400897234242e-07,6.655385131892899e-10,2.3293848627758962e-08
1883,1.1248422993048734e-07,0.0,1.516641390253426e-08
1884,1.3137376697613945e-07,6.601696966868076e-10,1.8484751507230612e-08
1885,1.1666600840953834e-07,1.2891271383708158e-09,1.9981470700258797e-08
1886,8.454037470073672e-08,6.453463874400711e-10,1.7424351739236954e-08
1887,1.1164461000134906e-07,1.3057849246322917e-09,1.0446279397058333e-08
1888,9.510922183153525e-08,0.0,2.4094335415725254e-08
1889,1.209171358595995e-07,6.265136742733546e-10,1.8168895721260014e-08
1890,9.897123476321212e-08,0.0,1.1142456735058204e-08
1891,1.0963658780838159e-07,0.0,9.561330394092238e-09
1892,7.522214673372218e-08,0.0,1.191017329205124e-08
1893,8.067525669730458e-08,6.158416554491453e-10,2.46336657738766e-08
1894,1.0712616926866758e-07,1.8904617871129403e-09,9.452309157609307e-09
1895,1.0592761157113273e-07,6.018614495673091e-10,1.8657704714541978e-08
1896,1.2737582721911167e-07,0.0,1.47425724961181e-08
1897,1.1070756045228336e-07,5.826713556089658e-10,3.204692333724779e-08
1898,8.148030872234813e-08,1.13167097914868e-09,2.0370077180587032e-08
