year,serais_VERB à_ADP,serais_VERB a_ADP,serais_VERB là_ADV
1899,1.1220983964221887e-07,5.527578395003729e-10,2.5426860617017155e-08
1900,1.0330195721053315e-07,5.191053142894475e-10,2.076421168339948e-08
1901,1.0339167033635022e-07,0.0,1.2295225282343836e-08
1902,9.525950872557587e-08,0.0,1.178468167495339e-08
1903,8.856360977915756e-08,0.0,1.8900770726304472e-08
1904,8.06193796165644e-08,0.0,9.674325340824907e-09
1905,8.721682576151579e-08,0.0,1.5482276793932215e-08
1906,8.539346652014501e-08,1.0288369045596824e-09,1.6975809202790515e-08
1907,1.0491400814771623e-07,5.142843373384665e-10,1.5942815068115124e-08
1908,1.2376700908589555e-07,0.0,2.4065807124884486e-08
1909,1.3752459437910147e-07,5.500983557560346e-10,2.0353638774395222e-08
1910,1.2665637427744514e-07,0.0,2.404867771588215e-08
1911,8.033764942183552e-08,5.320374141248863e-10,1.8089272302290738e-08
1912,1.2294233897591766e-07,0.0,2.917275843117295e-08
1913,1.03408297036367e-07,0.0,1.9090762748419365e-08
1914,8.571831955350717e-08,0.0,1.9420557606508737e-08
1915,6.597226587246041e-08,1.1780761921542648e-09,8.246533234057551e-09
1916,5.6036057571873243e-08,0.0,1.538244731591476e-08
1917,1.0418103357778818e-07,1.0966424435210342e-09,4.386569774084137e-09
1918,8.499918635607173e-08,0.0,9.189101035644853e-09
1919,1.6389969914598623e-07,0.0,2.5781975665495338e-08
1920,1.1509791875141673e-07,0.0,3.028892692213958e-08
1921,6.361107551811074e-08,0.0,2.3475516641724425e-08
1922,8.92730227519678e-08,0.0,3.6151885041135756e-08
1923,8.386599148479945e-08,0.0,2.0170300985000722e-08
1924,1.3278372534841765e-07,0.0,3.738571052736006e-08
1925,8.248633776020142e-08,1.0998177923937646e-09,2.639562701745035e-08
1926,1.515874856750088e-07,0.0,1.7833821530643945e-08
1927,1.3490561912021803e-07,0.0,4.2367055641534535e-08
1928,7.426926629250374e-08,0.0,3.313552099371009e-08
1929,1.5039547918149765e-07,0.0,5.3473950600846365e-08
1930,1.407482841386809e-07,0.0,3.2561171536826805e-08
1931,9.238338805062085e-08,0.0,2.2810713318222042e-08
1932,8.329247691563069e-08,0.0,2.520693342944469e-08
1933,1.2847141306338017e-07,2.2941324395731044e-09,3.326492148403304e-08
1934,1.258065935871855e-07,0.0,1.7972370258689807e-08
1935,1.077145554972958e-07,1.196828414151696e-09,3.4708023122220766e-08
1936,6.789839801513153e-08,0.0,4.00115567344983e-08
1937,8.058315614789535e-08,0.0,2.0145789036973838e-08
1938,1.1539040656316502e-07,2.5930428915188486e-09,2.5930429359277696e-08
1939,1.1623478712863289e-07,0.0,1.3764645423464117e-08
1940,9.382397081481031e-08,2.5357829169792012e-09,1.7750480196809804e-08
1941,1.151085982087352e-07,0.0,2.6563522936839945e-08
1942,9.709477666319799e-08,0.0,2.730790527039062e-08
1943,1.1612940653549231e-07,0.0,3.193558839598154e-08
1944,1.124615138792251e-07,0.0,2.5705489292704442e-08
1945,1.2199622290154366e-07,2.178504043826024e-09,3.267756198965799e-08
1946,8.631084824628488e-08,0.0,3.480275978517966e-08
1947,1.4066627329611947e-07,0.0,5.006765846360395e-08
1948,8.262635020628295e-08,0.0,2.0656587551570738e-08
1949,9.81700836177879e-08,9.817008317369869e-10,2.2579119018928395e-08
1950,9.89088633218671e-08,0.0,2.9779013033248702e-08
1951,1.2900295587314758e-07,0.0,2.3455083209000804e-08
1952,1.2653764258629963e-07,0.0,1.687168627029223e-08
1953,1.1743471617364776e-07,0.0,2.5857186614075545e-08
1954,1.2313395814089745e-07,0.0,2.052232517257835e-08
1955,1.220129064449793e-07,0.0,3.848099083825218e-08
1956,1.0378158776802593e-07,0.0,2.703553825256222e-08
1957,1.0513694803648832e-07,1.7670075402875796e-09,2.1204090927540165e-08
1958,1.2408365535065968e-07,0.0,3.887954491688106e-08
1959,1.1161076685084481e-07,0.0,2.712761748568937e-08
1960,1.2319082998146769e-07,0.0,2.2146666722733244e-08
1961,1.1186536141849501e-07,0.0,3.057190056665604e-08
1962,1.1605780514400976e-07,0.0,3.0441391629665304e-08
1963,1.2091518897250353e-07,4.526237051827309e-09,3.427008365974871e-08
1964,1.520992043424485e-07,0.0,2.7377858202726202e-08
1965,1.0396882288432607e-07,0.0,2.5171399187229326e-08
1966,9.471818174233704e-08,1.6617224263271169e-09,2.9357096309468034e-08
1967,1.2030018581299373e-07,4.930335584241163e-10,3.69775179365206e-08
1968,9.926029065354669e-08,4.4914158503495116e-10,2.245707975134792e-08
1969,8.629339731669461e-08,0.0,3.270065462857019e-08
1970,9.657322408429536e-08,0.0,2.6212733317265702e-08
1971,1.0225411273268037e-07,5.138397485282553e-10,1.9525909777939887e-08
1972,8.208235158235766e-08,2.5650733759263744e-09,2.4624704053621826e-08
1973,9.09678590232943e-08,5.513203782392395e-10,2.921997932503473e-08
1974,7.144475944187434e-08,0.0,2.5877628928583363e-08
1975,7.653383704564476e-08,0.0,1.8847885030481848e-08
1976,7.82753204475739e-08,0.0,2.0568696967870892e-08
1977,8.168726850499297e-08,5.876781838942691e-10,2.2331770210826107e-08
1978,7.544551294813573e-08,5.940591352171509e-10,2.4356424432880885e-08
1979,7.666085366508923e-08,1.1703946700691858e-09,2.63338808537128e-08
1980,7.504399235358505e-08,0.0,2.2740602290127754e-08
1981,7.590659123479782e-08,6.325549528618524e-10,3.415796712147312e-08
1982,9.869928874195466e-08,6.207502289967692e-10,2.9796010991844923e-08
1983,9.915046206288025e-08,6.315316047889041e-10,2.2103606056589342e-08
1984,1.0322234800241858e-07,2.319603453759811e-09,2.7835241667162336e-08
1985,8.241314475299077e-08,1.2031116103372597e-09,1.6843562988810845e-08
1986,7.013547786982599e-08,1.7983456945813714e-09,3.956360572487938e-08
1987,8.6773596308376e-08,0.0,2.3832186002437084e-08
1988,8.814934204792735e-08,0.0,2.2187249371086182e-08
1989,9.49445109199587e-08,5.488122178931576e-10,2.9635859988275115e-08
1990,7.846057314964128e-08,1.089730194969718e-09,3.596109721115681e-08
1991,9.026656755395379e-08,5.861465202094962e-10,2.3445860364290638e-08
1992,9.036308767917944e-08,1.1019888335184191e-09,2.920270425477156e-08
1993,8.973515974730617e-08,0.0,2.6034275180109034e-08
1994,8.650879834704028e-08,5.274926606624319e-10,2.320967773528082e-08
1995,8.404798990113704e-08,1.626735190995987e-09,2.6570008415660595e-08
1996,9.768708508772761e-08,2.6690460952494277e-09,2.2953797085278893e-08
1997,6.808750185882673e-08,9.58978896292706e-10,2.4933450859521145e-08
1998,1.0156115592963033e-07,1.9072516899143466e-09,3.242328006081152e-08
1999,8.4091702490241e-08,4.570201161957499e-10,2.7878227726318983e-08
2000,8.350079383490083e-08,8.836062992401139e-10,2.4299172451947015e-08
2001,9.419605362381844e-08,0.0,2.716351232834313e-08
2002,9.288189772860278e-08,4.38122149670761e-10,3.329728315293323e-08
2003,1.1292360824199932e-07,0.0,2.5001536840818517e-08
2004,1.0659594806838868e-07,0.0,4.228599692623902e-08
2005,9.683061819032446e-08,1.3511248786457486e-09,3.1075870765562286e-08
2006,1.3136069298980146e-07,2.4707340062768424e-09,3.8296377624646993e-08
2007,1.4460015052009112e-07,1.1983438685803094e-09,8.148737862256894e-08
2008,1.4560443162281445e-07,0.0,7.748540298280204e-08
2009,1.497212451795349e-07,0.0,1.0108568204714174e-07
2010,1.9462027012195904e-07,9.447586046817946e-10,1.6249848044935788e-07
2011,1.904338091662794e-07,0.0,1.3842777946138085e-07
2012,2.5940406089830503e-07,3.404252713057332e-10,2.0697856939477788e-07
2013,3.001098605182051e-07,0.0,2.1197350008606008e-07
2014,3.0142996365611907e-07,0.0,2.50975091375949e-07
2015,3.4246090763190296e-07,4.433150790905671e-10,2.670973344720551e-07
2016,3.2209337064159627e-07,2.0713400439298368e-10,2.669957268608414e-07
2017,3.5797148711935733e-07,2.515611330355938e-10,3.1143267165134603e-07
2018,3.8799444723736087e-07,0.0,3.474654306501179e-07
2019,3.882603323290823e-07,0.0,3.601994649216067e-07
