year,lignes_NOUN égales_ADJ,lignes_NOUN egales_ADJ
1870,3.612450782952692e-08,0.0
1871,1.911811864374613e-08,0.0
1872,2.660829245826335e-08,0.0
1873,4.3697831131339626e-08,0.0
1874,2.0911132381229436e-08,0.0
1875,3.4901315615343265e-08,0.0
1876,1.0278225381910033e-08,0.0
1877,1.608052180301911e-08,6.184815992682502e-10
1878,3.4422804162659304e-08,0.0
1879,2.1993571408529533e-08,0.0
1880,1.2835692508872398e-08,0.0
1881,1.6036766581351003e-08,0.0
1882,1.7969540522244642e-08,0.0
1883,1.7694148368718743e-08,0.0
1884,1.7824582698722224e-08,0.0
1885,1.5469526104539e-08,0.0
1886,2.452316216761119e-08,0.0
1887,9.793386546164129e-09,0.0
1888,2.282621380800265e-08,6.340614699951175e-10
1889,1.9421923624918236e-08,0.0
1890,2.94947390955258e-08,3.2771931834929546e-09
1891,8.286486163910922e-09,0.0
1892,1.56712811616444e-08,0.0
1893,4.6803965148001225e-08,0.0
1894,2.898708117982096e-08,0.0
1895,2.8287487907618925e-08,0.0
1896,2.7716035688740703e-08,0.0
1897,1.4566784223291052e-08,0.0
1898,1.4711722506888236e-08,0.0
1899,1.8241008703512307e-08,0.0
1900,3.8932899570909285e-08,0.0
1901,3.409130755471779e-08,0.0
1902,1.0802624572647801e-08,0.0
1903,2.808114629715419e-08,2.7001101354784396e-09
1904,5.374625189347171e-09,0.0
1905,1.2385822145688508e-08,0.0
1906,2.41776678677752e-08,0.0
1907,1.902852098112362e-08,0.0
1908,2.0627833663411366e-08,0.0
1909,2.9705311987981986e-08,5.500983557560346e-10
1910,1.068830179917768e-08,0.0
1911,2.074945903984826e-08,0.0
1912,1.7712032729377825e-08,0.0
1913,2.8636144122629048e-08,0.0
1914,2.678697441638178e-08,0.0
1915,1.5314990164938536e-08,0.0
1916,8.789969641043172e-09,0.0
1917,1.7546279096336548e-08,0.0
1918,1.4932290071101306e-08,0.0
1919,1.6574126959767455e-08,0.0
1920,2.7260034229925623e-08,0.0
1921,2.7261890522822796e-08,0.0
1922,8.115729421831475e-09,0.0
1923,2.9724654737606215e-08,0.0
1924,9.02413699321869e-09,0.0
1925,2.3096173862313663e-08,0.0
1926,2.1177662290483568e-08,0.0
1927,1.6723836537835268e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,1.2055489939655217e-08,0.0
1933,1.261772819560747e-08,3.4411986593596566e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,0.0
1936,9.699771652549316e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,1.4261735792331365e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0
1943,3.193558839598154e-08,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,2.3665876369705074e-08,0.0
1947,1.549713246618012e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,2.0615717133409817e-08,0.0
1950,2.0207187034770868e-08,0.0
1951,3.1984206394497505e-09,0.0
1952,6.326882129314981e-09,0.0
1953,5.386913581872932e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,2.2525458831523792e-08,0.0
1956,1.1337483840634377e-08,0.0
1957,3.534015080575159e-09,0.0
1958,1.0753916868111446e-08,0.0
1959,6.200598257066758e-09,0.0
1960,2.353083417006019e-08,0.0
1961,9.72742331128984e-09,2.779263708063695e-09
1962,7.610347907416326e-09,1.2683912808952869e-09
1963,6.466053470433053e-09,0.0
1964,2.1902286206909594e-08,0.0
1965,2.7360217202954118e-08,5.472043373977442e-10
1966,1.3293779410616935e-08,0.0
1967,2.1693477236794934e-08,0.0
1968,1.6169096284102125e-08,0.0
1969,1.2262746373892242e-08,1.8167031212712459e-09
1970,8.7375777724219e-09,0.0
1971,8.735275613958038e-09,5.138397485282553e-10
1972,9.234264020108185e-09,0.0
1973,5.513203671370093e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,1.9990180177842376e-08,0.0
1976,1.0284348483935446e-08,0.0
1977,6.464460078348111e-09,0.0
1978,5.346532105932056e-09,0.0
1979,8.192762912528906e-09,1.1703946700691858e-09
1980,1.0233271119375331e-08,0.0
1981,6.325549528618524e-10,0.0
1982,8.069752865935698e-09,0.0
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,7.538710988796993e-09,1.1598016991243298e-09
1985,9.02333674446254e-09,0.0
1986,5.994485352545098e-09,0.0
1987,1.099947066762752e-08,0.0
1988,1.0194141530917022e-08,5.996553809062277e-10
1989,1.0976243913773942e-08,0.0
1990,5.993515905799995e-09,1.089730194969718e-09
1991,6.4476117778156095e-09,0.0
1992,8.815910668147353e-09,0.0
1993,5.539207315052863e-09,0.0
1994,4.747434001473039e-09,0.0
1995,7.0491861237087505e-09,0.0
1996,4.804283193493575e-09,0.0
1997,9.58978851883785e-09,3.3564262480467733e-09
1998,6.198567881199324e-09,0.0
1999,2.285100553223174e-09,0.0
2000,6.627047355323157e-09,0.0
2001,6.133696661692056e-09,0.0
2002,6.133709984368352e-09,0.0
2003,4.166922806803086e-09,0.0
2004,5.285749615779878e-09,0.0
2005,5.404499514582994e-09,9.007499190971657e-10
2006,1.1941880373456115e-08,8.235779835885637e-10
2007,5.192823504529542e-09,0.0
2008,4.6831836186811415e-09,4.257439678578834e-10
2009,3.337734755248789e-09,0.0
2010,2.3618964561933353e-09,0.0
2011,4.5887662558641296e-09,0.0
2012,7.829781267787439e-09,0.0
2013,5.020424964641279e-09,0.0
2014,4.980523993225461e-09,0.0
2015,1.3521109565317602e-08,0.0
2016,6.006886099640951e-09,0.0
2017,3.2702947017071438e-09,0.0
2018,4.130346731301415e-09,0.0
2019,7.90806176098613e-09,0.0
