year,forces_NOUN égales_ADJ,forces_NOUN egales_ADJ,forces_NOUN légales_ADJ
1905,1.53790622903216e-07,5.160759042333041e-10,2.580379465655369e-09
1906,1.3220554251347494e-07,1.0288369045596824e-09,2.572092316910357e-09
1907,1.36285351004517e-07,0.0,2.057137349353866e-09
1908,1.5421761645484366e-07,0.0,2.9468334439286537e-09
1909,1.8043226646113908e-07,5.500983557560346e-10,3.300590023513905e-09
1910,1.7956345743641577e-07,1.6032452032632705e-09,4.275320542035388e-09
1911,1.957897666216013e-07,0.0,2.6601871816467337e-09
1912,1.3388212494191976e-07,4.167536982180309e-09,3.125652625612929e-09
1913,2.0416510437826219e-07,0.0,5.30298971401777e-10
1914,1.372832514334732e-07,6.696743715117748e-10,1.3393487430235496e-09
1915,1.9673872486691835e-07,0.0,0.0
1916,1.9008309948276292e-07,0.0,1.0987462051303964e-09
1917,1.4804672332502378e-07,0.0,5.483212106582869e-09
1918,2.549975590682152e-07,0.0,0.0
1919,1.592957801221928e-07,0.0,0.0
1920,1.7946189245776623e-07,0.0,0.0
1921,1.620567928739547e-07,0.0,7.572747429129834e-10
1922,1.6157679283423931e-07,5.164555005876537e-09,1.4755870969551665e-09
1923,1.1146745748646936e-07,0.0,2.1231896241147297e-09
1924,1.5985614254532265e-07,0.0,2.578324886925998e-09
1925,1.4077667742640187e-07,0.0,3.299453377181294e-09
1926,1.6719206996640423e-07,1.1146138456652466e-09,3.343841648018042e-09
1927,1.1929670051813446e-07,0.0,2.2298449753321847e-09
1928,1.8167405357871758e-07,0.0,4.570416489713125e-09
1929,1.0806193984080892e-07,0.0,0.0
1930,1.3759721184669615e-07,0.0,1.0503603542488804e-09
1931,1.4712910001435375e-07,0.0,2.2810713318222042e-09
1932,8.329247691563069e-08,0.0,7.6716757391182e-09
1933,7.226517340086502e-08,6.882397318719313e-09,4.588264879146209e-09
1934,8.02765853791243e-08,0.0,9.585264137967897e-09
1935,5.984141893122796e-08,0.0,9.574627313213568e-09
1936,7.759817322039453e-08,0.0,6.0623572828433225e-09
1937,7.554670844456268e-08,0.0,0.0
1938,8.9459980756601e-08,3.8895642262559704e-09,1.6854778905894818e-08
1939,1.2388180437028495e-07,0.0,3.058810094103137e-09
1940,1.4961119632062037e-07,0.0,0.0
1941,1.0625409174735978e-07,0.0,0.0
1942,1.061974117533282e-07,0.0,0.0
1943,1.1322617154974068e-07,0.0,5.806470415592457e-09
1944,1.9600435052780085e-07,0.0,0.0
1945,1.0238969139209075e-07,0.0,2.178504043826024e-09
1946,1.0719250553847814e-07,0.0,0.0
1947,1.263612290358651e-07,0.0,0.0
1948,7.066726936955092e-08,0.0,2.174377566888097e-09
1949,9.915178367236877e-08,0.0,5.890204768377316e-09
1950,1.2230665902279725e-07,3.190608444114673e-09,2.1270722960764488e-09
1951,8.209279656057333e-08,0.0,1.0661401761424827e-09
1952,1.0966596164507791e-07,0.0,1.0544803918932644e-09
1953,1.0666089167443715e-07,0.0,1.0773827385790469e-09
1954,9.38163466912556e-08,0.0,1.9545072227344917e-09
1955,7.039206195713632e-08,0.0,2.815682353940474e-09
1956,6.976912914069544e-08,8.72114158667614e-10,1.744228317335228e-09
1957,6.449577227840564e-08,8.835037701437898e-10,3.534015080575159e-09
1958,9.099467490614188e-08,8.272243445794913e-10,8.272243445794913e-10
1959,4.80546376024904e-08,0.0,7.750747821333448e-10
1960,6.505583627358646e-08,0.0,2.7683333403416555e-09
1961,8.407272389376885e-08,0.0,2.779263708063695e-09
1962,8.43480236767391e-08,2.5367825617905737e-09,5.0735651235811474e-09
1963,7.823924619287936e-08,0.0,2.5864212993553792e-09
1964,9.186792482296369e-08,0.0,7.300761772910391e-09
1965,6.785333539482963e-08,5.472043373977442e-10,6.5664522708175355e-09
1966,1.0579632458984634e-07,5.539074754423723e-10,5.539074976468328e-09
1967,7.839233262529888e-08,0.0,1.429797347185513e-08
1968,8.084548852593798e-08,0.0,4.042274071025531e-09
1969,6.403878671790153e-08,3.1792304344691047e-09,5.450109252791435e-09
1970,6.3002531192069e-08,0.0,5.978342709767048e-09
1971,9.711570925219348e-08,1.0276794970565106e-09,1.541519245584766e-09
1972,6.10487447261221e-08,0.0,2.565073486948677e-09
1973,7.112032562872628e-08,0.0,1.6539611902288698e-09
1974,5.006758740933037e-08,0.0,2.812785782069227e-09
1975,7.424924319821002e-08,0.0,2.2845920710778955e-09
1976,8.056073141915476e-08,0.0,4.570821499072508e-09
1977,5.641710743020667e-08,0.0,3.526069214387917e-09
1978,4.514849294423584e-08,1.1881182704343018e-09,7.72276909088987e-09
1979,5.617894416332092e-08,0.0,0.0
1980,3.979605622816962e-08,0.0,1.3644362084619388e-08
1981,6.57857128771866e-08,0.0,7.590659656386833e-09
1982,5.462602103989411e-08,6.207502289967692e-10,4.345251713999687e-09
1983,3.599730291625747e-08,6.315316047889041e-10,1.894594880980094e-08
1984,3.36342509399401e-08,0.0,1.1018116197192285e-08
1985,3.4890238254092765e-08,0.0,2.1054452403745927e-08
1986,3.2969669661042644e-08,0.0,7.1933827783254856e-09
1987,4.766437200487417e-08,6.110816852533674e-10,1.0388388815840699e-08
1988,4.9171742233511395e-08,0.0,7.795519785247507e-09
1989,4.719785096085616e-08,0.0,1.0976243913773942e-08
1990,4.35892069106103e-08,0.0,9.80757164370516e-09
1991,4.8650161232899336e-08,0.0,1.2895223555631219e-08
1992,4.24265707010818e-08,2.2039776670368383e-09,6.61193322315512e-09
1993,3.877445209354846e-08,0.0,1.2740176913439427e-08
1994,3.586950114708998e-08,0.0,6.857404422078162e-09
1995,3.145021310047014e-08,0.0,3.795715741716776e-09
1996,3.4697599460287165e-08,0.0,4.804283193493575e-09
1997,3.6920688728514506e-08,0.0,1.3905194329311144e-08
1998,4.482041404685333e-08,1.43043876743576e-09,1.9072516899143466e-09
1999,3.3362468343511864e-08,0.0,1.3710603319339043e-08
2000,3.1368024622224766e-08,0.0,6.185244316725402e-09
2001,3.7240301509200435e-08,0.0,2.190605918883648e-09
2002,4.293596944648925e-08,0.0,5.257465574004527e-09
2003,4.4169382817926817e-08,4.583615265119079e-09,3.7502307925763034e-09
2004,2.8190664025373735e-08,0.0,7.047666006343434e-09
2005,3.602999498752979e-08,0.0,1.0808999029165989e-08
2006,4.2414267653612114e-08,4.1178899179428186e-10,9.059357708451898e-09
2007,3.754810862233171e-08,7.988958938831558e-10,3.994479413904628e-09
2008,3.916844448781376e-08,0.0,5.5346713878634546e-09
2009,5.912558620480013e-08,1.907277002999308e-09,8.582746957586096e-09
2010,4.109699958121382e-08,0.0,8.502827775203059e-09
2011,5.162362270993981e-08,3.82397197240536e-10,8.030340836739924e-09
2012,4.49361365895129e-08,0.0,3.4042526575461807e-09
2013,5.494576171827248e-08,0.0,1.9523875849358774e-09
2014,4.179309343044224e-08,0.0,3.4647122948427977e-09
2015,7.203870211469621e-08,0.0,1.0861219479352258e-08
2016,6.586861189816773e-08,0.0,4.142679976837371e-09
2017,5.2073154677145794e-08,0.0,1.7609279590047322e-09
2018,6.195519830498597e-08,0.0,4.64663996169179e-09
2019,4.3876990929447857e-08,0.0,2.04079020349468e-09
