year,forces_NOUN égales_ADJ,forces_NOUN egales_ADJ,forces_NOUN légales_ADJ
1800,5.659496196130931e-07,0.0,0.0
1801,5.691026103704644e-07,2.3811825844433088e-09,2.3811825844433088e-09
1802,4.072869046467531e-07,1.3427040812530322e-08,0.0
1803,6.416615860871389e-07,1.950339223455444e-09,3.900678446910888e-09
1804,3.707776556893805e-07,0.0,0.0
1805,3.894742519605643e-07,0.0,0.0
1806,1.0460458952366025e-06,2.881669125542885e-09,0.0
1807,7.031979407656763e-07,0.0,0.0
1808,3.48975390807027e-07,6.798221985349073e-09,0.0
1809,4.156616171258065e-07,0.0,0.0
1810,1.076458261195512e-06,0.0,0.0
1811,2.068338289973326e-06,0.0,0.0
1812,3.0939614248381986e-07,2.6672082320544632e-09,0.0
1813,3.307102929284156e-07,0.0,0.0
1814,3.5872119497071253e-07,6.293354282149721e-09,0.0
1815,6.203613907018735e-07,0.0,2.697223555614414e-09
1816,5.006024252907082e-07,0.0,6.489290882427667e-08
1817,3.6119462265560287e-07,3.113746815941454e-09,1.556873407970727e-09
1818,4.494283984968206e-07,3.5763532135746345e-09,0.0
1819,4.347440949459269e-07,7.24573512300708e-09,7.24573512300708e-09
1820,4.995788458472816e-07,0.0,1.779972080839798e-08
1821,5.019497280045471e-07,0.0,2.9584463767662328e-09
1822,4.280938128431444e-07,2.0051231786055723e-09,0.0
1823,4.427443798249442e-07,9.882686891060644e-10,0.0
1824,3.621078406013112e-07,1.7684335773537896e-08,0.0
1825,5.450569346976408e-07,8.805443041381977e-10,0.0
1826,8.482089128847292e-07,3.5231937367541377e-09,8.807984341885344e-10
1827,5.705492185370531e-07,9.217273055917019e-10,1.474763688946723e-08
1828,3.8431943494288134e-07,9.172301251858528e-10,1.6510142586412258e-08
1829,3.592160737753147e-07,0.0,1.714635211591542e-09
1830,5.844627821716131e-07,2.0873671680021744e-09,9.39315203396518e-09
1831,2.697278773666767e-07,0.0,1.870944643656003e-08
1832,2.92247335664797e-07,0.0,8.117981842303834e-09
1833,8.178041639439471e-07,1.1583628500844156e-09,9.266902800675325e-09
1834,3.5377871654418414e-07,0.0,4.667265685043276e-09
1835,3.115992228686082e-07,7.563087933704082e-10,4.5378527602224494e-09
1836,5.107769993628608e-07,2.016224964762614e-09,2.688300027031687e-09
1837,3.729429636223358e-07,0.0,9.045257876039159e-09
1838,6.583584877262183e-07,1.8936485712828244e-09,0.0
1839,5.201657700126816e-07,6.9914751765765e-10,1.3982950353153e-09
1840,5.675392458215356e-07,6.369688665408546e-10,6.369688665408546e-10
1841,3.922955045254639e-07,1.2841097074556274e-09,0.0
1842,4.6488275984302163e-07,0.0,2.0124795163667386e-09
1843,3.3196840831806185e-07,0.0,1.7720733769266417e-09
1844,4.48415448772721e-07,5.488561272137815e-10,1.6465684371524958e-09
1845,3.8280364833553904e-07,5.580227946389016e-10,2.7901139176833567e-09
1846,3.688335823426314e-07,0.0,6.439951683034906e-09
1847,3.1388560728373704e-07,0.0,5.393223645455691e-10
1848,5.285710926727916e-07,0.0,1.126331028444838e-08
1849,1.9859213296058442e-07,3.3517659758786067e-09,5.865590679832167e-09
1850,3.6796359381696675e-07,0.0,1.2220192857625989e-08
1851,3.6503823253042356e-07,0.0,0.0
1852,2.6953657084050064e-07,0.0,2.408901877970493e-08
1853,4.395341761664895e-07,0.0,8.957897534855874e-09
1854,3.2628773283249757e-07,0.0,5.195664454227256e-10
1855,2.8816668873332674e-07,0.0,0.0
1856,4.017498724806501e-07,5.694908100650764e-09,0.0
1857,2.831275196513161e-07,0.0,7.322263684272912e-09
1858,3.6262139246900915e-07,1.468102750479261e-09,6.361778659424999e-09
1859,2.0928833066591324e-07,0.0,1.2221216039165483e-08
1860,2.3801356974217924e-07,4.577183909670879e-10,7.781213007262977e-09
1861,5.291311140354082e-07,1.4147891747029462e-09,1.4147891747029462e-09
1862,4.694187794029858e-07,9.035972525772706e-10,0.0
1863,2.811971455685125e-07,4.994620828036034e-10,2.0477944673302773e-08
1864,2.454900709381036e-07,4.794727948009836e-10,4.794727948009836e-10
1865,2.2310442204798164e-07,0.0,6.589582213223366e-09
1866,3.5762255379268026e-07,9.731225825149181e-10,2.432806400776144e-09
1867,3.421232008804509e-07,9.7056229719783e-10,1.455843445796745e-09
1868,5.789532337985293e-07,4.93987406535723e-10,3.457911734727759e-09
1869,4.111923033178755e-07,9.767038289254515e-10,1.4650557433881772e-09
1870,5.493218964147673e-07,1.1468097582678638e-09,4.013834153937523e-09
1871,3.7174120848249004e-07,2.1242354542039266e-09,3.186353225714811e-08
1872,3.229279172956012e-07,6.047339295989218e-10,7.256807155187062e-09
1873,4.6750693627473083e-07,5.986004469882289e-10,6.584604861359367e-09
1874,2.706497923554707e-07,5.974609140757536e-10,3.5847653734322193e-09
1875,4.1252209825870523e-07,1.1443054281912168e-09,5.721527251978387e-09
1876,2.6300165245629614e-07,0.0,0.0
1877,2.313121143515673e-07,8.658742167710898e-09,1.6699003069220453e-08
1878,2.512260834919289e-07,6.039088673581716e-10,1.2078177347163432e-09
1879,2.022186720296304e-07,0.0,1.8327975581655664e-08
1880,1.906100379756026e-07,0.0,4.428314070992201e-08
1881,2.8308380706221214e-07,0.0,6.2752567586699115e-09
1882,2.282797169073092e-07,6.655385131892899e-10,1.3310770263785798e-09
1883,3.703132733789971e-07,0.0,6.951272890631799e-09
1884,3.0763908398512285e-07,0.0,1.4523733327109767e-08
1885,3.293719714747567e-07,6.445635691854079e-10,1.933690763067375e-09
1886,3.949519964407955e-07,6.453463874400711e-10,5.808117542471791e-09
1887,2.9576028737210436e-07,0.0,2.6115698492645834e-09
1888,3.1512854548054747e-07,0.0,1.3315291091942072e-08
1889,2.600031621113885e-07,0.0,5.012109394186837e-09
1890,1.8811088864367775e-07,0.0,5.243509182406569e-09
1891,2.2947192235278635e-07,0.0,1.2748440081367107e-09
1892,1.6924983015087491e-07,0.0,1.2537024751679837e-09
1893,1.8475249419225293e-07,6.158416554491453e-10,6.158416554491453e-10
1894,1.4682586879644077e-07,1.2603078580752936e-09,8.192000855444803e-09
1895,2.064384716504719e-07,0.0,6.6204757231957956e-09
1896,1.7809027497150964e-07,0.0,5.307326134129653e-09
1897,1.7305339383710816e-07,0.0,8.740070001067579e-09
1898,1.8615988039982767e-07,0.0,6.224190496340043e-09
1899,1.1276259925807608e-07,0.0,3.8693048765026106e-09
1900,1.8376327659552771e-07,5.191053142894475e-10,1.038210628578895e-09
1901,1.905760029785597e-07,1.676621730339889e-09,2.235495566438317e-09
1902,3.358634046435327e-07,1.4730852093691738e-09,1.9641135384773634e-09
1903,1.463459682327084e-07,5.400220270956879e-10,1.0800440541913758e-09
1904,1.5586412871471111e-07,0.0,2.1498500757388683e-09
