year,coups_NOUN égaux_ADJ,coups_NOUN légaux_ADJ
1800,7.231578535993322e-08,0.0
1801,3.333655484993869e-08,0.0
1802,5.147032311469957e-08,0.0
1803,1.950339267864365e-08,0.0
1804,1.730295728918918e-08,0.0
1805,1.421438877713399e-08,0.0
1806,2.0171682990621775e-08,0.0
1807,3.131650672116848e-08,0.0
1808,6.118399653587403e-08,0.0
1809,3.388545621874073e-08,0.0
1810,7.020380365929668e-08,0.0
1811,3.008491944456182e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,3.0128852301913867e-08,0.0
1817,6.227493631882908e-09,0.0
1818,4.172412104708201e-08,0.0
1819,1.0351049795076506e-08,0.0
1820,6.526564533260171e-08,0.0
1821,1.1833785507064931e-08,0.0
1822,2.90742860897808e-08,0.0
1823,9.882686669016039e-09,0.0
1824,1.6842225392110777e-09,0.0
1825,1.4969252504215547e-08,0.0
1826,7.927186018719112e-09,0.0
1827,5.2538457140371975e-08,0.0
1828,1.7427371545863934e-08,0.0
1829,3.3435387791769244e-08,0.0
1830,9.080046936560393e-08,0.0
1831,2.0268567268999504e-08,0.0
1832,1.8941957335982806e-08,0.0
1833,3.359252431778259e-08,0.0
1834,6.534171426153534e-09,0.0
1835,3.781543966852041e-08,0.0
1836,5.2421849972006385e-08,0.0
1837,1.2524203896191466e-08,0.0
1838,1.830527018853445e-08,0.0
1839,3.775396706373613e-08,0.0
1840,6.3696887764308485e-09,0.0
1841,1.3483152372373297e-08,0.0
1842,2.0795621225033756e-08,0.0
1843,2.658109998776581e-08,0.0
1844,1.5916826967554698e-08,0.0
1845,1.674068439427856e-09,0.0
1846,2.86870562860031e-08,0.0
1847,1.88762818709165e-08,0.0
1848,1.045878850192139e-08,0.0
1849,1.0893239199560867e-08,0.0
1850,2.987158254086353e-08,0.0
1851,1.0319102017319892e-08,0.0
1852,2.3437962681782665e-08,0.0
1853,2.9262466227919504e-08,0.0
1854,1.0910895298366086e-08,1.2469595134234623e-08
1855,2.4942604426314574e-08,0.0
1856,2.2261913201759853e-08,0.0
1857,6.8341128311999455e-09,0.0
1858,5.872411001917044e-09,0.0
1859,5.601390462572908e-09,0.0
1860,2.8378540406492903e-08,0.0
1861,6.602348889828136e-08,0.0
1862,2.3493528900075944e-08,0.0
1863,8.990317823531768e-09,0.0
1864,1.2945765348604255e-08,4.794727948009836e-10
1865,2.0710114512212385e-08,0.0
1866,1.8002767276925624e-08,2.432806400776144e-09
1867,6.308654931785895e-09,0.0
1868,5.433861360870651e-09,0.0
1869,5.371870948067681e-09,0.0
1870,8.601073631098188e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,9.071008832961525e-09,0.0
1873,4.190203295451056e-09,0.0
1874,7.169530746864439e-09,0.0
1875,2.6319025181464895e-08,0.0
1876,1.1487427897804992e-08,0.0
1877,4.329371083855449e-09,0.0
1878,5.435179861734696e-09,0.0
1879,6.109325489944695e-09,0.0
1880,7.059631101924424e-09,0.0
1881,5.5780060570498335e-09,0.0
1882,7.320923423037584e-09,0.0
1883,1.0110942305630033e-08,0.0
1884,1.9144920315739e-08,0.0
1885,1.8692343672910283e-08,0.0
1886,5.0337018109303244e-08,0.0
1887,2.285123557044244e-08,0.0
1888,8.876860135842435e-09,0.0
1889,9.397704836544563e-09,0.0
1890,5.243509182406569e-09,0.0
1891,3.824531802365527e-09,0.0
1892,8.149066310636499e-09,0.0
1893,1.1700991287000306e-08,0.0
1894,1.764431090123253e-08,0.0
1895,5.416753268150387e-09,0.0
1896,4.1279202278587945e-09,0.0
1897,9.322741689743452e-09,0.0
1898,1.6975064687230201e-09,0.0
1899,4.4220627160029835e-09,0.0
1900,4.671947717582725e-09,0.0
1901,6.706486921359556e-09,0.0
1902,6.38336894454028e-09,0.0
1903,3.2401321625741275e-09,0.0
1904,6.449550227216605e-09,5.374625189347171e-10
