year,aux_ADP ans_NOUN,aux_ADP lents_ADJ
1938,4.408173026604345e-08,1.944782235252518e-08
1939,3.8235126176289214e-08,7.647025235257843e-09
1940,3.2965178364818826e-08,1.2678914584896006e-08
1941,3.5418031174572207e-08,5.9030051957620344e-09
1942,4.247896434605991e-08,3.034211704111556e-08
1943,5.8064704155924574e-08,2.6129116648121453e-08
1944,2.5705489292704442e-08,2.5705489292704442e-08
1945,2.3963544037997053e-08,1.742803235060819e-08
1946,3.3410650246423756e-08,2.3665878146061914e-08
1947,4.649139739854036e-08,7.152522574216391e-09
1948,4.348755133776194e-08,9.784699273041042e-09
1949,2.748762406579175e-08,9.817008539414473e-09
1950,3.403315673722318e-08,1.595304155443955e-08
1951,4.904244754744269e-08,7.462981344019681e-09
1952,2.8470970470095835e-08,2.6362009464264702e-08
1953,2.908933460776808e-08,1.4005975934594517e-08
1954,4.299915934424803e-08,1.3681550115052232e-08
1955,5.255940260795455e-08,1.595553378308523e-08
1956,6.453644840753725e-08,1.4825940697349438e-08
1957,3.622365363220581e-08,2.2971097746182778e-08
1958,3.474342219478288e-08,1.985338454746355e-08
1959,1.7826720544178443e-08,1.705164542897819e-08
1960,2.629916601160076e-08,2.353083339290407e-08
1961,1.59807664878997e-08,2.431855694595697e-08
1962,2.2831043222648617e-08,2.0928455857216477e-08
1963,2.4571002898987615e-08,1.8751554975438012e-08
1964,1.5818317711246976e-08,2.433587353856126e-08
1965,3.17378508474242e-08,1.6416130066421175e-08
1966,1.883285383197375e-08,2.603365056863538e-08
1967,2.9582014060558492e-08,1.4791006641701188e-08
1968,3.099077011681217e-08,2.2007937472423578e-08
1969,1.544197603120523e-08,1.1354394285900682e-08
1970,2.2993624615441632e-08,2.2993625503620052e-08
1971,3.185806496386334e-08,1.747055144996068e-08
1972,2.359867534718063e-08,1.4877425846826497e-08
1973,2.095017431757995e-08,5.513203782392395e-09
1974,2.1939729255571194e-08,7.313243399753588e-09
1975,1.2565256390928425e-08,1.1994108373158952e-08
1976,2.4568165224447824e-08,1.1427053969725876e-08
1977,1.7042667277422652e-08,1.704266772151186e-08
1978,2.435642376674707e-08,1.3663360443061379e-08
1979,1.6385525603013207e-08,2.282269595532682e-08
1980,1.4781391888263329e-08,1.0801786132219604e-08
1981,1.7078983727270014e-08,8.223214109648325e-09
1982,3.6003513170790313e-08,2.3588508923921836e-08
1983,1.7051353551345017e-08,1.9577479193344516e-08
1984,1.565732282715615e-08,1.6237223121606803e-08
1985,1.7445117905801055e-08,1.3234227935754461e-08
1986,2.577628777089558e-08,1.2588419306958087e-08
1987,1.527704190928958e-08,2.0165695613361123e-08
1988,1.499138480021145e-08,1.3192418713003917e-08
1989,2.1952489270837816e-08,8.780995486290522e-09
1990,2.1794604121438965e-08,1.1987032311200352e-08
1991,1.817054207098323e-08,1.2309076702354815e-08
1992,1.8733810502880033e-08,8.264916362410446e-09
1993,1.6617622111692043e-08,1.2186256448387667e-08
1994,1.6352272202979634e-08,8.967375231261343e-09
1995,1.897857726529395e-08,1.5182862966867106e-08
1996,2.3487605638194964e-08,7.473328622609188e-09
1997,1.3905193996244236e-08,1.3425704326053278e-08
1998,1.6211639364271946e-08,8.582632382569955e-09
1999,2.7421206777455964e-08,1.3253583119876566e-08
2000,1.546311012567969e-08,1.1928684928719235e-08
2001,1.664860438399529e-08,7.886181124794334e-09
2002,1.6210519815373914e-08,6.571832411594869e-09
2003,1.7501076365888935e-08,6.667076779542924e-09
2004,2.6869226871228946e-08,1.1011977996133737e-08
2005,1.1709748948263154e-08,4.053374524914943e-09
2006,1.564798118858235e-08,1.6471559394215518e-08
2007,9.986198562517146e-09,1.038564634292527e-08
2008,1.3623806749407663e-08,1.0217855006544596e-08
2009,1.5735035052699686e-08,8.105927484791664e-09
2010,8.502827775203059e-09,1.322662068758973e-08
2011,1.3766299045148145e-08,6.1183551280930004e-09
2012,9.872332590310506e-09,1.0893608681783462e-08
2013,1.0319762655530695e-08,9.761937924679387e-09
2014,6.063246668630562e-09,9.961047986450922e-09
2015,8.644643945121544e-09,9.087959190745565e-09
2016,1.3256576725240166e-08,1.1392369853036044e-08
2017,1.8615523900145092e-08,7.54683426862357e-09
2018,3.872200171617379e-09,9.29327992338358e-09
2019,4.5917777913295765e-09,6.63256816135771e-09
