year,auras_VERB eu_VERB,auras_VERB lu_VERB
1870,6.880858549607183e-09,1.0321287824410774e-08
1871,7.434824311758348e-09,3.18635318130589e-09
1872,4.8378714367913744e-09,0.0
1873,3.591602570907071e-09,1.7958012854535355e-09
1874,5.974609251779839e-09,2.3898436563030145e-09
1875,2.8607636259891933e-09,1.1443054281912168e-09
1876,5.441413541973361e-09,4.232210137899983e-09
1877,5.566334504436554e-09,6.184816214727107e-09
1878,3.6234530931267273e-09,6.039088673581716e-10
1879,9.774920428640144e-09,6.720257683667796e-09
1880,1.1552122813895949e-08,1.2835692508872398e-09
1881,9.064259565150223e-09,8.367009307619355e-09
1882,1.4641846846075168e-08,3.9932310791357395e-09
1883,9.479008689083912e-09,2.5277355764075082e-09
1884,7.922036360241691e-09,5.281357573494461e-09
1885,7.7347630522695e-09,0.0
1886,1.097088819790315e-08,6.453463874400711e-10
1887,7.1818169189441505e-09,0.0
1888,1.268122939990235e-08,0.0
1889,1.1277245803853475e-08,0.0
1890,5.243509182406569e-09,0.0
1891,8.92390783491237e-09,6.374220040683554e-10
1892,1.002961980134387e-08,3.761107425503951e-09
1893,9.23762488724833e-09,2.463366621796581e-09
1894,2.520615716150587e-09,3.150769645188234e-09
1895,3.0093072478365457e-09,1.2037228991346183e-09
1896,5.897029087265082e-09,2.948514543632541e-09
1897,3.4960281336537946e-09,2.330685422435863e-09
1898,7.355861253444118e-09,0.0
1899,5.527578395003729e-09,4.9748205555033564e-09
1900,2.07642125715779e-09,4.671947717582725e-09
1901,5.029864968975062e-09,3.353243460679778e-09
1902,8.347482705062248e-09,4.910283846193408e-10
1903,6.480264325148255e-09,2.7001101354784396e-09
1904,3.2247751136083025e-09,1.0749250378694342e-09
1905,7.2250627702885595e-09,4.64468330463319e-09
1906,5.658602919567102e-09,7.201858220895474e-09
1907,6.1714118260169926e-09,4.6285588695127444e-09
1908,3.437972351250096e-09,1.080505640516094e-08
1909,4.400786846048277e-09,0.0
1910,3.206490406526541e-09,2.137660271017694e-09
1911,5.852411444351446e-09,2.128149656499545e-09
1912,2.6047106693738442e-09,5.209421227725386e-10
1913,1.0075680734189518e-08,1.590896969716482e-09
1914,1.0045115850232378e-08,1.4732836284281348e-08
1915,5.890381071793627e-09,0.0
1916,5.493730803607377e-09,1.0987461607214755e-08
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,4.603924352863942e-09,1.8415696745321952e-09
1920,7.572231730534895e-09,6.815008557481406e-09
1921,5.300923255902035e-09,3.7863738810983705e-09
1922,1.696925089333945e-08,6.640141769764796e-09
1923,4.246379248229459e-09,7.431163684401554e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,7.804457524684949e-09,6.689535148041159e-09
1928,7.998228745975666e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,7.352522590764465e-09,5.2518016602221e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,6.575722188983946e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,6.882397318719313e-09
1934,5.990790086229936e-09,1.0783422155213884e-08
1935,1.196828414151696e-08,8.377798899061872e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,3.8895642262559704e-09,0.0
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,2.7893612752905028e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,4.357008087652048e-09
1946,5.568441707737293e-09,9.744772988540262e-09
1947,1.3112957830685446e-08,8.344609447874518e-09
1948,9.784699273041042e-09,5.435944139264848e-09
1949,1.570721330779179e-08,4.908504269707237e-09
1950,9.571825110299415e-09,7.444753258312176e-09
1951,2.0256663901818683e-08,1.0661401761424827e-09
1952,5.272402070488624e-09,5.272402070488624e-09
1953,6.464296653518886e-09,9.69644453618912e-09
1954,4.886268278880834e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,0.0
1956,3.488456634670456e-09,8.72114158667614e-10
1957,1.1485549400447326e-08,8.835037701437898e-10
1958,9.926692356998501e-09,2.4816730892496253e-09
1959,6.975672928177801e-09,3.100299128533379e-09
1960,1.038124963770315e-08,4.844583401109048e-09
1961,9.03260666262895e-09,1.3896318540318475e-09
1962,8.244543714397423e-09,4.43936931660005e-09
1963,1.2285501505004959e-08,3.879631726988464e-09
1964,6.6923653285755336e-09,6.6923653285755336e-09
1965,4.924839203113152e-09,1.0944086747954884e-09
1966,7.754704434148607e-09,2.769537488234164e-09
1967,1.035370456037299e-08,2.465167847631733e-09
1968,8.084548142051062e-09,1.3474247273492779e-09
1969,6.358460868938209e-09,4.087581828571274e-09
1970,5.518470125309705e-09,0.0
1971,6.166076982339064e-09,3.083038491169532e-09
1972,6.156176013405457e-09,1.0260293725750103e-09
1973,3.859242703185828e-09,3.859242703185828e-09
1974,3.937900228123681e-09,5.625571675160757e-10
1975,2.2845920710778955e-09,2.2845920710778955e-09
1976,6.2848797277581525e-09,8.570290255249802e-09
1977,8.815172591880582e-09,5.876781727920388e-09
1978,3.5643548113029055e-09,2.3762365408686037e-09
1979,6.437170796402825e-09,3.5111840102075575e-09
1980,6.822181042309694e-09,9.096241093686785e-09
1981,6.958104314946922e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,3.1037510339615437e-09
1983,8.841442245000053e-09,3.78918940668882e-09
1984,2.3196033982486597e-09,4.639206796497319e-09
1985,6.617113967877231e-09,1.2031116103372597e-09
1986,5.395036861699509e-09,2.3977941854269602e-09
1987,6.110816741511371e-09,4.888653482026939e-09
1988,4.197587610832443e-09,5.99655392008458e-09
1989,6.036934507847036e-09,3.2928733073589456e-09
1990,8.172976073694826e-09,1.089730194969718e-09
1991,9.37834432335194e-09,7.033758464558559e-09
1992,8.815910668147353e-09,6.61193322315512e-09
1993,9.416652346772025e-09,1.661762283333701e-09
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,7.0491861237087505e-09,7.0491861237087505e-09
1996,6.939520069693117e-09,1.6014276571496566e-09
1997,5.274384040632185e-09,3.3564262480467733e-09
1998,7.152193948201102e-09,2.3840645013706308e-09
1999,5.941261704833778e-09,6.398281460207045e-09
2000,3.97622823555821e-09,4.418031274155965e-09
2001,7.0099388516098315e-09,4.381211837767296e-09
2002,8.762443215459825e-09,5.257465574004527e-09
2003,9.167230530238157e-09,5.8336921959778465e-09
2004,7.488145215006625e-09,5.726228824443069e-09
2005,5.854874363109275e-09,2.251874686720612e-09
2006,8.64756888319107e-09,7.823991232669414e-09
2007,1.7176262190332636e-08,5.192823504529542e-09
2008,1.1495087548496485e-08,7.663391698997657e-09
2009,1.8119131084404216e-08,5.245011536203492e-09
2010,2.220182793166714e-08,7.085689368580006e-09
2011,1.9502257586623273e-08,8.412738061736036e-09
2012,1.9063815415165664e-08,8.851056776393307e-09
2013,2.3149738126448938e-08,1.059867482666732e-08
2014,3.2265134564113396e-08,7.795602385840539e-09
2015,2.7263876489769245e-08,1.0861219479352258e-08
2016,2.9620162322885335e-08,1.1392370602436586e-08
2017,2.8174847344075715e-08,7.798394818792076e-09
2018,3.639868140226099e-08,1.0325866384164328e-08
2019,2.9081260066732284e-08,1.1224345897176136e-08
