year,plusieurs_DET âmes_NOUN,plusieurs_DET ames_NOUN,plusieurs_DET lames_NOUN
1963,2.909724017285953e-08,6.466053248388448e-10,5.1728425098929165e-08
1964,5.293052568466905e-08,1.4601523545820783e-08,4.3196175303350515e-08
1965,3.8851506900527966e-08,3.2832261354087677e-09,5.307882222638227e-08
1966,6.480717607004749e-08,1.6617224263271169e-09,5.095948774069825e-08
1967,3.500538170442269e-08,6.409436426046966e-09,4.68381879947799e-08
1968,3.0541628559532796e-08,8.982831700699023e-10,3.413476201696852e-08
1969,3.860494146579185e-08,7.720988182136068e-09,4.496340255677467e-08
1970,3.49503110896876e-08,6.898087351325799e-09,4.920635765515158e-08
1971,2.928886644326667e-08,1.3359833017645428e-08,3.5454942981516524e-08
1972,1.7955513964551528e-08,7.69522046084603e-09,3.334595399806517e-08
1973,2.0950174539624555e-08,3.3079223804577396e-09,4.0246387167375275e-08
1974,1.4626486688484874e-08,0.0,4.3316902287315884e-08
1975,2.1703623787061588e-08,1.1422960355389478e-09,3.541117576943975e-08
1976,1.9425991482080462e-08,3.9994687561772935e-09,4.513686269191908e-08
1977,1.23412418062685e-08,1.7630346071939584e-09,3.643604673531087e-08
1978,3.445543117486238e-08,4.75247319275951e-09,4.277225684745645e-08
1979,1.9311512389208474e-08,2.3407893401383717e-09,4.271940534650298e-08
1980,1.819248218737357e-08,5.685150683554241e-10,3.1836844494037564e-08
1981,3.226030426128901e-08,4.427884725544118e-09,3.6055631813525224e-08
1982,2.5450759721934446e-08,1.2415004579935385e-09,2.1105507230778642e-08
1983,2.9050454486423405e-08,1.2630632095778083e-09,2.7155858894900575e-08
1984,2.957494366073732e-08,5.799008384599347e-09,3.073474452719438e-08
1985,2.707001200974446e-08,1.2031116103372597e-09,3.2484012368882986e-08
1986,3.6566362382473017e-08,3.5966913891627428e-09,2.7574632466276228e-08
1987,2.322110398411681e-08,2.4443267410134695e-09,3.544273785571761e-08
1988,2.3986215458293714e-08,5.996553809062277e-10,2.0987938054162214e-08
1989,1.865961507530045e-08,1.6464366536794728e-09,1.536674243407532e-08
1990,2.50637938181697e-08,2.724325431913144e-09,2.6153524790295535e-08
1991,1.75843961613964e-08,1.1722930404189924e-09,2.8721179434754163e-08
1992,2.5345743781546304e-08,1.6529832502776287e-09,2.5896737865238606e-08
1993,3.489700617365088e-08,3.323524566667402e-09,2.3264671966671813e-08
1994,3.639699380775241e-08,3.164955852952289e-09,2.004472099415011e-08
1995,3.5245930340987996e-08,1.0844901643380922e-09,3.3619195427547766e-08
1996,4.110330875661816e-08,1.6014276571496566e-09,2.989331626679359e-08
1997,4.219506966052222e-08,0.0,1.8220598807516808e-08
1998,3.385371594166742e-08,2.3840645013706308e-09,2.3363832868383838e-08
1999,3.153438915548534e-08,1.8280804925385752e-09,2.102292562256025e-08
2000,3.313523533332585e-08,1.3254094488601709e-09,1.7672125429690766e-08
2001,2.9354118413760233e-08,1.7524847129024579e-09,2.146793709467687e-08
2002,3.6364138367162013e-08,8.76244299341522e-10,1.664864135442201e-08
2003,3.083522931435212e-08,1.2500769308587678e-09,2.2501384533413216e-08
2004,2.7750184372621334e-08,1.3214374039449694e-09,2.1142997408407638e-08
2005,4.9991622175227235e-08,2.251874686720612e-09,2.2518747755384538e-08
2006,2.5942706094461698e-08,3.2943118788431036e-09,1.647156044892739e-08
2007,3.0358044966760644e-08,3.595031605740928e-09,2.1170741271170357e-08
2008,2.7247613137992843e-08,2.554463834902876e-09,2.8099101045953034e-08
2009,3.147006921722095e-08,2.860915504498962e-09,2.1933684646313623e-08
2010,2.5980861739771655e-08,1.8895172648747405e-09,2.220182793166714e-08
2011,2.2943832583832702e-08,0.0,2.638540663735256e-08
2012,2.7234021704458655e-08,6.808505426114664e-10,2.1446791231838347e-08
2013,3.291167638419523e-08,1.3945625210176615e-09,2.3707563134856002e-08
2014,3.183204499990211e-08,0.0,2.6418431220420757e-08
2015,3.657349356700479e-08,0.0,2.5933932334964993e-08
2016,3.728412123482627e-08,8.285360175719347e-10,3.1070100714458704e-08
2017,3.069045817483129e-08,0.0,1.861552334503358e-08
2018,3.84638547679117e-08,7.744400121190154e-10,2.4523934216702514e-08
2019,4.999935976357506e-08,0.0,2.6785371309845374e-08
