year,plusieurs_DET âmes_NOUN,plusieurs_DET ames_NOUN,plusieurs_DET lames_NOUN
1800,1.5720821977538435e-08,8.174828014517743e-08,2.263798393187244e-07
1801,4.7623651688866175e-09,1.142967676059925e-07,1.595392333797463e-07
1802,2.6854081625060644e-08,5.147032311469957e-08,1.5664880947952042e-07
1803,2.145373123596528e-08,2.9255089017965474e-08,1.1507001573818343e-07
1804,2.4718509461507665e-09,5.9324420931261557e-08,2.1010733064485976e-07
1805,8.528632911009026e-09,8.528632911009026e-09,2.6154476095996415e-07
1806,2.881669125542885e-08,7.492339815229343e-08,2.6511355599723174e-07
1807,5.693910232196231e-09,4.555128185756985e-08,1.992868541300652e-07
1808,4.5321479902327155e-09,4.305540501903238e-08,1.8581806671136292e-07
1809,4.518061036407062e-09,5.647576473144511e-08,1.4457795316502597e-07
1810,7.020380277111826e-09,5.616304221689461e-08,4.914266327205041e-08
1811,2.757784400841956e-08,7.521229861140455e-09,1.429033700262039e-07
1812,2.6672082320544632e-09,2.6672083208723052e-08,2.667208356399442e-07
1813,5.751483289628823e-09,8.339650747757332e-08,1.6391727797326894e-07
1814,3.1466771410748606e-09,4.090680416624082e-08,6.356287940434413e-07
1815,8.091670622434322e-08,1.3486118000116676e-08,2.454473531088297e-07
1816,3.7081662185300956e-08,8.343373991692715e-08,4.1021587549039396e-07
1817,3.113746771532533e-08,6.227493543065066e-08,1.7592670076282957e-07
1818,3.099506074022429e-08,1.2159601192607283e-07,2.455762588837729e-07
1819,6.107119787657211e-08,2.8982939270782992e-08,1.573359611484193e-07
1820,6.28923526591052e-08,7.119888323359191e-08,1.293446416639199e-07
1821,6.508582206521396e-08,1.4792232372329295e-07,1.8539598656275302e-07
1822,1.5038423839541792e-08,2.5064039732569654e-08,6.717162648328667e-08
1823,3.4589403785645345e-08,6.324919610278812e-08,1.7788836714771605e-07
1824,2.2737005167527968e-08,2.7789671008804362e-08,2.256858238069981e-07
1825,2.289415235168235e-08,4.402721454077607e-08,2.0252518306840273e-07
1826,4.4039921931471326e-08,6.78214817639855e-08,1.0041102171953753e-07
1827,1.6591091167583727e-08,2.9495274389557125e-08,1.7697164744756577e-07
1828,2.2013523448549677e-08,6.328887752760082e-08,2.302247565921789e-07
1829,3.1720752247110795e-08,5.486832838075273e-08,1.6803425301192831e-07
1830,2.5048406016026092e-08,3.444155893816969e-08,1.2837307394875097e-07
1831,3.741889287312006e-08,3.89780165921394e-08,1.7618063452573551e-07
1832,5.682586978750237e-08,6.3590853471851e-08,1.4206468490485236e-07
1833,5.444305384294523e-08,1.1351956286098641e-07,2.177722180363162e-07
1834,5.040646566811802e-08,2.520323283405901e-08,1.1854854053972019e-07
1835,8.092504089063368e-08,4.9160071569076536e-08,2.3521204184362432e-07
1836,6.922372675077781e-08,2.1573607389413496e-07,1.4920064472789818e-07
1837,6.401259333710385e-08,2.99189295560609e-08,2.511798586901648e-07
1838,7.006499758155371e-08,3.2192026155897224e-08,1.590664737705083e-07
1839,7.550793323929383e-08,1.4052865804359271e-07,1.2095252088784036e-07
1840,9.10865451952958e-08,1.974603480725534e-08,1.1465439797575527e-07
1841,1.020867226309008e-07,1.733548105065097e-08,2.3049769515282037e-07
1842,1.1538216160289494e-07,3.5553803456878086e-08,1.6770662414344883e-07
1843,9.273850531954508e-08,2.9534556134080958e-08,1.1459407289748924e-07
1844,1.0922237025923209e-07,9.879410178825765e-09,1.0812465944809446e-07
1845,1.1997489801629513e-07,1.2276501426544684e-08,1.3336744136838163e-07
1846,1.3406808685445526e-07,2.0490754648605503e-08,8.137756668524787e-08
1847,7.820174285910753e-08,4.853901280910122e-09,1.4022381833456166e-07
1848,9.815170187721378e-08,1.0458788002321029e-08,8.68883915927654e-08
1849,8.044238342108656e-08,1.6758828991214614e-08,9.887709495615127e-08
1850,1.8533959522670784e-07,1.2220192857625989e-08,1.5003681586023276e-07
1851,1.0254607563098261e-07,9.674158585326609e-09,1.6704045968651826e-07
1852,1.4192989472583406e-07,1.1067927019325907e-08,1.4974254569644074e-07
1853,9.734249228898761e-08,1.7915795513800958e-09,1.3317408331658953e-07
1854,1.574286372374445e-07,1.4547860527347467e-08,1.1274591926735411e-07
1855,1.5071702108571117e-07,4.192480318465641e-08,1.952952928263585e-07
1856,1.8016618152927322e-07,2.174419488909507e-08,1.2011078842633083e-07
1857,1.415637573831674e-07,2.6848300471726816e-08,1.3717039881733228e-07
1858,9.493731267795624e-08,2.985142322220469e-08,9.493731312204545e-08
1859,1.5327441182932944e-07,1.527651982691225e-08,1.2221215572871813e-07
1860,1.27703429608772e-07,1.6477862491148798e-08,1.0390207738630863e-07
1861,2.3815616945199736e-07,2.59378009070943e-08,9.526246569357966e-08
1862,1.9969498810112896e-07,1.8975542998012074e-08,7.454677608542681e-08
1863,1.1687412837524391e-07,1.6981710815322515e-08,8.24112407760147e-08
1864,1.2849870634212834e-07,2.5891530142096997e-08,9.157930236369793e-08
1865,1.4308806850493738e-07,4.189091623585384e-08,7.342677310617773e-08
1866,7.979604998986645e-08,7.298419646417642e-09,8.174229382262865e-08
1867,1.1792331733317951e-07,9.7056229719783e-10,1.5334883762818663e-07
1868,9.336361861400633e-08,2.865127013418345e-08,1.7141362462780307e-07
1869,1.31366663436161e-07,4.883519366671862e-09,1.0011214091054654e-07
1870,7.167561166809833e-08,1.2614907340946502e-08,8.887775493349181e-08
1871,4.779529660936532e-08,2.8677177965619194e-08,1.1789506815240713e-07
1872,6.773019789463319e-08,1.088521062175829e-08,1.1852784975729946e-07
1873,9.218446894720955e-08,8.97900703789034e-09,1.4067110232218738e-07
1874,5.0784177918483664e-08,1.1949218281515073e-09,1.6609412734069906e-07
1875,9.95545739179704e-08,3.032409406911185e-08,1.4818755778023274e-07
1876,4.534511055531709e-08,9.673623679873344e-09,1.4147674054498793e-07
1877,4.762308303263296e-08,6.184815992682502e-10,7.1743864404894e-08
1878,7.609251673201811e-08,1.0870359612447089e-08,1.1836613822424624e-07
1879,8.308682053481675e-08,1.4662380642960215e-08,1.0385852611261015e-07
1880,8.984984578574995e-08,3.2089231272180996e-09,7.508880361939418e-08
1881,3.2770783919833235e-08,4.8807553554297556e-09,1.0877111833451636e-07
1882,7.720246708586842e-08,4.658769592325029e-09,1.6505355660001442e-07
1883,7.204046426068089e-08,3.791603475633565e-09,9.542201961920682e-08
1884,4.423136790165927e-08,1.3203393933736152e-09,1.1883054185091169e-07
1885,3.867381265232339e-08,7.7347630522695e-09,9.023890101822474e-08
1886,5.033701711010252e-08,9.034849701716752e-09,7.7441569601433e-08
1887,3.133883907935342e-08,2.6115698492645834e-09,1.0968593411320171e-07
1888,5.135897973573833e-08,2.53624587998047e-09,7.989174832800927e-08
1889,4.009687459838318e-08,3.132568426877924e-09,7.894072062697433e-08
1890,5.177965489711056e-08,3.277193294515257e-09,1.907326456773717e-07
1891,3.633305567518619e-08,1.2748440081367107e-09,1.5744323889066436e-07
1892,7.208789210011446e-08,1.191017373614045e-08,8.023696174142003e-08
1893,4.4956440403698394e-08,4.3724757148311255e-08,6.527921680987703e-08
1894,6.301539601238915e-08,1.071261657159539e-08,9.137232015454799e-08
1895,5.8982422501685505e-08,1.1435367319734269e-08,7.884385033740671e-08
1896,7.194375228891658e-08,5.897029087265082e-09,5.366296207398591e-08
1897,6.00151510710134e-08,1.165342689013471e-08,7.632994969419826e-08
1898,9.845537318753372e-08,3.1120951149432585e-08,7.808530044783879e-08
1899,7.02002473929042e-08,5.527578395003729e-10,1.1276259748171924e-07
1900,6.540726771309124e-08,2.07642125715779e-09,9.707269410519359e-08
1901,5.756401266765465e-08,3.3532433496574754e-09,7.321247652569696e-08
1902,6.334266089425e-08,2.9461704187383475e-09,3.559955723542174e-07
1903,4.3201762167655033e-08,1.0800440541913758e-09,8.532348316769856e-08
1904,6.01958012325099e-08,9.674325340824907e-09,1.2092906676031134e-07
1905,5.8316576456718394e-08,4.1286072338664326e-09,8.102391868547443e-08
1906,5.9158121068492164e-08,8.745113411201544e-09,1.0545578166265557e-07
1907,6.325697654574469e-08,2.5714217422034835e-09,4.5257022462941165e-08
1908,3.2415166772992166e-08,6.875944702500192e-09,7.023286441310006e-08
1909,4.510806606017326e-08,2.2003934230241384e-09,1.0066799926988779e-07
1910,6.626747084403917e-08,9.085056262847502e-09,9.726354266437198e-08
1911,6.650467554436545e-08,1.1172785363555704e-08,8.672209705906653e-08
1912,6.720153383765748e-08,4.688478938419394e-09,8.022508701799325e-08
1913,5.5151093969474374e-08,3.1817937728995105e-09,9.757500762930249e-08
1914,3.8171438454526196e-08,4.018046340092951e-09,7.433385873500953e-08
1915,8.128725426104211e-08,8.246533234057551e-09,8.48214827264826e-08
1916,8.350471447649e-08,0.0,4.1752354462687435e-08
1917,6.908847682840502e-08,4.386569774084137e-09,3.61891991929042e-08
1918,4.479686666059024e-08,9.189101035644853e-09,7.466144502643601e-08
1919,5.893022919645219e-08,2.762354567309444e-09,6.813807790218007e-08
1920,4.694783584113793e-08,7.572231730534895e-10,5.6791736646744084e-08
1921,9.163024117242458e-08,7.572747429129834e-10,6.361107685037837e-08
1922,6.492583271011654e-08,2.951174138399182e-09,5.976127831486266e-08
1923,6.369568827935268e-08,5.307974060286824e-09,7.112685240784344e-08
1924,6.83256118350073e-08,5.156649773851996e-09,6.187979861849158e-08
1925,5.389107182729447e-08,3.299453377181294e-09,6.048997813756785e-08
1926,5.350146603522177e-08,1.1146138456652466e-09,5.9074532376968136e-08
1927,6.689534615134107e-08,0.0,6.020581289067906e-08
1928,5.48449977655352e-08,2.2852082448565625e-09,9.36935398154759e-08
1929,4.233354289340241e-08,6.684243825105796e-09,8.578112709045627e-08
1930,3.886333144187404e-08,9.453243188239924e-09,4.5165493789411926e-08
1931,3.877821352915589e-08,1.3686427990933225e-08,7.413481828422164e-08
1932,3.9454331357546835e-08,3.287861094491973e-09,7.014103653446568e-08
1933,5.620624632385329e-08,3.4411986593596566e-09,6.53827758601011e-08
1934,3.235026646564165e-08,2.3963160344919743e-09,7.069132301751324e-08
1935,5.50541061627996e-08,4.787313656606784e-09,3.7101681726881e-08
1936,4.243650053581405e-08,3.6374143697059935e-09,8.002311746579949e-08
1937,2.3923124703451037e-08,0.0,9.317427518418242e-08
1938,4.6674770715071645e-08,0.0,6.093650739558143e-08
1939,3.8235125288110794e-08,1.3764645423464117e-08,5.505858258203489e-08
1940,1.5214697057785997e-08,5.0715658339584024e-09,5.0715659227762444e-08
1941,2.9515025090631752e-08,2.9515025978810172e-09,6.493305448884712e-08
1942,7.282108560602296e-08,0.0,6.068423630267716e-08
1943,4.064529335323641e-08,5.806470415592457e-09,6.677441199975931e-08
1944,4.4984606262232774e-08,9.639558484764166e-09,6.42637232317611e-08
1945,2.6142048081823077e-08,6.535512131478072e-09,2.178504088234945e-08
1946,3.897909284233947e-08,8.352662561605939e-09,4.872386583087973e-08
1947,8.46381811303587e-08,1.0728783861324587e-08,4.649139517809431e-08
1948,3.3702851842676296e-08,0.0,5.979538286737807e-08
1949,5.5956945743673714e-08,0.0,3.9268032825390264e-08
1950,4.3604980959344175e-08,1.0635361480382244e-09,4.892266147749069e-08
1951,6.076999170545605e-08,7.462981344019681e-09,5.863771113112648e-08
1952,3.268889103846817e-08,2.1089607837865287e-09,3.796129455224673e-08
1953,3.339886434083894e-08,0.0,7.11072607462171e-08
1954,5.1794440736330216e-08,3.9090144454689835e-09,7.524853007367938e-08
1955,4.880516213390251e-08,1.8771215692936494e-09,6.66378130453893e-08
1956,4.360570926564833e-08,5.232684952005684e-09,3.1396108823855684e-08
1957,2.3854602293482685e-08,2.6505113104313693e-09,5.4777232361136186e-08
1958,3.22617488279775e-08,9.099467845885556e-09,8.189521194523763e-08
1959,5.1930010513956404e-08,3.100299128533379e-09,5.5805385201779245e-08
1960,4.014083287984249e-08,6.920833239831836e-09,7.612916963495309e-08
1961,3.682524507553353e-08,6.253343343143314e-09,6.11438017994459e-08
1962,5.327243357555744e-08,5.0735651235811474e-09,4.3759497803108616e-08
