year,autres_ADJ êtres_NOUN,autres_ADJ etres_NOUN,autres_ADJ lettres_NOUN
1879,9.04180126326537e-07,2.443730107160036e-09,1.8951127263022727e-06
1880,6.886348842272128e-07,0.0,1.3310613660166837e-06
1881,7.125902925508854e-07,1.3945015142624584e-09,1.5604471830243938e-06
1882,6.395825380423048e-07,2.6621540527571597e-09,2.1543481700803113e-06
1883,6.761692930012941e-07,1.2638677882037541e-09,1.745401455366391e-06
1884,5.684061079591629e-07,6.601696966868076e-10,1.3355233194900507e-06
1885,6.471418032560905e-07,2.5782542767416317e-09,1.6191437186563462e-06
1886,6.092070066188171e-07,0.0,1.3791052815292915e-06
1887,5.210081894801988e-07,1.3057849246322917e-09,1.1699833253331349e-06
1888,5.966518301647739e-07,3.1703073499755874e-09,1.5483780586578177e-06
1889,7.712383194302674e-07,1.2530273485467092e-09,1.5738023826372682e-06
1890,6.449516263273836e-07,1.3108772956016423e-09,1.3744548272853763e-06
1891,6.253109745557595e-07,1.2748440081367107e-09,1.2142889325161832e-06
1892,7.227594664982462e-07,1.8805537127519756e-09,1.5345318473691805e-06
1893,7.439367095685157e-07,1.8475249663474358e-09,1.3012734196848896e-06
1894,6.339348601613892e-07,1.2603078580752936e-09,1.216197105691208e-06
1895,5.838056154061633e-07,4.814891374493868e-09,1.0550631621697448e-06
1896,7.748695907139336e-07,5.89702897624278e-10,1.317396312927599e-06
1897,6.001515089337772e-07,4.661370844871726e-09,1.2457513474117832e-06
1898,6.642908374487888e-07,1.6975064687230201e-09,1.4524997293818842e-06
1899,6.699424943690246e-07,5.527578395003729e-10,1.4874713460955036e-06
1900,6.348657848320727e-07,9.34389543516545e-09,1.2427381168578222e-06
1901,7.466555302926281e-07,3.353243460679778e-09,1.1367495194036792e-06
1902,6.113303356869437e-07,1.4730852093691738e-09,1.0670047343452893e-06
1903,6.723274168507487e-07,8.640351989441797e-09,1.042242521620551e-06
1904,7.121378189367533e-07,2.1498500757388683e-09,1.0303156505742095e-06
1905,6.708986575176823e-07,5.160759042333041e-10,1.1890388922353168e-06
1906,7.042388574518554e-07,3.6009292214700395e-09,1.1764749814346942e-06
1907,6.901695996930357e-07,0.0,1.1699968389677906e-06
1908,8.310070143124904e-07,1.4734167219643268e-09,1.1708752012395962e-06
1909,6.815718620600819e-07,3.300590190047359e-09,1.1271514956945339e-06
1910,6.258000553316379e-07,3.206490406526541e-09,1.0832593480003538e-06
1911,7.677300004615972e-07,1.0640748282497725e-09,1.0917407298194348e-06
1912,8.246514084930823e-07,6.772247651554153e-09,1.0731407904529533e-06
1913,7.684031970711658e-07,1.590896969716482e-09,9.990833067519134e-07
1914,6.361906343954615e-07,4.0180461735594974e-09,1.0728182875396897e-06
1915,4.606278025676147e-07,0.0,1.1615831807532118e-06
1916,5.153119673195761e-07,0.0,9.96562858457395e-07
1917,6.76628360452014e-07,3.2899273305631027e-09,8.498978685267389e-07
1918,4.962114417139674e-07,0.0,9.912742768847238e-07
1919,6.086387998038845e-07,7.366278698128781e-09,1.1123080501107552e-06
1920,7.261770065269957e-07,2.5745587883818644e-08,7.51165394774489e-07
1921,6.330816972877074e-07,4.543648568500203e-09,8.746523452174415e-07
1922,7.045928214211017e-07,5.902348387820666e-09,6.175332165625491e-07
1923,8.32290311336692e-07,5.307974060286824e-09,8.429062994252945e-07
1924,7.593166628794279e-07,3.867487219366694e-09,9.952334583118727e-07
1925,8.18264425106463e-07,2.1996355847875293e-09,9.293460561110578e-07
1926,8.370749924324628e-07,2.229227691330493e-09,8.794303516523883e-07
1927,9.566034577801474e-07,5.574612549352764e-09,8.640649404867418e-07
1928,6.787068400626595e-07,3.4278122562625413e-09,9.300797430000785e-07
1929,6.829068865954468e-07,7.798284462623428e-09,8.979167347433759e-07
1930,6.722306125084287e-07,4.201441416995522e-09,8.581444168598296e-07
1931,6.444026325880259e-07,2.2810713318222042e-09,7.687210619167217e-07
1932,6.740115168213379e-07,0.0,1.0049895244890195e-06
1933,5.494447350429255e-07,3.4411986593596566e-09,9.486237502187578e-07
1934,6.781574484193698e-07,1.1981580172459871e-09,8.998166762808069e-07
1935,6.762080602129572e-07,4.787313656606784e-09,8.198274494830571e-07
1936,7.577946803394298e-07,3.6374143697059935e-09,8.050810524906638e-07
1937,7.504306154260121e-07,3.777335333410292e-09,8.876738408769569e-07
1938,8.479250368509383e-07,3.8895642262559704e-09,7.779128399221236e-07
1939,9.176430353363685e-07,3.058810094103137e-09,6.867028581325485e-07
1940,6.440888569159142e-07,0.0,7.277696920660048e-07
1941,6.227670610314817e-07,0.0,7.378756397002917e-07
1942,9.466740493735415e-07,0.0,1.0771451606217397e-06
1943,8.854867132868094e-07,2.9032352077962287e-09,7.141958360268319e-07
1944,9.318239904132497e-07,0.0,6.844086701818242e-07
1945,8.910081419344351e-07,4.357008087652048e-09,6.404801862203158e-07
1946,1.1665885040201829e-06,1.3921104269343232e-09,5.651968564279741e-07
1947,9.953927246897365e-07,1.1920870957027319e-09,7.14060178985676e-07
1948,8.490944196637429e-07,5.435943917220243e-09,6.80580152234711e-07
1949,7.7652538266193e-07,4.908504158684934e-09,5.477890843152977e-07
1950,8.593372058385285e-07,0.0,6.413122921600234e-07
1951,8.465153200631903e-07,7.462981344019681e-09,7.633563887665673e-07
1952,8.035140695028531e-07,1.0544803918932644e-09,6.727585040167128e-07
1953,7.390845553345571e-07,1.0773827385790469e-09,6.345784377970176e-07
1954,9.743218924995745e-07,7.818028890937967e-09,6.088290056549539e-07
1955,7.714969569860841e-07,9.385607846468247e-10,6.663781313420714e-07
1956,7.700767810092657e-07,8.72114158667614e-10,6.488529162851364e-07
1957,7.341916443692753e-07,4.417518850718949e-09,6.900164208900605e-07
1958,6.708789328513376e-07,1.6544486891589827e-09,6.468894366840061e-07
1959,7.696492616560136e-07,3.022791572604433e-08,7.022177590521039e-07
1960,7.197666604952246e-07,6.920833350854139e-10,6.512504189259971e-07
1961,8.393376447202172e-07,4.863711433600315e-09,6.711921924917874e-07
1962,8.130388096105889e-07,1.7123282347597524e-08,6.722473724352085e-07
1963,7.545884272985859e-07,9.052474769788432e-09,5.890574255040804e-07
1964,7.325097612920217e-07,6.692365217553231e-09,8.870425602935939e-07
1965,8.410530654145987e-07,1.0944086747954884e-09,1.0604820595006004e-06
1966,6.896148079249542e-07,8.862519718100259e-09,8.502479857952494e-07
1967,7.548343887719966e-07,4.437301970305896e-09,1.4105690535615167e-06
1968,7.877943630774098e-07,2.69484942694298e-09,9.728406524800448e-07
1969,5.922452146478463e-07,1.8167030935156703e-09,7.684654095285737e-07
1970,6.746329859197431e-07,3.6789800095249348e-09,8.116749370401521e-07
1971,6.443550546464394e-07,2.569198631618974e-09,7.661350487353502e-07
1972,6.489635779871605e-07,2.5650734314375256e-09,7.854254810979455e-07
1973,5.612441213997954e-07,7.718485517393958e-09,8.694322453095538e-07
1974,5.558064799515705e-07,5.625571564138454e-09,8.100823114531863e-07
1975,5.340233997230825e-07,3.4268881066168433e-09,8.921332153022377e-07
1976,5.793516493213247e-07,6.284879505713548e-09,6.444858327014913e-07
1977,5.606449917650025e-07,6.464460078348111e-09,6.693654484024592e-07
1978,5.269304779176309e-07,5.346532105932056e-09,7.134650301665602e-07
1979,5.816861516905192e-07,7.607565244427406e-09,7.332522589109658e-07
1980,5.241709004621953e-07,8.527725858797908e-09,6.094481248553052e-07
1981,6.338200364552904e-07,1.0753434143140339e-08,6.970755537238915e-07
1982,7.293814974218549e-07,2.483000915987077e-09,8.3118454341502e-07
1983,5.967973493170575e-07,2.4629731809611144e-08,5.860613194741404e-07
1984,6.11795371696644e-07,4.059305891424003e-09,5.926586434945591e-07
1985,5.203457931202138e-07,4.210890747202711e-09,6.015557914018643e-07
1986,6.198297910486872e-07,3.5966913891627428e-09,6.426088550171016e-07
1987,5.964157026028261e-07,0.0,6.28191944684886e-07
1988,5.930591555625142e-07,1.9188972133488136e-08,5.432877818734028e-07
1989,5.784480663351133e-07,2.1952488715726304e-09,6.755878301234475e-07
1990,7.65535446589638e-07,4.90378582185258e-09,5.906337516847771e-07
1991,7.022035219961253e-07,9.378343990285032e-09,5.890772376559994e-07
1992,6.32541571121692e-07,5.509944278614398e-09,6.022369172242747e-07
1993,5.71646182834229e-07,8.862731881720265e-09,7.034793538807094e-07
1994,6.503984764094639e-07,3.692448680148175e-09,6.778280963182226e-07
1995,6.924469744262751e-07,8.675921314704738e-09,5.980963520002547e-07
1996,6.475106033576594e-07,3.2028553142993132e-09,5.775815932196338e-07
1997,6.362824933603406e-07,3.835915585170824e-09,5.53330844699218e-07
1998,6.394061529135797e-07,6.198568103243929e-09,5.964929874480163e-07
1999,6.896433433212223e-07,3.6561609850771504e-09,5.93212083899175e-07
2000,7.046760401863139e-07,2.2090157481002848e-09,5.389998474214508e-07
2001,7.014319862719276e-07,1.0953029760951694e-08,7.741601000255116e-07
2002,7.947535891617008e-07,8.762443215459825e-09,5.975985963857511e-07
2003,7.392121119664807e-07,3.7502305705316985e-09,6.137877672784953e-07
2004,6.734925932505575e-07,3.523833003171717e-09,5.80551484219427e-07
2005,7.494239184779872e-07,2.702249757291497e-09,5.940445433338937e-07
2006,7.47808826417895e-07,5.7650459961422484e-09,6.028590906481668e-07
2007,7.281935836545017e-07,1.9972397624634652e-09,6.059625143883807e-07
2008,7.510123509746336e-07,3.405951742863067e-09,6.011504929404055e-07
2009,7.466989586646378e-07,2.384096253749135e-09,5.512030769594389e-07
2010,8.063514655987092e-07,9.447586046817946e-10,4.2136234967848907e-07
2011,7.280842737600324e-07,3.0591775224131368e-09,3.732196627304063e-07
2012,7.792334599798778e-07,6.808505426114664e-10,4.0034012838141564e-07
2013,8.623974849797378e-07,1.1156500168141292e-09,4.086068325914738e-07
2014,8.668276905154926e-07,4.330890313042346e-09,4.783468517954859e-07
2015,8.733306913200067e-07,2.2165753954528356e-10,4.0629826658644674e-07
2016,9.80572394837509e-07,1.0356700219649184e-09,4.962930961749379e-07
2017,8.910295150599268e-07,3.2702947017071438e-09,3.710526741418363e-07
2018,9.701151384433615e-07,3.0977600484760615e-09,4.009017921524638e-07
2019,9.048353604157455e-07,2.295888978931515e-09,5.448909874417041e-07
