year,mes_DET êtres_NOUN,mes_DET lettres_NOUN
1850,0.0,2.1521118114264937e-06
1851,0.0,1.7826249134600403e-06
1852,3.2552727180501506e-09,1.9427467705668278e-06
1853,5.971931837933653e-10,1.6948342036471331e-06
1854,0.0,1.941100194358114e-06
1855,2.653468555990912e-09,1.7125486166946757e-06
1856,6.212626857404757e-09,1.7431595686900891e-06
1857,1.4644527812635033e-09,1.743675014154178e-06
1858,4.893676019968041e-10,2.440476158938054e-06
1859,1.018434669930457e-09,2.1407497570180567e-06
1860,9.154367819341758e-10,2.096350129932034e-06
1861,0.0,2.195281050276776e-06
1862,0.0,3.2493357871032913e-06
1863,0.0,2.057284280709837e-06
1864,4.794727948009836e-10,2.1422844724838797e-06
1865,1.4120533631256649e-09,2.9111832233752466e-06
1866,4.865612912574591e-10,2.0678853900335525e-06
1867,0.0,1.953256656861413e-06
1868,1.4819622196071691e-09,1.545192652940841e-06
1869,0.0,1.8127623206964927e-06
1870,0.0,1.945562782879051e-06
1871,0.0,1.5698099531391563e-06
1872,1.2094678591978436e-09,1.9913888849032446e-06
1873,1.7958012854535355e-09,1.9568248355028572e-06
1874,0.0,1.6609413009405216e-06
1875,2.2886108563824337e-09,1.9779319799795303e-06
1876,2.418405919968336e-09,2.578020591670338e-06
1877,0.0,2.2735384703764794e-06
1878,0.0,1.6679962584476016e-06
1879,6.10932526790009e-10,1.6733442080862915e-06
1880,0.0,2.3823046007009907e-06
1881,2.7890030285249168e-09,2.454322782341478e-06
1882,0.0,2.097777368703646e-06
1883,1.8958017378167824e-09,1.950147940021907e-06
1884,6.601696966868076e-09,1.5322538615691883e-06
1885,1.933690763067375e-09,1.432220230412895e-06
1886,3.2267319927115068e-09,1.3745878213455853e-06
1887,6.528924623161458e-10,1.4500741851719567e-06
1888,3.804368819970705e-09,1.5160410029579907e-06
1889,1.2530273485467092e-09,1.6640203313045276e-06
1890,0.0,1.5101306800602288e-06
1891,5.736798147637501e-09,1.4271878221450152e-06
1892,6.268512375839919e-10,1.4298476873619848e-06
1893,1.847525021858587e-09,1.3012734196848896e-06
1894,1.8904617871129403e-09,1.4569158759414336e-06
1895,1.2037228991346183e-09,1.4667362968623365e-06
1896,1.179405795248556e-09,1.4282604157145329e-06
1897,1.1653427112179315e-09,1.0715326279608917e-06
1898,5.6583548957434e-10,1.5147415854954716e-06
1899,3.3165470370022376e-09,1.4111907358227427e-06
1900,1.5573159428683425e-09,1.2754417584304178e-06
1901,1.3412973842719111e-08,1.1423381796049625e-06
1902,2.9461704187383475e-09,1.1053048876163984e-06
1903,5.400220270956879e-10,1.2690517756652753e-06
1904,2.1498500757388683e-09,1.1157722248356094e-06
1905,0.0,1.3696654228567695e-06
1906,5.144184522798412e-10,1.4038479907441115e-06
1907,5.142843373384665e-10,1.3078251228648696e-06
1908,0.0,1.5446318855083518e-06
1909,3.300590023513905e-09,1.6491949068608847e-06
1910,0.0,1.3515357366600256e-06
1911,1.5961122423746588e-09,1.445013597667355e-06
1912,2.6047106693738442e-09,1.7946455770356806e-06
1913,1.060597942803554e-09,1.1735516629585163e-06
1914,6.027069510139427e-09,1.4069858025322901e-06
1915,0.0,9.76625136317466e-07
1916,2.197492410260793e-09,8.559233171112623e-07
1917,0.0,9.727218266419868e-07
1918,5.743188147278033e-09,8.419513637392129e-07
1919,1.8415696745321952e-09,8.259439780999855e-07
1920,1.514446346106979e-09,1.0631413474015972e-06
1921,7.572747762196741e-09,8.875260100182913e-07
1922,5.902348387820666e-09,9.761008818998107e-07
1923,0.0,1.224018816969874e-06
1924,0.0,1.4167895763250726e-06
1925,2.1996355847875293e-09,1.8850876521980808e-06
1926,1.1146138456652466e-09,1.6908691762296257e-06
1927,3.344767462998277e-09,1.7972550221401207e-06
1928,5.713020723163709e-09,1.5070948471418433e-06
1929,1.1140406375176326e-09,1.5451743067274037e-06
1930,3.1510811737689437e-09,1.3213532721323418e-06
1931,1.0264820993199919e-08,1.3526753361858823e-06
1932,1.0959536611565568e-09,1.2208924182743885e-06
1933,2.2941324395731044e-09,1.6380105858360139e-06
1934,1.1981580172459871e-09,1.313181140716324e-06
1935,1.196828414151696e-09,1.0974917055150968e-06
1936,1.2124714565686645e-09,7.759817091113064e-07
1937,1.2591118148108649e-09,1.057653940428338e-06
1938,1.4261736125398272e-08,1.0398102396891318e-06
1939,0.0,1.127171568526819e-06
1940,0.0,7.911642914137929e-07
1941,0.0,1.4167212647464567e-06
1942,6.068423541449874e-09,1.653645391286318e-06
1943,1.1612940831184915e-08,9.17422333657214e-07
1944,3.2131861615880553e-09,9.029053273934551e-07
1945,8.714016175304096e-09,1.0108258692298477e-06
1946,0.0,9.118323234247327e-07
1947,4.7683483828109274e-09,1.422159852992877e-06
1948,5.435943917220243e-09,9.5672613653619e-07
1949,1.9634016634739737e-09,9.83664211418045e-07
1950,0.0,1.0954422382525308e-06
1951,4.264560704569931e-09,1.4872655498265885e-06
1952,0.0,1.1356753706337486e-06
1953,1.508335811806205e-08,1.33272240177007e-06
1954,4.886268278880834e-09,1.3867228183528368e-06
1955,6.569925492527773e-09,1.1403513369145912e-06
1956,2.441919733087161e-08,1.009036079580028e-06
1957,3.534015080575159e-09,9.621356040767637e-07
1958,1.6544486891589827e-09,1.0224492896782067e-06
1959,1.3176271629333769e-08,1.2625968039969848e-06
1960,8.997083078554624e-09,1.202148744994247e-06
1961,1.3896318540318475e-09,1.063068324924643e-06
1962,4.43936931660005e-09,1.2912223006367185e-06
1963,2.5864212993553792e-09,9.608555160411925e-07
1964,1.8251904432275978e-09,1.6816088042048705e-06
1965,1.6416130677043839e-09,1.3931822664403626e-06
1966,6.6468897053084675e-09,9.405349139512964e-07
1967,4.437302081328198e-09,1.2444166550551472e-06
1968,2.69484942694298e-09,1.1417178953365692e-06
1969,1.3625273409534344e-09,1.2031115907973344e-06
1970,5.518470125309705e-09,1.0351729926583175e-06
1971,6.679916619845017e-09,1.1705269074013813e-06
1972,6.669190977248718e-09,1.2804846676317538e-06
1973,3.307922213924286e-09,1.0486114057073337e-06
1974,6.188128787165681e-09,7.87580013650313e-07
1975,1.7134440533084216e-09,8.116013532344368e-07
1976,5.713526873840635e-10,8.547436447514656e-07
1977,2.938390863960194e-09,7.052137984686624e-07
1978,5.940591241149207e-09,9.93266873194898e-07
1979,4.096381456264453e-09,1.4360742817132177e-06
1980,2.8425752862659692e-09,8.681224912265861e-07
1981,8.855769451088236e-09,7.331311753233649e-07
1982,4.345251602977385e-09,7.175872500653213e-07
1983,9.47297440490047e-09,7.767838745564859e-07
1984,5.219107812592938e-09,8.095415964248787e-07
1985,6.015557829641693e-09,7.543509710217222e-07
1986,5.395036972721812e-09,9.507254183915848e-07
1987,5.49973533381376e-09,8.536811257897625e-07
1988,2.398621523624911e-09,5.300953604958636e-07
1989,7.134558943633351e-09,8.248647374031748e-07
1990,4.90378582185258e-09,7.344781369766906e-07
1991,2.9307325455363298e-09,8.129852466787213e-07
1992,7.713921945651236e-09,6.727641839177068e-07
1993,5.539207315052863e-09,1.1643413699857774e-06
1994,2.637463358823311e-09,7.827991144182533e-07
1995,5.4224509327127635e-09,8.415643417691854e-07
1996,5.338092190498855e-10,8.669061521970889e-07
1997,4.315404922294874e-09,7.312214265198236e-07
1998,9.059445638115449e-09,8.444357062487029e-07
1999,5.484241422104574e-09,7.403725668098105e-07
2000,5.743440834038438e-09,6.671227383847622e-07
2001,3.943090742808408e-09,7.364816836386012e-07
2002,3.504977197366088e-09,8.030779188317183e-07
2003,8.333846168717685e-09,9.925610129357665e-07
2004,8.369103104977071e-09,8.320650817239539e-07
2005,7.656374201303606e-09,8.349951592379057e-07
2006,7.0004128605027915e-09,8.421084869425499e-07
2007,1.118454290294224e-08,8.01292576291246e-07
2008,4.6831836186811415e-09,7.646361934732226e-07
2009,5.245011536203492e-09,8.992810869301593e-07
2010,1.7005655106316908e-08,7.34077456598925e-07
2011,1.2619107536693264e-08,6.86785387671307e-07
2012,1.0212757750593937e-08,8.374461657467691e-07
2013,1.1714325509615264e-08,9.533229365921159e-07
2014,1.342575989271566e-08,9.727179612895043e-07
2015,1.440773989003219e-08,1.0180731013775812e-06
2016,1.6777854328076103e-08,1.141515524771819e-06
2017,1.5345229087415646e-08,8.145549621474402e-07
2018,2.0393587263356494e-08,1.072341215824224e-06
2019,1.76018148390078e-08,1.039017346826654e-06
