year,auriez_VERB eu_VERB,auriez_VERB lu_VERB
1905,1.1250454434730273e-07,2.0643036169332163e-09
1906,7.253299827425508e-08,2.572092316910357e-09
1907,9.051404248339168e-08,2.5714217422034835e-09
1908,9.331639461152008e-08,9.822778146428846e-10
1909,1.0616898293847044e-07,1.6502950117569526e-09
1910,1.0634860103664323e-07,5.34415089958884e-09
1911,9.789488331080065e-08,0.0
1912,1.0262559868579046e-07,2.6047106693738442e-09
1913,9.863560990197584e-08,0.0
1914,1.1317496984020181e-07,0.0
1915,5.890380805340101e-08,1.1780761921542648e-09
1916,5.383856560570166e-08,3.2962386153911893e-09
1917,6.799183438488399e-08,0.0
1918,5.743188324913717e-08,1.1486376294556067e-09
1919,1.0312790266198135e-07,9.207848372660976e-10
1920,9.616734075734712e-08,2.2716695191604686e-09
1921,1.0223209301329916e-07,2.2718242842501013e-09
1922,1.6379016187784146e-07,7.377935484775833e-10
1923,1.2526818693459063e-07,2.1231896241147297e-09
1924,1.250487571269332e-07,0.0
1925,9.128487477028102e-08,6.598906754362588e-09
1926,1.058883185578452e-07,2.229227691330493e-09
1927,1.3379069230268215e-07,2.2298449753321847e-09
1928,1.0854738974330758e-07,1.1426041224282812e-09
1929,1.1586022452547695e-07,5.570202965543558e-09
1930,1.3129503884101723e-07,3.1510811737689437e-09
1931,9.238338805062085e-08,4.5621426636444085e-09
1932,8.658033578967661e-08,8.767629289252454e-09
1933,8.02946331646126e-08,1.1470662197865522e-09
1934,9.824896096688462e-08,0.0
1935,1.1250187270661627e-07,5.98414207075848e-09
1936,7.396075574206407e-08,2.424942913137329e-09
1937,5.162358363008934e-08,0.0
1938,8.168085230408906e-08,0.0
1939,7.494084997006212e-08,3.058810094103137e-09
1940,7.100192078723921e-08,0.0
1941,9.444808313219255e-08,0.0
1942,7.282108072104165e-08,0.0
1943,1.3935529352693266e-07,1.4516175816936538e-08
1944,9.318240046241044e-08,0.0
1945,9.149717072887142e-08,2.178504043826024e-09
1946,9.744773166175946e-08,0.0
1947,1.4424253436118306e-07,4.7683483828109274e-09
1948,6.631851334759631e-08,0.0
1949,8.737137591197097e-08,9.817008317369869e-10
1950,1.1592543813776501e-07,5.317680518146517e-09
1951,1.151431376911205e-07,5.330700769690111e-09
1952,8.119499028680366e-08,1.0544804140977249e-08
1953,9.696444891460487e-08,2.1547654771580937e-09
1954,1.1140691213995524e-07,2.9317608341017376e-09
1955,1.0605737088553724e-07,2.815682353940474e-09
1956,9.854890237193104e-08,5.232684952005684e-09
1957,9.718541349457155e-08,8.835037701437898e-10
1958,8.685855590329083e-08,4.9633461784992505e-09
1959,8.758345160231329e-08,1.5501495642666896e-09
1960,8.651041838447782e-08,3.460416619915918e-09
1961,9.17157052526818e-08,1.3896318540318475e-09
1962,9.068997997019324e-08,5.0735651235811474e-09
1963,7.823924619287936e-08,3.879631726988464e-09
1964,1.320221088008111e-07,3.6503808864551957e-09
1965,1.1272409494722524e-07,3.2832261354087677e-09
1966,7.477751040596559e-08,2.769537488234164e-09
1967,1.0304401598659751e-07,2.465167847631733e-09
1968,9.70145848100401e-08,2.6948494546985557e-09
1969,8.129746476015498e-08,2.7250546263957176e-09
1970,1.1174901715094165e-07,5.058597540852361e-09
1971,8.529740114227025e-08,5.138397263237948e-09
1972,9.182962656950622e-08,1.5390440033513642e-09
1973,7.277429148189185e-08,5.513203782392395e-10
1974,6.694430254583494e-08,1.1251143350321513e-09
1975,5.8257096924307916e-08,1.1422960355389478e-09
1976,5.713526718409412e-08,1.7140580066410394e-09
1977,5.641710743020667e-08,5.876781838942691e-10
1978,7.306927329864266e-08,1.1881182704343018e-09
1979,7.72460495568339e-08,9.948355028654987e-09
1980,5.2871900635409474e-08,2.8425752862659692e-09
1981,8.159958753140018e-08,4.427884725544118e-09
1982,5.710901973543514e-08,4.345251713999687e-09
1983,5.7469375036589554e-08,5.052252838311233e-09
1984,6.72685018798802e-08,0.0
1985,5.233535560478231e-08,3.0077789148208467e-09
1986,6.773768745915731e-08,5.395036861699509e-09
1987,4.949761489569937e-08,1.8332451112712533e-09
1988,5.696726290693732e-08,1.1993107618124554e-09
1989,5.488122312158339e-08,2.1952488715726304e-09
1990,4.6858399826987807e-08,1.089730194969718e-09
1991,7.561290260582609e-08,2.344586080837985e-09
1992,6.171137556520989e-08,3.856960972825618e-09
1993,6.536264862688768e-08,2.2156829704300662e-09
1994,6.646407513244412e-08,2.1099706426497278e-09
1995,6.073145186746842e-08,3.795715741716776e-09
1996,5.4982351116450445e-08,1.2811421257197253e-08
1997,5.6100265766190205e-08,1.438468344439059e-09
1998,5.4833485307881347e-08,4.291316191284977e-09
1999,7.129514045800533e-08,3.1991407301035224e-09
2000,4.329670844072098e-08,3.5344251969604557e-09
2001,4.950769394440613e-08,3.066848330846028e-09
2002,4.468845915539532e-08,3.066854992184176e-09
2003,6.583738354493107e-08,2.083461403401543e-09
2004,4.052407831522942e-08,1.7619165015858584e-09
2005,6.620511783239635e-08,5.404499514582994e-09
2006,6.218013481884554e-08,2.8825228870488218e-09
2007,7.749289920866431e-08,1.997239706952314e-09
2008,7.70596599863893e-08,4.6831836186811415e-09
2009,7.629108011997232e-08,1.907277002999308e-09
2010,9.636537612323082e-08,2.8342759250676863e-09
2011,1.2274949767743237e-07,3.059177577924288e-09
2012,1.3038287249855784e-07,3.063827413996023e-09
2013,1.6790532697541494e-07,3.6258624991347688e-09
2014,1.6977089956071723e-07,1.775665126046988e-08
2015,1.861923379919972e-07,4.43315073539452e-09
2016,1.895276113828004e-07,3.935546111222266e-09
2017,1.3383052532844886e-07,3.2702947017071438e-09
2018,1.719256772503286e-07,3.0977600484760615e-09
2019,1.7984463340781076e-07,1.836711227554133e-08
