year,cents_ADJ yeux_NOUN,cents_ADJ lieux_NOUN
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,1.1881182704343018e-09,5.346532105932056e-09
1979,2.3407893401383717e-09,1.0533551808578068e-08
1980,5.116635559687666e-09,6.253665585376211e-09
1981,3.795329828193417e-09,4.427884725544118e-09
1982,6.207502289967692e-10,4.966001831974154e-09
1983,6.315316047889041e-10,3.78918940668882e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,4.210890747202711e-09,1.3234227935754461e-08
1986,1.7983456945813714e-09,5.395036861699509e-09
1987,1.8332451112712533e-09,7.944062296871834e-09
1988,1.798966087207532e-09,1.0793796967334401e-08
1989,5.488122178931576e-10,7.134558721588746e-09
1990,1.6345953479657283e-09,7.083246433836621e-09
1991,1.7584396161396398e-09,1.4653663171770859e-08
1992,2.2039776670368383e-09,7.162927584403178e-09
1993,1.1078414852150331e-09,8.862731881720265e-09
1994,1.5824779264761446e-09,8.967375286772494e-09
1995,1.0844901643380922e-09,1.138714633697191e-08
1996,4.270473752399084e-09,1.1209993822092201e-08
1997,1.917957792585412e-09,4.794894259418925e-09
1998,3.814503379828693e-09,1.0966696883940585e-08
1999,2.285100553223174e-09,8.683382013430219e-09
2000,3.092622158362701e-09,6.627047355323157e-09
2001,4.3812117822561447e-10,7.448059946568719e-09
2002,8.76244299341522e-10,7.448076377869484e-09
2003,1.6667691671301554e-09,8.333845613606172e-09
2004,3.523833003171717e-09,1.2333415178034102e-08
2005,7.205999352777326e-09,1.6663873836364473e-08
2006,8.235779835885637e-10,7.823991232669414e-09
2007,5.192823504529542e-09,7.190063211481856e-09
2008,5.960415716543821e-09,1.1069342775726909e-08
2009,4.76819250749827e-09,1.0013204487790972e-08
2010,2.8342759250676863e-09,7.085689368580006e-09
2011,4.971163480860241e-09,4.206369030868018e-09
2012,6.808505315092361e-09,2.0425516833455504e-09
2013,5.578249862026041e-09,5.857162754807632e-09
2014,4.980523993225461e-09,6.9294245896855955e-09
2015,3.768178213903184e-09,4.876465897751814e-09
2016,2.0713399884186856e-09,4.764082017771898e-09
2017,2.7671724911471074e-09,4.779661555431858e-09
2018,2.8396134332808742e-09,4.3884935685412074e-09
2019,5.612172948588068e-09,4.3366790158927415e-09
