year,cents_ADJ yeux_NOUN,cents_ADJ lieux_NOUN
1800,0.0,0.0
1801,0.0,3.5717739876872656e-08
1802,0.0,4.475680270843441e-09
1803,0.0,1.755305234496518e-08
1804,0.0,1.4831105232815389e-08
1805,0.0,8.528632911009026e-09
1806,2.881669125542885e-09,0.0
1807,0.0,1.1387820464392462e-08
1808,0.0,9.064295980465431e-09
1809,2.259030518203531e-09,0.0
1810,0.0,2.3401267590372754e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,5.3344164641089264e-09
1813,0.0,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,6.227493631882908e-09
1818,0.0,2.026600220972341e-08
1819,0.0,0.0
1820,0.0,1.1866481131050932e-08
1821,0.0,6.903041693817613e-09
1822,0.0,1.5038423839541792e-08
1823,0.0,2.9648061783404955e-09
1824,2.5263338088166165e-09,3.3684450784221553e-08
1825,7.044354433105582e-09,2.4655239627691117e-08
1826,8.807984341885344e-10,1.4092774947016551e-08
1827,0.0,0.0
1828,0.0,1.3758452155343548e-08
1829,0.0,6.001223074036943e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,0.0
1832,1.3529969367098715e-09,4.058990921151917e-09
1833,1.1583628500844156e-09,4.6334514003376626e-09
1834,1.8669061851994684e-09,1.8669061851994684e-09
1835,0.0,1.8907719834260206e-08
1836,0.0,6.720750067579218e-10
1837,8.349468672008697e-09,4.87052354003481e-09
1838,6.312161904276081e-10,1.3886756633496589e-08
1839,0.0,4.194885327990505e-09
1840,1.9109065441114126e-09,7.64362617644565e-09
1841,6.420548537278137e-10,4.494383976094696e-09
1842,0.0,1.475818312002275e-08
1843,0.0,4.7255288571079745e-09
1844,2.195424508855126e-09,1.0428266250528395e-08
1845,0.0,5.580227946389016e-10
1846,0.0,5.854501328173001e-10
1847,5.393223645455691e-10,3.235934187273415e-09
1848,0.0,3.218088684420195e-09
1849,0.0,8.379414939696517e-10
1850,1.3577992064028876e-09,1.3577992064028876e-09
1851,1.9348316282474798e-09,5.159551008659946e-09
1852,0.0,3.2552727180501506e-09
1853,8.957897534855874e-09,8.957897534855874e-09
1854,2.5978321716024766e-09,2.0782657816909023e-09
1855,5.837630823180007e-09,6.368324534378189e-09
1856,2.0708756931497874e-09,5.694908100650764e-09
1857,9.763018171682347e-10,6.345961978126979e-09
1858,3.4255731584664773e-09,3.4255731584664773e-09
1859,4.582956236731661e-09,4.582956236731661e-09
1860,3.661747127736703e-09,5.034902272882391e-09
1861,8.960331143725853e-09,2.357981809808507e-09
1862,4.066187830886747e-09,2.2589932147099034e-09
1863,4.994620828036034e-10,4.495158911765884e-09
1864,1.9178911792039344e-09,4.794727948009836e-10
1865,3.765475486972036e-09,2.8241067262513297e-09
1866,1.0217787504984699e-08,9.731225825149181e-10
1867,9.7056229719783e-10,2.91168689159349e-09
1868,1.4819622196071691e-09,1.0373735648272486e-08
1869,2.441759683335931e-09,2.441759683335931e-09
1870,2.2936195165357276e-09,5.160643912205387e-09
1871,0.0,0.0
1872,1.2094678591978436e-09,1.269941218851045e-08
1873,2.9930022904522957e-09,7.781805422268917e-09
1874,5.974609140757536e-10,5.974609251779839e-09
1875,5.149374260327022e-09,1.2587359599081083e-08
1876,0.0,6.650616057868319e-09
1877,0.0,5.566334504436554e-09
1878,1.0266450800600069e-08,7.850815109122777e-09
1879,6.10932526790009e-10,0.0
1880,3.2089231272180996e-09,1.9253538763308597e-09
1881,0.0,3.4862537301449947e-09
1882,6.655385131892899e-10,9.317538740560849e-09
1883,0.0,3.159669414998234e-09
1884,0.0,0.0
1885,0.0,7.090199094506033e-09
1886,3.2267319927115068e-09,2.5813855497602844e-09
1887,9.140494583448344e-09,6.528924623161458e-10
1888,6.340614699951175e-10,2.53624587998047e-09
1889,1.0024218788373673e-08,1.0024218788373673e-08
1890,1.3108772956016423e-09,7.865263995654459e-09
1891,1.9122659011827636e-09,3.1871101313640793e-09
1892,1.8805537127519756e-09,2.5074049503359674e-09
1893,1.847525021858587e-09,1.2316833108982905e-09
1894,2.520615716150587e-09,6.301539290376468e-09
1895,6.018614495673091e-10,2.4074457982692365e-09
1896,1.179405795248556e-09,4.1279202278587945e-09
1897,4.078699600285063e-09,0.0
1898,0.0,0.0
1899,2.7637891975018647e-09,6.080336234504102e-09
1900,1.038210628578895e-09,5.19105292084987e-09
1901,1.1177477832191585e-09,6.147612641171918e-09
1902,2.455141867585553e-09,1.9641135384773634e-09
1903,1.0800440541913758e-09,2.1600881083827517e-09
1904,2.6873125946735854e-09,2.1498500757388683e-09
1905,1.5482277682110634e-09,5.160759042333041e-10
1906,0.0,3.600929110447737e-09
1907,1.028568674676933e-09,1.028568674676933e-09
1908,5.40252820258047e-09,1.4734167219643268e-09
1909,1.1001967115120692e-09,4.950885035270858e-09
1910,3.740905363258662e-09,5.878565634276356e-09
1911,0.0,3.7242617878519013e-09
1912,1.4586379215586476e-08,0.0
1913,3.71209285532359e-09,3.71209285532359e-09
1914,4.68772043404897e-09,3.3483718020477227e-09
1915,3.534228465440492e-09,2.3561523843085297e-09
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,4.386569774084137e-09,0.0
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,2.762354567309444e-09,0.0
1920,7.572231730534895e-10,3.028892692213958e-09
1921,3.7863738810983705e-09,1.5145494858259667e-09
1922,7.377935484775833e-10,0.0
1923,0.0,0.0
1924,3.867487219366694e-09,3.867487219366694e-09
1925,0.0,1.0998177923937646e-09
1926,3.343841648018042e-09,0.0
1927,0.0,1.1149224876660924e-09
1928,0.0,0.0
1929,0.0,3.342121912552898e-09
1930,0.0,3.1510811737689437e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,0.0,7.6716757391182e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,0.0,6.482607339819424e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,1.2136847082899749e-08,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,2.7842208538686464e-09,0.0
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,8.835307596655184e-09,1.9634016634739737e-09
1950,9.571825110299415e-09,0.0
1951,0.0,3.1984206394497505e-09
1952,3.1634410646574906e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,0.0
1954,0.0,9.772536113672459e-10
1955,0.0,0.0
1956,0.0,1.744228317335228e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,0.0,1.3841666701708277e-09
1961,6.94815938118154e-09,2.08444772553662e-09
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,2.5864212993553792e-09,3.2330267352165265e-09
1964,3.041984220075733e-09,4.867174663303331e-09
1965,3.830430195250756e-09,2.73602163147757e-09
1966,1.1078149508847446e-09,4.985167390003653e-09
1967,3.451234853457663e-09,6.409436092980059e-09
1968,1.3474247273492779e-09,3.1439910674890825e-09
1969,3.1792304344691047e-09,3.6334062425424918e-09
1970,0.0,1.8394900047624674e-09
1971,4.1107179882260425e-09,6.166076982339064e-09
1972,5.130146973897354e-09,7.69522046084603e-09
1973,2.205281512956958e-09,2.205281512956958e-09
1974,2.812785782069227e-09,3.3753431161187564e-09
1975,5.711480177694739e-10,0.0
1976,5.142174241967723e-09,6.2848797277581525e-09
