year,annonces_NOUN égales_ADJ,annonces_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,3.131650672116848e-08
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,1.035105001712111e-09
1820,0.0,2.3732962262101864e-09
1821,0.0,9.86148829262845e-10
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,0.0,2.642395191543301e-09
1827,0.0,9.217273055917019e-10
1828,0.0,1.8344602503717056e-09
1829,0.0,2.571952872898464e-09
1830,0.0,4.174734336004349e-09
1831,0.0,1.5591206325993312e-08
1832,0.0,2.3000948701223933e-08
1833,0.0,2.548398347901326e-08
1834,0.0,5.600718555598405e-09
1835,0.0,6.806779140333674e-09
1836,0.0,0.0
1837,0.0,4.87052354003481e-09
1838,0.0,2.4617431648721322e-08
1839,0.0,5.383435919270596e-08
1840,0.0,1.3376346419402552e-08
1841,0.0,8.089891423423978e-08
1842,0.0,5.70202547400811e-08
1843,0.0,3.071593740466838e-08
1844,0.0,2.4698525891153622e-08
1845,0.0,9.87700374821543e-08
1846,0.0,8.781751859032738e-08
1847,5.393223645455691e-10,5.123562552000749e-08
1848,0.0,4.585776380849893e-08
1849,0.0,5.362825561405771e-08
1850,0.0,1.968808760466345e-08
1851,0.0,4.2566295377355345e-08
1852,6.510545436100301e-10,1.5560203792119864e-07
1853,5.971931837933653e-10,1.4452075358661887e-07
1854,0.0,1.4547859789049156e-07
1855,1.5920811335945473e-09,1.3108135021866474e-07
1856,0.0,5.1254172461767666e-08
1857,1.4644527812635033e-09,1.508386349158286e-07
1858,0.0,1.5268269137891366e-07
1859,0.0,1.1559233481506226e-07
1860,9.154367819341758e-10,9.062824091188304e-08
1861,0.0,7.639861365760225e-08
1862,0.0,4.834245359575107e-08
1863,4.994620828036034e-10,9.789457067199692e-08
1864,9.589455896019672e-10,1.486365616143459e-07
1865,4.706844358715045e-10,1.6097407457005275e-07
1866,0.0,8.076917296095942e-08
1867,0.0,1.654808752249437e-07
1868,4.93987406535723e-10,1.644978081527526e-07
1869,4.883519144627257e-10,8.692664310583353e-08
1870,0.0,1.0321287735592932e-07
1871,0.0,9.134212408667963e-08
1872,0.0,7.498701015684617e-08
1873,0.0,4.968383748860106e-08
1874,0.0,1.9716210886144836e-08
1875,0.0,5.492665877682157e-08
1876,0.0,5.2600327649088285e-08
1877,1.8554447978047506e-09,6.741449454228388e-08
1878,0.0,9.662541999855279e-08
1879,0.0,3.909968326887281e-08
1880,6.417846254436199e-10,8.599914025353428e-08
1881,0.0,1.0807386607858405e-07
1882,0.0,1.0448954324004944e-07
1883,0.0,6.508919059289298e-08
1884,0.0,8.84627384678538e-08
1885,0.0,7.154655379260078e-08
1886,6.453463874400711e-10,9.938334444292707e-08
1887,6.528924623161458e-10,8.095866643742511e-08
1888,0.0,8.24279926536775e-08
1889,0.0,7.518163813724499e-08
1890,0.0,6.488842618779245e-08
1891,0.0,8.159001296803581e-08
1892,0.0,6.519253048509199e-08
1893,0.0,7.451684103099154e-08
1894,6.301539290376468e-10,7.246769917479412e-08
1895,6.018614495673091e-10,1.1615925799013382e-07
1896,0.0,7.371286525614806e-08
1897,0.0,7.050323380664025e-08
1898,0.0,1.1203542404913946e-07
1899,0.0,9.341607309920619e-08
1900,0.0,1.1420317214128062e-07
1901,0.0,1.6319117568386332e-07
1902,4.910283846193408e-10,1.5565600008926594e-07
1903,0.0,1.128646005543743e-07
1904,0.0,1.510269633797634e-07
1905,0.0,1.1456885173899423e-07
1906,0.0,2.1142597717016542e-07
1907,0.0,2.3657080205907732e-07
1908,0.0,1.7730115109415578e-07
1909,4.400786846048277e-09,7.448331995618673e-07
1910,5.344150677544235e-10,3.772970379456453e-07
1911,5.320374141248863e-10,1.9472569734446665e-07
1912,5.209421227725386e-10,5.589708932940418e-07
1913,2.6514948014977335e-09,1.4190800001756543e-06
1914,1.3393487430235496e-09,7.848583578606849e-07
1915,1.1780761921542648e-09,6.455857599618753e-07
1916,3.2962386153911893e-09,7.075925552157969e-07
1917,0.0,1.067033092994052e-06
1918,0.0,1.067084326678014e-06
1919,9.207848372660976e-10,1.490750694443932e-06
1920,1.590168707821249e-08,2.0997799055066935e-06
1921,4.543648568500203e-09,1.513034902700383e-06
1922,7.377935484775833e-10,1.3103213092335864e-06
1923,1.0615948120573648e-09,1.108304992669673e-06
1924,0.0,1.1615353443517051e-06
1925,2.1996355847875293e-09,1.0558250540526615e-06
1926,1.1146138456652466e-09,1.8402275081541575e-06
1927,4.4596899506643695e-09,4.5488837407958727e-07
1928,0.0,6.501417546544985e-07
1929,1.1140406375176326e-09,1.7289910871909342e-06
1930,0.0,6.176118940715014e-07
1931,0.0,5.714083606278564e-07
1932,0.0,5.786635438598253e-07
1933,1.1470662197865522e-09,4.152379666777506e-07
1934,0.0,4.1935531314152286e-07
1935,0.0,7.492145890353186e-07
1936,2.424942913137329e-09,6.35335045018337e-07
1937,0.0,5.275678502947301e-07
1938,3.8895642262559704e-09,5.263877040917464e-07
1939,1.5294050470515685e-09,9.252900765588379e-07
1940,0.0,5.578722577226358e-07
1941,5.9030051957620344e-09,6.227670543701436e-07
1942,0.0,6.644923713494677e-07
1943,0.0,6.241955556873791e-07
1944,0.0,6.426372358703247e-07
1945,0.0,3.7688120491097266e-07
1946,0.0,4.4269112819961265e-07
1947,0.0,4.005412641561179e-07
1948,1.0871887834440486e-09,4.566192925992141e-07
1949,1.9634016634739737e-09,4.721980872979259e-07
1950,1.0635361480382244e-09,7.349034785164577e-07
1951,0.0,4.584402812923827e-07
1952,1.0544803918932644e-09,9.121255502009262e-07
1953,0.0,5.667033091683038e-07
1954,9.772536113672459e-10,1.631036305127509e-06
1955,1.8771215692936494e-09,9.179124305092046e-07
1956,0.0,4.273359355266848e-07
1957,8.835037701437898e-10,4.3380034231432774e-07
1958,0.0,5.947742907075337e-07
1959,0.0,3.7358605187165494e-07
1960,1.3841666701708277e-09,3.017483400924448e-07
1961,0.0,6.30892863284771e-07
1962,0.0,6.982493871987572e-07
1963,0.0,6.530713783092779e-07
1964,0.0,3.279258891097925e-07
1965,0.0,4.470659398236876e-07
1966,0.0,9.2557936426374e-07
1967,0.0,4.866241192225118e-07
1968,0.0,3.781772131006278e-07
1969,0.0,2.970309663785642e-07
1970,0.0,5.610444500092626e-07
1971,5.138397485282553e-10,3.1601145178417056e-07
1972,0.0,4.529919834794782e-07
1973,0.0,4.272732893051412e-07
1974,5.625571675160757e-10,4.5398363385240614e-07
1975,0.0,3.9751902702889197e-07
1976,0.0,7.336168206251159e-07
1977,0.0,7.586925510061349e-07
1978,5.940591352171509e-10,6.249502102484428e-07
1979,0.0,5.553522566259517e-07
1980,0.0,1.0796101435062155e-06
1981,0.0,7.160522068616615e-07
1982,1.2415004579935385e-09,2.8244136152100197e-07
1983,0.0,6.788964501680539e-07
1984,0.0,3.902732617078186e-07
1985,6.015558051686298e-10,3.94019042282423e-07
1986,0.0,4.399952238109961e-07
1987,0.0,3.2753977219357466e-07
1988,0.0,2.122780089486298e-07
1989,5.488122178931576e-10,7.7986213042891e-07
1990,0.0,1.5910061312851553e-07
1991,0.0,2.2039108493743242e-07
1992,0.0,3.311476408640601e-07
1993,1.1078414852150331e-09,2.62004503426283e-07
1994,5.274926606624319e-10,1.682701618044291e-07
1995,0.0,1.5291311861176382e-07
1996,0.0,1.7188656431521565e-07
1997,0.0,1.826854756359353e-07
1998,0.0,2.9562401859806187e-07
1999,0.0,1.9743269069616431e-07
2000,0.0,1.1089259177587962e-07
2001,0.0,1.3231259515800176e-07
2002,0.0,2.2738538940636488e-07
2003,0.0,1.1459037807526329e-07
2004,0.0,1.1540553357392014e-07
2005,0.0,1.2610499078302695e-07
2006,0.0,1.1900701524236723e-07
2007,0.0,1.0345701542679997e-07
2008,0.0,2.2308984490293504e-07
2009,4.76819250749827e-10,4.076804542840762e-07
2010,0.0,3.750691665027617e-07
2011,3.82397197240536e-10,3.885155530347628e-07
2012,0.0,2.1446792544677074e-07
2013,0.0,2.6496688815269565e-07
2014,0.0,3.767874742210964e-07
2015,0.0,4.32010537815275e-07
2016,0.0,3.293430596296165e-07
2017,0.0,4.525584919035097e-07
2018,0.0,2.3465532672517497e-07
2019,0.0,2.7882296205206103e-07
