year,erreurs_NOUN égales_ADJ,erreurs_NOUN légales_ADJ
1800,1.5720821977538435e-08,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,3.900678446910888e-09,0.0
1804,2.4718509905596875e-08,0.0
1805,2.55858996212055e-08,0.0
1806,1.152667650217154e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,3.852325747288887e-08,0.0
1809,2.9367397402779716e-08,0.0
1810,3.510190182964834e-08,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,2.3732962262101864e-09,0.0
1821,1.3806083387635226e-08,0.0
1822,0.0,0.0
1823,2.9648061783404955e-09,0.0
1824,8.421112696055388e-10,0.0
1825,3.522177216552791e-09,0.0
1826,2.642395191543301e-09,0.0
1827,5.530363722527909e-09,0.0
1828,0.0,0.0
1829,2.571952872898464e-09,0.0
1830,2.6092090266160994e-08,0.0
1831,2.6505050598757407e-08,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,9.075705520444899e-09,0.0
1836,1.1425274948351216e-08,0.0
1837,1.87863058442872e-08,0.0
1838,0.0,0.0
1839,1.3982950353153e-09,0.0
1840,1.0191501864653674e-08,6.369688665408546e-10
1841,5.778493683550323e-09,0.0
1842,1.341653010911159e-09,0.0
1843,1.063243981747064e-08,0.0
1844,6.037417232818143e-09,0.0
1845,2.7901139176833567e-09,1.1160455892778032e-09
1846,1.4050803187615202e-08,0.0
1847,1.1865092020002521e-08,5.393223645455691e-10
1848,8.04522137798358e-09,0.0
1849,1.6758829879393033e-09,0.0
1850,0.0,2.0366988096043315e-09
1851,0.0,0.0
1852,1.5625309046640723e-08,0.0
1853,1.7318601663873778e-08,0.0
1854,3.63696517347023e-09,0.0
1855,1.8574279891936385e-08,0.0
1856,2.5885946719483854e-09,0.0
1857,0.0,4.881509085841174e-10
1858,8.31924928945682e-09,0.0
1859,1.2221216039165483e-08,0.0
1860,1.8308735638683515e-09,3.204028820036342e-09
1861,6.6023493339173456e-09,4.715963730639317e-10
1862,6.325180823552046e-09,0.0
1863,4.495158911765884e-09,0.0
1864,6.712618905169165e-09,0.0
1865,2.8241067262513297e-09,0.0
1866,2.432806400776144e-09,9.731225825149181e-10
1867,6.308654931785895e-09,1.455843445796745e-09
1868,6.915823469455518e-09,0.0
1869,1.953407657850903e-09,7.325278605918584e-09
1870,2.8670243956696595e-09,5.734048791339319e-09
1871,0.0,8.496941816815706e-09
1872,1.7537283625301825e-08,0.0
1873,1.0774807712721213e-08,0.0
1874,8.961913877669758e-09,0.0
1875,8.010138330405425e-09,0.0
1876,5.441413541973361e-09,0.0
1877,5.566334504436554e-09,6.184815992682502e-10
1878,1.2078177569208037e-08,6.039088673581716e-10
1879,7.94212251520321e-09,6.10932526790009e-10
1880,3.8507077526617195e-09,0.0
1881,1.1853263259808955e-08,0.0
1882,7.320923423037584e-09,0.0
1883,2.5277355764075082e-09,0.0
1884,5.281357573494461e-09,6.601696966868076e-10
1885,0.0,0.0
1886,1.936039106809062e-09,0.0
1887,5.223139698529167e-09,1.9586774424595887e-09
1888,6.974675947901687e-09,1.9021844099853524e-09
1889,1.8795409673089125e-08,6.265136853755848e-09
1890,7.865263995654459e-09,6.554386478008212e-10
1891,3.824531802365527e-09,0.0
1892,6.8953633913793055e-09,0.0
1893,1.970693297437265e-08,0.0
1894,2.520615716150587e-09,0.0
1895,3.611168697403855e-09,0.0
1896,5.89702897624278e-10,1.179405795248556e-09
1897,1.1653427112179315e-09,5.826713556089658e-10
1898,1.1316709347397591e-08,0.0
1899,5.527578395003729e-10,3.3165470370022376e-09
1900,5.19105292084987e-09,0.0
1901,0.0,0.0
1902,9.820567692386817e-10,0.0
1903,1.0800440541913758e-09,1.0800440541913758e-09
1904,5.374625189347171e-10,0.0
1905,5.160758931310738e-09,0.0
1906,6.6874399351490865e-09,0.0
1907,3.599990305858114e-09,0.0
1908,0.0,1.964555629285769e-09
1909,3.850688656825696e-09,0.0
1910,1.068830135508847e-09,0.0
1911,4.25629931299909e-09,0.0
1912,3.125652625612929e-09,2.0837684910901544e-09
1913,1.590896969716482e-09,0.0
1914,6.696743715117748e-10,0.0
1915,0.0,1.1780761921542648e-09
1916,7.69122365795738e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,5.743188147278033e-09,0.0
1919,0.0,0.0
1920,5.300562211374427e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,0.0
1922,3.6889677978990676e-09,7.377935484775833e-10
1923,5.307974060286824e-09,0.0
1924,1.289162443462999e-09,0.0
