year,déclarations_NOUN légales_ADJ
1969,3.633406214786916e-09
1970,1.4256047897731605e-08
1971,7.193756368373272e-09
1972,5.130146973897354e-09
1973,6.064523994098181e-09
1974,6.750686232237513e-09
1975,3.998036124386317e-09
1976,6.8562320265641574e-09
1977,1.7630346071939584e-09
1978,0.0
1979,5.851973350345929e-10
1980,3.411090521154847e-09
1981,0.0
1982,6.207502289967692e-10
1983,6.315316047889041e-10
1984,3.479405208395292e-09
1985,2.4062232206745193e-09
1986,1.1988970927134801e-09
1987,1.2221633705067347e-09
1988,0.0
1989,3.2928733073589456e-09
1990,4.358920779878872e-09
1991,2.9307325455363298e-09
1992,3.856960861803316e-09
1993,5.539207426075166e-10
1994,2.637463358823311e-09
1995,1.626735190995987e-09
1996,2.6690460952494277e-09
1997,1.438468344439059e-09
1998,1.9072516899143466e-09
1999,9.140402323914998e-10
2000,3.97622823555821e-09
2001,1.7524847129024579e-09
2002,4.81934359086722e-09
2003,4.583615265119079e-09
2004,2.642874807889939e-09
2005,9.007499190971657e-10
2006,8.235779835885637e-10
2007,7.988958938831558e-10
2008,4.257439734089985e-09
2009,4.291373256748443e-09
2010,4.2514138876015295e-09
2011,7.265546830836911e-09
2012,3.4042526575461807e-09
2013,3.904775169871755e-09
2014,2.165445156521173e-09
2015,3.768178213903184e-09
2016,4.556948152156792e-09
2017,4.276539344871821e-09
2018,5.421080029321956e-09
2019,4.5917777913295765e-09
