year,mauvais_ADJ yeux_NOUN,mauvais_ADJ lieux_NOUN
1957,1.767007518083119e-08,1.0248643889099185e-07
1958,3.4743422361316334e-08,1.2160198537003453e-07
1959,4.030388822684472e-08,1.3718823765884736e-07
1960,4.982999968206059e-08,1.1488583595564705e-07
1961,2.570818935510033e-08,9.657941291152383e-08
1962,3.2343976386073336e-08,1.1288682344456902e-07
1963,2.9743844720542256e-08,1.0798309091342162e-07
1964,3.467862086381501e-08,1.417564590155962e-07
1965,3.502107759345563e-08,1.0506323633308057e-07
1966,3.9881339120029224e-08,1.6561833149353333e-07
1967,4.338695447358987e-08,1.3213299610015383e-07
1968,2.8295920273535557e-08,1.50013292454787e-07
1969,2.2254612375149918e-08,1.3216515526437433e-07
1970,1.839489982558007e-08,1.545171670613854e-07
1971,3.083038535578453e-08,1.4130593228856014e-07
1972,1.487742551375959e-08,1.0722006749119828e-07
1973,1.268036875501366e-08,1.019942672542129e-07
1974,1.6314157136321228e-08,9.282193502713199e-08
1975,1.6563292959403952e-08,9.081253438125714e-08
1976,2.3425460682346966e-08,9.598725370096872e-08
1977,1.4104276857551667e-08,8.403797835399018e-08
1978,2.8514838490423244e-08,1.1881182615525177e-07
1979,1.8726314721106974e-08,1.0006874617829453e-07
1980,3.809050852510154e-08,1.0233271297011015e-07
1981,2.7199863694704618e-08,1.1132966903915076e-07
1982,2.0484757001781873e-08,9.311253279520315e-08
1983,1.6419821946556112e-08,7.073153796000042e-08
1984,2.3775934110403796e-08,7.59670086836195e-08
1985,2.3460676956688076e-08,6.376491512583016e-08
1986,1.9182353483415682e-08,8.452224165012012e-08
1987,1.711028652096047e-08,8.310711052672559e-08
1988,9.594486094499644e-09,7.315795613749287e-08
1989,3.1831110192115375e-08,8.616351721002502e-08
1990,2.1249737969242233e-08,7.41016563665653e-08
1991,1.817054240405014e-08,1.0140335149344537e-07
1992,1.8182815253453555e-08,1.0468893663073686e-07
1993,1.550978012687665e-08,9.85978942935617e-08
1994,1.5297286992677073e-08,8.703629106321387e-08
1995,2.331653803366862e-08,8.296349562897376e-08
1996,1.7081895009596337e-08,8.007138063703678e-08
1997,1.2466725429760572e-08,8.582860999695185e-08
1998,1.4304387896402204e-08,6.24624902911819e-08
1999,1.96518641359944e-08,7.083811937036444e-08
2000,1.6346715980830595e-08,7.687374647957768e-08
2001,1.4896119893137438e-08,6.308945188493453e-08
2002,1.62105191492401e-08,6.659456630586646e-08
2003,1.750107614384433e-08,7.792145595431066e-08
2004,1.3654853248112886e-08,7.223857778626552e-08
2005,1.7114247796712334e-08,6.66554953454579e-08
2006,2.3060183096390574e-08,6.300371779843772e-08
2007,1.5977917655618512e-08,7.66940075891398e-08
2008,1.1920831433087642e-08,5.875266850807748e-08
2009,1.192048149079028e-08,8.153609343253265e-08
2010,2.1257068993918438e-08,5.668551494864005e-08
2011,2.2943831723409858e-08,5.812437464669529e-08
2012,3.029784778618705e-08,1.038297057220916e-07
2013,2.5102124823206395e-08,9.510916498811639e-08
2014,3.724565544871439e-08,1.2884399325230333e-07
2015,3.5021891164888075e-08,1.0174080955493991e-07
2016,4.7847954931512504e-08,1.2821594452816498e-07
2017,2.0628013075452145e-08,5.4337203181376026e-08
2018,2.9686866298561654e-08,9.138392442764598e-08
2019,3.7499521710060435e-08,9.61722363967965e-08
