year,mauvais_ADJ yeux_NOUN,mauvais_ADJ lieux_NOUN
1800,3.458580977167003e-08,1.2262241000371432e-07
1801,7.381665767525192e-08,1.976381582835529e-07
1802,3.3567602031325805e-08,1.9245425164626795e-07
1803,3.315576790896557e-08,2.145373088069391e-07
1804,5.9324420931261557e-08,1.3100809326260787e-07
1805,3.695740957709859e-08,1.1371511021707192e-07
1806,5.76333825108577e-09,9.509508203109363e-08
1807,1.9928686256776018e-08,1.5942949005420815e-07
1808,2.039466551195801e-08,2.0621273222332093e-07
1809,4.518061036407062e-09,7.454800510231507e-08
1810,9.360507036149102e-09,7.956430891908894e-08
1811,2.0056614147279106e-08,1.4039629547824006e-07
1812,5.3344164641089264e-09,1.8670458246106136e-07
1813,3.4508900625951355e-08,2.2143210287595139e-07
1814,2.2026739543434815e-08,1.4474714760126517e-07
1815,2.6972236000233352e-08,1.8071398244501324e-07
1816,2.0858434979231788e-08,6.489290882427667e-08
1817,7.161617787687646e-08,1.6035795624702587e-07
1818,4.530047448270125e-08,8.344824209416402e-08
1819,5.900098543065724e-08,1.9874016743415268e-07
1820,5.6959109429044474e-08,1.578242034838695e-07
1821,7.001656854299654e-08,1.6271455649530253e-07
1822,1.0326384369818697e-07,1.2030739071633434e-07
1823,6.226093063332883e-08,1.7986489808663464e-07
1824,3.789500624407083e-08,1.473694766218614e-07
1825,6.427973175959778e-08,1.7786994988000515e-07
1826,4.844391554570393e-08,1.7351729297843121e-07
1827,4.7929820112813104e-08,1.0415518403306123e-07
1828,2.8434133270138773e-08,2.1371461400576663e-07
1829,6.258418494553553e-08,3.060623896544712e-07
1830,2.6092090266160994e-08,1.7220779113813478e-07
1831,1.7150327380477393e-08,2.229542417353514e-07
1832,5.682587200794842e-08,1.9889054669874895e-07
1833,6.02348677603004e-08,2.212473049212349e-07
1834,2.0535967593104942e-08,2.333632664885954e-07
1835,3.6302822081779595e-08,2.5411975457245717e-07
1836,2.5538851033957144e-08,3.3603751603550336e-07
1837,2.0873672568200163e-08,3.778134782805864e-07
1838,4.229148586887277e-08,2.821536497776833e-07
1839,4.1249702320556025e-08,2.342144114209077e-07
1840,2.7389662093924017e-08,2.949165889276628e-07
1841,2.5682194149112547e-08,2.202248197136214e-07
1842,2.95163662400455e-08,2.1533530514261656e-07
1843,4.1939067330076796e-08,2.610854608064983e-07
1844,2.195424464446205e-08,2.804654855026456e-07
1845,2.2320911341466854e-08,2.5055223318304343e-07
1846,1.8734404250153602e-08,1.8500223575301789e-07
1847,3.289866512545814e-08,2.2166149449276418e-07
1848,1.689496542667257e-08,2.461837880218809e-07
1849,2.6814127807028854e-08,1.9021271668862028e-07
1850,2.5119284430275002e-08,2.3557815609365207e-07
1851,1.6768540334055615e-08,4.230831791574019e-07
1852,3.190167419120371e-08,3.3464203852417995e-07
1853,3.1054046445433414e-08,4.2818751921913645e-07
1854,2.3900057044556888e-08,2.816050255205482e-07
1855,3.078023524949458e-08,1.793744672795583e-07
1856,3.2616291889553395e-08,2.4229245809692657e-07
1857,3.4658715009072694e-08,2.9679574709007284e-07
1858,4.5511185930990905e-08,2.3391771719616372e-07
1859,6.772590666059841e-08,2.933091991508263e-07
1860,4.211009141386057e-08,2.851585634289222e-07
1861,3.8670901147952463e-08,3.1644117370888125e-07
1862,4.9246050792817186e-08,2.236403133792919e-07
1863,4.295374012031061e-08,3.001767083787854e-07
1864,3.7398876884253696e-08,1.8363807896548678e-07
1865,2.447559133145205e-08,1.8592035644360294e-07
1866,2.3354942868536455e-08,2.067885418455262e-07
1867,3.105799351033056e-08,1.8925965150629054e-07
1868,3.359114231216154e-08,1.8870318285735266e-07
1869,4.688178378842167e-08,2.2464188020876463e-07
1870,3.7271316699616364e-08,2.1674703987173416e-07
1871,3.9298356568906456e-08,2.0923718579979322e-07
1872,3.749350341308855e-08,1.9170065002072079e-07
1873,4.549363552541763e-08,2.352499706148592e-07
1874,2.7483201492373155e-08,2.3719198338767455e-07
1875,4.062284375550007e-08,2.2943324040625157e-07
1876,5.9250943706956605e-08,1.7956664066787198e-07
1877,2.5976227391311113e-08,2.0162499936304812e-07
1878,2.8383716710322915e-08,2.554534432874789e-07
1879,2.871382953628654e-08,3.286816934178205e-07
1880,3.144744553651435e-08,1.8547575564298313e-07
1881,3.486253774553916e-08,1.882577009837405e-07
1882,2.5290463057103807e-08,2.3293847561944858e-07
1883,5.687405035814663e-08,2.3571134022404294e-07
1884,3.6969503014461225e-08,2.1389497817381198e-07
1885,5.414333870135124e-08,1.9981470700258797e-07
1886,3.743009102663564e-08,2.2070845773214387e-07
1887,7.63884173693441e-08,1.4690080263335403e-07
1888,2.9166827175686194e-08,1.8451189021106984e-07
1889,5.0121094830046786e-08,2.1489418600140198e-07
1890,4.4569826940232815e-08,1.5992702628864208e-07
1891,3.4420789774003424e-08,1.5106901685157936e-07
1892,5.0774950466347946e-08,1.9244332349899196e-07
1893,3.3255449949365357e-08,1.3055843339770945e-07
1894,4.222031435574536e-08,2.0164925729204697e-07
1895,5.2963805785566365e-08,1.7875285607260594e-07
1896,5.189385632320409e-08,1.8693582148898713e-07
1897,3.612562338162206e-08,1.5673859365961107e-07
1898,3.960848360406999e-08,1.1825962076272845e-07
1899,3.924580482816964e-08,1.746714701766905e-07
1900,3.4780054392058446e-08,1.4690679961404385e-07
1901,2.738482152153665e-08,1.5424919297402084e-07
1902,2.3078333910575566e-08,1.350328062699191e-07
1903,2.430099144135056e-08,1.4742600740191847e-07
1904,3.547252447333449e-08,1.7091308279759687e-07
1905,2.0643035725242953e-08,1.3263151288356312e-07
1906,4.423998589686562e-08,1.5123902130653732e-07
1907,3.445705232252294e-08,1.506853095634142e-07
1908,4.5675918158849527e-08,1.606024255806915e-07
1909,5.005895076237721e-08,1.1937135013795341e-07
1910,5.985448581213859e-08,1.5177387524545338e-07
1911,5.69280018680729e-08,1.5003455189344095e-07
1912,5.261515312326992e-08,1.568035798982237e-07
1913,4.401481490390324e-08,1.569684968671936e-07
1914,3.683209115479258e-08,1.171930179566516e-07
1915,3.416420923940677e-08,1.201637758185825e-07
1916,2.197492321442951e-08,9.998590400073226e-08
1917,1.4256351654751143e-08,1.6559300775043084e-07
1918,5.6283244731503146e-08,1.320933336046437e-07
1919,4.4197673076951105e-08,1.418008679365812e-07
1920,4.694783584113793e-08,1.9082024493854988e-07
1921,3.862101038976107e-08,1.6735771168896463e-07
1922,4.869437475463201e-08,1.357540071467156e-07
1923,2.9724654737606215e-08,2.0382620391501405e-07
1924,3.9964035636330664e-08,1.405187077807568e-07
1925,3.189471442510694e-08,1.8696901804560184e-07
1926,2.3406890647947876e-08,2.0954740875822608e-07
1927,7.91594985116717e-08,2.196397304032871e-07
1928,6.741364444451392e-08,1.9995572131392692e-07
1929,5.458799279267623e-08,1.7490438608547265e-07
1930,4.411513643276521e-08,2.1217279311258608e-07
1931,6.957267828511249e-08,1.5511284345848253e-07
1932,5.589363638591749e-08,9.863583017022393e-08
1933,3.670611903316967e-08,1.1814782396868395e-07
1934,5.6313425034204556e-08,1.0304158593044122e-07
1935,5.2660450222674626e-08,1.2806063409698254e-07
1936,2.9099314957647948e-08,1.2730950516015582e-07
1937,2.5182236740306507e-08,1.2591118547788938e-07
1938,2.3337385357535823e-08,1.1020432566510863e-07
1939,4.129393715857077e-08,1.2388180437028495e-07
1940,2.7893612752905028e-08,9.128818589942966e-08
1941,5.312704587367989e-08,1.3576911328527785e-07
1942,5.76500234217292e-08,1.456421614420833e-07
1943,4.935499831049128e-08,2.3225881307098462e-07
1944,5.1410978585408884e-08,1.2210107058763242e-07
1945,6.535512397931598e-08,1.3942425880486553e-07
1946,3.897909195416105e-08,1.6983747741505795e-07
1947,4.4107220986688844e-08,1.609317621387163e-07
1948,3.261566305923225e-08,1.6199112451431574e-07
1949,2.846932467548413e-08,1.3351130689898127e-07
1950,4.5732054587688253e-08,1.4357738109538332e-07
1951,2.8785784422780125e-08,1.3006909682644618e-07
1952,5.5887461769543734e-08,1.1810180211568877e-07
1953,2.8011951869189033e-08,1.3682760879873967e-07
1954,1.7590565448699635e-08,1.358382490934673e-07
1955,3.848099083825218e-08,1.0418024487535149e-07
1956,2.616342520411763e-08,1.0727003996180429e-07
