year,ses_DET ivres_ADJ,ses_DET livres_NOUN
1800,0.0,2.8454688134615935e-06
1801,0.0,2.4359498667081425e-06
1802,0.0,2.8756245740169106e-06
1803,0.0,2.6583123258205887e-06
1804,0.0,3.349358067339381e-06
1805,0.0,3.1300082667939932e-06
1806,0.0,2.8297990297687647e-06
1807,0.0,3.171507991339695e-06
1808,0.0,3.5214790443660604e-06
1809,0.0,2.2906570151803862e-06
1810,0.0,3.5125303696759147e-06
1811,0.0,4.309665015966857e-06
1812,0.0,4.56626068512378e-06
1813,0.0,3.879375441329103e-06
1814,0.0,2.935849664709167e-06
1815,0.0,3.2420626538964825e-06
1816,0.0,3.2539159633415693e-06
1817,0.0,3.6259582216757735e-06
1818,0.0,3.124540555177191e-06
1819,0.0,3.5524803649877867e-06
1820,0.0,4.088002697244519e-06
1821,0.0,3.927831009775673e-06
1822,0.0,3.1289947770574145e-06
1823,0.0,3.573579675730798e-06
1824,0.0,3.1798121540305146e-06
1825,0.0,3.4244368976033e-06
1826,0.0,2.676746412078046e-06
1827,0.0,2.6656353782072983e-06
1828,0.0,3.4350268265370687e-06
1829,0.0,2.983465250849804e-06
1830,0.0,3.5099079980227543e-06
1831,0.0,2.9607700682277027e-06
1832,0.0,3.041537212311596e-06
1833,0.0,3.107887451392344e-06
1834,0.0,3.604062470685676e-06
1835,0.0,3.7838129500755713e-06
1836,0.0,4.066725765028423e-06
1837,0.0,3.946515555242058e-06
1838,0.0,3.4123546157616147e-06
1839,0.0,3.510419638530493e-06
1840,0.0,3.7956975802444504e-06
1841,0.0,4.23820415562659e-06
1842,6.708265054555795e-10,3.95452222790027e-06
1843,0.0,4.4431784687049e-06
1844,0.0,4.230582987929665e-06
1845,0.0,4.4993377201763e-06
1846,0.0,4.687699060923478e-06
1847,0.0,4.156018206913359e-06
1848,0.0,3.6517260753043956e-06
1849,0.0,3.976870175392833e-06
1850,0.0,4.002113101364557e-06
1851,0.0,5.436231759858856e-06
1852,0.0,4.602955527843733e-06
1853,0.0,4.45685252259409e-06
1854,0.0,4.543088863329103e-06
1855,1.0613874223963649e-09,4.382999264862519e-06
1856,1.0354378465748937e-09,4.527969863943326e-06
1857,0.0,5.018191529870819e-06
1858,0.0,4.555033427777744e-06
1859,0.0,4.791734994569197e-06
1860,0.0,4.9204726337848115e-06
1861,9.431927461278633e-10,4.668332309165635e-06
1862,0.0,4.394645017669063e-06
1863,0.0,4.693445106340732e-06
1864,0.0,4.566019256913023e-06
1865,0.0,4.277109496797493e-06
1866,0.0,4.287091385890562e-06
1867,0.0,4.220975228008683e-06
1868,0.0,4.573335615987162e-06
1869,0.0,4.420073153710291e-06
1870,0.0,4.797678471391009e-06
1871,1.0621177271019633e-09,3.398776698304573e-06
1872,0.0,4.000919787472412e-06
1873,1.1972008939764578e-09,3.8130847457296113e-06
1874,5.974609140757536e-10,3.686333769792327e-06
1875,0.0,4.170993364027709e-06
1876,0.0,4.286020057975293e-06
1877,0.0,4.547076699168429e-06
1878,0.0,4.049812787343399e-06
1879,0.0,4.300353950270619e-06
1880,0.0,4.3371806555114745e-06
1881,0.0,3.8829895601111275e-06
1882,0.0,4.354618425850276e-06
1883,0.0,3.834574883399e-06
1884,0.0,4.477271090763679e-06
1885,0.0,4.101358186403559e-06
1886,1.936039106809062e-09,4.452244667163541e-06
1887,0.0,3.983297006016073e-06
1888,6.340614699951175e-10,4.68127561248366e-06
1889,6.265136742733546e-10,4.147520328956489e-06
1890,1.3108772956016423e-09,4.187597710370028e-06
1891,0.0,4.16109079992566e-06
1892,6.268512375839919e-10,4.624908356731794e-06
1893,0.0,4.286258004526644e-06
1894,0.0,4.780347566679666e-06
1895,0.0,4.464006181592595e-06
1896,0.0,4.333137042067392e-06
1897,0.0,4.022180334573022e-06
1898,0.0,4.414082553694243e-06
1899,3.8693048765026106e-09,4.8532140510815225e-06
1900,0.0,4.302864127225803e-06
1901,0.0,4.30332882217499e-06
1902,0.0,3.8069430274845217e-06
1903,0.0,4.11982810533118e-06
1904,5.374625189347171e-10,4.369032964746111e-06
1905,0.0,4.60236489630006e-06
1906,0.0,4.316999692832724e-06
1907,0.0,4.6835873490636e-06
1908,4.911389073214423e-10,4.818563681396881e-06
1909,0.0,4.769902758994249e-06
1910,0.0,5.076943210724494e-06
1911,0.0,4.790464814163897e-06
1912,0.0,4.74890860857613e-06
1913,0.0,4.72019131336765e-06
1914,6.696743715117748e-10,4.8343792968807975e-06
1915,0.0,3.288010702817701e-06
1916,0.0,4.387293401464376e-06
1917,0.0,4.62344452500929e-06
1918,0.0,4.875966837403212e-06
1919,0.0,4.45659878778315e-06
1920,1.514446346106979e-09,5.125643525616397e-06
1921,0.0,5.0260322836948035e-06
1922,0.0,4.9778932691424416e-06
1923,0.0,6.077630075651541e-06
1924,0.0,5.6710256046699214e-06
1925,0.0,5.532083605430671e-06
1926,0.0,5.412564803464193e-06
1927,0.0,6.076327451864927e-06
1928,0.0,5.989530933447895e-06
1929,0.0,5.436518165424786e-06
1930,0.0,4.968204336819326e-06
1931,3.4216069977333063e-09,4.667072090569491e-06
1932,1.0959536611565568e-09,4.677530284880049e-06
