year,ses_DET ivres_ADJ,ses_DET livres_NOUN
1933,2.2941324395731044e-09,4.80391319968021e-06
1934,0.0,4.247470187124236e-06
1935,0.0,5.136787422088673e-06
1936,0.0,4.557680270522724e-06
1937,0.0,4.474883226635029e-06
1938,0.0,4.374463514977833e-06
1939,0.0,4.499509500988097e-06
1940,0.0,4.3387247501414095e-06
1941,0.0,5.265480595539884e-06
1942,3.034211770724937e-09,4.5209753523067775e-06
1943,0.0,5.960341724176033e-06
1944,0.0,5.523466853674108e-06
1945,0.0,5.0846285688521675e-06
1946,0.0,4.960089640348997e-06
1947,1.1920870957027319e-09,5.490753011372362e-06
1948,0.0,4.523792739519195e-06
1949,0.0,4.270398534345077e-06
1950,0.0,4.518965297961586e-06
1951,0.0,4.095044275231885e-06
1952,0.0,4.486813907078613e-06
1953,0.0,4.745871109435029e-06
1954,0.0,4.906790223913049e-06
1955,0.0,4.609271968547546e-06
1956,0.0,4.384118014399974e-06
1957,0.0,4.049097583447292e-06
1958,0.0,3.8019230004238125e-06
1959,0.0,4.113322049192902e-06
1960,0.0,3.7933086929342608e-06
1961,0.0,4.236987521721858e-06
1962,0.0,4.247208053698159e-06
1963,0.0,4.170604384512444e-06
1964,0.0,3.865753569698427e-06
1965,0.0,4.2123787835635085e-06
1966,0.0,4.129380215545098e-06
1967,0.0,4.137537786164103e-06
1968,0.0,4.787400285977128e-06
1969,4.5417578031781147e-10,3.809626434758684e-06
1970,0.0,4.132874295237343e-06
1971,0.0,4.077832215898525e-06
1972,0.0,3.460284091261201e-06
1973,0.0,3.5538111546884465e-06
1974,0.0,3.1452571249701577e-06
1975,0.0,3.3674887163215317e-06
1976,0.0,3.2904202384997916e-06
1977,5.876781838942691e-10,3.1775759907759493e-06
1978,0.0,3.257226268260638e-06
1979,0.0,3.3063650448639237e-06
1980,0.0,3.31557990307374e-06
1981,1.2651099057237047e-09,3.5024567068830947e-06
1982,0.0,3.6220776848949754e-06
1983,0.0,3.5649957936811916e-06
1984,0.0,3.553632339503565e-06
1985,0.0,3.7368647269886424e-06
1986,0.0,3.854454163843002e-06
1987,0.0,3.887701595317594e-06
1988,0.0,4.12922715042896e-06
1989,0.0,4.270856777566223e-06
1990,0.0,3.933381094611832e-06
1991,0.0,4.114748705319471e-06
1992,0.0,4.144029148278605e-06
1993,0.0,4.136126136700113e-06
1994,0.0,4.131322342004751e-06
1995,5.422450821690461e-10,3.780532736641362e-06
1996,0.0,4.303036305941532e-06
1997,0.0,4.199368362378664e-06
1998,4.768129224785866e-10,4.320402041457783e-06
1999,0.0,4.155227060209654e-06
2000,0.0,4.1472063827541206e-06
2001,4.3812117822561447e-10,4.121844114024498e-06
2002,0.0,4.295349668836934e-06
2003,0.0,4.406104437748581e-06
2004,0.0,4.34664801218787e-06
2005,0.0,4.384400398294019e-06
2006,0.0,4.6976887233540765e-06
2007,3.994479469415779e-10,4.5588992918510485e-06
2008,0.0,4.232320833352787e-06
2009,0.0,4.136407113719542e-06
2010,0.0,4.286842326450824e-06
2011,0.0,3.7268430048698065e-06
2012,0.0,3.842380081664487e-06
2013,0.0,3.99235364056949e-06
2014,0.0,5.256401465203453e-06
2015,2.2165753954528356e-10,4.390149300093071e-06
2016,0.0,4.234854927176457e-06
2017,0.0,3.6639879681388265e-06
2018,0.0,4.118988130130674e-06
2019,2.55098775436835e-10,5.0657514520935365e-06
