year,suis_VERB à_ADP,suis_VERB a_ADP,suis_VERB là_ADV
1830,3.3262194847338833e-06,2.400472309815882e-08,2.3587249131651333e-07
1831,3.5579132600105368e-06,2.0268567268999504e-08,2.9623291197822255e-07
1832,3.816804564849008e-06,1.7588960510295237e-08,2.746583902535349e-07
1833,2.8982237836316926e-06,1.737544297331084e-08,3.3013341749210667e-07
1834,2.851699264283525e-06,2.42697808516823e-08,2.688344977741508e-07
1835,2.8807801299990388e-06,3.327758690829796e-08,3.9933104289957555e-07
1836,3.2111743166751694e-06,1.949017558455779e-08,2.674858592399687e-07
1837,2.8026383915857878e-06,2.0177884252348122e-08,2.497882860552636e-07
1838,2.1322482552932343e-06,3.15608092993358e-08,2.2850025516163441e-07
1839,2.4358298560400726e-06,3.845311391525996e-08,2.405067505151237e-07
1840,2.1338457827368984e-06,2.9300567638834707e-08,2.74533590527426e-07
1841,2.46677473114687e-06,3.9165346077396634e-08,3.447834444614273e-07
1842,2.2841643385618227e-06,2.2808100741400494e-08,3.1193431482279266e-07
1843,2.5618273866712116e-06,3.248801100363963e-08,2.8175966804155905e-07
1844,2.058759264400578e-06,2.579623747944737e-08,2.0746762174894684e-07
1845,2.212560275438591e-06,1.6182660877994692e-08,3.0468044087683666e-07
1846,2.3716584109934047e-06,3.219975663881769e-08,2.3710730090442667e-07
1847,1.6632701544949668e-06,1.6718993300912643e-08,1.7150451014913415e-07
1848,2.1440516775328433e-06,2.0113055110293487e-08,2.743420566275745e-07
1849,1.9012892380487756e-06,2.513824481908955e-08,2.3043391195187723e-07
1850,2.1100199774082284e-06,1.6293590476834652e-08,2.6341305670030124e-07
1851,1.9961012185376603e-06,2.3217980205103572e-08,2.670067544841004e-07
1852,2.135458998964168e-06,3.64590551082955e-08,2.3828596340536023e-07
1853,2.34816366173618e-06,3.224843125870791e-08,2.5141832793451613e-07
1854,2.176463794967276e-06,3.273268706083243e-08,2.784876187433838e-07
1855,2.933674750238424e-06,3.237231638308913e-08,3.582182444006321e-07
1856,2.5554606963851256e-06,2.3815069694066437e-08,3.0752502766517864e-07
1857,2.3792474621586734e-06,3.661131847687571e-08,3.021654038093402e-07
1858,3.1999747989175376e-06,4.061751113226819e-08,3.547915241597366e-07
1859,2.8429603844415396e-06,3.309912677273985e-08,3.8751440456508135e-07
1860,2.758210939646233e-06,5.126445934422463e-08,3.876874643538031e-07
1861,2.8130723421782022e-06,4.291527133659656e-08,3.4520854796937783e-07
1862,3.146777544316137e-06,4.4276266236709105e-08,3.560173240657605e-07
1863,3.0781848181504756e-06,3.096664996649068e-08,4.270400779660122e-07
1864,3.1755482723383466e-06,3.164520401277571e-08,4.5166336803958984e-07
1865,2.9780203476548195e-06,3.341859527994373e-08,4.4573815216608637e-07
1866,2.5641779757279437e-06,3.1626483321112175e-08,3.683269085286156e-07
1867,2.6957368390867487e-06,2.426405742994575e-08,3.494024269912188e-07
1868,2.3666937067901017e-06,3.309715523869272e-08,3.3294750778622983e-07
1869,2.982853402500041e-06,3.8091449106048e-08,5.171646648705064e-07
1870,2.817711674651946e-06,2.8096838189384243e-08,3.532174162046431e-07
1871,2.7158350803802023e-06,4.779529705345453e-08,2.973929724703339e-07
1872,2.8730908070428995e-06,4.4145575639475965e-08,4.1968533537328767e-07
1873,3.0349042390298564e-06,3.052862318497773e-08,3.777168728902325e-07
1874,2.9681857540708734e-06,2.6885740689319704e-08,4.49290610049502e-07
1875,3.375128926563775e-06,4.1194996247551074e-08,4.331195953000133e-07
1876,3.1040240173751954e-06,3.264847947548333e-08,4.570787268676213e-07
1877,3.2383695725002326e-06,2.4120782149417153e-08,4.360295235983358e-07
1878,2.476630243108957e-06,3.925407654481461e-08,4.215283979647211e-07
1879,2.8677172849711496e-06,4.948553466999073e-08,4.349839457518101e-07
1880,3.2621912851027446e-06,7.187987627332859e-08,4.614431361460447e-07
1881,3.2979960451484658e-06,3.625704092513615e-08,4.6785524432380043e-07
1882,3.0455041724053444e-06,6.455723600140573e-08,4.452452628811443e-07
1883,2.8576050681294873e-06,4.739504311235265e-08,3.646258619482978e-07
1884,2.5264694158977363e-06,3.30084857225188e-08,3.4988994457307854e-07
1885,2.4345165456907125e-06,2.6427106392112876e-08,3.087459390371805e-07
1886,2.147067334590247e-06,3.872078385702693e-08,3.7430089605550165e-07
1887,2.3993798095034435e-06,3.9173548849191775e-08,3.603966263199254e-07
1888,2.2534545678354334e-06,4.3116179737623384e-08,3.7092596016918833e-07
1889,2.3268717086466495e-06,3.508476542624095e-08,3.608718657233112e-07
1890,2.2835481559013715e-06,3.473824922162194e-08,3.303410665012052e-07
1891,2.167872253266978e-06,4.46195412839856e-08,3.6396795621840283e-07
1892,2.449107796564931e-06,2.1312942743989538e-08,3.372459786987747e-07
1893,2.1634516542690108e-06,3.8182183526025426e-08,3.725841963841958e-07
1894,2.1494549855560763e-06,2.3315696040526745e-08,4.228332954880898e-07
1895,2.439946229060297e-06,3.250051894276851e-08,4.5681284177589987e-07
1896,2.2373328647518065e-06,3.243365909177953e-08,3.9804945117793977e-07
1897,2.1879309315409046e-06,3.4377610647062795e-08,4.183580415428878e-07
1898,2.3335055630013812e-06,3.055511632599206e-08,4.4418086986297567e-07
1899,2.3182662971521495e-06,3.150719685152126e-08,5.090899435344909e-07
1900,2.23526740228408e-06,3.633737222230593e-08,5.237772597865842e-07
1901,2.1203675260039745e-06,3.4650181890416576e-08,3.8282860259641893e-07
1902,1.866889874690969e-06,4.419255578147485e-08,3.324262252135668e-07
1903,2.0877250790363178e-06,3.7261521201870096e-08,3.882758505824313e-07
1904,2.1912346710450947e-06,3.278521365501774e-08,4.444815147053305e-07
1905,2.2635088043898577e-06,3.5093161820931584e-08,4.536307187663624e-07
1906,2.2032543256500503e-06,2.2634412455424524e-08,5.679179935214052e-07
1907,2.333307975277421e-06,2.468564819224639e-08,4.7211301534844097e-07
1908,2.5244539756386075e-06,2.9959472680474164e-08,4.710022096787725e-07
1909,2.4176822535082465e-06,3.245580249000568e-08,5.974068244540831e-07
1910,2.9376797101576813e-06,4.221879024157715e-08,5.985448865430953e-07
1911,2.397360503891832e-06,2.500575924102577e-08,5.038394306211558e-07
1912,2.4426976779068355e-06,3.5424062572175785e-08,4.797876727025141e-07
1913,2.2664978587272344e-06,4.0302721660001595e-08,5.234051059233025e-07
1914,2.2594813344767317e-06,4.218948657097599e-08,4.774778403771052e-07
1915,1.9237984361097915e-06,2.0027295377644805e-08,5.324904464032443e-07
1916,2.1601349544653203e-06,2.52711618298207e-08,5.372868940867193e-07
1917,2.2875960894452874e-06,2.851270441972531e-08,6.448257749980257e-07
1918,2.128425421688007e-06,3.9053678513312207e-08,5.972915460006334e-07
1919,2.1555572402576217e-06,3.6831393046554695e-08,7.320239205910184e-07
1920,2.17095885091112e-06,3.483226640454973e-08,6.148652005322219e-07
1921,2.311959860890056e-06,1.8174594496045415e-08,6.800327128075878e-07
1922,2.5704728159325896e-06,2.8036154786637013e-08,7.776343977639044e-07
1923,2.652925331858569e-06,5.6264525483129546e-08,6.836670536358724e-07
1924,2.6002405775216175e-06,2.5783248314148466e-08,7.670516311009123e-07
1925,2.973907385239727e-06,2.749544458779951e-08,7.709722922299989e-07
1926,2.7330331704433775e-06,1.0031524499964917e-08,7.178113037298317e-07
1927,3.3469973459432367e-06,2.0068604555945058e-08,8.328470926244336e-07
1928,2.302347411387018e-06,1.7139062169491126e-08,6.84419887875265e-07
1929,2.8530580493679736e-06,3.676334170421569e-08,8.522411008016206e-07
1930,2.567080628068652e-06,3.2561171536826805e-08,6.795831382078177e-07
1931,2.49891354542342e-06,1.596749932275543e-08,6.70634960897587e-07
1932,2.2916390207683435e-06,2.0823119339929974e-08,5.545525709749199e-07
1933,2.354926891712239e-06,2.2941323951641834e-08,6.412100219677086e-07
1934,2.354380512770149e-06,1.677421224144382e-08,7.919824724922364e-07
1935,2.416396455373615e-06,2.154291145473053e-08,7.707574809501239e-07
1936,2.1266748717607697e-06,1.2124714565686645e-08,6.086606845201459e-07
1937,2.166931380997994e-06,1.76275650742852e-08,6.937706302778679e-07
1938,2.154818730559782e-06,5.186085638708704e-08,7.104937367330422e-07
1939,1.9086974134552293e-06,2.2941075705773528e-08,6.301148687271052e-07
1940,1.6634735402476508e-06,2.028626333583361e-08,6.08587924944004e-07
1941,2.370056563449907e-06,5.312704765003673e-08,7.290211669896962e-07
1942,2.3757877443131292e-06,3.034211815133858e-08,8.526134820385778e-07
1943,2.6042018816951895e-06,2.322588210645904e-08,9.145190915660351e-07
1944,2.6026807518064743e-06,1.2852744646352221e-08,1.050711830430373e-06
1945,2.5423141778446734e-06,1.089252021913012e-08,1.2352118119451916e-06
1946,2.8580027446878375e-06,2.3665878146061914e-08,1.048259150593367e-06
1947,3.453476210779627e-06,2.622591566137089e-08,1.0025452183981542e-06
1948,2.595119667603285e-06,2.8266909479768287e-08,1.129589122683683e-06
1949,2.3904415229480946e-06,8.933477502193199e-08,9.286889621762384e-07
1950,2.9438681394822197e-06,3.6160229255344234e-08,1.1709532827808289e-06
1951,2.948943802039139e-06,1.4925962688039363e-08,1.018163857224863e-06
1952,2.7753924314311007e-06,2.0035126779838208e-08,9.068531312550476e-07
1953,2.4553553430450847e-06,1.4005975490505307e-08,1.0482933703315211e-06
1954,2.7666048936225707e-06,2.443134050622575e-08,1.0906150009759585e-06
1955,2.582919250926352e-06,2.7218262754757916e-08,8.784928695604322e-07
1956,2.6695413453126093e-06,1.3953826316637219e-08,1.294217440772627e-06
1957,2.4579073851782596e-06,2.3854602404504988e-08,1.0116118573932908e-06
1958,2.427903382340446e-06,2.1507833292133682e-08,1.0406482715552556e-06
1959,2.570147898950381e-06,2.7902691490666598e-08,1.0362749662817805e-06
1960,2.5759341042430606e-06,2.214666650068864e-08,1.0478141803105245e-06
1961,2.7764845071942545e-06,1.8065213658324808e-08,9.915023611029028e-07
1962,2.8367571758280974e-06,1.395230431189276e-08,1.116818566515576e-06
1963,2.5793085569603136e-06,2.327779202726532e-08,1.1522506611072458e-06
1964,3.12411771119514e-06,2.190228565179808e-08,1.007505147754273e-06
1965,2.448739451210713e-06,5.855086282480215e-08,1.0161584214074537e-06
1966,2.5025540253409417e-06,2.6587558710211567e-08,1.1571127060960862e-06
1967,2.525317995605292e-06,2.9582013283402375e-08,1.1660243899314082e-06
1968,2.744255198194878e-06,2.6948495185363797e-08,9.993400453822687e-07
1969,2.2904084744368447e-06,2.4525491859606063e-08,9.419605930816033e-07
1970,2.292924364155624e-06,2.1154134721701467e-08,9.041093562700553e-07
1971,2.5938629732991103e-06,2.312278823968228e-08,8.786659577708633e-07
1972,2.2998449367150897e-06,2.8728822876189497e-08,8.941846090237959e-07
1973,2.338701051485259e-06,1.8744892471556085e-08,9.604001434126985e-07
1974,1.9121318928227993e-06,2.3064843146514136e-08,8.269590239251556e-07
1975,1.9950200567109277e-06,1.9990180621931586e-08,8.487259606226871e-07
1976,1.9774515749304555e-06,4.627956828873181e-08,8.496014629599813e-07
1977,1.909954107759404e-06,1.7630345294783467e-08,9.27943858641811e-07
1978,2.1118801214470295e-06,4.039602119476626e-08,9.362371997667651e-07
1979,2.185711991842254e-06,2.8089472303705065e-08,9.743536111272988e-07
1980,2.2069755232223542e-06,2.6720207546571118e-08,1.0159363910133834e-06
1981,2.198760967075941e-06,2.84649726012276e-08,1.1177246506122174e-06
1982,2.1173789264139486e-06,2.917526009671434e-08,1.1117637086499599e-06
1983,2.19394087253022e-06,3.5997300584789116e-08,1.054026256497309e-06
1984,2.0922823296132265e-06,2.087643063974909e-08,1.1464640010672156e-06
1985,2.2353813164954772e-06,6.075713665509852e-08,1.1429560800024774e-06
1986,2.4067858248599805e-06,2.5776287104761764e-08,1.1683251841532183e-06
1987,2.191339035562123e-06,2.3221104594739472e-08,1.0315059171261964e-06
1988,2.1431683308037464e-06,3.238139062444745e-08,1.063788658939302e-06
1989,2.365380623814417e-06,3.018467154003446e-08,1.069635004569136e-06
1990,2.2050689949537627e-06,2.1794604121438965e-08,1.0156285270568333e-06
1991,2.4952257717814064e-06,1.582595621218985e-08,1.1758098708014586e-06
1992,2.0386794403748354e-06,3.4712649199519774e-08,1.1168656328663928e-06
1993,2.5757315142982407e-06,1.6617622222714346e-08,1.0939934327325318e-06
1994,2.4887103791115806e-06,2.848460389781593e-08,1.2543775937956525e-06
1995,2.4249200123449555e-06,4.934430175573823e-08,1.2016150776616996e-06
1996,2.35463244280254e-06,3.256236347226604e-08,1.2144159882154781e-06
1997,2.212364279330359e-06,2.733089854434212e-08,1.2274929304112447e-06
1998,2.4765663511061575e-06,2.0026142966145244e-08,1.2788123058271594e-06
1999,2.4852754449966596e-06,2.5136106140966064e-08,1.2037909300488536e-06
2000,2.4727721665840363e-06,2.8275401131594435e-08,1.3660553577210521e-06
2001,2.5459221433266066e-06,1.708672603406569e-08,1.3064773156656884e-06
2002,2.508249281163444e-06,2.9354183750385232e-08,1.4199538327375194e-06
2003,2.758502887445502e-06,3.000184461976474e-08,1.5292606576622347e-06
2004,2.7366968424757943e-06,2.730970624642559e-08,1.5584151924485923e-06
2005,2.76665332421544e-06,2.8823997633153908e-08,1.4763290892005898e-06
2006,2.934408257715404e-06,2.6766283744983355e-08,1.6385083654313348e-06
2007,3.358957883392577e-06,2.6763012805908204e-08,2.460599262121832e-06
2008,3.492377800284885e-06,3.3633772655861094e-08,2.649830548762111e-06
2009,3.872725756082218e-06,2.3364143508786128e-08,2.9658158382517286e-06
2010,4.885346697847126e-06,2.5980861351193596e-08,4.465874098968925e-06
2011,5.297730695019709e-06,2.3708625701557295e-08,4.8468846216565e-06
2012,6.149782620923361e-06,1.8042539268181557e-08,5.732761565013789e-06
2013,6.793192824261496e-06,1.3387799757680341e-08,6.382354968081927e-06
2014,7.560435278719524e-06,1.2343037703033133e-08,7.016259132797131e-06
2015,7.886796993261669e-06,1.2412822214535879e-08,6.969577952986583e-06
2016,8.289916877401993e-06,1.4913648760384035e-08,7.2791031016095076e-06
2017,8.984254236565903e-06,1.559679052576257e-08,9.060980119102169e-06
2018,9.595570190867875e-06,1.8070266172287575e-08,9.7499414550839e-06
2019,9.51365382206859e-06,1.5305926248654345e-08,9.569010217092e-06
