year,très_ADV égale_ADJ,très_ADV légale_ADJ
1889,4.448246926358479e-08,4.385595886446936e-09
1890,1.9007721618891082e-08,6.554386366985909e-09
1891,2.42220359325529e-08,5.099376032546843e-09
1892,2.005923960268774e-08,1.5044429702015805e-08
1893,2.9560400349737392e-08,8.621783287310336e-09
1894,5.041231432301174e-08,3.780923574225881e-09
1895,3.611168608586013e-08,2.5880042997528108e-08
1896,4.65865284127176e-08,7.66613794667137e-09
1897,4.8944393427063915e-08,4.078699600285063e-09
1898,1.6975064909274806e-08,6.224190496340043e-09
1899,1.9899282222013426e-08,9.39688327150634e-09
1900,3.1665425836990835e-08,9.34389543516545e-09
1901,2.51493244007861e-08,7.824234593556412e-09
1902,3.289890315727462e-08,5.892340837476695e-09
1903,2.808114629715419e-08,1.0260418292773466e-08
1904,2.6335662539622717e-08,6.449550227216605e-09
1905,3.1996705729397945e-08,1.186974607492175e-08
1906,3.600929332492342e-08,1.5432553013283723e-08
1907,3.3428481316377656e-08,5.142843484406967e-09
1908,3.241516921548282e-08,3.929111258571538e-09
1909,3.4106097501762633e-08,8.801573692096554e-09
1910,1.9238942883248455e-08,1.1757131268552712e-08
1911,3.724261787851901e-08,7.980561100850991e-09
1912,1.719108944087111e-08,2.6047106693738442e-09
1913,2.4393752795504042e-08,5.302989602995467e-09
1914,1.339348720819089e-08,6.696743715117748e-10
1915,1.295883844676382e-08,3.534228465440492e-09
1916,1.648119329900055e-08,4.394984820521586e-09
1917,2.52227767560953e-08,2.1932848870420685e-09
1918,3.790504266021344e-08,2.2972752589112133e-09
1919,1.6574126959767455e-08,1.8415696745321952e-09
1920,1.741613253614105e-08,3.028892692213958e-09
1921,2.2718241510233383e-08,8.330022005509363e-09
1922,3.541408943874558e-08,6.640141769764796e-09
1923,1.6985516992917837e-08,1.5923921736771263e-08
1924,2.4494086758863887e-08,6.445812328337297e-09
1925,3.409435223034052e-08,1.0998177923937646e-09
1926,2.3406890647947876e-08,6.687683296036084e-09
1927,1.3379070296082318e-08,1.1149224876660924e-09
1928,4.4561559775502246e-08,4.570416489713125e-09
1929,2.4508894469477127e-08,2.2280812750352652e-09
1930,1.3654684494213143e-08,2.100720708497761e-09
1931,2.2810713318222042e-08,4.5621426636444085e-09
1932,1.8631212128639163e-08,5.4797681947604815e-09
1933,2.2941325283909464e-08,1.1470662197865522e-09
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,2.424942913137329e-08,0.0
1937,2.1404900962807005e-08,3.777335333410292e-09
1938,1.9447821131279852e-08,0.0
1939,6.117620188206274e-09,0.0
1940,7.607348528892999e-09,0.0
1941,3.5418032950929046e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,2.227376683094917e-08,1.3921104269343232e-09
1947,1.0728784083369192e-08,3.5762612871081956e-09
1948,1.522064252412747e-08,3.2615663503321457e-09
1949,1.47255123650325e-08,1.9634016634739737e-09
1950,1.595304155443955e-08,8.508289184305795e-09
1951,1.3859822622919182e-08,0.0
1952,1.0544804140977249e-08,0.0
1953,1.939288907237824e-08,3.232148326759443e-09
1954,1.07497895029951e-08,2.9317608341017376e-09
1955,1.3139850985055546e-08,2.815682353940474e-09
1956,1.5698054411927842e-08,2.616342476002842e-09
1957,2.738861759610245e-08,8.835037701437898e-10
1958,1.5717262158432277e-08,5.790570245522986e-09
1959,8.525822714489095e-09,1.5501495642666896e-09
1960,8.305000243069571e-09,2.076250060767393e-09
1961,1.598076693198891e-08,2.08444772553662e-09
1962,1.2683912586908264e-08,4.43936931660005e-09
1963,7.1126584622049904e-09,1.2932106496776896e-09
1964,1.1559539991878864e-08,1.2167936658258327e-09
1965,6.5664522708175355e-09,6.5664522708175355e-09
1966,1.9386762417639147e-08,3.8773522170743036e-09
1967,1.5777073869571723e-08,2.9582012395223956e-09
1968,3.1439910230801615e-08,3.1439910674890825e-09
1969,9.537691525451919e-09,6.8126366770115965e-09
1970,1.103694025061941e-08,2.7592350626548523e-09
1971,8.221435976452085e-09,2.569198631618974e-09
1972,1.128632298730281e-08,2.0520587451500205e-09
1973,8.269805285010534e-09,2.205281512956958e-09
1974,1.406392957647995e-08,9.563471792262135e-09
1975,9.138368284311582e-09,3.4268881066168433e-09
1976,2.3425460682346966e-08,2.856763492431469e-09
1977,6.464460078348111e-09,5.876781727920388e-09
1978,8.316828115084718e-09,7.128709622605811e-09
1979,8.777959692451986e-09,2.925986564150662e-09
1980,1.1370301145063877e-08,5.116635559687666e-09
1981,6.958104314946922e-09,8.223214109648325e-09
1982,9.311253101884631e-09,1.2415004579935385e-09
1983,1.1999100379966876e-08,5.052252838311233e-09
1984,1.8556827185989277e-08,7.538710988796993e-09
1985,1.6242006850575308e-08,3.0077789148208467e-09
1986,7.792831269171074e-09,7.792831269171074e-09
1987,7.332980445085013e-09,4.277571630240118e-09
1988,1.139345240375178e-08,3.597932174415064e-09
1989,8.232182935330457e-09,2.7440609784434855e-09
1990,4.90378582185258e-09,1.6345953479657283e-09
1991,1.4653663171770859e-08,2.9307325455363298e-09
1992,9.91789939064347e-09,4.4079553340736766e-09
1993,6.093128224193833e-09,1.661762283333701e-09
1994,9.494868002946077e-09,4.747434001473039e-09
1995,3.795715741716776e-09,1.0844901643380922e-09
1996,9.074756945892659e-09,1.6014276571496566e-09
1997,3.835915585170824e-09,5.753873377756236e-09
1998,6.675381136744818e-09,9.536258449571733e-10
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,3.5344251969604557e-09,1.7672125984802278e-09
2001,7.886181485616817e-09,1.7524847129024579e-09
2002,7.886198361006791e-09,3.9430991805033955e-09
2003,5.000307723435071e-09,4.166922806803086e-09
2004,3.523833003171717e-09,1.7619165015858584e-09
2005,6.305249655724765e-09,3.1526248278623825e-09
2006,4.529678854225949e-09,4.529678854225949e-09
2007,5.991719120856942e-09,1.5977917877663117e-09
2008,1.0643598891135753e-08,2.554463751636149e-09
2009,3.337734755248789e-09,6.198650481792356e-09
2010,5.196172381261022e-09,3.7790344187271785e-09
2011,4.971163480860241e-09,4.206369030868018e-09
2012,4.085103366691101e-09,4.765953853791416e-09
2013,8.367375237128272e-09,4.462600067256517e-09
2014,4.114345752981308e-09,9.961047986450922e-09
2015,7.093041265449074e-09,6.428068743957738e-09
2016,9.113896304313585e-09,6.421154274960372e-09
2017,3.018733707449428e-09,6.289028409156572e-09
2018,5.6792268665617485e-09,5.937373259712331e-09
2019,5.101975730781305e-09,5.612172948588068e-09
