year,plus_ADV égaux_ADJ,plus_ADV egaux_ADJ,plus_ADV légaux_ADJ
1866,4.5736761933312664e-08,0.0,1.1677471434268227e-08
1867,6.405711161505678e-08,0.0,3.88224918879132e-09
1868,8.348386870693503e-08,0.0,3.951899252285784e-09
1869,7.227608023185894e-08,0.0,1.7580669364747337e-08
1870,5.504686839685746e-08,0.0,1.1468097582678638e-09
1871,6.478918379571041e-08,0.0,1.6993883633631413e-08
1872,8.889588798410841e-08,0.0,6.047339518033823e-09
1873,9.338167217265436e-08,5.986004469882289e-10,2.9930022904522957e-09
1874,9.14115219075029e-08,0.0,1.0754296120296658e-08
1875,6.865832347102696e-08,0.0,4.577221712764867e-09
1876,5.38095328295185e-08,0.0,1.209202959984168e-09
1877,3.958282235316801e-08,0.0,7.421779191219002e-09
1878,8.937850992651875e-08,0.0,1.8117265465633636e-09
1879,5.254019797007459e-08,0.0,6.10932526790009e-10
1880,7.059630746653056e-08,0.0,6.417846254436199e-09
1881,4.183504387356152e-08,0.0,9.064259565150223e-09
1882,5.657077295495583e-08,0.0,7.320923423037584e-09
1883,4.2339571848515334e-08,1.2638677882037541e-09,1.0110942305630033e-08
1884,9.308392634466145e-08,1.3203393933736152e-09,5.941527270181268e-09
1885,3.609556031847205e-08,0.0,7.7347630522695e-09
1886,3.549405036551434e-08,0.0,6.4534639854230136e-09
1887,5.549586035158427e-08,0.0,4.570247291724172e-09
1888,7.22830080235326e-08,0.0,1.3315291091942072e-08
1889,5.07476087818759e-08,0.0,6.265136853755848e-09
1890,5.571228456346944e-08,0.0,1.9663159989136147e-09
1891,7.266611135037238e-08,1.2748440081367107e-09,0.0
1892,6.958048714977849e-08,0.0,3.761107425503951e-09
1893,8.80653558965605e-08,0.0,6.158416554491453e-10
1894,6.931693263823036e-08,0.0,4.411077725308132e-09
1895,4.754705429377282e-08,6.018614495673091e-10,6.018614495673091e-09
1896,8.314810884257895e-08,0.0,7.076434549446731e-09
1897,2.0160429414772807e-07,0.0,2.9133566670225264e-09
1898,7.299277626771072e-08,0.0,5.6583548957434e-10
1899,7.185852268776216e-08,0.0,2.7637891975018647e-09
1900,6.644548022904928e-08,0.0,6.22926377147337e-09
1901,4.8622027293276915e-08,0.0,5.029864968975062e-09
1902,7.954659508868644e-08,0.0,1.9641135384773634e-09
1903,5.6702312178913417e-08,0.0,3.7801539676252105e-09
1904,5.4283713524228006e-08,0.0,1.0749250378694342e-08
1905,4.489860216949637e-08,0.0,3.6125313851442797e-09
1906,4.78409170057148e-08,0.0,3.0865106026567446e-09
1907,5.348557152728972e-08,0.0,1.5428529565042481e-09
1908,7.56353912834129e-08,0.0,2.4556945366072114e-09
1909,8.141455509758089e-08,5.500983557560346e-10,8.801573692096554e-09
1910,8.550641439342144e-08,0.0,1.6032452032632705e-09
1911,6.065226187956796e-08,0.0,3.1922244847493175e-09
1912,7.189001394181105e-08,0.0,1.5628263128064646e-09
1913,6.204498248507662e-08,0.0,1.060597942803554e-09
1914,6.629776549971211e-08,0.0,4.68772043404897e-09
1915,5.301343009023185e-08,0.0,0.0
1916,8.020847275247434e-08,0.0,3.2962386153911893e-09
1917,4.386569685266295e-08,1.0966424435210342e-09,0.0
1918,6.087779524932557e-08,2.2972752589112133e-09,0.0
1919,6.077179648400488e-08,9.207848372660976e-10,0.0
1920,4.846228307542333e-08,0.0,0.0
1921,4.619375815195781e-08,0.0,1.5145494858259667e-09
1922,4.943216680430851e-08,0.0,7.377935595798135e-09
1923,5.307974149104666e-08,0.0,5.307974060286824e-09
1924,4.640984840875717e-08,0.0,2.578324886925998e-09
1925,6.818870446068104e-08,1.0998177923937646e-09,4.399271169575059e-09
1926,4.56991671171636e-08,0.0,1.1146138456652466e-09
1927,5.0171511389862644e-08,0.0,3.3447675740205796e-09
1928,4.4561559775502246e-08,0.0,4.570416489713125e-09
1929,6.350031611646045e-08,0.0,8.912325100141061e-09
1930,5.461873797685257e-08,0.0,2.100720708497761e-09
1931,5.47457119637329e-08,0.0,1.1405356659111021e-09
1932,5.2605777511871565e-08,0.0,2.1919073223131136e-09
1933,7.455930273181366e-08,2.2941324395731044e-09,3.4411986593596566e-09
1934,6.350237669039416e-08,0.0,1.1981580172459871e-09
1935,4.6676309040094566e-08,0.0,1.196828414151696e-09
1936,5.2136272188363364e-08,0.0,3.6374143697059935e-09
1937,5.288269733227935e-08,0.0,1.2591118148108649e-09
1938,6.612259539906518e-08,1.2965214457594243e-09,0.0
1939,5.964679417047591e-08,0.0,0.0
1940,5.5787225505810056e-08,0.0,0.0
1941,6.493305448884712e-08,0.0,5.9030051957620344e-09
1942,4.5513175450651033e-08,0.0,3.034211770724937e-09
1943,5.8064703267746154e-08,0.0,0.0
1944,7.390327994016843e-08,0.0,3.2131861615880553e-09
1945,6.317661416233022e-08,0.0,6.535512131478072e-09
1946,8.07424029858339e-08,2.7842208538686464e-09,4.1763312808029696e-09
1947,5.8412268799656886e-08,0.0,0.0
1948,6.740570768215548e-08,0.0,0.0
1949,7.068246077324147e-08,0.0,1.9634016634739737e-09
1950,7.551106762093696e-08,0.0,1.0635361480382244e-09
1951,1.140769967378219e-07,0.0,0.0
1952,1.1810180211568877e-07,0.0,3.1634410646574906e-09
1953,7.97263197682696e-08,0.0,0.0
1954,8.502106396690579e-08,0.0,4.886268278880834e-09
1955,8.165478959654138e-08,0.0,1.8771215692936494e-09
1956,1.4128249858913478e-07,0.0,6.104799332717903e-09
1957,7.951533831374036e-08,0.0,4.417518795207798e-09
1958,3.722509589465517e-08,8.272243445794913e-10,0.0
1959,1.0463509880764832e-07,0.0,6.200598257066758e-09
1960,6.920833328649678e-08,0.0,6.920833350854139e-10
1961,6.80919640672073e-08,0.0,6.25334317660986e-09
1962,6.215117309693596e-08,0.0,4.43936931660005e-09
1963,7.56528208967211e-08,0.0,1.2932106496776896e-09
1964,8.030838216654956e-08,0.0,1.8251904432275978e-09
1965,7.82502169727195e-08,0.0,3.830430195250756e-09
1966,7.754704967055659e-08,0.0,3.3234448526542337e-09
1967,6.705256083705535e-08,0.0,9.860671168482327e-10
1968,7.545578739609482e-08,0.0,4.4914158503495116e-10
1969,5.177603767947403e-08,0.0,1.8167031212712459e-09
1970,6.3002531192069e-08,0.0,2.7592350626548523e-09
1971,9.094963360212205e-08,0.0,1.0276794970565106e-09
1972,1.0362896318838466e-07,5.130146862875051e-10,7.182205497002769e-09
1973,8.435201692691408e-08,0.0,3.859242703185828e-09
1974,7.932055723358644e-08,0.0,2.812785782069227e-09
1975,6.568202337575713e-08,0.0,5.140332159925265e-09
1976,7.084773301357927e-08,1.142705374768127e-09,5.713526873840635e-10
1977,9.109011500640918e-08,0.0,2.938390863960194e-09
1978,5.584155715609995e-08,0.0,1.7821774056514528e-09
1979,6.086052195541924e-08,5.851973350345929e-10,2.3407893401383717e-09
1980,5.855705254020904e-08,0.0,3.97960553399912e-09
1981,7.843681260055746e-08,0.0,6.325549528618524e-10
1982,7.262777756977812e-08,0.0,4.966001831974154e-09
1983,7.767838638983449e-08,6.315316047889041e-10,0.0
1984,9.858314342636731e-08,0.0,2.8995041922996734e-09
1985,8.6022481582404e-08,0.0,6.015558051686298e-10
1986,7.792831269171074e-08,0.0,1.1988970927134801e-09
1987,5.621951615353282e-08,0.0,6.110816852533674e-10
1988,7.015967895540598e-08,0.0,1.798966087207532e-09
1989,8.067539880585173e-08,5.488122178931576e-10,4.390497743145261e-09
1990,7.791570766357836e-08,0.0,4.358920779878872e-09
1991,6.799299967497063e-08,5.861465202094962e-10,2.344586080837985e-09
1992,7.879220476070259e-08,0.0,3.856960972825618e-09
1993,7.699498638658042e-08,2.2156829704300662e-09,3.323524566667402e-09
1994,7.595894402356862e-08,0.0,3.164955852952289e-09
1995,6.778063266210665e-08,0.0,3.795715741716776e-09
1996,7.953757119594229e-08,0.0,2.135236876199542e-09
1997,7.52798428038659e-08,0.0,1.917957792585412e-09
1998,7.485962782993738e-08,0.0,1.9072516899143466e-09
1999,8.683382191065903e-08,0.0,3.1991407301035224e-09
2000,7.510653432518666e-08,0.0,2.6508188977203417e-09
2001,8.368114379209146e-08,0.0,1.3143635069212678e-09
2002,7.973822846452094e-08,8.76244299341522e-10,5.257465574004527e-09
2003,7.75047652723515e-08,4.1669229178253886e-10,2.083461403401543e-09
2004,7.532192825010497e-08,0.0,4.404791253964646e-10
2005,9.908249154477744e-08,0.0,2.702249757291497e-09
2006,6.588624046344194e-08,0.0,4.117890028965121e-09
2007,9.466916139899695e-08,0.0,1.997239706952314e-09
2008,8.685177022016433e-08,0.0,1.2772318758180745e-09
2009,5.24501189147486e-08,0.0,3.337734755248789e-09
2010,6.849499811778514e-08,0.0,9.447586046817946e-10
2011,5.5447593183544086e-08,0.0,1.911985902935953e-09
2012,7.046803318644379e-08,0.0,2.7234021704458655e-09
2013,5.1877727003102336e-08,0.0,3.0680376017500066e-09
2014,5.9116654682611625e-08,0.0,3.2481677347817595e-09
2015,5.873924635579897e-08,0.0,2.21657536769726e-09
2016,4.909075812520314e-08,0.0,4.349814286541687e-09
2017,5.13184694739266e-08,0.0,2.264050280587071e-09
2018,5.472709574405599e-08,0.0,3.614053500911041e-09
2019,4.668307695965268e-08,0.0,1.7856913725466939e-09
