year,longues_ADJ armes_NOUN,longues_ADJ larmes_NOUN
1800,0.0,3.144164484325529e-09
1801,2.3811825844433088e-09,0.0
1802,6.713520406265161e-09,0.0
1803,1.5602713787643552e-08,7.801356893821776e-09
1804,0.0,1.2359254952798437e-08
1805,8.528632911009026e-09,5.685755422035754e-09
1806,0.0,0.0
1807,1.4234775136401367e-08,0.0
1808,6.798221985349073e-09,9.064295980465431e-09
1809,9.036122072814123e-09,0.0
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,9.270415546325239e-09,0.0
1817,1.2454987263765815e-08,0.0
1818,0.0,4.768470951432846e-09
1819,0.0,0.0
1820,5.933240565525466e-09,3.5599443393152796e-09
1821,0.0,0.0
1822,0.0,8.02049271442229e-09
1823,0.0,3.9530747564242574e-09
1824,0.0,0.0
1825,1.7610886970942374e-08,8.805443041381977e-10
1826,1.4092774947016551e-08,3.5231937367541377e-09
1827,5.530363722527909e-09,3.6869092223668076e-09
1828,3.668920500743411e-09,0.0
1829,8.57317605795771e-10,1.714635211591542e-09
1830,4.174734336004349e-09,3.1310507520032616e-09
1831,9.354723218280014e-09,1.5591206103948707e-09
1832,1.2176972319366541e-08,2.705993873419743e-09
1833,1.2741991461950875e-08,1.1583628500844156e-09
1834,4.667265685043276e-09,1.0267983796552471e-08
1835,1.5126175867408165e-09,1.739510224751939e-08
1836,2.016224964762614e-09,5.376600054063374e-09
1837,8.349468672008697e-09,7.653680356156656e-09
1838,6.312161904276081e-10,5.680945491803868e-09
1839,6.9914751765765e-10,5.5931801412612e-09
1840,4.458782232319436e-09,6.369688665408546e-10
1841,7.704658244733764e-09,0.0
1842,0.0,6.708265054555795e-10
1843,6.497602011990011e-09,1.8902115428431898e-08
1844,1.097712254427563e-09,4.9397050894128824e-09
1845,4.464182357111213e-09,5.022205318283568e-09
1846,8.196302303531411e-09,7.025401593807601e-09
1847,2.1572894581822766e-09,8.629157832729106e-09
1848,4.02261068899179e-09,9.65426583121598e-09
1849,1.6758829879393033e-09,1.6758829879393033e-09
1850,0.0,6.788996032014438e-10
1851,1.096404567135778e-08,3.2247193804124663e-09
1852,5.208436348880241e-09,4.557382027314816e-09
1853,5.971931837933653e-10,2.388772735173461e-09
1854,2.5978321716024766e-09,6.234797567117312e-09
1855,0.0,6.368324534378189e-09
1856,3.6240324075009767e-09,1.1389816201301528e-08
1857,8.78671624349181e-09,4.393358121745905e-09
1858,2.936205500958522e-09,4.404308473482388e-09
1859,1.018434669930457e-09,8.656694916453489e-09
1860,1.8308735638683515e-09,1.8308735638683515e-09
1861,5.659156698811785e-09,1.4147891747029462e-09
1862,1.8071945051545413e-09,9.939570055905733e-09
1863,9.989241656072068e-10,6.493007020935693e-09
1864,6.233146443435089e-09,5.274200631788517e-09
1865,3.294791106611683e-09,1.4591217123438582e-08
1866,9.731225825149181e-10,1.4596838404656864e-08
1867,4.85281148598915e-10,1.0190904120577216e-08
1868,2.4699371437009177e-09,2.9639244392143382e-09
1869,5.860222973552709e-09,9.767038289254515e-10
1870,1.7202146374017957e-09,2.8670243956696595e-09
1871,6.37270636261178e-09,1.0621177271019633e-09
1872,3.628403577593531e-09,2.4189357183956872e-09
1873,2.3944017879529156e-09,5.9860045809045914e-09
1874,5.974609140757536e-10,1.1949218281515073e-09
1875,4.005069165202713e-09,2.8607636259891933e-09
1876,6.04601479992084e-10,5.441413541973361e-09
1877,1.8554447978047506e-09,4.329371083855449e-09
1878,1.8117265465633636e-09,1.0266450800600069e-08
1879,1.832797580370027e-09,7.331190321480108e-09
1880,0.0,8.984985200299889e-09
1881,6.972507571312292e-10,1.1853263259808955e-08
1882,1.3310770263785798e-09,1.6638463051776853e-08
1883,3.791603475633565e-09,1.4534479397809719e-08
1884,1.3203393933736152e-09,1.3203393933736152e-08
1885,2.5782542767416317e-09,7.090199094506033e-09
1886,7.098810428374236e-09,1.936039106809062e-09
1887,1.9586774424595887e-09,7.1818169189441505e-09
1888,6.340614699951175e-10,1.775372027168487e-08
1889,7.51816386923565e-09,8.14467782106476e-09
1890,1.9663159989136147e-09,7.865263995654459e-09
1891,7.0116419337296065e-09,3.824531802365527e-09
1892,7.522214851007902e-09,1.8805537127519756e-09
1893,9.23762488724833e-09,9.853466487186324e-09
1894,4.411077725308132e-09,1.7014155417882648e-08
1895,2.4074457982692365e-09,1.6852119699706236e-08
1896,4.1279202278587945e-09,3.5382172747233653e-09
1897,0.0,2.0976168357833558e-08
1898,3.960848538042683e-09,1.0185038590293516e-08
1899,1.1055156790007459e-09,1.4371703827009696e-08
1900,1.038210628578895e-09,1.2977633190303095e-08
1901,2.794369402536745e-09,2.0119459875900247e-08
1902,4.910283846193408e-10,1.276673788908056e-08
1903,1.0800440541913758e-09,9.1803746826713e-09
1904,5.374625189347171e-10,1.0211787859759625e-08
1905,7.2250627702885595e-09,5.160758931310738e-09
1906,1.0288369045596824e-09,1.4403716441790948e-08
1907,4.6285588695127444e-09,1.9542804707839423e-08
