year,sommes_VERB en_PRON,sommes_VERB lents_ADJ
1800,3.144164395507687e-08,0.0
1801,2.3811825400343878e-08,4.7623651688866175e-09
1802,1.1189200677108602e-08,0.0
1803,1.1702034896643454e-08,0.0
1804,6.179627121127851e-08,0.0
1805,3.4114531644036106e-08,2.842877711017877e-09
1806,4.610670600868616e-08,5.76333825108577e-09
1807,1.9928686256776018e-08,5.693910232196231e-09
1808,1.8128591960930862e-08,0.0
1809,5.873479480555943e-08,0.0
1810,1.6380887757350138e-08,2.3401267590372754e-09
1811,6.016983888912364e-08,2.2563691359778204e-08
1812,3.7340914360584065e-08,0.0
1813,4.026038169513413e-08,0.0
1814,5.664018942752591e-08,0.0
1815,4.315557688983063e-08,5.394447111228828e-09
1816,2.3176038865813098e-08,0.0
1817,4.514932783195036e-08,6.227493631882908e-09
1818,2.741870730460505e-08,0.0
1819,2.898294049202832e-08,0.0
1820,1.6613073583471305e-08,2.3732962262101864e-09
1821,8.678109963966563e-08,9.86148829262845e-10
1822,2.2056354964661296e-08,1.0025615893027862e-09
1823,7.313188632451784e-08,0.0
1824,5.726356633317664e-08,0.0
1825,6.251864448358901e-08,4.4027217427355936e-09
1826,4.7563116112314674e-08,0.0
1827,1.566936447261469e-08,5.530363722527909e-09
1828,3.393751413227619e-08,1.1006761724274838e-08
1829,2.4862210068476998e-08,8.57317605795771e-10
1830,2.0873670791843324e-08,7.305785310052215e-09
1831,4.8332740476553226e-08,1.5591206103948707e-09
1832,4.058990654698391e-08,0.0
1833,4.9809603552830595e-08,5.791814139399776e-09
1834,4.947301235347368e-08,6.534171426153534e-09
1835,6.277362984974388e-08,3.781543966852041e-09
1836,6.51912728244497e-08,2.016224964762614e-09
1837,8.766942727334026e-08,4.174734336004349e-09
1838,8.647661786653771e-08,1.2624323808552163e-09
1839,5.173691519644308e-08,1.3982950353153e-09
1840,3.885510224677091e-08,6.369688665408546e-10
1841,5.714288064950779e-08,5.778493683550323e-09
1842,4.293289634915709e-08,0.0
1843,3.7804230856863796e-08,0.0
1844,5.3239045172404076e-08,7.1351298203126134e-09
1845,4.185170965342877e-08,4.464182357111213e-09
1846,6.205771541090144e-08,4.0981511517657054e-09
1847,4.7999691332734074e-08,7.011190739092399e-09
1848,2.815827571112095e-08,0.0
1849,7.709061833338637e-08,1.1731181359664333e-08
1850,5.0917471128286707e-08,3.394498016007219e-09
1851,5.804495017969202e-08,1.2898877521649865e-09
1852,3.906327350478023e-08,0.0
1853,4.18035241978032e-08,9.555090940693844e-09
1854,7.377843758149538e-08,2.5978321716024766e-09
1855,6.633671034705912e-08,4.2455496895854594e-09
1856,5.487820686767009e-08,1.0354378465748937e-09
1857,5.174399575480493e-08,2.4407544874094356e-09
1858,6.704335930862726e-08,1.468102750479261e-09
1859,3.768208145515928e-08,5.092173349652285e-09
1860,4.8060432078500526e-08,1.373155145145688e-09
1861,9.714885607081669e-08,8.017138064531082e-09
1862,5.1956842384015545e-08,3.162590411776023e-09
1863,6.542953201460477e-08,1.4983863039219614e-09
1864,6.616724590458034e-08,3.3563094525845827e-09
1865,8.84886759422443e-08,4.706844247692743e-09
1866,7.882292862859686e-08,4.865612801552288e-09
1867,6.69687949539366e-08,2.426405742994575e-09
1868,4.445886503390284e-08,0.0
1869,6.983432143670143e-08,2.9301114867763545e-09
1870,9.575861525945584e-08,2.8670243956696595e-09
1871,9.665271250014484e-08,1.0621177271019633e-09
1872,7.619647846013322e-08,9.675742873582749e-09
1873,7.721946104766175e-08,4.788803575905831e-09
1874,6.930546447847519e-08,0.0
1875,7.952922942422447e-08,8.58229043387837e-09
1876,8.04119935082781e-08,6.04601479992084e-09
1877,4.5149157301693776e-08,0.0
1878,4.046189516770937e-08,2.4156354694326865e-09
1879,7.697749992985337e-08,1.832797580370027e-09
1880,6.546203223933844e-08,2.5671385017744797e-09
1881,6.693607446095484e-08,6.972507571312292e-10
1882,6.721938916598447e-08,6.655385131892899e-10
1883,6.19295192905156e-08,6.319338941018771e-10
1884,6.46966284989503e-08,4.621187876807653e-09
1885,6.381179673553561e-08,6.445635691854079e-10
1886,4.5174246565693466e-08,3.2267319927115068e-09
1887,6.920659956222153e-08,1.1099172247952538e-08
1888,6.086990111953128e-08,3.804368819970705e-09
1889,6.641045047217631e-08,6.265136853755848e-09
1890,7.275369284798217e-08,6.554386478008212e-10
1891,8.286485808639554e-08,5.736798147637501e-09
1892,6.769993632360638e-08,6.268512375839919e-10
1893,6.77425830986067e-08,6.15841644346915e-09
1894,5.4823392048319874e-08,1.2603078580752936e-09
1895,6.740847879882494e-08,6.018614495673091e-10
1896,5.7201180680976904e-08,5.307326134129653e-09
1897,7.516460698298033e-08,2.330685422435863e-09
1898,6.733442603490403e-08,1.13167097914868e-09
1899,5.9145087050183065e-08,5.527578395003729e-09
1900,6.229263505019844e-08,8.30568502863116e-09
1901,4.806315345717849e-08,4.470991132876634e-09
1902,6.727088930347236e-08,4.419255628107521e-09
1903,5.4542223182352245e-08,0.0
1904,5.0521478556220245e-08,2.1498500757388683e-09
1905,6.967025001358707e-08,9.28936660926638e-09
1906,6.07013745934637e-08,1.0288369045596824e-09
1907,5.091414934099703e-08,7.71426478252124e-09
1908,6.630375537497457e-08,1.4734167219643268e-09
1909,6.876229718955074e-08,7.151278680339601e-09
1910,5.344150721953156e-08,1.6032452032632705e-09
1911,5.852411533169288e-08,1.0108711201439746e-08
1912,6.355493553655833e-08,3.646594803896619e-09
1913,4.719660751106858e-08,3.181793939432964e-09
1914,4.8216556081115414e-08,8.036092680185902e-09
1915,6.243804051564439e-08,8.246533234057551e-09
1916,8.020847275247434e-08,8.789969641043172e-09
1917,6.031533672512523e-08,2.631941953268324e-08
1918,8.729645628591243e-08,9.189101035644853e-09
1919,8.102906434714896e-08,2.762354567309444e-09
1920,7.723676276327751e-08,3.028892692213958e-09
1921,6.588290091258386e-08,0.0
1922,6.123686802084194e-08,1.4755870969551665e-09
1923,8.598917844437892e-08,1.0615948120573648e-09
1924,4.383152329978657e-08,5.156649773851996e-09
1925,7.808706214973427e-08,4.399271169575059e-09
1926,5.795991953050361e-08,2.229227691330493e-09
1927,4.6826745148109694e-08,5.574612327308159e-09
1928,6.741364444451392e-08,4.570416489713125e-09
1929,8.466708578680482e-08,7.798284684668033e-09
1930,5.146765857944047e-08,2.100720708497761e-09
1931,1.0606981959426776e-07,7.983749661377715e-09
1932,6.794912366103745e-08,9.863582839386709e-09
1933,6.423570653169008e-08,1.261772819560747e-08
1934,5.391711255242626e-08,3.5944740517379614e-09
1935,6.582556011380802e-08,2.393656828303392e-09
1936,7.274828561776303e-08,2.424942913137329e-09
1937,6.295559273894469e-08,5.0364472592434595e-09
1938,7.649476430060531e-08,1.2965214457594243e-09
1939,3.976452944698394e-08,4.588215141154706e-09
1940,7.100192078723921e-08,2.5357829169792012e-09
1941,7.083606590185809e-08,2.9515025978810172e-09
1942,1.1833425617169269e-07,6.068423541449874e-09
1943,7.548411673496958e-08,5.806470415592457e-09
1944,7.069009200222354e-08,3.2131861615880553e-09
1945,8.931866801731303e-08,4.357008087652048e-09
1946,8.352662916877307e-08,0.0
1947,1.4424253436118306e-07,7.152522574216391e-09
1948,6.958008214041911e-08,4.348755133776194e-09
1949,8.14811684790584e-08,9.817008317369869e-10
1950,6.912984673590472e-08,4.2541445921528975e-09
1951,6.076999170545605e-08,6.396841278899501e-09
1952,7.170466886918803e-08,2.1089607837865287e-09
1953,7.433941107137798e-08,1.0773827385790469e-09
1954,7.231676590890856e-08,5.863521668203475e-09
1955,6.288357212724804e-08,0.0
1956,6.192010459926678e-08,3.488456634670456e-09
1957,7.509782307124624e-08,6.184526224473075e-09
1958,7.610464081153623e-08,8.272243445794913e-10
1959,7.440718263751478e-08,3.8753737996444215e-09
1960,9.481541951572581e-08,2.076250060767393e-09
1961,1.1881352435239023e-07,3.47407969059077e-09
1962,1.033738925571015e-07,3.170978146727066e-09
1963,9.634419484427781e-08,1.2932106496776896e-09
1964,9.004273238133464e-08,6.083968329129164e-10
1965,9.63079642701814e-08,2.73602163147757e-09
1966,6.2591546168278e-08,5.539074976468328e-09
1967,7.642019994591465e-08,1.4791006197611978e-09
1968,1.0375170944598722e-07,5.838840522187638e-09
1969,8.538504658872625e-08,4.995933444718048e-09
1970,8.829552200495527e-08,3.6789800095249348e-09
1971,9.043579751732977e-08,1.0276794970565106e-09
1972,6.463984902893571e-08,4.104117490300041e-09
1973,8.765994152781786e-08,1.6539611902288698e-09
1974,8.044567323395313e-08,1.1251143350321513e-09
1975,8.909908899568109e-08,1.1422960355389478e-09
1976,8.227478787148357e-08,2.285410749536254e-09
1977,1.010806442991452e-07,1.1753563677885381e-09
1978,8.198016132610064e-08,2.970295565063452e-09
1979,1.0709111109008518e-07,3.5111840102075575e-09
1980,6.253665674194053e-08,3.97960553399912e-09
1981,8.09670339663171e-08,2.5302198114474095e-09
1982,8.876727974893583e-08,1.2415004579935385e-09
1983,7.830991677337806e-08,2.5261264191556165e-09
1984,8.872483192590153e-08,4.059305780401701e-09
1985,8.421780961498371e-08,2.4062232206745193e-09
1986,9.291452585102888e-08,2.3977941854269602e-09
1987,8.310711052672559e-08,0.0
1988,7.675588875599715e-08,3.597932174415064e-09
1989,9.878620232939284e-08,3.2928733073589456e-09
1990,1.0188977483949202e-07,1.6345953479657283e-09
1991,1.2250461622898e-07,2.9307325455363298e-09
1992,8.871010237498922e-08,3.30596661157756e-09
1993,9.416652346772025e-08,2.2156829704300662e-09
1994,8.59813056308667e-08,1.5824779264761446e-09
1995,1.0899125868490955e-07,1.626735190995987e-09
1996,9.341661666439904e-08,4.270473752399084e-09
1997,1.1076205908011616e-07,3.3564262480467733e-09
1998,9.536258716025259e-08,0.0
1999,1.2248139569237537e-07,2.285100553223174e-09
2000,1.2105405744478048e-07,6.627047355323157e-09
2001,1.1172090097488763e-07,1.3143635069212678e-09
2002,1.0602555988725726e-07,3.066854992184176e-09
2003,9.958945668131491e-08,7.500461585152607e-09
2004,1.1496505436525695e-07,4.845270407116686e-09
2005,1.0718923704189365e-07,2.251874686720612e-09
2006,9.718220184140591e-08,4.117890028965121e-09
2007,8.508241222671131e-08,4.7933754743212376e-09
2008,1.0345578260739785e-07,2.554463751636149e-09
2009,1.0919161042011183e-07,2.384096253749135e-09
2010,9.683775914481885e-08,2.8342759250676863e-09
2011,1.158663494038592e-07,4.206369030868018e-09
2012,1.1642543995549204e-07,3.4042526575461807e-09
2013,1.0263980243507831e-07,3.6258624991347688e-09
2014,1.2364691315269738e-07,5.197068553286499e-09
2015,1.0683893236773656e-07,3.546520632724537e-09
2016,1.3608703852696635e-07,5.178350193091319e-09
2017,1.393648716430107e-07,4.528100561174142e-09
2018,1.7528158480217826e-07,5.937373259712331e-09
2019,1.4999808684024174e-07,4.08158040698936e-09
