year,deux_DET yeux_NOUN,deux_DET lieues_NOUN
1924,8.237747746164814e-07,1.0751614354376215e-06
1925,9.93135458315919e-07,1.0635237686074106e-06
1926,8.9503491551568e-07,1.007610876513354e-06
1927,9.454542748699168e-07,1.6701538925190107e-06
1928,9.083702607881605e-07,1.5642250446035177e-06
1929,8.756359157757743e-07,1.2700063507509185e-06
1930,7.930220853324954e-07,1.0997273420798592e-06
1931,7.265212005336252e-07,1.3846103001924348e-06
1932,7.17849637510426e-07,1.206644924423017e-06
1933,6.630042825861437e-07,1.0575950000202283e-06
1934,5.715213973189748e-07,9.90876628748083e-07
1935,7.396399688275324e-07,8.341893931174127e-07
1936,7.17783084525081e-07,8.560048740946513e-07
1937,7.000661526035401e-07,8.007951350919029e-07
1938,7.999537388059252e-07,6.871563869026431e-07
1939,6.775264296265959e-07,7.799965828780842e-07
1940,5.147639203784138e-07,1.4098952760832617e-06
1941,6.699910954921506e-07,1.1156679420309956e-06
1942,7.555187409025166e-07,1.0468030495758285e-06
1943,8.506479396430677e-07,9.319385299022542e-07
1944,9.446767492704566e-07,9.253976145373599e-07
1945,7.907969461484754e-07,8.278315135612502e-07
1946,7.392106340375904e-07,8.561478921365051e-07
1947,8.261163486622536e-07,8.177717631951964e-07
1948,8.664894579624161e-07,6.349182513076812e-07
1949,7.549279672502962e-07,5.693864864042553e-07
1950,9.571825145826551e-07,5.221962737778085e-07
1951,7.420335812469148e-07,8.049358370953996e-07
1952,6.875212434920286e-07,7.803154744578933e-07
1953,6.485843826453674e-07,6.291915042311302e-07
1954,7.251221987303325e-07,5.404212402027042e-07
1955,5.969246856807331e-07,6.156958534120349e-07
1956,7.805421660123102e-07,5.677463263964455e-07
1957,6.758804111939298e-07,7.112205366865965e-07
1958,6.468894397926306e-07,7.254757292685099e-07
1959,4.991481503680006e-07,5.83631333483936e-07
1960,6.913912642403375e-07,6.387929261109093e-07
1961,6.913418317822106e-07,7.392841325781774e-07
1962,5.974123205021442e-07,7.489850304409629e-07
1963,6.621238597404044e-07,6.485451535809261e-07
1964,6.795792515390531e-07,7.36160188807844e-07
1965,6.577396369777944e-07,7.545947937614983e-07
1966,6.425326617431892e-07,7.776860684316489e-07
1967,7.218011290888171e-07,1.096013647838845e-06
1968,6.773055147846208e-07,8.928934676077915e-07
1969,5.654488361983567e-07,9.574025625624927e-07
1970,6.028928325463312e-07,8.645603202239727e-07
1971,5.904018536284639e-07,7.820640917088895e-07
1972,5.089105634681346e-07,7.259157541739114e-07
1973,5.121766193383337e-07,7.35461412659788e-07
1974,4.5285853289556144e-07,8.455234024040692e-07
1975,4.117977177031662e-07,6.374011718435213e-07
1976,4.919346743292863e-07,5.25073119206354e-07
1977,4.501614938590137e-07,6.799436391702329e-07
1978,5.019799651506673e-07,6.736630666637211e-07
1979,4.7283944937248634e-07,6.355243158395751e-07
1980,4.963136603919338e-07,5.923927233197901e-07
1981,5.205927493534546e-07,5.477925810737361e-07
1982,6.28819986303597e-07,4.6121741092974844e-07
1983,6.037442332740284e-07,5.431171530290158e-07
1984,4.830573949732297e-07,4.836373364014435e-07
1985,4.740259775815048e-07,5.474157660501078e-07
1986,5.868601533620676e-07,5.089318051432201e-07
1987,4.7481045939434807e-07,4.253128622622171e-07
1988,4.779253508502279e-07,4.1616084445195156e-07
1989,4.434402747222066e-07,6.750390184606658e-07
1990,4.587763982044635e-07,4.331677416757884e-07
1991,4.2554237822400864e-07,5.333933472684294e-07
1992,4.716512265190431e-07,6.507244165732118e-07
1993,4.331660328205089e-07,5.71646182834229e-07
1994,5.037554942077804e-07,5.027005158808606e-07
1995,4.6253504137894197e-07,4.912740223517176e-07
1996,4.686844992107808e-07,4.40392597056416e-07
1997,4.7085864807172584e-07,5.130536919750739e-07
1998,4.772897455040948e-07,5.025607947573008e-07
1999,4.830702522440333e-07,5.136906224834092e-07
2000,4.5461545283842497e-07,5.25745747381734e-07
2001,4.1621510860068156e-07,5.209261075833638e-07
2002,4.911349442693336e-07,5.848930868523894e-07
2003,5.004474346037568e-07,5.221154424361885e-07
2004,5.030271736927716e-07,4.81443692024186e-07
2005,4.3596297061299083e-07,5.454040774566238e-07
2006,5.394435760308625e-07,4.912642452836735e-07
2007,5.088966830157915e-07,4.413899716837477e-07
2008,5.666652072022771e-07,4.857738531427458e-07
2009,6.251100472809412e-07,4.3152141415703227e-07
2010,7.439974254452864e-07,3.2830362783897726e-07
2011,8.278899343849844e-07,3.1471290640183724e-07
2012,1.0573608761887954e-06,5.681697530235397e-07
2013,1.2163374805140847e-06,5.394167601480149e-07
2014,1.2466467467220355e-06,5.543539600694203e-07
2015,1.2966966380645317e-06,8.156997637343011e-07
2016,1.3411926857997969e-06,1.037327137964894e-06
2017,1.124981338307407e-06,3.096717478001665e-07
2018,1.3134502125922154e-06,5.684389634552645e-07
2019,1.2614633959628918e-06,7.175928544711496e-07
