year,effets_NOUN égaux_ADJ,effets_NOUN légaux_ADJ
1871,6.37270636261178e-09,1.3276472232703895e-07
1872,1.814201766592305e-08,1.7960597542554524e-07
1873,1.0774807712721213e-08,1.9334794387759757e-07
1874,5.377148060148329e-09,1.3383125008203933e-07
1875,1.0870901512305409e-08,1.287343660005824e-07
1876,2.9020871039620033e-08,1.7231142113161013e-07
1877,1.7317484335421796e-08,1.5523887952895166e-07
1878,2.4760262729017768e-08,1.7392574913621672e-07
1879,1.9549840857280287e-08,1.423472832939865e-07
1880,9.626769603698904e-09,2.599227839628071e-07
1881,1.1156012114099667e-08,1.366611519504346e-07
1882,1.7304001787010748e-08,1.9500278369832813e-07
1883,2.1485752954575332e-08,2.5024581873367424e-07
1884,1.1883054540362536e-08,1.8286700242953202e-07
1885,1.4180398189012067e-08,2.056157795138347e-07
1886,0.0,1.787609511527677e-07
1887,4.570247291724172e-09,2.441817832377069e-07
1888,1.268122984399156e-08,2.5235645573218335e-07
1889,1.0024218788373673e-08,1.892071352926905e-07
1890,1.3764211992395303e-08,2.674189657492221e-07
1891,1.211101796627645e-08,2.7026691995502006e-07
1892,1.191017373614045e-08,2.5011364268578973e-07
1893,1.2932674486876294e-08,2.4572082679696905e-07
1894,2.0164925729204697e-08,2.3693787687406598e-07
1895,1.3842813562092715e-08,1.8838262771936343e-07
1896,1.592197840238896e-08,2.06985716122432e-07
1897,1.2236098356765979e-08,2.837609436312505e-07
1898,6.224190496340043e-09,2.484017812554029e-07
1899,1.4371703827009696e-08,1.779880296481906e-07
1900,1.868779131442011e-08,1.3341007099043622e-07
1901,1.2854099118442264e-08,2.146075681608295e-07
1902,1.276673788908056e-08,1.6007524694661157e-07
1903,1.6200659924692218e-08,1.6902690003206544e-07
1904,1.2361637935498493e-08,1.413526469207227e-07
1905,5.676835002077496e-09,1.7907834104491371e-07
1906,1.5432553679417538e-08,1.995943650356935e-07
1907,8.228549397415463e-09,2.0674230860606713e-07
1908,8.840499887696751e-09,1.3702775891744068e-07
1909,2.2003934230241384e-09,1.0451869059124874e-07
1910,3.206490406526541e-09,1.5391153385113654e-07
1911,6.384448969498635e-09,1.3194528492022073e-07
1912,1.0418842677495377e-08,1.297145946210776e-07
1913,1.4318072061314524e-08,1.3416564570434275e-07
1914,6.6967438816512015e-09,1.4799804104459469e-07
1915,1.1780762143587253e-08,1.3547876021036132e-07
1916,1.0987462051303964e-09,1.5382447560163826e-07
1917,7.676496771580332e-09,1.0418102935894069e-07
1918,6.89182577673364e-09,1.206069555337308e-07
1919,4.603924352863942e-09,1.0036554620729277e-07
1920,6.815008557481406e-09,9.919623300547187e-08
1921,8.330022005509363e-09,1.014748167715851e-07
1922,1.1804696775641332e-08,1.770704471937279e-07
1923,7.431163684401554e-09,1.709167634089681e-07
1924,1.4180787211159895e-08,1.5341032622018247e-07
1925,1.5397448649423495e-08,9.568415038074818e-08
1926,3.343841648018042e-09,5.5730690839972397e-08
1927,1.1149224654616319e-08,8.473411128306907e-08
1928,5.713020723163709e-09,1.0169176956065229e-07
1929,2.2280812750352652e-09,1.8381670940925687e-07
1930,3.1510811737689437e-09,1.1238855535111725e-07
1931,5.7026783295555106e-09,6.957267828511249e-08
1932,4.383814644626227e-09,8.65803395644349e-08
1933,2.2941324395731044e-09,1.043830282210223e-07
1934,9.585264137967897e-09,1.0064527344866292e-07
1935,3.590485242455088e-09,1.1968283963881277e-07
1936,3.6374143697059935e-09,6.789839934739916e-08
1937,2.5182236296217297e-09,7.051026240656455e-08
1938,6.482607339819424e-09,8.816345831164085e-08
1939,6.117620188206274e-09,8.717608501740415e-08
1940,7.607348528892999e-09,2.7893612752905028e-08
1941,0.0,5.017554416397729e-08
1942,6.068423541449874e-09,4.247896612241675e-08
1943,0.0,3.774205836748479e-08
1944,3.2131861615880553e-09,4.4984606262232774e-08
1945,4.357008087652048e-09,2.178504132643866e-08
1946,2.7842208538686464e-09,4.315542412314244e-08
1947,7.152522574216391e-09,5.8412268799656886e-08
1948,0.0,5.327224994466917e-08
1949,9.817008539414473e-09,5.2030145525350235e-08
1950,5.317680740191122e-09,7.551106762093696e-08
1951,3.1984206394497505e-09,5.757157017782788e-08
1952,1.0544803918932644e-09,5.166954042401528e-08
1953,3.232148326759443e-09,8.619061642178849e-08
1954,1.6613311615287785e-08,6.645324646115114e-08
1955,1.220129064449793e-08,4.223523575319632e-08
1956,1.744228317335228e-09,8.023450526195575e-08
1957,1.236905244894615e-08,6.44957730000506e-08
1958,7.445019267748876e-09,4.9633459564546456e-08
1959,7.750747821333448e-10,4.5729413589157275e-08
1960,6.920833239831836e-09,4.913791784577626e-08
1961,1.3896318540318475e-09,5.3500827545960306e-08
1962,3.170978146727066e-09,3.99543260698465e-08
1963,2.5864212993553792e-09,3.36234755593523e-08
1964,7.909158661334459e-09,3.711220641910984e-08
1965,8.755269398363907e-09,3.447387203481256e-08
1966,4.431259803538978e-09,3.268054049598845e-08
1967,2.465167847631733e-09,3.549841598449177e-08
1968,3.5931326802796093e-09,1.7067379454172027e-08
1969,4.995933444718048e-09,2.634219586905573e-08
1970,1.8394900047624674e-09,5.1965592051672616e-08
1971,5.652237122788506e-09,3.699646189403438e-08
1972,2.0520587451500205e-09,2.6676762798771847e-08
1973,5.513203782392395e-10,1.653961156922179e-08
1974,2.2502286700643026e-09,2.4752515648263085e-08
1975,2.8557400888473694e-09,2.341706872854843e-08
1976,1.142705374768127e-09,2.3425460626835815e-08
1977,2.938390863960194e-09,2.291944944943225e-08
1978,3.5643548113029055e-09,1.6633655786080226e-08
1979,1.1703946700691858e-09,2.6919078188747392e-08
1980,2.2740602734216964e-09,2.2740602290127754e-08
1981,6.325549528618524e-10,1.644642821929665e-08
1982,3.7245013739806154e-09,1.2415004135846175e-08
1983,1.2630632095778083e-09,1.7682884490000106e-08
1984,3.479405208395292e-09,1.8556827185989277e-08
1985,1.8046674155058895e-09,1.9851341903631692e-08
1986,1.1988970927134801e-09,2.697518486360906e-08
1987,1.8332451112712533e-09,1.9554614649752722e-08
1988,5.396898483667201e-09,1.4391729530327524e-08
1989,0.0,1.2073869015694072e-08
1990,2.179460389939436e-09,3.214704197285201e-08
1991,1.7584396161396398e-09,1.523980996953611e-08
1992,5.509944167592096e-10,1.5427843891302473e-08
1993,1.661762283333701e-09,1.827938511667071e-08
1994,3.6924485691258724e-09,1.8462243289718572e-08
1995,2.1689803286761844e-09,2.060531301140145e-08
1996,1.067618438099771e-09,1.0676184380997711e-08
1997,4.79489448146353e-10,9.110299181713799e-09
1998,5.2449422582867555e-09,1.716526476513991e-08
1999,4.570201106446348e-09,1.7823785114501334e-08
2000,2.6508188977203417e-09,2.4299172451947015e-08
2001,4.3812117822561447e-10,3.154472505428885e-08
2002,8.76244299341522e-10,1.9715496790695397e-08
2003,1.2500769308587678e-09,2.2918076325595393e-08
2004,1.3214374039449694e-09,2.378587282692024e-08
2005,3.15262471684008e-09,1.261049931144953e-08
2006,1.2353669198716943e-09,2.84134404893166e-08
2007,7.988958938831558e-10,1.2782334302130494e-08
2008,0.0,8.51487946817997e-09
2009,2.384096253749135e-09,5.245011536203492e-09
2010,0.0,8.030448306328708e-09
2011,1.9119859584471044e-09,5.7359579308524644e-09
2012,2.0425516833455504e-09,5.446804340891731e-09
2013,8.367375126105969e-10,1.7013662978460076e-08
2014,4.330890368553497e-10,1.2559581819004961e-08
2015,1.3299452372717013e-09,2.0392493027543424e-08
2016,2.6927420293532123e-09,2.2991875070488277e-08
2017,7.54683426862357e-10,2.9181090710483915e-08
2018,5.162933414126769e-10,3.7173121414380006e-08
2019,2.040790147983529e-09,2.499967943769832e-08
