year,personnes_NOUN égales_ADJ,personnes_NOUN egales_ADJ,personnes_NOUN légales_ADJ
1924,5.156649773851996e-09,2.578324886925998e-09,1.289162443462999e-09
1925,8.798542339150117e-09,0.0,4.399271169575059e-09
1926,1.7833821530643945e-08,0.0,4.458455382660986e-09
1927,1.3379070296082318e-08,3.3447675740205796e-09,2.2298449753321847e-09
1928,2.7422499604412565e-08,2.2852082448565625e-09,0.0
1929,1.1140405931087116e-08,0.0,1.2254447234738564e-08
1930,9.453243521306831e-09,0.0,6.302162347537887e-09
1931,6.843213995466613e-09,0.0,2.2810713318222042e-09
1932,4.383814644626227e-09,0.0,5.4797681947604815e-09
1933,4.588264879146209e-09,0.0,2.1794258842078307e-08
1934,4.7926320689839486e-09,0.0,2.6359476379411717e-08
1935,7.180970484910176e-09,0.0,4.787313656606784e-09
1936,0.0,0.0,2.424942913137329e-09
1937,7.554670666820584e-09,0.0,5.0364472592434595e-09
1938,2.5930428915188486e-09,0.0,2.463390735840676e-08
1939,9.176430282309411e-09,0.0,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0,0.0
1941,1.1806010391524069e-08,0.0,0.0
1942,3.034211770724937e-09,0.0,6.068423541449874e-09
1943,0.0,0.0,0.0
1944,6.4263723231761105e-09,0.0,6.4263723231761105e-09
1945,1.5249528306782167e-08,0.0,8.714016175304096e-09
1946,1.2528993842408909e-08,0.0,1.1136883415474585e-08
1947,1.4305044926388177e-08,0.0,1.1920870957027319e-09
1948,6.523132922708896e-09,0.0,1.0871887834440486e-09
1949,3.926803215925645e-09,0.0,4.908504269707237e-09
1950,1.0635361480382244e-09,0.0,5.317680518146517e-09
1951,4.264560704569931e-09,0.0,0.0
1952,6.326882129314981e-09,0.0,0.0
1953,5.386913581872932e-09,2.1547654771580937e-09,2.1547654771580937e-09
1954,1.2704297169818801e-08,0.0,4.886268278880834e-09
1955,1.1262728971672686e-08,0.0,1.8771215692936494e-09
1956,1.2209597999301991e-08,0.0,0.0
1957,9.718541527092839e-09,0.0,1.7670075402875796e-09
1958,9.099467845885556e-09,0.0,8.272243445794913e-10
1959,9.300897829689347e-09,0.0,6.200598257066758e-09
1960,2.4915000840231016e-08,0.0,6.920833350854139e-10
1961,1.389631876236308e-08,0.0,1.3896318540318475e-09
1962,2.2196847748734427e-08,6.341956404476434e-10,6.341956404476434e-10
1963,1.422531736849919e-08,0.0,1.939815863494232e-09
1964,1.5818317988802733e-08,0.0,1.2167936658258327e-09
1965,1.2038495533772675e-08,5.472043373977442e-10,2.188817349590977e-09
1966,1.3847686664014702e-08,5.539074754423723e-10,0.0
1967,1.0846738118797106e-08,0.0,0.0
1968,1.0330256539070604e-08,0.0,1.3474247273492779e-09
1969,9.083515273289322e-09,1.3625273131978588e-09,2.2708788183223305e-09
1970,1.517579290011284e-08,9.197450023812337e-10,1.8394900047624674e-09
1971,2.3122789238883e-08,0.0,2.0553589941130213e-09
1972,4.10411743478889e-09,0.0,2.0520587451500205e-09
1973,9.372446596600525e-09,0.0,4.410563025913916e-09
1974,8.438357623763437e-09,0.0,5.625571675160757e-10
1975,8.567219822452898e-09,0.0,3.4268881066168433e-09
1976,3.4281160132820787e-09,0.0,1.142705374768127e-09
1977,1.116588582705802e-08,0.0,0.0
1978,5.940591130126904e-09,0.0,1.7821774056514528e-09
1979,8.777959692451986e-09,0.0,5.851973350345929e-10
1980,5.685150794576543e-09,1.7055452605774235e-09,3.97960553399912e-09
1981,1.2651098946214745e-08,1.8976649140967083e-09,6.325549528618524e-10
1982,1.0552753781922775e-08,0.0,1.2415004579935385e-09
1983,8.84144257806696e-09,0.0,5.68378455412244e-09
1984,1.797692661398287e-08,0.0,2.3196033982486597e-09
1985,1.2031116214394899e-08,0.0,0.0
1986,8.392279815527814e-09,0.0,5.994485463567401e-10
1987,9.166225112267057e-09,0.0,1.2221633705067347e-09
1988,1.5591039570495013e-08,0.0,5.396898483667201e-09
1989,1.3720305780395847e-08,0.0,1.6464366536794728e-09
1990,5.448650863826288e-09,0.0,5.44865097484859e-10
1991,7.6199047072123e-09,5.861465202094962e-10,2.9307325455363298e-09
1992,2.589673853137242e-08,0.0,6.61193322315512e-09
1993,7.754890063438324e-09,0.0,2.7696036575264316e-09
1994,2.004472143823932e-08,0.0,6.857404422078162e-09
1995,9.218166396873784e-09,0.0,1.0844901643380922e-09
1996,1.8149513225651503e-08,0.0,1.1743802375008272e-08
1997,1.6302641014931396e-08,0.0,3.3564262480467733e-09
1998,2.479427263502032e-08,0.0,4.291316191284977e-09
1999,1.8280804259251937e-08,0.0,5.941261704833778e-09
2000,2.7833598870152798e-08,0.0,7.95245647111642e-09
2001,1.3143634958190376e-08,0.0,4.381211837767296e-09
2002,1.664864129891086e-08,0.0,8.76244299341522e-10
2003,2.1251306159264516e-08,0.0,5.416999737661854e-09
2004,1.3214373595360485e-08,0.0,5.726228824443069e-09
2005,1.7564623533417034e-08,0.0,4.5037495954858286e-10
2006,1.6883348052942893e-08,0.0,5.353256948836815e-09
2007,1.3980677948666198e-08,0.0,2.3966877371606188e-09
2008,1.4901038708492464e-08,0.0,8.514879357157668e-10
2009,1.668867355419934e-08,0.0,2.384096253749135e-09
2010,1.1809482836078189e-08,0.0,0.0
2011,1.2236710311697152e-08,0.0,3.82397197240536e-10
2012,1.5659562535574878e-08,0.0,1.7021263287730903e-09
2013,1.3108887808588321e-08,0.0,1.6734750252211938e-09
2014,9.74450338475652e-09,0.0,8.661780737106994e-10
2015,1.0639561592862279e-08,4.433150790905671e-10,2.2165753954528356e-10
2016,1.0563834473842348e-08,2.0713400439298368e-10,1.86420612280358e-09
2017,1.5093668204180233e-08,0.0,0.0
2018,1.7037680155596036e-08,0.0,2.8396134332808742e-09
2019,1.2499839996404916e-08,0.0,1.53059265262101e-09
