year,personnes_NOUN égales_ADJ,personnes_NOUN egales_ADJ,personnes_NOUN légales_ADJ
1800,1.8864987794131594e-08,0.0,0.0
1801,1.904946111963568e-08,0.0,0.0
1802,3.8043282302169246e-08,0.0,0.0
1803,2.3404069793286908e-08,0.0,0.0
1804,1.4831105232815389e-08,0.0,0.0
1805,5.117179902036639e-08,0.0,0.0
1806,5.76333825108577e-09,0.0,0.0
1807,2.2775641816963343e-08,0.0,0.0
1808,4.078933102391602e-08,0.0,0.0
1809,4.292158095609011e-08,0.0,0.0
1810,6.31834211617388e-08,0.0,0.0
1811,4.763445815569867e-08,0.0,0.0
1812,2.6672083208723052e-08,0.0,0.0
1813,1.7254450312975678e-08,0.0,0.0
1814,2.5173417128598885e-08,0.0,0.0
1815,1.0788894000413052e-08,5.394447111228828e-09,0.0
1816,7.416332259424507e-08,0.0,0.0
1817,3.580808893843823e-08,0.0,0.0
1818,3.099506074022429e-08,0.0,0.0
1819,1.4491469912947252e-08,0.0,0.0
1820,3.797273961936298e-08,0.0,0.0
1821,3.648750634965836e-08,0.0,0.0
1822,3.909990198280866e-08,0.0,0.0
1823,6.621400283624013e-08,0.0,0.0
1824,1.7684336661716316e-08,1.2631669044083083e-08,0.0
1825,2.6416329568235142e-08,8.805443041381977e-10,0.0
1826,1.9377564886013943e-08,0.0,0.0
1827,3.041700225026034e-08,0.0,0.0
1828,3.760643352279658e-08,0.0,2.7516904310687096e-09
1829,2.2290258527846163e-08,0.0,2.571952872898464e-09
1830,2.1917355041978226e-08,0.0,0.0
1831,1.5591206103948707e-09,0.0,0.0
1832,1.7588959622116818e-08,0.0,0.0
1833,3.359252431778259e-08,0.0,0.0
1834,1.6802156110884425e-08,0.0,2.8003592777992026e-09
1835,3.781543966852041e-08,0.0,0.0
1836,7.191202566758648e-08,6.720750067579218e-10,6.720750067579218e-10
1837,3.8268400781582557e-08,0.0,0.0
1838,3.59793246307305e-08,0.0,6.312161904276081e-10
1839,1.0487212875887053e-08,0.0,0.0
1840,3.75811644026669e-08,6.369688665408546e-10,1.9109065441114126e-09
1841,4.494383842867933e-08,0.0,8.346713542550788e-09
1842,2.817471411731276e-08,0.0,0.0
1843,5.0208743829216473e-08,0.0,5.906911071384968e-10
1844,2.8540519281250454e-08,0.0,0.0
1845,3.013323068845608e-08,2.2320911785556063e-09,1.674068439427856e-09
1846,4.0396058720304495e-08,0.0,2.9272506640865004e-09
1847,3.883121024728098e-08,0.0,1.0786447290911383e-09
1848,3.942158549596897e-08,0.0,1.6090443422100975e-09
1849,2.3462361165016432e-08,0.0,8.379414939696517e-10
1850,2.851378333446064e-08,6.788996032014438e-10,8.82569484161877e-09
1851,3.160225037213138e-08,0.0,0.0
1852,3.2552727624590716e-08,0.0,6.510545436100301e-10
1853,2.2096148688532935e-08,2.9859659189668264e-09,0.0
1854,4.1045748133683446e-08,0.0,0.0
1855,3.1841622671890946e-08,0.0,2.653468555990912e-09
1856,3.6240325740344304e-08,0.0,5.177189232874468e-10
1857,2.9777204701986193e-08,0.0,6.345961978126979e-09
1858,3.1808894629392626e-08,9.787352039936081e-10,4.404308473482388e-09
1859,2.393321385518732e-08,0.0,3.055304009791371e-09
1860,3.066713299970658e-08,0.0,9.154367819341758e-10
1861,2.5937801240161207e-08,0.0,4.715963619617014e-09
1862,2.8011514940917692e-08,0.0,2.2589932147099034e-09
1863,2.946826249683454e-08,4.994620828036034e-10,9.989241656072068e-10
1864,2.6371004047121005e-08,0.0,4.794727948009836e-10
1865,2.2122168596983016e-08,0.0,2.8241067262513297e-09
1866,3.3572728597164314e-08,0.0,4.865612912574591e-10
1867,3.639608614491863e-08,0.0,4.367530337390235e-09
1868,1.6795571489147676e-08,0.0,2.0253484223076157e-08
1869,4.199826486583902e-08,0.0,2.441759683335931e-09
1870,2.9243648391741317e-08,5.734048791339319e-10,2.121598008386627e-08
1871,2.8677177965619194e-08,0.0,7.434824311758348e-09
1872,2.9027228398703642e-08,0.0,8.4662747923403e-09
1873,2.274681615288543e-08,1.1972008939764578e-09,8.380406590902112e-09
1874,1.971621016449987e-08,0.0,1.9118749250424116e-08
1875,1.2587359599081083e-08,5.721527140956084e-10,1.4303817685856757e-08
1876,1.3301232115736639e-08,0.0,4.232210137899983e-09
1877,2.9068635831741574e-08,0.0,1.4225077116236662e-08
1878,2.7175898753561967e-08,0.0,6.039088673581716e-10
1879,2.627009798583657e-08,0.0,9.163987790827832e-09
1880,2.3746030919369332e-08,0.0,1.2835692508872398e-09
1881,6.2752567586699115e-09,0.0,2.7890030285249168e-09
1882,2.7952618442128596e-08,0.0,0.0
1883,1.516641390253426e-08,0.0,0.0
1884,2.2445769687351458e-08,0.0,3.300848483434038e-09
1885,1.933690718658454e-08,0.0,5.80107206715752e-09
1886,2.0005737511041843e-08,0.0,2.5813855497602844e-09
1887,2.285123557044244e-08,6.528924623161458e-10,2.6115698492645834e-09
1888,2.789870512387438e-08,0.0,6.340614699951175e-10
1889,9.397705447167226e-09,0.0,6.265136742733546e-10
1890,1.5075089621063853e-08,0.0,0.0
1891,9.561330394092238e-09,0.0,3.824531802365527e-09
1892,6.8953636134239105e-09,0.0,0.0
1893,1.23168328869383e-08,0.0,3.695050043717174e-09
1894,8.82215478448245e-09,0.0,1.8904617871129403e-09
1895,1.7453981149273545e-08,0.0,1.2037228991346183e-09
1896,1.2973463858756418e-08,0.0,2.358811590497112e-09
1897,8.740070001067579e-09,0.0,0.0
1898,6.224190274295438e-09,0.0,2.26334195829736e-09
1899,9.39688327150634e-09,0.0,2.7637891975018647e-09
1900,7.267474289029963e-09,0.0,2.180242297811219e-08
1901,1.117747761014698e-08,0.0,5.588738916095792e-10
1902,1.1293652790733688e-08,0.0,1.4730852093691738e-09
1903,1.296052865029651e-08,0.0,7.020286574288548e-09
1904,1.4511488011237361e-08,0.0,2.6873125946735854e-09
1905,2.115911179600971e-08,0.0,5.160759042333041e-10
1906,1.9547900798055906e-08,0.0,3.0865106026567446e-09
1907,1.439996183405512e-08,0.0,0.0
1908,1.2278472460991452e-08,0.0,2.9468334439286537e-09
1909,1.2102163715610459e-08,0.0,8.251475058784763e-09
1910,3.740905363258662e-09,0.0,4.275320542035388e-09
1911,4.2562992019767876e-09,0.0,5.3203743632934675e-09
1912,1.4586379215586476e-08,0.0,6.772247651554153e-09
1913,1.4848371643338965e-08,0.0,1.060597942803554e-09
1914,1.004511551716547e-08,0.0,0.0
1915,3.534228465440492e-09,0.0,1.6493066468115103e-08
1916,7.69122365795738e-09,0.0,8.789969641043172e-09
1917,6.57985488317081e-09,0.0,1.4256351654751143e-08
1918,8.040463406189247e-09,0.0,2.067547733020092e-08
1919,2.762354567309444e-09,0.0,9.207848705727883e-09
1920,5.300562211374427e-09,0.0,2.8774479687854182e-08
1921,1.1359120755116692e-08,0.0,5.300923255902035e-09
1922,1.1804696498085576e-08,0.0,4.426761179843197e-09
1923,1.0615948120573648e-08,2.1231896241147297e-09,1.3800733000834953e-08
