year,volumes_NOUN égaux_ADJ,volumes_NOUN egaux_ADJ
1860,3.3367669427519786e-07,0.0
1861,3.173843614590055e-07,0.0
1862,3.018014923528156e-07,0.0
1863,4.040648280967396e-07,0.0
1864,6.846871674071053e-07,4.794727948009836e-10
1865,5.266958789107434e-07,0.0
1866,3.9946683383362824e-07,4.865612912574591e-10
1867,4.1006255990794216e-07,0.0
1868,5.745073705654136e-07,4.93987406535723e-10
1869,4.834683924315186e-07,0.0
1870,4.1686534935081454e-07,0.0
1871,5.066301582701271e-07,0.0
1872,5.212806504228951e-07,6.047339295989218e-10
1873,6.901863383035334e-07,5.986004469882289e-10
1874,5.89096488035068e-07,0.0
1875,3.8791952761130233e-07,0.0
1876,3.887587425310812e-07,0.0
1877,4.5705789553096565e-07,0.0
1878,3.70800041116226e-07,6.039088673581716e-10
1879,5.388424995089736e-07,0.0
1880,4.563088831233131e-07,0.0
1881,2.8308381594399634e-07,0.0
1882,6.469034081746372e-07,0.0
1883,6.313019511594575e-07,0.0
1884,4.872052237203661e-07,6.601696966868076e-10
1885,4.518390523955418e-07,0.0
1886,4.285100096979022e-07,0.0
1887,4.739999341918377e-07,0.0
1888,4.901295163062258e-07,1.268122939990235e-09
1889,4.354270091155854e-07,6.265136742733546e-10
1890,3.1985405818391044e-07,0.0
1891,4.506573514362344e-07,6.374220040683554e-10
1892,5.108837333178684e-07,0.0
1893,3.7073667180642644e-07,0.0
1894,4.7639636946428254e-07,0.0
1895,3.966266954869013e-07,6.018614495673091e-10
1896,3.1726016380684285e-07,0.0
1897,5.41884378257862e-07,0.0
1898,3.479888341928472e-07,0.0
1899,5.173813288905649e-07,0.0
1900,4.0542125201437074e-07,1.038210628578895e-09
1901,4.929267642950208e-07,0.0
1902,2.9216188801584053e-07,0.0
1903,3.8557571357955567e-07,0.0
1904,3.5580019019931797e-07,1.0749250378694342e-09
1905,3.1532238797815637e-07,0.0
1906,3.107087422904442e-07,0.0
1907,3.3582766878481607e-07,0.0
1908,3.0450612076293737e-07,4.911389073214423e-10
1909,3.2070732913780375e-07,0.0
1910,4.33410630051867e-07,0.0
1911,2.553779498981612e-07,0.0
1912,3.3236107022105443e-07,0.0
1913,3.2931566651406285e-07,5.30298971401777e-10
1914,3.0068379430758796e-07,1.3393487430235496e-09
1915,1.9909487036784412e-07,0.0
1916,1.911818401367782e-07,0.0
1917,2.50034484894357e-07,0.0
1918,2.0905204678456357e-07,2.2972752589112133e-09
1919,2.624236887793785e-07,0.0
1920,2.885020200515953e-07,0.0
1921,3.1123991561798903e-07,1.5145494858259667e-09
1922,2.8847726996072964e-07,0.0
1923,3.333407687655665e-07,0.0
1924,2.887723837829981e-07,1.289162443462999e-09
1925,2.0236647046978362e-07,1.0998177923937646e-09
1926,2.1289124996215492e-07,0.0
1927,2.0180096804711667e-07,0.0
1928,3.0279007912081823e-07,0.0
1929,2.1946600670119665e-07,0.0
1930,1.8381306488013394e-07,0.0
1931,1.8476677876577696e-07,0.0
1932,1.6768090915775247e-07,0.0
1933,1.8582473160222435e-07,0.0
1934,2.480187220044172e-07,0.0
1935,2.7287688908472774e-07,0.0
1936,2.4249428065559187e-07,0.0
1937,2.1782634007649904e-07,0.0
1938,2.3726342968100056e-07,2.5930428915188486e-09
1939,3.1046921300514896e-07,0.0
1940,2.3582781238928874e-07,0.0
1941,2.538292278586596e-07,0.0
1942,2.2453167503044824e-07,0.0
1943,1.9741999324196513e-07,0.0
1944,2.0564391434163554e-07,0.0
1945,1.1546071476686848e-07,2.178504043826024e-09
1946,1.1832938895395273e-07,0.0
1947,1.84773497835522e-07,0.0
1948,1.9786835991908447e-07,1.0871887834440486e-09
1949,1.3154790678981954e-07,9.817008317369869e-10
1950,1.0209947021166954e-07,1.0635361480382244e-09
1951,1.140769967378219e-07,0.0
1952,1.370824520563474e-07,1.0544803918932644e-09
1953,1.1635733443426943e-07,0.0
1954,1.0261162941560542e-07,0.0
1955,1.398455538037524e-07,0.0
1956,1.151190716086603e-07,0.0
1957,1.1662249477240039e-07,0.0
1958,1.0588471949235512e-07,8.272243445794913e-10
1959,1.0386001747519913e-07,0.0
1960,1.045045863179439e-07,0.0
1961,1.0352757273679458e-07,6.948159270159238e-10
1962,1.0020291085766075e-07,4.43936931660005e-09
1963,8.987813948646561e-08,0.0
1964,5.9014492737041735e-08,0.0
1965,8.262785655688276e-08,5.472043373977442e-10
1966,8.862519962349324e-08,0.0
1967,6.162919141683432e-08,0.0
1968,6.871866276014771e-08,0.0
1969,3.633406109315729e-08,0.0
1970,5.28853369985427e-08,0.0
1971,4.7273257419711e-08,5.138397485282553e-10
1972,4.9762423515176124e-08,5.130146862875051e-10
1973,4.134902908958793e-08,0.0
1974,2.81278591529599e-08,0.0
1975,3.3126585918807905e-08,5.711480177694739e-10
1976,3.370981005446083e-08,0.0
1977,3.6436048844734614e-08,0.0
1978,2.316830638449119e-08,0.0
1979,5.442335082594951e-08,0.0
1980,2.2740602290127754e-08,0.0
1981,2.277197808098208e-08,0.0
1982,2.296775925003658e-08,0.0
1983,1.894594880980094e-08,0.0
1984,1.9716628330002095e-08,0.0
1985,1.804667348892508e-08,0.0
1986,9.591176741707841e-09,0.0
1987,1.711028652096047e-08,0.0
1988,1.6190695006912392e-08,0.0
1989,1.8659616074501173e-08,0.0
1990,2.1249737969242233e-08,0.0
1991,9.37834432335194e-09,0.0
1992,1.4325855168806356e-08,0.0
1993,7.200969598386564e-09,0.0
1994,1.476979427650349e-08,0.0
1995,3.416144167545099e-08,0.0
1996,1.0676184380997711e-08,0.0
1997,3.164630513197153e-08,0.0
1998,1.144351013948608e-08,0.0
1999,1.1425503126938352e-08,0.0
2000,3.5344251969604557e-09,0.0
2001,2.0591695459870607e-08,0.0
2002,7.009954394732176e-09,0.0
2003,1.0417307572119228e-08,0.0
2004,1.2333415538856585e-08,0.0
2005,1.2610498534293413e-08,0.0
2006,1.1118302889467913e-08,4.1178899179428186e-10
2007,7.988959188631739e-09,0.0
2008,1.4049550856043425e-08,0.0
2009,7.629108011997232e-09,0.0
2010,1.0864724231396394e-08,0.0
2011,8.412738061736036e-09,0.0
2012,1.1574459612972987e-08,0.0
2013,1.7571487376244477e-08,0.0
2014,9.094869746206768e-09,0.0
2015,9.531274436369586e-09,0.0
2016,1.7399257146166747e-08,0.0
2017,6.5405894034142875e-09,0.0
2018,7.486253394972664e-09,0.0
2019,5.3570743396846865e-09,0.0
