year,actes_NOUN égaux_ADJ,actes_NOUN légaux_ADJ
1800,0.0,6.288328968651058e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,6.713520406265161e-09
1803,0.0,1.3652374342143503e-08
1804,0.0,1.2359254952798437e-08
1805,0.0,2.842877711017877e-09
1806,0.0,8.645007376628655e-09
1807,0.0,2.8469551160981155e-09
1808,0.0,6.798221985349073e-09
1809,0.0,1.8072244145628247e-08
1810,0.0,1.8721014072298203e-08
1811,0.0,3.5099073869560016e-08
1812,0.0,1.3336041604361526e-08
1813,0.0,8.627225156487839e-09
1814,0.0,6.293354282149721e-09
1815,0.0,1.6183340889597275e-08
1816,0.0,9.270415546325239e-09
1817,0.0,7.472992535895173e-08
1818,0.0,2.5034472272977837e-08
1819,0.0,2.173720581311045e-08
1820,4.746592452420373e-09,1.4239777357261119e-08
1821,9.86148829262845e-10,1.0847637454958203e-08
1822,0.0,3.709477880420309e-08
1823,6.917880934764753e-09,2.9648060007048116e-08
1824,0.0,5.5579342017608724e-08
1825,0.0,3.78634048558979e-08
1826,8.807984341885344e-10,1.3211976401805714e-08
1827,0.0,3.410390903013649e-08
1828,0.0,7.521286704559316e-08
1829,0.0,2.8291481157793896e-08
1830,1.0436835840010872e-09,7.097048637660919e-08
1831,0.0,1.7150327380477393e-08
1832,0.0,1.0823975493678972e-08
1833,0.0,4.9809603552830595e-08
1834,0.0,7.187588835222414e-08
1835,0.0,5.3697924329298985e-08
1836,4.032449929525228e-09,2.755507466645213e-08
1837,0.0,3.339787468803479e-08
1838,0.0,3.850418650586107e-08
1839,0.0,7.760537101830778e-08
1840,0.0,5.86011346115356e-08
1841,0.0,1.733548060656176e-08
1842,4.695785538189057e-09,5.769107858100142e-08
1843,1.7720733769266417e-09,7.619915010081968e-08
1844,0.0,2.085653250105679e-08
1845,2.7901139176833567e-09,1.562463758375543e-08
1846,7.610851504580296e-09,2.4003455223464698e-08
1847,5.393223645455691e-10,2.7505439703645607e-08
1848,3.218088684420195e-09,4.666228647920434e-08
1849,0.0,5.53041381579078e-08
1850,1.3577992064028876e-09,1.0862393651223101e-08
1851,1.9348316282474798e-09,4.901573547044791e-08
1852,2.6042181744401205e-09,4.036538214791108e-08
1853,1.7915795513800958e-09,1.7318601663873778e-08
1854,0.0,3.4291385730966795e-08
1855,0.0,2.812676669350367e-08
1856,1.0354378465748937e-09,1.7602443946884705e-08
1857,1.4644527812635033e-09,4.1004675210842834e-08
1858,0.0,2.104280660830682e-08
1859,5.092173349652285e-10,2.6988518087023294e-08
1860,9.154367819341758e-10,3.204028686809579e-08
1861,4.715963730639317e-10,4.1500481273715195e-08
1862,0.0,2.936691068100572e-08
1863,4.994620828036034e-10,3.446288232566985e-08
1864,4.794727948009836e-10,3.787835112234461e-08
1865,9.41368871743009e-10,2.118079933666195e-08
1866,4.865612912574591e-10,2.7247432754506917e-08
1867,0.0,4.2219461704462447e-08
1868,0.0,1.2349684830326169e-08
1869,2.9301114867763545e-09,2.3929244363785074e-08
1870,1.1468097582678638e-09,3.55511033944822e-08
1871,4.248470908407853e-09,2.973929724703339e-08
1872,6.047339295989218e-10,2.237515595027162e-08
1873,1.1972008939764578e-09,1.1972009161809183e-08
1874,0.0,4.062734149101743e-08
1875,0.0,2.9751941355016243e-08
1876,0.0,3.264847947548333e-08
1877,6.184815992682502e-10,2.4120781816350245e-08
1878,0.0,1.5701630218245555e-08
1879,0.0,3.360128886242819e-08
1880,0.0,1.2193908105473383e-08
1881,0.0,1.6036766581351003e-08
1882,0.0,3.0614771162618126e-08
1883,0.0,8.21514056781325e-09
1884,0.0,1.7164412113856997e-08
1885,0.0,1.0957580620640783e-08
1886,6.453463874400711e-10,3.484870347847391e-08
1887,0.0,2.9380160526670807e-08
1888,0.0,8.876860135842435e-09
1889,0.0,2.1301465480405568e-08
1890,0.0,1.1797895993481688e-08
1891,0.0,2.4859458491732767e-08
1892,6.268512375839919e-10,1.1283322720601063e-08
1893,0.0,3.3255449949365357e-08
1894,0.0,1.071261657159539e-08
1895,0.0,2.046328972937772e-08
1896,4.717623180994224e-09,2.7126333179694484e-08
1897,0.0,2.0393496669157685e-08
1898,5.6583548957434e-10,2.3765091228256097e-08
1899,0.0,2.3768587098516036e-08
1900,0.0,1.557315876254961e-08
1901,0.0,1.676621685930968e-08
1902,0.0,1.1293653123800595e-08
1903,5.400220270956879e-10,4.212171944573129e-08
1904,1.0749250378694342e-09,5.697102523072317e-08
1905,2.0643036169332163e-09,1.5740315006951278e-07
1906,1.0288369045596824e-09,1.409506609206801e-07
1907,1.028568674676933e-09,7.354265818548811e-08
1908,4.911389073214423e-10,3.732655784460803e-08
1909,3.850688656825696e-09,6.436150812305641e-08
1910,1.6032452032632705e-09,1.1329599658438383e-07
1911,1.5961122423746588e-09,9.629876984718067e-08
1912,0.0,5.365703970028335e-08
1913,0.0,5.3560196278112926e-08
1914,6.696743715117748e-10,2.4108278040557707e-08
1915,0.0,1.767114277129167e-08
1916,1.0987462051303964e-09,1.0547963569251806e-07
1917,0.0,3.728584374584898e-08
1918,0.0,2.067547733020092e-08
1919,0.0,4.051453217357448e-08
1920,0.0,2.953170330499688e-08
1921,7.572747429129834e-10,4.543648302046677e-08
1922,0.0,2.8036154731125862e-08
1923,1.0615948120573648e-09,3.290944050604594e-08
1924,0.0,3.867487308184536e-08
1925,2.1996355847875293e-09,6.268961527666761e-08
1926,0.0,4.904300965336006e-08
1927,0.0,5.351628118432927e-08
1928,0.0,3.1992914983902665e-08
1929,0.0,3.119313873867213e-08
1930,1.0503603542488804e-09,2.10072066408884e-08
1931,0.0,2.167017854048936e-08
1932,0.0,2.849479585620429e-08
1933,0.0,1.605892663292252e-08
1934,1.1981580172459871e-09,2.6359476379411717e-08
1935,0.0,2.6330225111337313e-08
1936,2.424942913137329e-09,2.3036957230715416e-08
1937,0.0,2.6441348666139675e-08
1938,2.5930428915188486e-09,3.5006078036303734e-08
1939,0.0,1.8352860564618823e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,1.4757512545315876e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,4.3548528338988035e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,1.089252066321933e-08
