year,actes_NOUN égaux_ADJ,actes_NOUN légaux_ADJ
1946,0.0,2.0881657292193267e-08
1947,0.0,1.0728784083369192e-08
1948,0.0,8.697510267552389e-09
1949,0.0,1.570721330779179e-08
1950,2.1270722960764488e-09,9.571825110299415e-09
1951,0.0,2.3455083209000804e-08
1952,0.0,1.1599284199803606e-08
1953,0.0,1.508335856215126e-08
1954,0.0,2.5408594339637602e-08
1955,0.0,1.0324168187025862e-08
1956,0.0,1.3953826538681824e-08
1957,8.835037701437898e-10,2.738861759610245e-08
1958,0.0,1.4062814024384807e-08
1959,0.0,2.0927018340444192e-08
1960,0.0,1.868625076895114e-08
1961,2.08444772553662e-09,2.292892631317045e-08
1962,0.0,2.3465238641051656e-08
1963,0.0,1.4871922360271128e-08
1964,6.083968329129164e-10,1.0951143103454797e-08
1965,1.0944086747954884e-09,1.3132904541635071e-08
1966,3.3234448526542337e-09,1.7171132071780448e-08
1967,4.930335584241163e-10,1.1832804958089582e-08
1968,4.4914158503495116e-10,1.122853987567396e-08
1969,0.0,1.589615195030092e-08
1970,0.0,1.7935027685211935e-08
1971,2.0553589941130213e-09,1.6956711590410123e-08
1972,2.0520587451500205e-09,1.7955514408640738e-08
1973,1.102640756478479e-09,1.8193572870472963e-08
1974,1.1251143350321513e-09,2.6440186928766707e-08
1975,0.0,2.1132477101559743e-08
1976,0.0,1.656922776760439e-08
1977,0.0,2.4094806150287695e-08
1978,1.7821774056514528e-09,2.3762364520507617e-08
1979,0.0,9.948355028654987e-09
1980,1.1370301367108482e-09,1.2507331170752423e-08
1981,0.0,1.0753434587229549e-08
1982,6.207502289967692e-10,1.738100685599875e-08
1983,1.2630632095778083e-09,1.8314416649900522e-08
1984,5.799008495621649e-10,1.739702604197646e-08
1985,1.2031116103372597e-09,2.1054452403745927e-08
1986,0.0,2.2179596825822046e-08
1987,0.0,2.199894133525504e-08
1988,1.1993107618124554e-09,1.2592763276586538e-08
1989,0.0,1.6464365870660913e-08
1990,0.0,1.8525414091641323e-08
1991,0.0,1.817054240405014e-08
1992,5.509944167592096e-10,2.8100714644097025e-08
1993,1.661762283333701e-09,1.606370148010683e-08
1994,1.0549853213248639e-09,2.1099706870586488e-08
1995,0.0,1.572510655023507e-08
1996,1.067618438099771e-09,1.7081895009596337e-08
1997,2.876936688878118e-09,2.5892429533769246e-08
1998,0.0,2.288702027897216e-08
1999,0.0,2.2393985332769262e-08
2000,0.0,2.7391795498488136e-08
2001,0.0,2.891599848453552e-08
2002,0.0,2.8477940006155222e-08
2003,0.0,1.6250998768896352e-08
2004,0.0,2.5107310008820605e-08
2005,9.007499190971657e-10,2.7022498017004182e-08
2006,4.1178899179428186e-10,2.6766285188273287e-08
2007,7.988958938831558e-10,1.4380126422963713e-08
2008,0.0,1.575252639440805e-08
2009,4.76819250749827e-10,1.8595951445377068e-08
2010,0.0,2.645324137517946e-08
2011,0.0,2.562061141020422e-08
2012,0.0,1.4978711604385353e-08
2013,0.0,1.9523875849358774e-08
2014,0.0,1.7540106256319632e-08
2015,0.0,1.7067630864175953e-08
2016,2.0713400439298368e-10,2.2577607339258066e-08
2017,0.0,1.7106156491308866e-08
2018,0.0,1.2391040193904246e-08
2019,0.0,1.6581420680950032e-08
