year,ces_DET égales_ADJ,ces_DET légales_ADJ
2006,0.0,4.1178899179428186e-10
2007,3.994479469415779e-10,0.0
2008,0.0,0.0
2009,9.53638501499654e-10,0.0
2010,9.447586046817946e-10,0.0
2011,3.82397197240536e-10,0.0
2012,0.0,3.404252713057332e-10
2013,0.0,5.578250084070646e-10
2014,0.0,0.0
2015,8.866301581811342e-10,0.0
2016,2.0713400439298368e-10,0.0
2017,0.0,0.0
2018,2.5814667070633845e-10,0.0
2019,0.0,0.0
