year,dois_VERB imiter_VERB,dois_VERB limiter_VERB
1800,1.8864987794131594e-08,0.0
1801,9.762848662830947e-08,0.0
1802,2.4616241489638924e-08,0.0
1803,3.315576790896557e-08,0.0
1804,4.943701892301533e-09,0.0
1805,1.9900143755080535e-08,0.0
1806,0.0,0.0
1807,1.9928686256776018e-08,0.0
1808,1.3596443970698147e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,4.680253340438867e-08,0.0
1811,7.521229861140455e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,8.627225156487839e-09,0.0
1814,1.5733386149463513e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,4.6352077731626196e-09,0.0
1817,6.694555310104988e-08,0.0
1818,7.152706427149269e-09,0.0
1819,6.83169290027763e-08,0.0
1820,4.034603762193001e-08,0.0
1821,2.465372084259343e-08,0.0
1822,2.4061478143266868e-08,0.0
1823,4.348382276475604e-08,0.0
1824,4.5474010335055937e-08,0.0
1825,2.4655239627691117e-08,0.0
1826,1.5854372037438225e-08,0.0
1827,2.2121454890111636e-08,0.0
1828,1.1923991571904935e-08,0.0
1829,4.286587973467704e-09,0.0
1830,2.400472176589119e-08,0.0
1831,9.354723218280014e-09,0.0
1832,1.6235963684607668e-08,0.0
1833,4.6334514003376626e-09,0.0
1834,1.7735608537350345e-08,0.0
1835,1.1344631900556124e-08,0.0
1836,4.032449929525228e-09,0.0
1837,1.3219993100221927e-08,0.0
1838,1.3255539776935166e-08,0.0
1839,1.957613093850341e-08,0.0
1840,1.2102408852854296e-08,0.0
1841,1.0914932957462042e-08,0.0
1842,2.683306021822318e-09,0.0
1843,1.9492807368237663e-08,0.0
1844,9.879410178825765e-09,5.488561272137815e-10
1845,6.696273757711424e-09,0.0
1846,1.1123552745573306e-08,0.0
1847,7.550513103637968e-09,0.0
1848,6.43617736884039e-09,0.0
1849,1.256912263158938e-08,0.0
1850,8.146795238417326e-09,0.0
1851,1.9348316726564008e-08,0.0
1852,8.463708844885787e-09,0.0
1853,7.166318205520383e-09,3.5831591027601917e-09
1854,2.7537021551893304e-08,1.0391328908454511e-09
1855,7.429711956774554e-09,5.306937111981824e-10
1856,2.692138423299184e-08,0.0
1857,1.2203773103180993e-08,0.0
1858,1.1255455234504552e-08,0.0
1859,1.5785737161877478e-08,0.0
1860,8.238931314963338e-09,0.0
1861,8.017138064531082e-09,9.431927461278633e-10
1862,2.710791768834042e-08,9.035972525772706e-10
1863,2.0477944673302773e-08,4.994620828036034e-10
1864,1.726102105692462e-08,0.0
1865,8.47231973466478e-09,4.706844247692743e-09
1866,7.298419202328432e-09,0.0
1867,5.82337378318698e-09,4.85281148598915e-10
1868,1.1855697756857353e-08,2.9639244392143382e-09
1869,6.8369265804335555e-09,1.953407657850903e-09
1870,1.7202146374017957e-09,1.1468097582678638e-09
1871,5.3105884134652115e-09,0.0
1872,7.861540751719076e-09,1.8142017887967654e-09
1873,1.0774807712721213e-08,0.0
1874,1.3144139998644278e-08,0.0
1875,1.1443054281912168e-09,0.0
1876,1.6324239737741664e-08,0.0
1877,1.4843558382438005e-08,0.0
1878,7.2469061862534545e-09,0.0
1879,6.109325489944695e-09,0.0
1880,7.701415505323439e-09,0.0
1881,1.3945015142624584e-09,0.0
1882,3.3276925659464496e-09,6.655385131892899e-10
1883,5.687405213450347e-09,3.159669414998234e-09
1884,6.601696966868076e-09,6.601696966868076e-10
1885,0.0,1.2891271383708158e-09
1886,5.162771099520569e-09,1.2906927748801422e-09
1887,4.570247291724172e-09,4.570247291724172e-09
1888,0.0,6.340614699951175e-10
1889,3.759081934617825e-09,6.265136742733546e-10
1890,2.6217545912032847e-09,6.554386478008212e-10
1891,7.649063604731055e-09,3.1871101313640793e-09
1892,4.387958441043338e-09,3.761107425503951e-09
1893,4.926733243593162e-09,1.2316833108982905e-09
1894,7.561847148451761e-09,4.411077725308132e-09
1895,3.611168697403855e-09,4.213029924926559e-09
1896,1.179405795248556e-09,2.358811590497112e-09
1897,4.078699600285063e-09,5.2440420894583895e-09
1898,4.52668391659472e-09,4.52668391659472e-09
1899,6.080336234504102e-09,5.527578395003729e-10
1900,2.595526460424935e-09,0.0
1901,3.353243460679778e-09,4.470991132876634e-09
1902,1.4730852093691738e-09,3.928227076954727e-09
1903,3.7801539676252105e-09,0.0
1904,0.0,1.6123875568041512e-09
1905,5.160759042333041e-10,3.096455536422127e-09
1906,8.745113966313056e-09,5.144184633820714e-09
1907,7.71426478252124e-09,5.142843373384665e-10
1908,1.2278472460991452e-08,7.858222517143076e-09
1909,3.850688656825696e-09,0.0
1910,1.068830135508847e-09,1.6032452032632705e-09
1911,2.6601871816467337e-09,0.0
1912,1.0939784189645252e-08,5.209421227725386e-10
1913,8.484783542428431e-09,0.0
1914,1.3393487430235496e-09,2.0090231700464756e-09
1915,7.068456930880984e-09,1.1780761921542648e-09
1916,1.2086208478478966e-08,0.0
1917,9.869782324756216e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,7.366278698128781e-09,0.0
1920,4.543339038320937e-09,7.572231730534895e-10
1921,6.815472630705699e-09,3.7863738810983705e-09
1922,8.853522359686394e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,0.0
1924,0.0,2.578324886925998e-09
1925,1.0998177923937646e-09,0.0
1926,0.0,1.1146138456652466e-09
1927,1.1149224876660924e-09,1.1149224876660924e-09
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,3.342121912552898e-09
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,1.710803587684495e-08,2.2810713318222042e-09
1932,5.4797681947604815e-09,7.6716757391182e-09
1933,1.1470662197865522e-09,6.882397318719313e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,0.0,1.196828414151696e-09
1936,7.274828739411987e-09,2.424942913137329e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,0.0,3.058810094103137e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,0.0
1947,0.0,3.5762612871081956e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,2.945102384188658e-09,0.0
1950,1.3825969702452312e-08,4.2541445921528975e-09
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,6.464296653518886e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,0.0
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,1.744228317335228e-09,0.0
1957,9.718541527092839e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,0.0
1959,1.5501495642666896e-09,7.750747821333448e-10
1960,6.2287499602575735e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,1.3896318540318475e-09
1962,3.805173953708163e-09,0.0
1963,9.052474325699222e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,6.083968329129164e-10
1965,3.2832261354087677e-09,1.6416130677043839e-09
1966,2.769537488234164e-09,3.3234448526542337e-09
1967,7.888536934785861e-09,4.930335584241163e-10
1968,7.186265360559219e-09,4.042274071025531e-09
1969,3.1792304344691047e-09,0.0
1970,8.7375777724219e-09,1.8394900047624674e-09
1971,3.5968783507200897e-09,2.569198631618974e-09
1972,3.0780880067027283e-09,0.0
1973,1.102640756478479e-09,5.513203782392395e-10
1974,2.812785782069227e-09,1.1251143350321513e-09
1975,5.140332159925265e-09,5.711480177694739e-10
1976,3.9994687561772935e-09,2.856763492431469e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,1.7821774056514528e-09,5.940591352171509e-10
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,5.116635559687666e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,3.7245013739806154e-09,1.8622506869903077e-09
1983,3.78918940668882e-09,4.4207211225000265e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,3.5966913891627428e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,1.6464366536794728e-09,1.0976244357863152e-09
1990,2.724325431913144e-09,1.089730194969718e-09
1991,2.344586080837985e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,3.856960972825618e-09
1993,1.661762283333701e-09,1.661762283333701e-09
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,1.6014276571496566e-09,1.6014276571496566e-09
1997,1.917957792585412e-09,0.0
1998,1.43043876743576e-09,0.0
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,3.5344251969604557e-09,4.4180314962005696e-10
2001,8.762423564512289e-10,2.6287270138425356e-09
2002,3.504977197366088e-09,8.76244299341522e-10
2003,2.083461403401543e-09,8.333845835650777e-10
2004,1.7619165015858584e-09,1.7619165015858584e-09
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,8.235779835885637e-10,1.2353669198716943e-09
2007,1.1983438685803094e-09,1.5977917877663117e-09
2008,2.1287198670449925e-09,8.514879357157668e-10
