year,membres_NOUN égaux_ADJ,membres_NOUN légaux_ADJ
1896,3.0664549788284035e-08,2.358811590497112e-09
1897,2.155884004650943e-08,1.1653427112179315e-09
1898,2.4330926606808134e-08,0.0
1899,1.4371703827009696e-08,0.0
1900,1.5054054003371675e-08,0.0
1901,1.620734302321125e-08,1.676621730339889e-09
1902,2.356936334990678e-08,1.9641135384773634e-09
1903,1.296052865029651e-08,0.0
1904,2.0961039126632386e-08,0.0
1905,6.708986699521802e-09,0.0
1906,8.230695236477459e-09,0.0
1907,8.228549397415463e-09,0.0
1908,1.080505640516094e-08,0.0
1909,3.080550925460557e-08,0.0
1910,5.9320072409718705e-08,0.0
1911,2.3409645777405785e-08,0.0
1912,3.64659484830554e-08,0.0
1913,8.484783542428431e-09,0.0
1914,4.68772043404897e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,2.6369908923129515e-08,0.0
1917,8.773139548168274e-09,4.386569774084137e-09
1918,2.067547733020092e-08,1.4932290071101306e-08
1919,1.1970202606903513e-08,2.762354567309444e-09
1920,3.33178178379967e-08,3.028892692213958e-09
1921,2.196096815509918e-08,0.0
1922,1.1066902949607993e-08,7.377935484775833e-10
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,2.8361574311297488e-08,0.0
1925,5.499089184013428e-09,0.0
1926,1.3375366592072169e-08,0.0
1927,2.8987985345452216e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,2.8965056353413843e-08,0.0
1930,1.6805765667982087e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,2.7529589274877253e-08,3.4411986593596566e-09
1934,2.2765002327673756e-08,0.0
1935,2.154291145473053e-08,3.590485242455088e-09
1936,2.3036957230715416e-08,0.0
1937,2.6441348555117372e-08,0.0
1938,2.9819993141444456e-08,0.0
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,1.7419411690866582e-08
1944,2.2492303131116387e-08,0.0
1945,3.0499055725385915e-08,4.357008087652048e-09
1946,3.062643116891195e-08,2.7842208538686464e-09
1947,1.5497132244135514e-08,0.0
1948,2.717971980814582e-08,2.174377566888097e-09
1949,2.5524220959027843e-08,0.0
1950,1.914365022059883e-08,0.0
1951,1.8124383771578323e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,2.0470272588113403e-08,1.0773827385790469e-09
1954,1.4658803948464083e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,3.0523995775411095e-08,0.0
1957,1.6786572132332367e-08,0.0
1958,1.8198935691771112e-08,0.0
1959,1.9376869886400527e-08,0.0
1960,2.5607082676515347e-08,0.0
1961,1.389631876236308e-08,0.0
1962,8.8787386332001e-09,1.9025869768540815e-09
1963,2.32777911390869e-08,0.0
1964,3.346182708696688e-08,0.0
1965,2.2435377999840966e-08,0.0
1966,2.9357096309468034e-08,1.1078149508847446e-09
1967,1.6763140209263838e-08,0.0
1968,1.5719955115400808e-08,0.0
1969,2.180043701116574e-08,0.0
1970,1.609553734738256e-08,0.0
1971,3.0316545718278576e-08,0.0
1972,1.5903454553267693e-08,0.0
1973,2.0398854161385316e-08,0.0
1974,2.869041559883101e-08,5.625571675160757e-10
1975,2.1132477101559743e-08,0.0
1976,1.8283285996290033e-08,5.713526873840635e-10
1977,1.880570188461661e-08,0.0
1978,2.8514838490423244e-08,5.940591352171509e-10
1979,1.6385525491990904e-08,0.0
1980,1.3075846183596695e-08,0.0
1981,2.4669642328944974e-08,6.325549528618524e-10
1982,1.1794254461960918e-08,0.0
1983,1.515675762675528e-08,1.89459470334441e-09
1984,1.275781880138993e-08,0.0
1985,7.820225356169885e-09,2.4062232206745193e-09
1986,1.7983456501724504e-08,5.994485463567401e-10
1987,9.777306964053878e-09,0.0
1988,1.739000587974715e-08,0.0
1989,1.9757239066997556e-08,1.0976244357863152e-09
1990,1.6345953535168434e-08,5.44865097484859e-10
1991,1.1136783939491579e-08,5.861465202094962e-10
1992,1.2672871640972971e-08,0.0
1993,1.1078414630105726e-08,0.0
1994,1.8462243289718572e-08,0.0
1995,1.7351842629409475e-08,0.0
1996,6.939520069693117e-09,0.0
1997,1.5343662451705598e-08,1.438468344439059e-09
1998,1.5258013186247865e-08,0.0
1999,1.1882523409667556e-08,0.0
2000,1.5463109903635086e-08,0.0
2001,1.621048362210331e-08,1.3143635069212678e-09
2002,2.059174164514843e-08,0.0
2003,1.9584538435424292e-08,4.1669229178253886e-10
2004,1.3654853248112886e-08,0.0
2005,1.4411998705554652e-08,9.007499190971657e-10
2006,1.4412615101377924e-08,3.706100981659688e-09
2007,1.5977917655618512e-08,3.994479469415779e-10
2008,1.6604014163590364e-08,4.257439678578834e-10
2009,1.3827758493789588e-08,4.76819250749827e-10
2010,1.322662068758973e-08,0.0
2011,1.5295887223487625e-08,0.0
2012,7.829781267787439e-09,0.0
2013,1.2272150407000026e-08,0.0
2014,1.8839372728507442e-08,8.661780737106994e-10
2015,9.087958829923082e-09,4.433150790905671e-10
2016,1.159950460682957e-08,0.0
2017,8.301517695485927e-09,2.515611330355938e-10
2018,8.776987137082415e-09,0.0
2019,1.811201322254874e-08,2.55098775436835e-10
