year,délais_NOUN égaux_ADJ,délais_NOUN légaux_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,8.645007376628655e-09
1807,0.0,1.5658253005312872e-07
1808,0.0,9.064295980465431e-09
1809,0.0,4.518061036407062e-09
1810,0.0,1.1700633351097167e-08
1811,0.0,3.259199843341776e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.0788894222457657e-08
1816,0.0,1.1588019432906549e-08
1817,0.0,0.0
1818,0.0,3.5763532135746345e-09
1819,0.0,5.175524897538253e-09
1820,0.0,0.0
1821,1.577838126820552e-08,1.97229765852569e-09
1822,0.0,7.017931125119503e-09
1823,0.0,0.0
1824,0.0,5.894778887238772e-09
1825,0.0,8.805443485471187e-09
1826,0.0,1.3211976401805714e-08
1827,0.0,6.452091305675367e-09
1828,3.668920500743411e-09,1.4675682002973645e-08
1829,3.429270423183084e-09,6.858540846366168e-09
1830,0.0,1.6698937344017395e-08
1831,0.0,2.3386808933878456e-08
1832,0.0,3.6530916958099624e-08
1833,3.4750886612755494e-09,3.59092489077284e-08
1834,0.0,1.7735608537350345e-08
1835,0.0,2.647080776796429e-08
1836,0.0,3.427582484505365e-08
1837,6.957890930081589e-10,3.478945487245255e-08
1838,5.049729523420865e-09,4.481634974240478e-08
1839,0.0,5.2436064379435265e-08
1840,6.369688665408546e-10,4.522479102320176e-08
1841,0.0,5.778493772368165e-08
1842,6.708265054555795e-10,5.366612043644636e-08
1843,0.0,4.666459574309556e-08
1844,5.488561272137815e-10,6.53138769735051e-08
1845,0.0,7.086889297625021e-08
1846,1.7563503984519002e-09,6.908311434017378e-08
1847,1.6179670936367074e-09,6.849393940910886e-08
1848,0.0,9.252004673498959e-08
1849,0.0,7.709061833338637e-08
1850,6.788996032014438e-10,1.4528451686146582e-07
1851,0.0,1.4253259905672166e-07
1852,0.0,1.3737250981193938e-07
1853,3.5831591027601917e-09,7.942669100202693e-08
1854,1.0391328908454511e-09,1.0858938992441836e-07
1855,0.0,1.284278710045328e-07
1856,1.5531567143511893e-09,8.542362195385067e-08
1857,0.0,1.5669644426452578e-07
1858,0.0,1.1842696068242731e-07
1859,1.018434669930457e-09,1.492006731496076e-07
1860,4.577183909670879e-10,8.696649445028015e-08
1861,1.8863854922557266e-09,9.431927594505396e-08
1862,4.517986429419807e-09,1.0029929597976661e-07
1863,1.4983863039219614e-09,1.223682062345688e-07
1864,4.794727948009836e-10,9.829192038068868e-08
1865,2.3534221238463715e-09,1.4967764627726865e-07
1866,2.919367858567057e-09,1.0120474769337306e-07
1867,0.0,1.7178952305130224e-07
1868,9.87974813071446e-10,1.6202787378460926e-07
1869,9.767038289254515e-10,1.762950461170476e-07
1870,5.734048791339319e-10,1.2328204945788457e-07
1871,4.5671061599250606e-08,2.464113038058713e-07
1872,1.5118347462816928e-08,2.4673144594089536e-07
1873,4.788803575905831e-09,1.8317173555715272e-07
1874,1.1949218281515073e-09,2.0313670745508716e-07
1875,6.865832347102696e-09,2.2142310740491666e-07
1876,6.04601479992084e-10,1.9468167522518343e-07
1877,2.4739263970730008e-09,2.183240042086254e-07
1878,0.0,2.204267417482697e-07
1879,1.221865053580018e-09,2.1199358002377267e-07
1880,6.417846254436199e-10,2.5029601147252833e-07
1881,2.091752326904839e-09,2.3845976215852716e-07
1882,1.9966155395678697e-09,2.821883242631884e-07
1883,3.159669414998234e-09,2.6667609631658706e-07
1884,1.3203393933736152e-09,3.24803494322623e-07
1885,6.445635691854079e-10,3.1261333788279444e-07
1886,3.872078213618124e-09,3.859171329168021e-07
1887,2.6115698492645834e-09,3.8324787965393625e-07
1888,6.340614699951175e-10,3.93752173977191e-07
1889,6.265136742733546e-10,3.307992244572233e-07
1890,1.3108772956016423e-09,4.5487442434932746e-07
1891,6.374220040683554e-10,4.614935278368648e-07
1892,6.268512375839919e-10,3.585589070098649e-07
1893,6.158416554491453e-10,4.4402182197700313e-07
1894,0.0,4.2031265934383555e-07
1895,2.4074457982692365e-09,4.21303013808938e-07
1896,5.89702897624278e-10,4.1161263197864173e-07
1897,2.9133566670225264e-09,4.5914504198663053e-07
1898,3.3950129374460403e-09,4.6455093638542166e-07
1899,2.7637891975018647e-09,4.433117908320128e-07
1900,4.15284251431558e-09,3.701220805396588e-07
1901,5.58873880507349e-09,3.8171086202964943e-07
1902,9.820567692386817e-10,4.046073911467829e-07
1903,2.1600881083827517e-09,4.827796828976716e-07
1904,5.374625189347171e-10,3.568751196780795e-07
1905,1.0321518084666081e-09,3.9944274021763704e-07
1906,1.5432553013283723e-09,3.4003059568021854e-07
1907,3.599990305858114e-09,3.929132219582243e-07
1908,2.4556945366072114e-09,3.6098708733334206e-07
1909,1.1001967115120692e-09,3.3996079196185747e-07
1910,1.068830135508847e-09,3.7890029602749564e-07
1911,1.5961122423746588e-09,4.5489198896575544e-07
1912,3.125652625612929e-09,4.568662461679196e-07
1913,5.30298971401777e-10,5.175717774363875e-07
1914,6.696743715117748e-10,6.335119451250648e-07
1915,5.890381071793627e-09,7.245168376357469e-07
1916,5.493730803607377e-09,5.834342573507456e-07
1917,0.0,5.209051323618041e-07
1918,2.2972752589112133e-09,4.6175233592293807e-07
1919,4.603924352863942e-09,4.907782908958325e-07
1920,2.2716695191604686e-09,6.307669195848575e-07
1921,3.0290989716519334e-09,4.725394262550253e-07
1922,2.4347187377316004e-08,4.227557042213448e-07
1923,2.0170300985000722e-08,4.076524078300281e-07
1924,5.156649773851996e-09,4.2542359324215795e-07
1925,7.698724324711748e-09,3.915351385330723e-07
1926,8.916910765321973e-09,4.324701592395286e-07
1927,7.804457524684949e-09,3.5343043691682396e-07
1928,1.2568645679778001e-08,4.11337481409646e-07
1929,6.684243825105796e-09,3.4089643463630637e-07
1930,8.402882833991043e-09,3.035541453755286e-07
1931,0.0,2.874149913623114e-07
1932,0.0,3.2001847216633905e-07
1933,8.02946331646126e-09,3.7967890875734156e-07
1934,2.3963160344919743e-09,3.510602937240037e-07
1935,1.6755597798123745e-08,4.4761381445823645e-07
1936,0.0,3.6131649494564044e-07
1937,1.2591118148108649e-09,4.280980192561401e-07
1938,1.2965214457594243e-09,3.5913643614549073e-07
1939,1.3764645423464117e-08,3.1658683496971207e-07
1940,5.0715658339584024e-09,3.3979492286562163e-07
1941,0.0,3.3942279742404935e-07
1942,0.0,2.7611326913756784e-07
1943,0.0,2.0032322822771675e-07
1944,0.0,2.0885710227958043e-07
1945,0.0,2.0260087296719576e-07
1946,4.1763312808029696e-09,3.786540219152812e-07
1947,3.5762612871081956e-09,2.8133254659223894e-07
1948,1.0871887834440486e-09,3.2833102636686817e-07
1949,1.9634016634739737e-09,3.37705074571204e-07
1950,6.381216888229346e-09,3.881906991409778e-07
1951,1.0661401761424827e-09,3.560908226063475e-07
1952,1.0544803918932644e-09,3.996480586465623e-07
1953,7.54167928107563e-09,3.5769107853411697e-07
1954,3.9090144454689835e-09,3.224936904189235e-07
1955,4.6928039232341234e-09,3.4069756793542183e-07
1956,1.744228317335228e-09,3.1744954753776256e-07
1957,1.7670075402875796e-09,3.0127478112262907e-07
1958,4.1361216673863055e-09,2.713295828016271e-07
1959,2.325224457422337e-09,2.9685364211218257e-07
1960,2.076250060767393e-09,2.4084499727905495e-07
1961,3.47407969059077e-09,2.577767190814484e-07
1962,5.7077609305622445e-09,2.0865036276518367e-07
1963,1.939815863494232e-09,2.0174086046154116e-07
1964,2.4335873316516654e-09,1.7095950965995144e-07
1965,2.188817349590977e-09,1.9863517763951677e-07
1966,3.3234448526542337e-09,2.2211689554296754e-07
1967,9.860671168482327e-10,1.8291545700321876e-07
1968,1.3474247273492779e-09,1.3743732552029542e-07
1969,0.0,1.4760712474526372e-07
1970,4.5987250119061684e-10,2.33155361684112e-07
1971,1.0276794970565106e-09,1.2897378098841727e-07
1972,1.0260293725750103e-09,1.4005300386088493e-07
1973,5.513203782392395e-10,1.4389462421604549e-07
1974,5.625571675160757e-10,1.8114340605279722e-07
1975,1.7134440533084216e-09,1.7648473260578612e-07
1976,0.0,1.1427053436818824e-07
1977,1.7630346071939584e-09,1.2517544689671922e-07
1978,0.0,1.306930101918624e-07
1979,1.7555920051037788e-09,1.5215130133583443e-07
1980,0.0,1.0176420062180114e-07
1981,0.0,1.246133223276047e-07
1982,0.0,9.93200330867694e-08
1983,6.315316047889041e-10,1.0736037125980147e-07
1984,1.1598016991243298e-09,1.4381541291186295e-07
1985,0.0,1.467796124643428e-07
1986,1.1988970927134801e-09,1.0130680294651029e-07
1987,0.0,1.1732768712136021e-07
1988,0.0,1.2652728287321224e-07
1989,1.0976244357863152e-09,8.780995131019154e-08
1990,0.0,1.1387680842744885e-07
1991,5.861465202094962e-10,9.143885648654759e-08
1992,0.0,7.713921945651236e-08
1993,0.0,1.1576943848012888e-07
1994,0.0,1.2712573038697883e-07
1995,0.0,1.1820942802387435e-07
1996,0.0,9.395041900006618e-08
1997,4.79489448146353e-10,1.1220053153238041e-07
1998,0.0,9.393214384090243e-08
1999,0.0,1.0648568604665343e-07
2000,8.836062992401139e-10,8.173358168050981e-08
2001,1.3143635069212678e-09,1.0120599114316065e-07
2002,4.38122149670761e-10,1.2398857052176027e-07
2003,4.1669229178253886e-10,9.667261480217348e-08
2004,2.642874807889939e-09,1.0923882598490309e-07
2005,0.0,1.035862382536834e-07
2006,0.0,9.26525203226447e-08
2007,0.0,9.946253953785344e-08
2008,0.0,8.557453412549876e-08
2009,0.0,1.6450263728984282e-07
2010,0.0,1.7761462345333712e-07
2011,3.82397197240536e-10,1.4531093484038138e-07
2012,3.404252713057332e-10,7.114888234127648e-08
2013,0.0,1.0208197664951513e-07
2014,4.330890368553497e-10,1.1065424843081928e-07
2015,0.0,1.3077794847049518e-07
2016,0.0,1.2407326721586287e-07
2017,0.0,1.360945702799654e-07
2018,0.0,9.499797215539729e-08
2019,0.0,1.1632504026692914e-07
