year,héritiers_NOUN égaux_ADJ,héritiers_NOUN légaux_ADJ
1800,0.0,1.0690159513160324e-07
1801,0.0,9.524730337773235e-09
1802,0.0,1.5664880947952042e-08
1803,0.0,1.950339267864365e-08
1804,0.0,1.9774807569206132e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,8.645007376628655e-09
1807,8.540865792383556e-09,5.124519120158766e-08
1808,9.064295980465431e-09,3.6257183921861724e-08
1809,0.0,3.162642769893864e-08
1810,4.680253518074551e-09,1.8721014072298203e-08
1811,2.5070767684098882e-09,7.521229861140455e-09
1812,0.0,2.9339290108509886e-08
1813,5.751483289628823e-09,5.751483289628823e-09
1814,0.0,1.8880061958270744e-08
1815,0.0,1.3486118000116676e-08
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,3.5763532135746345e-09,0.0
1819,0.0,1.0351049795076506e-08
1820,2.3732962262101864e-09,1.0679833017945839e-08
1821,9.86148829262845e-10,8.875339574387908e-09
1822,5.012807946513931e-09,2.8071724500478012e-08
1823,9.882686891060644e-10,2.668325471688604e-08
1824,0.0,7.57900142644985e-09
1825,0.0,5.723537910284904e-08
1826,1.2331177856594877e-08,4.227832306469281e-08
1827,6.452091305675367e-09,3.410390903013649e-08
1828,2.7516904310687096e-09,4.494427585655103e-08
1829,1.2859763920403111e-08,3.3435387791769244e-08
1830,3.1310507520032616e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,1.7150327380477393e-08
1832,0.0,1.8941957335982806e-08
1833,0.0,1.1583628500844156e-09
1834,2.8003592777992026e-09,9.334531370086552e-09
1835,0.0,3.479020449503878e-08
1836,0.0,3.36037508930076e-09
1837,6.957890930081589e-10,1.1132625488130543e-08
1838,0.0,3.219202682203104e-08
1839,4.894032734625853e-09,5.383435919270596e-08
1840,0.0,3.121147429396842e-08
1841,1.926164561183441e-09,2.8250413564023802e-08
1842,0.0,8.921992389332445e-08
1843,0.0,9.451057714215949e-09
1844,0.0,5.3787900355928286e-08
1845,1.674068439427856e-09,9.82120127446251e-08
1846,0.0,9.718472426811786e-08
1847,0.0,5.069630049092666e-08
1848,0.0,1.359642425313723e-07
1849,6.703531951757213e-09,1.7345388414469198e-07
1850,0.0,1.0319273968661946e-07
1851,0.0,3.0957306051959677e-08
1852,3.906327261660181e-09,8.463709377792838e-08
1853,0.0,7.942669100202693e-08
1854,5.195664454227256e-10,1.1638288555104737e-07
1855,0.0,1.0295457997244739e-07
1856,5.177189232874468e-10,1.9207372758955898e-07
1857,0.0,9.421312796575876e-08
1858,2.936205500958522e-09,6.997957058274551e-08
1859,0.0,1.644771998599026e-07
1860,1.373155145145688e-09,1.1671819066805256e-07
1861,3.3011746669586728e-09,1.0422279927979616e-07
1862,0.0,6.189641510445654e-08
1863,9.989241656072068e-10,9.639618525625337e-08
1864,1.9178911792039344e-09,8.103090465283458e-08
1865,0.0,5.883555331820389e-08
1866,4.865612912574591e-10,9.925850008585257e-08
1867,0.0,1.0530600746960772e-07
1868,0.0,1.8030540616109647e-07
1869,0.0,1.0353060275747339e-07
1870,5.734048791339319e-10,1.3245652041860012e-07
1871,1.0621177271019633e-09,1.2957836759142083e-07
1872,6.047339295989218e-10,1.3304146762038727e-07
1873,0.0,1.759885321916954e-07
1874,0.0,1.236744111565713e-07
1875,0.0,9.383304444554597e-08
1876,6.04601479992084e-10,1.4812735571467783e-07
1877,0.0,1.4534317926973017e-07
1878,6.039088673581716e-10,9.36058768274961e-08
1879,1.221865053580018e-09,1.5700966571330355e-07
1880,0.0,7.059630746653056e-08
1881,2.7890030285249168e-09,1.0946836681569039e-07
1882,0.0,8.319231170617059e-08
1883,0.0,1.049010265319339e-07
1884,1.9805090900604227e-09,2.0201193251523364e-07
1885,1.933690763067375e-09,5.220964993668531e-08
1886,1.2906927748801422e-09,1.0712749798358345e-07
1887,0.0,1.0838014929959172e-07
1888,0.0,1.4329789621569944e-07
1889,6.265136742733546e-10,1.923396979464087e-07
1890,0.0,2.0908493070237455e-07
1891,0.0,1.217476039983012e-07
1892,0.0,2.0309980186539178e-07
1893,6.158416554491453e-10,2.2539803978816053e-07
1894,1.8904617871129403e-09,1.5942895004172897e-07
1895,6.018614495673091e-10,2.0824406021802133e-07
1896,0.0,1.810387857403839e-07
1897,5.826713556089658e-10,2.3481655375690025e-07
1898,1.6975064687230201e-09,2.393484237472876e-07
1899,0.0,9.894365149420992e-08
1900,5.191053142894475e-10,1.2147064865075663e-07
1901,1.1177477832191585e-09,1.173635197915246e-07
1902,4.910283846193408e-10,1.5467394121060352e-07
1903,0.0,1.2528511206255644e-07
1904,0.0,1.3974025137031276e-07
1905,5.160759042333041e-10,1.2901897150641162e-07
1906,5.144184522798412e-10,1.5226785876620852e-07
1907,2.057137349353866e-09,1.9337090861881734e-07
1908,0.0,1.6109356693050358e-07
1909,3.850688656825696e-09,1.2377212499359302e-07
1910,5.344150677544235e-10,6.519864115261953e-08
1911,4.788336838146279e-09,1.0747155698709321e-07
1912,0.0,1.7243183947357466e-07
1913,0.0,9.916590926195568e-08
1914,0.0,1.1786269027425078e-07
1915,1.1780761921542648e-09,1.366568369576271e-07
1916,0.0,9.778841558727436e-08
1917,0.0,5.263883906536648e-08
1918,0.0,4.709414369585829e-08
1919,2.762354567309444e-09,1.4088007560530968e-07
1920,1.514446346106979e-09,1.3630017292598495e-07
1921,3.0290989716519334e-09,1.0071754275031708e-07
1922,0.0,3.0470874889942934e-07
1923,0.0,1.3482254246355296e-07
1924,2.578324886925998e-09,1.2891624123767542e-07
1925,0.0,4.8391981977147225e-08
1926,0.0,6.799144358637932e-08
1927,0.0,1.0703256236865855e-07
1928,0.0,1.1311780667710991e-07
1929,0.0,7.464072382390441e-08
1930,0.0,6.722306267192835e-08
1931,0.0,5.7026781519198266e-08
1932,0.0,7.123698964051073e-08
1933,3.4411986593596566e-09,9.405943046658649e-08
1934,1.1981580172459871e-09,8.02765853791243e-08
1935,1.196828414151696e-09,1.1609235883724978e-07
1936,2.424942913137329e-09,9.578524640119213e-08
1937,1.2591118148108649e-09,7.176937089070634e-08
1938,2.5930428915188486e-09,1.3743127169618674e-07
1939,0.0,1.0705835506996664e-07
1940,0.0,1.2425336137766863e-07
1941,5.9030051957620344e-09,9.149658097840074e-08
1942,0.0,1.0923162108156248e-07
1943,0.0,1.219358836124229e-07
1944,0.0,5.462416652335378e-08
1945,0.0,3.703456741277478e-08
1946,8.352662561605939e-09,7.238973864787113e-08
1947,0.0,1.4781879542624665e-07
1948,2.174377566888097e-09,4.566192757238241e-08
1949,0.0,3.5341230386620737e-08
1950,0.0,6.912984673590472e-08
1951,0.0,8.102665560727473e-08
1952,0.0,9.701219738644795e-08
1953,0.0,1.3575022705936135e-07
1954,9.772536113672459e-10,9.479359874831061e-08
1955,0.0,1.7175662492263655e-07
1956,0.0,6.889701609225085e-08
1957,0.0,9.453490434907508e-08
1958,4.1361216673863055e-09,8.685855590329083e-08
1959,7.750747821333448e-10,5.8905683886223414e-08
1960,0.0,4.15249985508126e-08
1961,0.0,8.129346440455265e-08
1962,0.0,1.2303395635626657e-07
1963,0.0,6.336732383260824e-08
1964,3.041984220075733e-09,7.48328119470898e-08
1965,2.188817349590977e-09,6.073967995234852e-08
1966,5.539074754423723e-10,4.486650695412209e-08
1967,0.0,9.515547816363323e-08
1968,0.0,2.784677910483424e-08
1969,0.0,3.3609008909252225e-08
1970,0.0,4.7826741678136386e-08
1971,0.0,3.853797991837382e-08
1972,5.130146862875051e-10,5.950970205503836e-08
1973,1.102640756478479e-09,3.583582497412863e-08
1974,5.625571675160757e-10,5.40054898579001e-08
1975,0.0,4.3407247574123176e-08
1976,1.7140580066410394e-09,3.313845553520878e-08
1977,0.0,2.938390863960194e-08
1978,0.0,2.7326720442033547e-08
1979,0.0,5.14973663712226e-08
1980,0.0,2.8994268319593175e-08
1981,0.0,2.5934753011824796e-08
1982,0.0,1.6760255405756652e-08
1983,0.0,5.3680185629900734e-08
1984,0.0,3.479405208395292e-08
1985,6.015558051686298e-10,2.5866899733273385e-08
1986,0.0,1.6784559520033326e-08
1987,6.110816852533674e-10,2.9943002743948455e-08
1988,5.996553809062277e-10,5.037105310634615e-08
1989,0.0,4.116091645300912e-08
1990,0.0,3.4871366239030976e-08
1991,5.861465202094962e-10,4.9822453718206816e-08
1992,5.509944167592096e-10,2.259077191979486e-08
1993,0.0,5.816167814032269e-08
1994,5.274926606624319e-10,2.162719958676007e-08
1995,0.0,1.7894087989134277e-08
1996,0.0,2.882569738460461e-08
1997,1.438468344439059e-09,4.6030987022049885e-08
1998,9.536258449571733e-10,2.4794271524797296e-08
1999,9.140402323914998e-10,4.981519197144735e-08
2000,4.4180314962005696e-10,2.1206551181762734e-08
2001,0.0,3.3735329196815655e-08
2002,0.0,2.2782352004924178e-08
2003,0.0,2.2084691408963408e-08
2004,1.7619165015858584e-09,2.378587282692024e-08
2005,0.0,1.6663873836364473e-08
2006,4.1178899179428186e-10,6.753339221177157e-08
2007,1.5977917877663117e-09,1.3980677948666198e-08
2008,4.257439678578834e-10,3.661398295662366e-08
2009,0.0,2.5271420511785436e-08
2010,0.0,2.3146585093059002e-08
2011,0.0,9.942326961720482e-09
2012,6.808505426114664e-10,1.327658516458996e-08
2013,0.0,5.35512008070782e-08
2014,2.1654451842767486e-10,2.1004817440939405e-08
2015,4.433150790905671e-10,6.627560367178376e-08
2016,1.4499380585064614e-09,4.619088400659166e-08
2017,5.031222660711876e-10,4.024978039751659e-08
2018,0.0,4.181976009931532e-08
2019,2.55098775436835e-10,2.423438338894357e-08
